====================================================================================================
records/skills/itemskillsgdx1/pets/itempet_deathstalker_a01.dbr   owners= ['gdx1']   found= True
   Class                                        'PetPlayerScaling'
   ranged1hRespawnAnimSpeed                     1.0
   ranged1hRunAnimSpeed                         1.0
   ranged1hSpawnAnimSpeed                       1.0
   ranged1hSpecialAnimSpeed1                    1.0
   ranged1hSpecialAnimSpeed10                   1.0
   ranged1hSpecialAnimSpeed2                    1.0
   ranged1hSpecialAnimSpeed3                    1.0
   ranged1hSpecialAnimSpeed4                    1.0
   ranged1hSpecialAnimSpeed5                    1.0
   ranged1hSpecialAnimSpeed6                    1.0
   ranged1hSpecialAnimSpeed7                    1.0
   ranged1hSpecialAnimSpeed8                    1.0
   ranged1hSpecialAnimSpeed9                    1.0
   ranged1hSpellAttackAnimSpeed                 1.0
   ranged1hStunAnimSpeed                        1.0
   ranged1hTakeHitAnimSpeed                     1.0
   ranged1hWaitingAnimSpeed1                    1.0
   ranged1hWaitingAnimSpeed2                    1.0
   ranged1hWaitingAnimSpeed3                    1.0
   ranged1hWaitingAnimWeight1                   100.0
   ranged1hWaitingAnimWeight2                   100.0
   ranged1hWaitingAnimWeight3                   100.0
   ranged1hWalkAnimSpeed                        1.0
   ranged2hAlertAnimSpeed1                      1.0
   ranged2hAlertAnimSpeed2                      1.0
   ranged2hAlertAnimSpeed3                      1.0
   ranged2hAlertAnimWeight1                     100.0
   ranged2hAlertAnimWeight2                     100.0
   ranged2hAlertAnimWeight3                     100.0
   ranged2hAttackAnimSpeed1                     1.0
   ranged2hAttackAnimSpeed2                     1.0
   ranged2hAttackAnimSpeed3                     1.0
   ranged2hAttackAnimWeight1                    100.0
   ranged2hAttackAnimWeight2                    100.0
   ranged2hAttackAnimWeight3                    100.0
   ranged2hAttackIdleAnimSpeed                  1.0
   ranged2hBuffOtherAnimSpeed1                  1.0
   ranged2hBuffOtherAnimWeight1                 100.0
   ranged2hBuffSelfAnimSpeed1                   1.0
   ranged2hBuffSelfAnimWeight1                  100.0
   ranged2hChannelAnimSpeed                     1.0
   ranged2hChannelEndAnimSpeed                  1.0
   ranged2hChannelStartAnimSpeed                1.0
   ranged2hChatAnimSpeed                        1.0
   ranged2hCriticalHitAnimSpeed                 1.0
   ranged2hDieAnimSpeed1                        1.0
   ranged2hDieAnimSpeed2                        1.0
   ranged2hDieAnimSpeed3                        1.0
   ranged2hDieAnimWeight1                       100.0
   ranged2hDieAnimWeight2                       100.0
   ranged2hDieAnimWeight3                       100.0
   ranged2hEmoteAnimSpeed1                      1.0
   ranged2hEmoteAnimSpeed2                      1.0
   ranged2hEmoteAnimSpeed3                      1.0
   ranged2hEmoteAnimWeight1                     100.0
   ranged2hEmoteAnimWeight2                     100.0
   ranged2hEmoteAnimWeight3                     100.0
   ranged2hFidgetAnimSpeed1                     1.0
   ranged2hFidgetAnimSpeed2                     1.0
   ranged2hFidgetAnimSpeed3                     1.0
   ranged2hFidgetAnimWeight1                    100.0
   ranged2hFidgetAnimWeight2                    100.0
   ranged2hFidgetAnimWeight3                    100.0
   ranged2hFleeAnimSpeed1                       1.0
   ranged2hFleeAnimSpeed2                       1.0
   ranged2hFleeAnimSpeed3                       1.0
   ranged2hFleeAnimWeight1                      100.0
   ranged2hFleeAnimWeight2                      100.0
   ranged2hFleeAnimWeight3                      100.0
   ranged2hGetUpFaceDownAnimSpeed               1.0
   ranged2hGetUpFaceUpAnimSpeed                 1.0
   ranged2hIdleTranAnimSpeed                    1.0
   ranged2hLongIdleAnimSpeed                    1.0
   ranged2hPassItemAnimSpeed                    1.0
   ranged2hPickupAnimSpeed                      1.0
   ranged2hRallyAnimSpeed1                      1.0
   ranged2hRallyAnimSpeed2                      1.0
   ranged2hRallyAnimSpeed3                      1.0
   ranged2hRallyAnimWeight1                     100.0
   ranged2hRallyAnimWeight2                     100.0
   ranged2hRallyAnimWeight3                     100.0
   ranged2hRespawnAnimSpeed                     1.0
   ranged2hRunAnimSpeed                         1.0
   ranged2hSpawnAnimSpeed                       1.0
   ranged2hSpecialAnimSpeed1                    1.0
   ranged2hSpecialAnimSpeed10                   1.0
   ranged2hSpecialAnimSpeed2                    1.0
   ranged2hSpecialAnimSpeed3                    1.0
   ranged2hSpecialAnimSpeed4                    1.0
   ranged2hSpecialAnimSpeed5                    1.0
   ranged2hSpecialAnimSpeed6                    1.0
   ranged2hSpecialAnimSpeed7                    1.0
   ranged2hSpecialAnimSpeed8                    1.0
   ranged2hSpecialAnimSpeed9                    1.0
   ranged2hSpellAttackAnimSpeed                 1.0
   ranged2hStunAnimSpeed                        1.0
   ranged2hTakeHitAnimSpeed                     1.0
   ranged2hWaitingAnimSpeed1                    1.0
   ranged2hWaitingAnimSpeed2                    1.0
   ranged2hWaitingAnimSpeed3                    1.0
   ranged2hWaitingAnimWeight1                   100.0
   ranged2hWaitingAnimWeight2                   100.0
   ranged2hWaitingAnimWeight3                   100.0
   ranged2hWalkAnimSpeed                        1.0
   rotateWhenChatting                           True
   sHandedAlertAnimSpeed1                       1.0
   sHandedAlertAnimSpeed2                       1.0
   sHandedAlertAnimSpeed3                       1.0
   sHandedAlertAnimWeight1                      100.0
   sHandedAlertAnimWeight2                      100.0
   sHandedAlertAnimWeight3                      100.0
   sHandedAttackAnimSpeed1                      1.0
   sHandedAttackAnimSpeed2                      1.0
   sHandedAttackAnimSpeed3                      1.0
   sHandedAttackAnimWeight1                     100.0
   sHandedAttackAnimWeight2                     100.0
   sHandedAttackAnimWeight3                     100.0
   sHandedAttackIdleAnimSpeed                   1.0
   sHandedBuffOtherAnimSpeed1                   1.0
   sHandedBuffOtherAnimWeight1                  100.0
   sHandedBuffSelfAnimSpeed1                    1.0
   sHandedBuffSelfAnimWeight1                   100.0
   sHandedChannelAnimSpeed                      1.0
   sHandedChannelEndAnimSpeed                   1.0
   sHandedChannelStartAnimSpeed                 1.0
   sHandedChatAnimSpeed                         1.0
   sHandedCriticalHitAnimSpeed                  1.0
   sHandedDieAnimSpeed1                         1.0
   sHandedDieAnimSpeed2                         1.0
   sHandedDieAnimSpeed3                         1.0
   sHandedDieAnimWeight1                        100.0
   sHandedDieAnimWeight2                        100.0
   sHandedDieAnimWeight3                        100.0
   sHandedEmoteAnimSpeed1                       1.0
   sHandedEmoteAnimSpeed2                       1.0
   sHandedEmoteAnimSpeed3                       1.0
   sHandedEmoteAnimWeight1                      100.0
   sHandedEmoteAnimWeight2                      100.0
   sHandedEmoteAnimWeight3                      100.0
   sHandedFidgetAnimSpeed1                      1.0
   sHandedFidgetAnimSpeed2                      1.0
   sHandedFidgetAnimSpeed3                      1.0
   sHandedFidgetAnimWeight1                     100.0
   sHandedFidgetAnimWeight2                     100.0
   sHandedFidgetAnimWeight3                     100.0
   sHandedFleeAnimSpeed1                        1.0
   sHandedFleeAnimSpeed2                        1.0
   sHandedFleeAnimSpeed3                        1.0
   sHandedFleeAnimWeight1                       100.0
   sHandedFleeAnimWeight2                       100.0
   sHandedFleeAnimWeight3                       100.0
   sHandedGetUpFaceDownAnimSpeed                1.0
   sHandedGetUpFaceUpAnimSpeed                  1.0
   sHandedIdleTranAnimSpeed                     1.0
   sHandedLongIdleAnimSpeed                     1.0
   sHandedPassItemAnimSpeed                     1.0
   sHandedPickupAnimSpeed                       1.0
   sHandedRallyAnimSpeed1                       1.0
   sHandedRallyAnimSpeed2                       1.0
   sHandedRallyAnimSpeed3                       1.0
   sHandedRallyAnimWeight1                      100.0
   sHandedRallyAnimWeight2                      100.0
   sHandedRallyAnimWeight3                      100.0
   sHandedRespawnAnimSpeed                      1.0
   sHandedRunAnimSpeed                          1.0
   sHandedSpawnAnimSpeed                        1.0
   sHandedSpecialAnimSpeed1                     1.0
   sHandedSpecialAnimSpeed10                    1.0
   sHandedSpecialAnimSpeed11                    1.0
   sHandedSpecialAnimSpeed12                    1.0
   sHandedSpecialAnimSpeed13                    1.0
   sHandedSpecialAnimSpeed14                    1.0
   sHandedSpecialAnimSpeed15                    1.0
   sHandedSpecialAnimSpeed2                     1.0
   sHandedSpecialAnimSpeed3                     1.0
   sHandedSpecialAnimSpeed4                     1.0
   sHandedSpecialAnimSpeed5                     1.0
   sHandedSpecialAnimSpeed6                     1.0
   sHandedSpecialAnimSpeed7                     1.0
   sHandedSpecialAnimSpeed8                     1.0
   sHandedSpecialAnimSpeed9                     1.0
   sHandedSpellAttackAnimSpeed                  1.0
   sHandedStunAnimSpeed                         1.0
   sHandedTakeHitAnimSpeed                      1.0
   sHandedWaitingAnimSpeed1                     1.0
   sHandedWaitingAnimSpeed2                     1.0
   sHandedWaitingAnimSpeed3                     1.0
   sHandedWaitingAnimWeight1                    100.0
   sHandedWaitingAnimWeight2                    100.0
   sHandedWaitingAnimWeight3                    100.0
   sHandedWalkAnimSpeed                         1.0
   scale                                        1.100000023841858
   shadowBias                                   0.0
   shortRangeMax                                4.0
   shortRangeMin                                0.0
   showStatusWidgetWhenPet                      False
   skillLevel1                                  '2'
   skillLevel10                                 '0'
   skillLevel11                                 '0'
   skillLevel12                                 '0'
   skillLevel13                                 '0'
   skillLevel14                                 '0'
   skillLevel15                                 '0'
   skillLevel16                                 '0'
   skillLevel17                                 '1'
   skillLevel18                                 '0'
   skillLevel19                                 '0'
   skillLevel2                                  'charLevel*1'
   skillLevel20                                 '0'
   skillLevel21                                 '0'
   skillLevel22                                 '0'
   skillLevel23                                 '0'
   skillLevel24                                 '0'
   skillLevel25                                 '0'
   skillLevel26                                 '0'
   skillLevel27                                 '0'
   skillLevel28                                 '0'
   skillLevel29                                 '0'
   skillLevel3                                  '2'
   skillLevel30                                 '0'
   skillLevel4                                  '0'
   skillLevel5                                  '0'
   skillLevel6                                  '0'
   skillLevel7                                  '0'
   skillLevel8                                  '0'
   skillLevel9                                  '0'
   skillName1                                   'records/skills/playerclass09/pets/petskill_celestialguardian_innate01.dbr'
   skillName10                                  'records/skills/playerclass09/pets/modifier_medal_b304_summonguardianempyrion.dbr'
   skillName11                                  'records/skills/playerclass09/pets/modifier_necklace_d313_summonguardianofempyrion.dbr'
   skillName12                                  'records/skills/playerclass09/pets/modifier_set_d305_summonguardianofempyrion.dbr'
   skillName13                                  'records/skills/playerclass09/pets/modifier_caster_b205_conjurecelestialguardianb.dbr'
   skillName14                                  'records/skills/playerclass09/pets/modifier_b305a_celestialguardian.dbr'
   skillName15                                  'records/skills/playerclass09/pets/modifier_b305b_celestialguardian.dbr'
   skillName16                                  'records/skills/playerclass09/pets/petskill_celestialguardian_celestialwrath1.dbr'
   skillName17                                  'records/skills/playerclass09/pets/modifier_celestialwrath_defaultfx.dbr'
   skillName18                                  'records/skills/playerclass09/pets/modifier_focus_d214_conjurecelestialguardian.dbr'
   skillName19                                  'records/skills/playerclass09/pets/modifier_set_d215_conjurecelestialguardian.dbr'
   skillName2                                   'records/skills/itemskills/pets/armorpets04.dbr'
   skillName20                                  'records/skills/playerclass09/pets/modifier_necklace_d108_conjurecelestialguardian.dbr'
   skillName21                                  'records/skills/playerclass09/pets/modifier_head_d213_conjurecelestialguardian.dbr'
   skillName22                                  'records/skills/playerclass09/pets/modifier_necklace_b203_conjurecelestialguardian.dbr'
   skillName23                                  'records/skills/playerclass09/pets/modifier_eldritchwhispers_set3_oathkeeper2.dbr'
   skillName24                                  'records/skills/playerclass09/pets/modifier_eldritchwhispers_set3_oathkeeper2.dbr'
   skillName25                                  'records/skills/playerclass09/pets/modifier_necklace_b203_conjurecelestialguardian.dbr'
   skillName26                                  'records/skills/playerclass09/pets/modifier_caster_d113_conjurecelestialguardian.dbr'
   skillName27                                  'records/skills/playerclass09/pets/modifier_caster_b205_conjurecelestialguardian.dbr'
   skillName28                                  'records/skills/playerclass09/pets/modifier_set_d211_conjurecelestialguardian_02.dbr'
   skillName29                                  'records/skills/playerclass09/pets/modifier_eldritchwhispers_set1_oathkeeper3.dbr'
   skillName3                                   'records/skills/playerclass09/pets/petskill_celestialguardian_bladearc1.dbr'
   skillName30                                  'records/skills/playerclass09/pets/modifier_focus_d004_conjurecelestialguardian.dbr'
   skillName4                                   'records/skills/playerclass09/pets/modifier_caster_d113_conjurecelestialguardian.dbr'
   skillName5                                   'records/skills/playerclass09/pets/modifier_hands_d205_conjurecelestialguardian.dbr'
   skillName6                                   'records/skills/playerclass09/pets/modifier_focus_d214_conjurecelestialguardian.dbr'
   skillName7                                   'records/skills/playerclass09/pets/modifier_set_d215_conjurecelestialguardian.dbr'
   skillName8                                   'records/skills/playerclass09/pets/modifier_gun2h_b203_conjurecelestialguardian.dbr'
   skillName9                                   'records/skills/playerclass09/pets/modifier_eldritchwhispers_set3_oathkeeper2.dbr'
   spearAlertAnimSpeed1                         1.0
   spearAlertAnimSpeed2                         1.0
   spearAlertAnimSpeed3                         1.0
   spearAlertAnimWeight1                        100.0
   spearAlertAnimWeight2                        100.0
   spearAlertAnimWeight3                        100.0
   spearAttackAnimSpeed1                        1.0
   spearAttackAnimSpeed2                        1.0
   spearAttackAnimSpeed3                        1.0
   spearAttackAnimWeight1                       100.0
   spearAttackAnimWeight2                       100.0
   spearAttackAnimWeight3                       100.0
   spearAttackIdleAnimSpeed                     1.0
   spearAttackIdleAnimSpeed2                    1.0
   spearAttackIdleAnimSpeed3                    1.0
   spearAttackIdleAnimSpeed4                    1.0
   spearAttackIdleAnimSpeed5                    1.0
   spearAttackIdleAnimWeight2                   100.0
   spearAttackIdleAnimWeight3                   100.0
   spearAttackIdleAnimWeight4                   100.0
   spearAttackIdleAnimWeight5                   100.0
   spearBuffOtherAnimSpeed1                     1.0
   spearBuffOtherAnimSpeed2                     1.0
   spearBuffOtherAnimSpeed3                     1.0
   spearBuffOtherAnimWeight1                    100.0
   spearBuffOtherAnimWeight2                    100.0
   spearBuffOtherAnimWeight3                    100.0
   spearBuffSelfAnimSpeed1                      1.0
   spearBuffSelfAnimSpeed2                      1.0
   spearBuffSelfAnimSpeed3                      1.0
   spearBuffSelfAnimWeight1                     100.0
   spearBuffSelfAnimWeight2                     100.0
   spearBuffSelfAnimWeight3                     100.0
   spearChatAnimSpeed                           1.0
   spearCriticalHitAnimSpeed                    1.0
   spearDieAnimSpeed1                           1.0
   spearDieAnimSpeed2                           1.0
   spearDieAnimSpeed3                           1.0
   spearDieAnimWeight1                          100.0
   spearDieAnimWeight2                          100.0
   spearDieAnimWeight3                          100.0
   spearEmoteAnimSpeed1                         1.0
   spearEmoteAnimSpeed2                         1.0
   spearEmoteAnimSpeed3                         1.0
   spearEmoteAnimWeight1                        100.0
   spearEmoteAnimWeight2                        100.0
   spearEmoteAnimWeight3                        100.0
   spearFidgetAnimSpeed1                        1.0
   spearFidgetAnimSpeed2                        1.0
   spearFidgetAnimSpeed3                        1.0
   spearFidgetAnimWeight1                       100.0
   spearFidgetAnimWeight2                       100.0
   spearFidgetAnimWeight3                       100.0
   spearFleeAnimSpeed1                          1.0
   spearFleeAnimSpeed2                          1.0
   spearFleeAnimSpeed3                          1.0
   spearFleeAnimWeight1                         100.0
   spearFleeAnimWeight2                         100.0
   spearFleeAnimWeight3                         100.0
   spearIdleTranAnimSpeed                       1.0
   spearLongIdleAnimSpeed                       1.0
   spearPassItemAnimSpeed                       1.0
   spearPickupAnimSpeed                         1.0
   spearRallyAnimSpeed1                         1.0
   spearRallyAnimSpeed2                         1.0
   spearRallyAnimSpeed3                         1.0
   spearRallyAnimWeight1                        100.0
   spearRallyAnimWeight2                        100.0
   spearRallyAnimWeight3                        100.0
   spearRespawnAnimSpeed                        1.0
   spearRunAnimSpeed                            1.0
   spearSpawnAnimSpeed                          1.0
   spearSpecialAnimSpeed1                       1.0
   spearSpecialAnimSpeed10                      1.0
   spearSpecialAnimSpeed11                      1.0
   spearSpecialAnimSpeed12                      1.0
   spearSpecialAnimSpeed13                      1.0
   spearSpecialAnimSpeed14                      1.0
   spearSpecialAnimSpeed15                      1.0
   spearSpecialAnimSpeed2                       1.0
   spearSpecialAnimSpeed3                       1.0
   spearSpecialAnimSpeed4                       1.0
   spearSpecialAnimSpeed5                       1.0
   spearSpecialAnimSpeed6                       1.0
   spearSpecialAnimSpeed7                       1.0
   spearSpecialAnimSpeed8                       1.0
   spearSpecialAnimSpeed9                       1.0
   spearSpellAttackAnimSpeed                    1.0
   spearStunAnimSpeed                           1.0
   spearWaitingAnimSpeed1                       1.0
   spearWaitingAnimSpeed2                       1.0
   spearWaitingAnimSpeed3                       1.0
   spearWaitingAnimWeight1                      100.0
   spearWaitingAnimWeight2                      100.0
   spearWaitingAnimWeight3                      100.0
   spearWalkAnimSpeed                           1.0
   specialAttack2Chance                         100.0
   specialAttack2Delay                          4.0
   specialAttack2Range                          'ShortRange'
   specialAttack2Timeout                        1.0
   specialAttackChance                          100.0
   specialAttackDelay                           6.0
   specialAttackRange                           'ShortRange'
   specialAttackSound1Chance                    100.0
   specialAttackSound2Chance                    100.0
   specialAttackSound3Chance                    100.0
   specialAttackSound4Chance                    100.0
   specialAttackTimeout                         3.0
   splashSound                                  'records/sounds/objects/loot/spak_itemdropwaterplunklg.dbr'
   staffAlertAnimSpeed1                         1.0
   staffAlertAnimSpeed2                         1.0
   staffAlertAnimSpeed3                         1.0
   staffAlertAnimWeight1                        100.0
   staffAlertAnimWeight2                        100.0
   staffAlertAnimWeight3                        100.0
   staffAttackAnimSpeed1                        1.0
   staffAttackAnimSpeed2                        1.0
   staffAttackAnimSpeed3                        1.0
   staffAttackAnimWeight1                       100.0
   staffAttackAnimWeight2                       100.0
   staffAttackAnimWeight3                       100.0
   staffAttackIdleAnimSpeed                     1.0
   staffAttackIdleAnimSpeed2                    1.0
   staffAttackIdleAnimSpeed3                    1.0
   staffAttackIdleAnimSpeed4                    1.0
   staffAttackIdleAnimSpeed5                    1.0
   staffAttackIdleAnimWeight2                   100.0
   staffAttackIdleAnimWeight3                   100.0
   staffAttackIdleAnimWeight4                   100.0
   staffAttackIdleAnimWeight5                   100.0
   staffBuffOtherAnimSpeed1                     1.0
   staffBuffOtherAnimSpeed2                     1.0
   staffBuffOtherAnimSpeed3                     1.0
   staffBuffOtherAnimWeight1                    100.0
   staffBuffOtherAnimWeight2                    100.0
   staffBuffOtherAnimWeight3                    100.0
   staffBuffSelfAnimSpeed1                      1.0
   staffBuffSelfAnimSpeed2                      1.0
   staffBuffSelfAnimSpeed3                      1.0
   staffBuffSelfAnimWeight1                     100.0
   staffBuffSelfAnimWeight2                     100.0
   staffBuffSelfAnimWeight3                     100.0
   staffChatAnimSpeed                           1.0
   staffCriticalHitAnimSpeed                    1.0
   staffDieAnimSpeed1                           1.0
   staffDieAnimSpeed2                           1.0
   staffDieAnimSpeed3                           1.0
   staffDieAnimWeight1                          100.0
   staffDieAnimWeight2                          100.0
   staffDieAnimWeight3                          100.0
   staffEmoteAnimSpeed1                         1.0
   staffEmoteAnimSpeed2                         1.0
   staffEmoteAnimSpeed3                         1.0
   staffEmoteAnimWeight1                        100.0
   staffEmoteAnimWeight2                        100.0
   staffEmoteAnimWeight3                        100.0
   staffFidgetAnimSpeed1                        1.0
   staffFidgetAnimSpeed2                        1.0
   staffFidgetAnimSpeed3                        1.0
   staffFidgetAnimWeight1                       100.0
   staffFidgetAnimWeight2                       100.0
   staffFidgetAnimWeight3                       100.0
   staffFleeAnimSpeed1                          1.0
   staffFleeAnimSpeed2                          1.0
   staffFleeAnimSpeed3                          1.0
   staffFleeAnimWeight1                         100.0
   staffFleeAnimWeight2                         100.0
   staffFleeAnimWeight3                         100.0
   staffIdleTranAnimSpeed                       1.0
   staffLongIdleAnimSpeed                       1.0
   staffPassItemAnimSpeed                       1.0
   staffPickupAnimSpeed                         1.0
   staffRallyAnimSpeed1                         1.0
   staffRallyAnimSpeed2                         1.0
   staffRallyAnimSpeed3                         1.0
   staffRallyAnimWeight1                        100.0
   staffRallyAnimWeight2                        100.0
   staffRallyAnimWeight3                        100.0
   staffRespawnAnimSpeed                        1.0
   staffRunAnimSpeed                            1.0
   staffSpawnAnimSpeed                          1.0
   staffSpecialAnimSpeed1                       1.0
   staffSpecialAnimSpeed10                      1.0
   staffSpecialAnimSpeed2                       1.0
   staffSpecialAnimSpeed3                       1.0
   staffSpecialAnimSpeed4                       1.0
   staffSpecialAnimSpeed5                       1.0
   staffSpecialAnimSpeed6                       1.0
   staffSpecialAnimSpeed7                       1.0
   staffSpecialAnimSpeed8                       1.0
   staffSpecialAnimSpeed9                       1.0
   staffSpellAttackAnimSpeed                    1.0
   staffStunAnimSpeed                           1.0
   staffWaitingAnimSpeed1                       1.0
   staffWaitingAnimSpeed2                       1.0
   staffWaitingAnimSpeed3                       1.0
   staffWaitingAnimWeight1                      100.0
   staffWaitingAnimWeight2                      100.0
   staffWaitingAnimWeight3                      100.0
   staffWalkAnimSpeed                           1.0
   startVisible                                 True
   stunResistanceInc                            0.0
   stunSound                                    'records/sounds/enemies/vocalizations/spak_wraithstun.dbr'
   swipeSound                                   'records/sounds/enemies/combatbasic/spak_swipe_generic01.dbr'
   targetable                                   False
   templateName                                 'database/templates/petplayerscaling.tpl'
   triggerBoundingVolumes                       False
   unarmedAlertAnimSpeed1                       1.0
   unarmedAlertAnimSpeed2                       1.0
   unarmedAlertAnimSpeed3                       1.0
   unarmedAlertAnimWeight1                      100.0
   unarmedAlertAnimWeight2                      100.0
   unarmedAlertAnimWeight3                      100.0
   unarmedAttTurnRight90AnimSpeed               1.0
   unarmedAttackAnimSpeed1                      1.0
   unarmedAttackAnimSpeed2                      1.0
   unarmedAttackAnimSpeed3                      1.0
   unarmedAttackAnimWeight1                     100.0
   unarmedAttackAnimWeight2                     100.0
   unarmedAttackAnimWeight3                     100.0
   unarmedAttackIdleAnimSpeed                   1.0
   unarmedBuffOtherAnimSpeed1                   1.0
   unarmedBuffOtherAnimWeight1                  100.0
   unarmedBuffSelfAnimSpeed1                    1.0
   unarmedBuffSelfAnimWeight1                   100.0
   unarmedChannelAnimSpeed                      1.0
   unarmedChannelEndAnimSpeed                   1.0
   unarmedChannelStartAnimSpeed                 1.0
   unarmedChatAnimSpeed                         1.0
   unarmedCriticalHitAnimSpeed                  1.0
   unarmedDieAnimSpeed1                         1.0
   unarmedDieAnimSpeed2                         1.0
   unarmedDieAnimSpeed3                         1.0
   unarmedDieAnimWeight1                        100.0
   unarmedDieAnimWeight2                        100.0
   unarmedDieAnimWeight3                        100.0
   unarmedEmoteAnimSpeed1                       1.0
   unarmedEmoteAnimSpeed2                       1.0
   unarmedEmoteAnimSpeed3                       1.0
   unarmedEmoteAnimWeight1                      100.0
   unarmedEmoteAnimWeight2                      100.0
   unarmedEmoteAnimWeight3                      100.0
   unarmedFidgetAnimSpeed1                      1.0
   unarmedFidgetAnimSpeed2                      1.0
   unarmedFidgetAnimSpeed3                      1.0
   unarmedFidgetAnimWeight1                     100.0
   unarmedFidgetAnimWeight2                     100.0
   unarmedFidgetAnimWeight3                     100.0
   unarmedFleeAnimSpeed1                        1.0
   unarmedFleeAnimSpeed2                        1.0
   unarmedFleeAnimSpeed3                        1.0
   unarmedFleeAnimWeight1                       100.0
   unarmedFleeAnimWeight2                       100.0
   unarmedFleeAnimWeight3                       100.0
   unarmedGetUpFaceDownAnimSpeed                1.0
   unarmedGetUpFaceUpAnimSpeed                  1.0
   unarmedIdleTranAnimSpeed                     1.0
   unarmedLongIdleAnimSpeed                     1.0
   unarmedPassItemAnimSpeed                     1.0
   unarmedPickupAnimSpeed                       1.0
   unarmedRallyAnimSpeed1                       1.0
   unarmedRallyAnimSpeed2                       1.0
   unarmedRallyAnimSpeed3                       1.0
   unarmedRallyAnimWeight1                      100.0
   unarmedRallyAnimWeight2                      100.0
   unarmedRallyAnimWeight3                      100.0
   unarmedRespawnAnimSpeed                      1.0
   unarmedRunAnimSpeed                          1.0
   unarmedSpawnAnimSpeed                        1.0
   unarmedSpecialAnimSpeed1                     1.0
   unarmedSpecialAnimSpeed10                    1.0
   unarmedSpecialAnimSpeed2                     1.0
   unarmedSpecialAnimSpeed3                     1.0
   unarmedSpecialAnimSpeed4                     1.0
   unarmedSpecialAnimSpeed5                     1.0
   unarmedSpecialAnimSpeed6                     1.0
   unarmedSpecialAnimSpeed7                     1.0
   unarmedSpecialAnimSpeed8                     1.0
   unarmedSpecialAnimSpeed9                     1.0
   unarmedSpellAttackAnimSpeed                  1.0
   unarmedStunAnimSpeed                         1.0
   unarmedTakeHitAnimSpeed                      1.0
   unarmedWaitingAnimSpeed1                     1.0
   unarmedWaitingAnimSpeed2                     1.0
   unarmedWaitingAnimSpeed3                     1.0
   unarmedWaitingAnimWeight1                    100.0
   unarmedWaitingAnimWeight2                    100.0
   unarmedWaitingAnimWeight3                    100.0
   unarmedWalkAnimSpeed                         1.0
   unloadedBoundingBoxExtents                   0.0
   voiceSound1Chance                            100.0
   voiceSound2Chance                            100.0
   voiceSound3Chance                            100.0
   voxSound                                     'records/sounds/enemies/vocalizations/spak_wraithvox.dbr'
   voxSoundChance                               33.0
   waitForCallbackToSpawn                       False
   waitingAnimDelay                             5000
   walkSpeed                                    1.0
   walkUsesRun                                  False
====================================================================================================
records/skills/playerclass09/pets/celestialguardian_26.dbr   owners= ['gdx2', 'gdx3']   found= True
   Class                                        'PetPlayerScaling'
   LowerHealthDisplayPercentage                 0.0
   MonsterMusicRadius                           0.0
   StatusIcon                                   'ui/skills/icons/class09/skillicon_conjurecelestialguardian1up.tex'
   StatusIconRed                                'ui/skills/icons/class09/skillicon_conjurecelestialguardian1up_red.tex'
   UpperHealthDisplayPercentage                 100.0
   actorHeight                                  2.0
   actorRadius                                  0.0
   alertAnimChance                              0
   alertSound                                   'records/sounds/enemies/vocalizations/spak_wraithalert.dbr'
   alertSoundChance                             25.0
   allowTransparency                            False
   ambushDissolveTexture                        'system/textures/cloud.tex'
   ambushDissolveTime                           0
   angerMultiplier                              0.0
   attackSkillName                              'records/skills/playerclass09/pets/petskill_celestialguardian_bladearc1.dbr'
   attackSound                                  'records/sounds/enemies/combatbasic/spak_attack_generic01.dbr'
   avoidForce                                   0.5
   bodyFallSound                                'records/sounds/enemies/combatbasic/spak_bodyfall_generic01.dbr'
   bodyFallSoundChance                          100.0
   buffSelfSkillName                            'records/skills/playerclass09/pets/petskill_celestialguardian_celestialwrath1.dbr'
   castsShadows                                 True
   causesAnger                                  False
   chanceToEquipFinger1                         0.0
   chanceToEquipFinger1Item1                    0
   chanceToEquipFinger1Item2                    0
   chanceToEquipFinger1Item3                    0
   chanceToEquipFinger1Item4                    0
   chanceToEquipFinger1Item5                    0
   chanceToEquipFinger1Item6                    0
   chanceToEquipFinger2                         0.0
   chanceToEquipFinger2Item1                    0
   chanceToEquipFinger2Item2                    0
   chanceToEquipFinger2Item3                    0
   chanceToEquipFinger2Item4                    0
   chanceToEquipFinger2Item5                    0
   chanceToEquipFinger2Item6                    0
   chanceToEquipHead                            0.0
   chanceToEquipHeadItem1                       0
   chanceToEquipHeadItem2                       0
   chanceToEquipHeadItem3                       0
   chanceToEquipHeadItem4                       0
   chanceToEquipHeadItem5                       0
   chanceToEquipHeadItem6                       0
   chanceToEquipLeftHand                        0.0
   chanceToEquipLeftHandItem1                   0
   chanceToEquipLeftHandItem2                   0
   chanceToEquipLeftHandItem3                   0
   chanceToEquipLeftHandItem4                   0
   chanceToEquipLeftHandItem5                   0
   chanceToEquipLeftHandItem6                   0
   chanceToEquipLegs                            0.0
   chanceToEquipLegsItem1                       0
   chanceToEquipLegsItem2                       0
   chanceToEquipLegsItem3                       0
   chanceToEquipLegsItem4                       0
   chanceToEquipLegsItem5                       0
   chanceToEquipLegsItem6                       0
   chanceToEquipMisc1                           0.0
   chanceToEquipMisc1Item1                      0
   chanceToEquipMisc1Item2                      0
   chanceToEquipMisc1Item3                      0
   chanceToEquipMisc1Item4                      0
   chanceToEquipMisc1Item5                      0
