record,in_pool,is_summon_body,summoner,level_set,level_lo,level_hi,level_grade,bio_record,life_equation,monster_class,winner_archive,base_life_lo,base_life_hi,life_passive_pct_lo,life_passive_pct_hi,own_total_damage_modifier_pct_lo,own_total_damage_modifier_sources_lo,pool_records,pool_kinds,waves_pooled,life_grade,damage_grade
records/creatures/enemies/chthonianrylok_c01_summon.dbr,0,1,records/creatures/enemies/boss&quest/chthonianherald_prodromus_01.dbr|records/creatures/enemies/boss&quest/chthonianherald_prodromus_01b.dbr,106|107|108,106,108,DERIVED-INHERITED,records/creatures/enemies/bios/bio_chthonianrylok_c01.dbr,((charLevel*38)^1.33)+100,Champion,gdx1,62440.3138,64009.5528,103.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase04.dbr[105]=25.0(IN-RANGE),,,,MEASURED,MEASURED
records/creatures/enemies/chthonianservitor_a01_summon.dbr,0,1,records/creatures/enemies/boss&quest/chthonianservitor_lunalvalgoth.dbr,106|107|108,106,108,DERIVED-INHERITED,records/creatures/enemies/bios/bio_chthonianservitor_a01.dbr,((charLevel*17)^1.33)+45,Champion,sm1,21432.1968,21970.5583,103.0,121.0,108.0,damage_totaladjuster.dbr[1]=8.0(IN-RANGE) armorbase03.dbr[105]=25.0(IN-RANGE) genericphysical_charge.dbr[4]=75.0(CLAMPED-HIGH),,,,MEASURED,MEASURED
records/creatures/enemies/chthonianwretch_a01.dbr,1,0,,103|104,103,104,MEASURED-SET,records/creatures/enemies/bios/bio_chthonicvoidfiend_01.dbr,((charLevel*9)^1.33)+50,Common,sm1,8885.1931,8999.461,69.0,74.0,38.0,damage_totaladjuster.dbr[1]=8.0(IN-RANGE) armorbase02.dbr[102]=30.0(IN-RANGE),records/proxies/poolsbasicgdx3/chthonianherald_t3.dbr,trash,171,MEASURED,MEASURED
records/creatures/enemies/chthonianwretch_b01.dbr,1,0,,103|104,103,104,MEASURED-SET,records/creatures/enemies/bios/bio_chthonicvoidfiend_01.dbr,((charLevel*9)^1.33)+50,Champion,sm1,8885.1931,8999.461,69.0,74.0,38.0,damage_totaladjuster.dbr[1]=8.0(IN-RANGE) armorbase02.dbr[102]=30.0(IN-RANGE),records/proxies/poolsbasicgdx3/chthonianherald_t3.dbr,trash,171,MEASURED,MEASURED
records/creatures/enemies/chthonianwretch_b01_summon.dbr,0,1,records/creatures/enemies/boss&quest/manticore_beastroguelike_01.dbr,106|107|108,106,108,DERIVED-INHERITED,records/creatures/enemies/bios/bio_chthonicvoidfiend_01.dbr,((charLevel*9)^1.33)+50,Champion,sm1,9229.0839,9460.141,88.0,102.0,42.0,damage_totaladjuster.dbr[2]=12.0(IN-RANGE) armorbase02.dbr[105]=30.0(IN-RANGE),,,,MEASURED,MEASURED
records/creatures/enemies/chthonianwretch_c01.dbr,1,0,,103|104,103,104,MEASURED-SET,records/creatures/enemies/bios/bio_chthonicvoidfiend_c01.dbr,((charLevel*16)^1.33)+80,Champion,sm1,19071.2297,19316.8482,69.0,74.0,46.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase02.dbr[102]=30.0(IN-RANGE),records/proxies/poolsbasicgdx3/chthonianherald_t3.dbr,trash,171,MEASURED,MEASURED
records/creatures/enemies/chthonianwretch_c01_summon.dbr,0,1,records/creatures/enemies/boss&quest/manticore_beastroguelike_01.dbr,106|107|108,106,108,DERIVED-INHERITED,records/creatures/enemies/bios/bio_chthonicvoidfiend_c01.dbr,((charLevel*16)^1.33)+80,Champion,sm1,19810.4222,20307.079,88.0,102.0,46.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase02.dbr[105]=30.0(IN-RANGE),,,,MEASURED,MEASURED
records/creatures/enemies/devotion/beetle_h01.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_standard_01.dbr,((charLevel*11)^1.50)-20,Hero,sm2,40359.8493,40927.2425,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase04.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx2/devotion_heroes01.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/beetle_h02.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_standard_01.dbr,((charLevel*11)^1.50)-20,Hero,sm2,40359.8493,40927.2425,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase04.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx2/devotion_heroes01.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/beetle_h03.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_support_01.dbr,((charLevel*8)^1.50)-20,Hero,sm2,25024.4009,25376.3097,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase04.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx2/devotion_heroes01.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/beetle_h04.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_standard_01.dbr,((charLevel*11)^1.50)-20,Hero,sm2,40359.8493,40927.2425,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase04.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx2/devotion_heroes01.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/chthonianherald_h01.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,((charLevel*13)^1.50)+20,Hero,sm3,51898.8923,52627.8631,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase04.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx3/devotion_heroes01.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/chthonianherald_h02.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,((charLevel*13)^1.50)+20,Hero,sm3,51898.8923,52627.8631,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase04.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx3/devotion_heroes01.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/chthonianherald_h03.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,((charLevel*13)^1.50)+20,Hero,sm3,51898.8923,52627.8631,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase04.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx3/devotion_heroes01.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/chthonianherald_h04.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,((charLevel*13)^1.50)+20,Hero,sm3,51898.8923,52627.8631,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase04.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx3/devotion_heroes01.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/dranghoul_h01.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_assassin_01.dbr,((charLevel*11)^1.50)-20,Hero,sm3,40359.8493,40927.2425,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase04.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx3/devotion_heroes01.dbr|records/proxies/poolsdevotiongdx3/devotion_heroes03.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/dranghoul_h02.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_standard_01.dbr,((charLevel*11)^1.50)-20,Hero,sm3,40359.8493,40927.2425,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase04.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx3/devotion_heroes01.dbr|records/proxies/poolsdevotiongdx3/devotion_heroes03.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/dranghoul_h03.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_standard_01.dbr,((charLevel*11)^1.50)-20,Hero,sm3,40359.8493,40927.2425,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase04.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx3/devotion_heroes01.dbr|records/proxies/poolsdevotiongdx3/devotion_heroes03.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/dranghoul_h04.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_standard_01.dbr,((charLevel*11)^1.50)-20,Hero,sm3,40359.8493,40927.2425,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase04.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx3/devotion_heroes01.dbr|records/proxies/poolsdevotiongdx3/devotion_heroes03.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/eldritcharmor_h01.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_assassin_01.dbr,((charLevel*11)^1.50)-20,Hero,sm2,40359.8493,40927.2425,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase03.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx2/devotion_heroes02.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/eldritcharmor_h02.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_standard_01.dbr,((charLevel*11)^1.50)-20,Hero,sm2,40359.8493,40927.2425,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase03.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx2/devotion_heroes02.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/eldritcharmor_h03.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_support_01.dbr,((charLevel*8)^1.50)-20,Hero,sm2,25024.4009,25376.3097,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase03.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx2/devotion_heroes02.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/eldritcharmor_h04.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_standard_01.dbr,((charLevel*11)^1.50)-20,Hero,sm2,40359.8493,40927.2425,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase03.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx2/devotion_heroes02.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/eldritchhound_h01.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_standard_01.dbr,((charLevel*11)^1.50)-20,Hero,sm2,40359.8493,40927.2425,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase03.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx2/devotion_heroes01.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/eldritchhound_h02.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_assassin_01.dbr,((charLevel*11)^1.50)-20,Hero,sm2,40359.8493,40927.2425,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase03.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx2/devotion_heroes01.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/eldritchhound_h03.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_assassin_01.dbr,((charLevel*11)^1.50)-20,Hero,sm2,40359.8493,40927.2425,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase03.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx2/devotion_heroes01.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/eldritchhound_h04.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_standard_01.dbr,((charLevel*11)^1.50)-20,Hero,sm2,40359.8493,40927.2425,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase03.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx2/devotion_heroes01.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/eldritchwraith_h01.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_standard_01.dbr,((charLevel*11)^1.50)-20,Hero,sm2,40359.8493,40927.2425,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase03.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx2/devotion_heroes02.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/eldritchwraith_h02.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_standard_01.dbr,((charLevel*11)^1.50)-20,Hero,sm2,40359.8493,40927.2425,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase03.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx2/devotion_heroes02.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/eldritchwraith_h03.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_standard_01.dbr,((charLevel*11)^1.50)-20,Hero,sm2,40359.8493,40927.2425,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase03.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx2/devotion_heroes02.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/eldritchwraith_h04.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_regenerator_01.dbr,((charLevel*9)^1.50)-20,Hero,sm2,29864.0484,30283.9609,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase03.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx2/devotion_heroes02.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/gargoyle_h01.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,((charLevel*13)^1.50)+20,Hero,sm2,51898.8923,52627.8631,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase04.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx2/devotion_heroes01.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/gargoyle_h02.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,((charLevel*13)^1.50)+20,Hero,sm2,51898.8923,52627.8631,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase04.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx2/devotion_heroes01.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/gargoyle_h03.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,((charLevel*13)^1.50)+20,Hero,sm2,51898.8923,52627.8631,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase04.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx2/devotion_heroes01.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/gargoyle_h04.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,((charLevel*13)^1.50)+20,Hero,sm2,51898.8923,52627.8631,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase04.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx2/devotion_heroes01.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/gryphonstone_h01.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_assassin_01.dbr,((charLevel*11)^1.50)-20,Hero,sm2,40359.8493,40927.2425,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase04.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx2/devotion_heroes02.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/gryphonstone_h02.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_standard_01.dbr,((charLevel*11)^1.50)-20,Hero,sm2,40359.8493,40927.2425,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase04.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx2/devotion_heroes02.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/gryphonstone_h03.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_standard_01.dbr,((charLevel*11)^1.50)-20,Hero,sm2,40359.8493,40927.2425,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase04.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx2/devotion_heroes02.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/gryphonstone_h04.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_standard_01.dbr,((charLevel*11)^1.50)-20,Hero,sm2,40359.8493,40927.2425,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase04.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx2/devotion_heroes02.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/korvaakascended_h01.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,((charLevel*13)^1.50)+20,Hero,sm2,51898.8923,52627.8631,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase04.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx2/devotion_heroes01.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/korvaakascended_h02.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,((charLevel*13)^1.50)+20,Hero,sm2,51898.8923,52627.8631,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase04.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx2/devotion_heroes01.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/korvaakascended_h03.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_support_01.dbr,((charLevel*8)^1.50)-20,Hero,sm2,25024.4009,25376.3097,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase04.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx2/devotion_heroes02.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/korvaakascended_h04.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,((charLevel*13)^1.50)+20,Hero,sm2,51898.8923,52627.8631,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase04.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx2/devotion_heroes02.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/korvaakservant_h01.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_standard_01.dbr,((charLevel*11)^1.50)-20,Hero,sm2,40359.8493,40927.2425,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase04.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx2/devotion_heroes03.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/korvaakservant_h02.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_standard_01.dbr,((charLevel*11)^1.50)-20,Hero,sm2,40359.8493,40927.2425,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase04.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx2/devotion_heroes03.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/korvaakservant_h03.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_standard_01.dbr,((charLevel*11)^1.50)-20,Hero,sm2,40359.8493,40927.2425,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase04.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx2/devotion_heroes03.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/korvaakservant_h04.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_standard_01.dbr,((charLevel*11)^1.50)-20,Hero,sm2,40359.8493,40927.2425,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase04.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx2/devotion_heroes03.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/rhino_h01.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_standard_01.dbr,((charLevel*11)^1.50)-20,Hero,sm3,40359.8493,40927.2425,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase04.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx3/devotion_heroes01.dbr|records/proxies/poolsdevotiongdx3/devotion_heroes03.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/rhino_h02.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_standard_01.dbr,((charLevel*11)^1.50)-20,Hero,sm3,40359.8493,40927.2425,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase04.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx3/devotion_heroes01.dbr|records/proxies/poolsdevotiongdx3/devotion_heroes03.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/rhino_h03.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_standard_01.dbr,((charLevel*11)^1.50)-20,Hero,sm3,40359.8493,40927.2425,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase04.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx3/devotion_heroes01.dbr|records/proxies/poolsdevotiongdx3/devotion_heroes03.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/rhino_h04.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_standard_01.dbr,((charLevel*11)^1.50)-20,Hero,sm3,40359.8493,40927.2425,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase04.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx3/devotion_heroes01.dbr|records/proxies/poolsdevotiongdx3/devotion_heroes03.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/rok_h01.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_standard_01.dbr,((charLevel*11)^1.50)-20,Hero,sm3,40359.8493,40927.2425,111.0,121.0,49.0,damage_totaladjuster.dbr[5]=24.0(IN-RANGE) armorbase03.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx3/devotion_heroes02.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/rok_h02.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_standard_01.dbr,((charLevel*11)^1.50)-20,Hero,sm3,40359.8493,40927.2425,111.0,121.0,49.0,damage_totaladjuster.dbr[5]=24.0(IN-RANGE) armorbase03.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx3/devotion_heroes02.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/rok_h03.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_standard_01.dbr,((charLevel*11)^1.50)-20,Hero,sm3,40359.8493,40927.2425,111.0,121.0,49.0,damage_totaladjuster.dbr[5]=24.0(IN-RANGE) armorbase03.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx3/devotion_heroes02.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/rok_h04.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_standard_01.dbr,((charLevel*11)^1.50)-20,Hero,sm3,40359.8493,40927.2425,111.0,121.0,49.0,damage_totaladjuster.dbr[5]=24.0(IN-RANGE) armorbase03.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx3/devotion_heroes02.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/scorpion_h01.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_standard_01.dbr,((charLevel*11)^1.50)-20,Hero,sm2,40359.8493,40927.2425,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase04.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx2/devotion_heroes03.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/scorpion_h02.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_standard_01.dbr,((charLevel*11)^1.50)-20,Hero,sm2,40359.8493,40927.2425,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase04.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx2/devotion_heroes03.dbr,DEVOTION,172,MEASURED,MEASURED
records/creatures/enemies/devotion/scorpion_h03.dbr,1,0,,107|108,107,108,MEASURED-SET,records/creatures/enemies/bios/bio_hero_assassin_01.dbr,((charLevel*11)^1.50)-20,Hero,sm2,40359.8493,40927.2425,111.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase04.dbr[106]=25.0(IN-RANGE),records/proxies/poolsdevotiongdx2/devotion_heroes03.dbr,DEVOTION,172,MEASURED,MEASURED
