kit_id,corpus_class,court,game,e4_x,e4_y,e4_source,e5_x_aligned,e5_y_aligned,supplementary,displacement,mover_rank
poe1-whispering-ice,record,cold,poe1,-0.284479,0.454721,stored,-0.194046,-0.041273,0,0.504170,260
poe1-wild-strike,record,fire,poe1,0.019468,0.174518,projected,-0.129626,-1.378463,0,1.560121,8
poe1-winter-orb,record,cold,poe1,0.683825,0.060259,stored,1.035994,-0.386131,0,0.568584,208
poe1-woc-ignite,record,fire,poe1,0.222496,0.124416,stored,0.258438,-0.028870,0,0.157443,508
poe1-wormblaster,record,fire,poe1,0.292602,0.691515,stored,0.137340,0.024155,0,0.685183,148
poe2-acolyte-darkness,record,chaos-poison,poe2,-0.036678,0.078441,stored,-0.083885,-1.117256,0,1.196628,48
poe2-archmage-totems,record,lightning,poe2,-1.019149,-0.162770,stored,-1.122930,0.090673,0,0.273868,427
poe2-blood-mage,record,physical,poe2,-0.396885,0.498220,stored,0.175722,-0.129226,0,0.849451,82
poe2-bonestorm,record,physical,poe2,-0.233814,0.579540,stored,0.271823,-0.116847,0,0.860595,80
poe2-chronomancer-01,record,cold,poe2,-0.218856,0.305885,projected,-0.087293,0.021246,0,0.313573,395
poe2-cof-comet,record,cold,poe2,-0.124229,0.446092,stored,-0.070745,-0.262597,0,0.710705,132
poe2-concoction,record,chaos-poison,poe2,-0.159067,0.074083,projected,-0.266049,-0.005675,0,0.133441,524
poe2-demon-form,record,fire,poe2,0.371568,0.087552,stored,0.272506,-0.069623,0,0.185788,487
poe2-erasure-edc-lich,record,chaos-poison,poe2,0.269883,0.649060,stored,0.344759,0.494273,0,0.171946,499
poe2-galvanic-shards,record,lightning,poe2,0.707954,0.635755,stored,0.241951,0.028127,0,0.765748,100
poe2-gas-arrow-ignite,record,fire,poe2,0.169883,0.302440,stored,-0.058077,0.047628,0,0.341899,378
poe2-gemling-stacker,record,lightning,poe2,-0.112028,0.139114,stored,0.040772,-1.103072,0,1.251548,36
poe2-howa-invoker,record,lightning,poe2,-0.058730,0.211174,stored,-0.084849,-1.026710,0,1.238159,39
poe2-ice-strike-invoker,record,cold,poe2,-0.057782,0.094651,stored,-0.125597,-1.297261,0,1.393563,18
poe2-infernal-legion,record,fire,poe2,-0.563882,-0.690671,stored,-0.528491,-0.166532,0,0.525332,243
poe2-lightning-arrow-deadeye,record,lightning,poe2,0.395512,0.612974,stored,0.360228,-0.154727,0,0.768512,98
poe2-lightning-spear-amazon,record,lightning,poe2,0.407112,0.691334,stored,0.370868,0.081086,0,0.611323,181
poe2-minion-infernalist,record,fire,poe2,-0.566022,-0.545883,stored,-0.984506,0.032703,0,0.714067,130
poe2-perfect-strike-01,record,fire,poe2,-0.817981,0.315884,projected,0.068865,-1.793028,0,2.287795,1
poe2-poison-pathfinder,record,chaos-poison,poe2,0.276454,0.497088,stored,0.112849,-0.043255,0,0.564568,210
poe2-rake-ritualist,record,physical,poe2,0.036907,0.151103,stored,0.215286,-0.822392,0,0.989702,66
poe2-shaman-bear,record,physical,poe2,0.325515,-0.263476,stored,0.105006,-1.213991,0,0.975758,68
poe2-smith-ignite,record,fire,poe2,-0.529113,0.213909,stored,-0.192722,-1.179745,0,1.433677,14
poe2-snipe-mirage-deadeye,record,cold,poe2,0.398847,-0.166893,stored,0.641072,-0.255602,0,0.257958,439
poe2-spark-stormweaver,record,lightning,poe2,0.521105,0.358979,stored,0.464597,0.155240,0,0.211430,469
poe2-spiral-volley,record,physical,poe2,0.416419,0.515765,stored,0.279822,-0.185104,0,0.714056,131
poe2-supporting-fire,record,physical,poe2,-0.279809,-0.205701,stored,-0.415259,0.015361,0,0.259259,438
poe2-tempest-bell,record,lightning,poe2,-0.598798,-0.325593,stored,-0.357005,-1.356230,0,1.058619,59
poe2-tempest-flurry,record,lightning,poe2,-0.105706,-0.017145,stored,-0.041912,-1.249285,0,1.233790,40
poe2-titan-hotg,record,physical,poe2,-0.757158,0.123225,stored,-0.485112,-1.495452,0,1.641379,5
poe2-twister,record,physical,poe2,0.642788,-0.954025,stored,0.257375,0.133545,0,1.153842,52
poe2-walking-calamity,record,fire,poe2,0.307206,-0.285360,stored,0.021762,-0.173158,0,0.306705,405
poe2-wall-of-shields,record,physical,poe2,-0.291568,-0.100610,projected,-0.398533,0.033717,0,0.171713,500
poe2-warbringer-totems,record,physical,poe2,-0.834954,-0.439401,stored,-1.152419,-0.218791,0,0.386591,348
poe2-whirling-assault-ma,record,physical,poe2,-0.215080,0.003333,stored,0.571165,-0.824729,0,1.141871,53
poe2-witchhunter-grenades,record,fire,poe2,-0.039706,0.262687,stored,-0.034638,-0.035238,0,0.297969,410
d3-lod-archetype,system,,d3,0.056377,0.128870,stored,-0.007982,-0.124303,1,0.261225,436
di-essence-transfer,system,,di,,,,,,1,,
di-inferno-ladder,system,,di,,,,,,1,,
di-resonance-awakening,system,,di,,,,,,1,,
hades2-omega-magick,system,,hades2,,,,,,1,,
le-low-life-ward,system,,le,-0.037606,0.025998,stored,-0.030264,-0.341360,1,0.367431,366
poe2-grim-feast,system,,poe2,0.391656,-0.664648,stored,0.268469,-0.212221,1,0.468898,280
poe2-temporalis-blink,system,,poe2,0.345109,-0.326257,stored,0.079564,-0.065648,1,0.372064,361
