key_group,atlas_key,status,cross_ref,key_completeness,cell_members,cell_tier_span,cell_games,cell_neg,rank_in_cell,representative,source,cell_id,kit_id,folk_name,corpus,game,tier,canon_tier,negative,flags,lineage,gx,proxy,geo,commit,econ,mob,elem_p,avg_conf,spend_stratum,basin,meta,power_rating,eras,prov,mechanics_status,blocking_mechanics,mech_note
SDLFLI-LSCT-SP-PH-~~,SDLFLI-LSCT-SP-PH-~~,,,12,1,T1,1,1,1,False,canon,LIGHT|SMALL|INST×GAP-D2-04,d2-grim-ward-barb,Grim Ward Barbarian,d2,d2,T1,negative,True,,,GAP-D2-04,light,small-AOE,instant,corpse-resource,low,physical,0.63,,,,,lod,kb,verify,no rule matched — Mac pass to classify,Corpse-totem fear ward nobody took for twenty years (2.5 reworked it into a real buff — buffed-because-dead exemplar).
SDMFLI-HLDT-MT-PH-~~,SDMFLI-HLDT-MT-PH-~~,,,12,1,T1,1,0,1,True,canon,LIGHT|LARGE|INST×GX-03,d4-mighty-throw,Mighty Throw Barbarian,d4,d4,T1,deep,False,,,GX-03,light,large-AOE,instant,fury-spender,high,physical,0.73,,,,,s7-s12,kb,blocked-new,mark/tag ledger + consume-trigger operators,"Hurl the weapon to plant a SHOCKWAVE-PULSING ZONE where it lands — throw, let the planted quake field work, recall, repeat; the deploy-a-zon"
SDMFSI-HSMM-CD-PH-~~,SDMFSI-HSMM-CD-PH-~~,,,12,1,T2b,1,0,1,True,canon,SOLO|SMALL|INST×econ:cooldown,di-spiritform-druid-pvp,Spirit-Form Druid (complaint-tier),di,di,T2b,moderate,False,,,,solo,small-AOE,instant,cooldown-window,high,physical,0.47,unclear,,pvp,,di-2026-era,vx,have-core,direct-hit instant verbs native,The spiritual form that goes INVULNERABLE while still dealing massive damage — current lists rank it PvP S-tier with silence and CC layered 
SDMFSI-MCDT-SP-FI-~~,SDMFSI-MCDT-SP-FI-~~,,,12,1,T1,1,0,1,True,canon,SOLO|CHAIN|INST×GX-10,gd-aegis-paladin,Aegis of Menhir Paladin,gd,gd,T1,deep,False,,,GX-10,solo,chain,instant,mana-spender,med,fire,0.85,,,,,fg-2019;patch-1.1-1.2,gt;cf;kb,blocked-new,return-path/carom projectile solver,"THROW THE SHIELD — Aegis of Menhir ricochets between enemies and RETURNS to your arm, fire-holy damage riding the flight path both ways; the"
SDMFSI-MCDT-SP-VO-~~,SDMFSI-MCDT-SP-VO-~~,,,12,1,T1,1,0,1,True,canon,SOLO|CHAIN|INST×GX-10,le-shield-throw-time-rot-vk,Shield Throw Time Rot VK,le,le,T1,moderate,False,,,GX-10,solo,chain,instant,unknown,med,void,0.4,,,,,1.4-omens,mx-le,blocked-new,return-path/carom projectile solver,Ricocheting shield throws carrying Time Rot void stacks — the captain-america delivery finally earning a tier row through the VK's DoT ident
SDMSSI-LLMT-CD-PH-~~,SDMSSI-LLMT-CD-PH-~~,,,12,1,T2,1,0,1,True,canon,SOLO|LARGE|INST×econ:cooldown,tq-distortion-templar,Distortion Wave Templar,tq,tq,T2,moderate,False,,,,solo,large-AOE,instant,cooldown-rotation,low,physical,0.83,,,,,immortal-throne-2007;anniversary-2016,tqf;kb,have-core,direct-hit instant verbs native,"The shield-caster — Distortion Wave nukes from behind Defense's wall, psionic artillery in plate; the caster-tank identity Dream's flexibili"
SDMSSI-MSMT-MT-PH-~~,SDMSSI-MSMT-MT-PH-~~,,,12,1,T2,1,0,1,True,canon,SOLO|SMALL|INST×econ:meter,tl2-cannon-engineer,Cannon Engineer,tl,tl2,T2,moderate,False,,,,solo,small-AOE,instant,charge-meter,med,physical,0.85,,,,,tl2-2012,tlf;kb,have-core,direct-hit instant verbs native,Shotgonne-adjacent artillery melee — Blast Cannon knockback volleys with the Charge bar feeding Overload; the ranged Engineer strand for pla
SDMVSI-MMDM-SP-PH-~~,SDMVSI-MMDM-SP-PH-~~,,,12,1,T1,1,0,1,True,canon,SOLO|MULTI|INST×GAP-P1-08,poe1-sst,Spectral Shield Throw,poe1,poe1,T1,moderate,False,,,GAP-P1-08,solo,multi-spawn,instant,mana-light,med,physical,0.8,,,,,3.0-3.6;3.20+,kb,have-core,direct-hit instant verbs native,Throws a copy of the shield that shatters into shrapnel; damage scales off shield defenses — gear-stat-as-weapon oddity.
SMHFLC-_MDT-MT-PH-~~,SMHFLC-_MDT-MT-PH-~~,,,11,1,T1,1,0,1,True,canon,LIGHT|MULTI|CHAN×GX-09,d4-ww-dust-devils,Whirlwind Dust Devils,d4,d4,T1,deep,False,,,GX-09,light,multi-spawn,channel,fury-per-tick,full_move-during,physical,0.75,,,,,launch-s1-3;loot-reborn-s4-5;loh-s13-14,gl;fb;kb,blocked-new,sustained-stream/channel verb + movement-tax tuning,"Every spin of Whirlwind spawns wandering DUST DEVILS that roam ahead chewing packs — the spin never stops, the tornado children do the killi"
SMHFLI-MSDT-SP-LI-~~,SMHFLI-MSDT-SP-LI-~~,,,12,1,T1,1,0,1,True,canon,LIGHT|SMALL|INST×GX-09,gd-primal-strike-vindicator,Primal Strike Vindicator,gd,gd,T1,deep,False,,,GX-09,light,small-AOE,instant,mana-spender,med,lightning,0.78,,,,,base-2016;aom-2017;patch-1.1-1.2,gt;cf;kb,designed-addendum,rotational/orbital substrate addendum — build pending,Thunder-slam every swing — Primal Strike's lightning nova on hit with Wind Devils wandering the field as summoned tornado skirmishers; GD's 
SMHFSC-KSDT-CD-PH-~~,SMHFSC-KSDT-CD-PH-~~,,,12,1,T2b,1,0,1,True,canon,SOLO|SMALL|CHAN×econ:cooldown,di-whirlwind-barb,Whirlwind Barbarian,di,di,T2b,deep,False,,genre/spin,,solo,small-AOE,channel,cooldown-window,skill-IS-movement,physical,0.82,f2p-viable,,dual,,di-launch-2022;di-5.0-2026,sk;db;kb,blocked-new,sustained-stream/channel verb + movement-tax tuning,Spin-to-win survives the phone — Whirlwind with Wrath of the Berserker windows and Hammer of the Ancients for bosses; the spin lineage's NIN
SMHFSC-KSDT-SP-PH-~~,SMHFSC-KSDT-SP-PH-~~,,,12,1,T2b,1,0,1,True,canon,SOLO|SMALL|CHAN×econ:spend,ud-whirlwind-str,Whirlwind STR Melee (launch baseline),undecember,undecember,T2b,deep,False,,genre/spin,,solo,small-AOE,channel,channel-uptime,skill-IS-movement,physical,0.85,,kr-trunk,,,ud-launch-2022,od;gop;pt,blocked-new,sustained-stream/channel verb + movement-tax tuning,"The pure two-hander spin — Whirlwind with strength links and regeneration toggles, the melee default every launch-era guide reaches for firs"
SMHFSC-KSMT-PC-PH-~~,SMHFSC-KSMT-PC-PH-~~,,,12,1,T2b,1,0,1,True,canon,SOLO|SMALL|CHAN×GX-21,ud-cwc-spin-caster,Whirlwind CwC Blizzard (Ya55),undecember,undecember,T2b,deep,False,,genre/spin,GX-21,solo,small-AOE,channel,trigger-link-proc,skill-IS-movement,physical,0.83,,kr-trunk,,,ud-s7-2025,pgm,blocked-new,sustained-stream/channel verb + movement-tax tuning,"Cast Whirlwind to start spinning, and the 'Spell Activation while Channeling' link procs BLIZZARD while you spin — Cast-while-Channeling tra"
SMHFSC-K___-SP-__-~~,SMHFSC-K___-SP-__-~~,PENDING RE-CERT,K1/K23-class,8,1,RDR,1,0,1,True,bench,SOLO|UNSPEC|CHAN×GX-09,B12,Spin-to-Win (D2 WW / PoE Cyclone / Warpath),rdr-roster,rdr-roster,RDR,bench,False,bench-verbatim,,GX-09,solo,,channel,,skill-IS-movement,,0.57,,,,,rdr-part-f-2026-07-11,part-f,partial,pre-migration kit exists; zero-diff audit then channel-bin re-cert,Exists pre-migration; audit-gated nova/spin migration to ONE kernel needs zero-behavioral-diff harness. Re-cert TARGET exists: channel bin +
SMHFSC-_SDT-MT-PH-~~,SMHFSC-_SDT-MT-PH-~~,,,11,1,T1,1,0,1,True,canon,SOLO|SMALL|CHAN×econ:meter,d3-ww-wastes,Whirlwind Wastes,d3,d3,T1,deep,False,,,,solo,small-AOE,channel,fury-builder-spender,full_move-during,physical,0.83,,,,,vanilla;set-era;late-sets;s39,mx;kb,blocked-new,sustained-stream/channel verb + movement-tax tuning,"Wrath of the Wastes turns Whirlwind into a moving Rend applicator — spin through, bleeds tick behind you; the genre's spin-to-win in its set"
SMHFSC-_SDT-SP-FI-~~,SMHFSC-_SDT-SP-FI-~~,,,11,1,T1,1,0,1,True,canon,SOLO|SMALL|CHAN×econ:spend,gd-eor-warlord,Eye of Reckoning Warlord,gd,gd,T1,deep,False,,genre/spin,,solo,small-AOE,channel,mana-per-tick,full_move-during,fire,0.87,,,,,fg-2019;patch-1.1-1.2,gt;cf;kb,blocked-new,sustained-stream/channel verb + movement-tax tuning,"Grim Dawn's spin-to-win — Eye of Reckoning whirls fire-physical blades in a moving cyclone, the Forgotten Gods answer to a genre tradition n"
SMHFSC-_SDT-SP-PH-~~,SMHFSC-_SDT-SP-PH-~~,,,11,1,T1,1,0,1,True,canon,SOLO|SMALL|CHAN×econ:spend,poe1-cyclone,Cyclone,poe1,poe1,T1,deep,False,,,,solo,small-AOE,channel,mana-per-tick,full_move-during,physical,0.88,,,,,2.x;3.0-3.6;3.7-3.13;3.20+,mb;kb,blocked-new,sustained-stream/channel verb + movement-tax tuning,Channel-move spin dealing weapon hits in a radius while walking; the genre's modern spin-to-win reference and the premier CoC host body.
SMHFSC-_SDT-SP-VO-~~,SMHFSC-_SDT-SP-VO-~~,,,11,1,T1,1,0,1,True,canon,SOLO|SMALL|CHAN×GX-11,le-warpath-vk,Warpath Void Knight,le,le,T1,deep,False,,genre/spin,GX-11,solo,small-AOE,channel,mana-per-tick,full_move-during,void,0.83,,,,,beta-0.8-0.9;1.0-launch;1.1-harbingers;1.4-omens,eg;gg;kb,blocked-new,sustained-stream/channel verb + movement-tax tuning,Spin-to-win in void — Warpath's channel-move whirl paired with Devouring Orb's orbiting void spheres and time-echo procs repeating hits behi
SMHFSI-HCDT-PC-FI-~~,SMHFSI-HCDT-PC-FI-~~,,,12,1,T1,1,0,1,True,canon,SOLO|CHAIN|INST×GX-01,poe2-walking-calamity,Walking Calamity Autobomber,poe2,poe2,T1,deep,False,,,GX-01 GX-17,solo,chain,instant,passive-proc-cascade,very-high,fire,0.37,,,,,0.5-ancients,ez;pc,partial,dash/blink verb — sim support verify; deflect riders new,Walk across the map and everything around you dies automatically — ~20K armor applied against ELEMENTAL damage via Rite of Passage makes it 
SMHFSI-HNDM-SP-PH-~~,SMHFSI-HNDM-SP-PH-~~,,,12,1,T2b,1,0,1,True,canon,SOLO|SINGLE|INST×GX-20,di-frenzy-barb,Frenzy Barbarian,di,di,T2b,moderate,False,,,GX-20,solo,single,instant,ramp-stack,high,physical,0.88,f2p-viable,,pve,,di-launch-2022,kb,have-core,default-attack scaling native to sim,"Stacking attack-speed frenzy on a single target — the boss-lane melee strand beside the spin, ramping fists in the D2 tradition."
SMHFSI-HNDT-SP-PH-~~,SMHFSI-HNDT-SP-PH-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SINGLE|INST×econ:spend,d2-frenzy-barb,Frenzy Barbarian,d2,d2,T1,deep,False,,,,solo,single,instant,on-hit-ramp,high-while-buffed,physical,0.82,,,,,lod;d2r,dw;kb,have-core,direct-hit instant verbs native,Dual-wield attack-speed stacker: Frenzy hits ramp self-haste; momentum melee limited by physical-immune density.
SMHFSI-LMDT-SP-FI-~~,SMHFSI-LMDT-SP-FI-~~,,,12,1,T1,1,0,1,True,canon,SOLO|MULTI|INST×econ:spend,poe1-molten-strike,Molten Strike,poe1,poe1,T1,deep,False,,,,solo,multi-spawn,instant,mana-light,low,fire,0.85,,,,,3.0-3.6,kb,have-core,direct-hit instant verbs native,Melee hit sprays fire projectiles that rain back down around the target — strike-emits-projectiles; the Uber Elder era's boss-killer throne.
SMHFSI-LSMT-SP-PH-~~,SMHFSI-LSMT-SP-PH-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SMALL|INST×econ:spend,d2-singer,Singer,d2,d2,T1,deep,False,,,,solo,small-AOE,instant,mana-hungry,low,physical,0.82,,,,,lod;d2r;rotw-s14,od;kb,have-core,direct-hit instant verbs native,Caster barbarian: War Cry stun-nukes in a radius off mana; the class's shout tree played as the whole kit — beloved inversion canon.
SMHFSI-MNDD-SP-PH-~~,SMHFSI-MNDD-SP-PH-~~,,,12,1,T2,1,0,1,True,canon,SOLO|SINGLE|INST×econ:spend,tq-onslaught-assassin,Onslaught Dual-Wield Assassin,tq,tq,T2,deep,False,,,,solo,single,instant,generator-as-spender-inversion,med,physical,0.87,,,,,base-2006;anniversary-2016,tqf;kb,have-core,direct-hit instant verbs native,"Onslaught's ramping charge meter over Warfare's dual-wield proc pool — every swing rolls Hew, Cross Cut, and friends; the weapon-pool-skill "
SMHFSI-MNDT-SP-PH-~~,SMHFSI-MNDT-SP-PH-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SINGLE|INST×econ:spend,d3-frenzy-h90,Frenzy H90,d3,d3,T1,deep,False,,,,solo,single,instant,on-hit-ramp,med,physical,0.87,,,,,late-sets;s39,kb,have-core,direct-hit instant verbs native,"Single-target Frenzy stacking under the S20 Horde set — one button, one target, attack-speed ramp to a blur; D3's late-life answer to the D2"
SMHFSI-MSDM-SP-PH-~~,SMHFSI-MSDM-SP-PH-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SMALL|INST×GAP-P1-08,poe1-facebreaker,Facebreaker Unarmed,poe1,poe1,T1,deep,False,,,GAP-P1-08,solo,small-AOE,instant,mana-light,med,physical,0.77,,,,,1.x;2.x;3.0-3.6,kb,have-core,direct-hit instant verbs native,"Unique gloves multiply unarmed damage — no weapon at all; the item IS the build, punching the genre in the face for a decade."
SMHFSI-MSDT-SP-PH-~~,SMHFSI-MSDT-SP-PH-~~,,,12,1,T1,1,1,1,False,canon,SOLO|SMALL|INST×econ:spend,poe1-cleave,Cleave,poe1,poe1,T1,negative,True,,,,solo,small-AOE,instant,mana-light,med,physical,0.87,,,,,1.x;2.x;3.0-3.6;3.7-3.13,kb,have-core,direct-hit instant verbs native,Dual-wield frontal arc that spent a decade as the skill you replace by act two — perpetually one tier below whatever else was in the slot; s
SMHFSI-MSMT-MT-LI-~~,SMHFSI-MSMT-MT-LI-~~,,,12,1,T2,1,0,1,True,canon,SOLO|SMALL|INST×econ:meter,tq-thane-storm-warfare,Thane Storm-Warrior,tq,tq,T2,moderate,False,,,,solo,small-AOE,instant,aura-charge,med,lightning,0.82,,,,,base-2006;anniversary-2016,tqf;kb,have-core,direct-hit instant verbs native,Lightning riding the sword — Storm Nimbus charges and Thunderball stuns between Onslaught swings; the elemental-warrior hybrid that TQ2's St
SMHFSI-MSMT-RS-PH-~~,SMHFSI-MSMT-RS-PH-~~,,,12,1,T2,1,0,1,True,canon,SOLO|SMALL|INST×econ:reserve,tq-dream-harbinger,Dream Harbinger,tq,tq,T2,deep,False,,,,solo,small-AOE,instant,aura-stack,med,physical,0.83,,,,,immortal-throne-2007;anniversary-2016,tqf;kb,have-core,direct-hit instant verbs native,Immortal Throne's Dream mastery was so overtuned that 'add Dream to anything' became the meta — Harbinger's psionic melee with Distortion Wa
SMHFSI-_SDT-SP-CO-~~,SMHFSI-_SDT-SP-CO-~~,,,11,1,T1,1,0,1,True,canon,SOLO|SMALL|INST×GX-02,gd-berserker-wereforms,Berserker (FoA mastery),gd,gd,T1,deep,False,,,GX-02,solo,small-AOE,instant,unknown,unknown,cold,0.33,,,,,foa-pending,gdw;fw;sk,blocked-new,form-swap stat-block hotswap,"Grim Dawn's tenth mastery — a shapeshifter who transforms into 'vicious beastlike forms,' dual-wields between forms, and infuses weapons wit"
SMHFS_-____-SP-__-~~,SMHFS_-____-SP-__-~~,open,,6,1,RDR,1,0,1,True,roster,SOLO|UNSPEC|UNSPEC×econ:spend,K2,Light Fighter,rdr-roster,rdr-roster,RDR,roster,False,bc-cell-verbatim,,,solo,,,mana-spender,,,0.3,,,,,rdr-part-f-2026-07-11,part-f,verify,no rule matched — Mac pass to classify,melee/high/flat/STR/none — batch-1 x100; cell locked accept_0.45.
SMHSLI-MSDT-MT-FI-~~,SMHSLI-MSDT-MT-FI-~~,,,12,1,T1,1,0,1,True,canon,LIGHT|SMALL|INST×econ:meter,d3-ik-hota,IK HotA,d3,d3,T1,deep,False,,,,light,small-AOE,instant,fury-dump,med,fire,0.78,,,,,vanilla;set-era;s39,db;vx,verify,no rule matched — Mac pass to classify,Hammer of the Ancients under Immortal King's permanent Call of the Ancients — big fury-dump smashes with a spectral ancestor squad on retain
SMHSSI-HSDG-MT-FI-~~,SMHSSI-HSDG-MT-FI-~~,,,12,1,T2,1,0,1,True,canon,SOLO|SMALL|INST×GX-02,chr-fire-berserker,Fire Avatar Berserker,chronicon,chronicon,T2,moderate,False,,,GX-02,solo,small-AOE,instant,heat-window,high,fire,0.83,,,,,ea-2015-2019;1.0-2020,kb,blocked-new,form-swap stat-block hotswap,"Burn-stacking melee under the fire-avatar transformation windows — the Berserker's volcanic identity, overheat windows trading survivability"
SMHSSI-HSDM-MT-PH-~~,SMHSSI-HSDM-MT-PH-~~,,,12,1,T2,1,0,1,True,canon,SOLO|SMALL|INST×econ:meter,tli-rehan-berserker,Rehan Berserker Melee,tl,tli,T2,deep,False,,,,solo,small-AOE,instant,rage-meter,high,physical,0.82,,,,,tli-live-2022+;tli-ss11-12-2026,eg;tg;kb,have-core,direct-hit instant verbs native,"Rage-fueled two-hander burst — Rehan's trait lines (Anger's rage dumps, Seething Silhouette's spirit explosions) keep him the melee yardstic"
SMHVSI-MCDT-PC-LI-~~,SMHVSI-MCDT-PC-LI-~~,,,12,1,T1,1,0,1,True,canon,SOLO|CHAIN|INST×econ:proc,poe1-mjolner,Mjölner,poe1,poe1,T1,deep,False,,,,solo,chain,instant,trigger-on-hit-cadence,med,lightning,0.8,,,,,2.x;3.0-3.6,kb,have-core,direct-hit instant verbs native,The hammer casts socketed lightning spells every time you HIT with it — melee swings as spell triggers; the founding item-trigger legend alo
SMLFHI-LLDT-SP-PH-~~,SMLFHI-LLDT-SP-PH-~~,,,12,1,T1,1,0,1,True,canon,HEAVY|LARGE|INST×GX-01,poe2-warbringer-totems,Ancestral Totem Warrior,poe2,poe2,T1,deep,False,,,GX-01 GX-04,heavy,large-AOE,instant,totem-cycle,low,physical,0.75,,,,,0.1;0.2-dawn;0.3-edict;0.4;0.5-ancients,kb;mt,partial,soul-control troop command exists; turret/pet AI variants + summon economy needed,Ancestral totems swing the slams while the warrior stacks armor into five digits — one-button lazy tank whose totems tank the wind-up commit
SMLFHI-LNDT-SP-PH-~~,SMLFHI-LNDT-SP-PH-~~,,,12,1,T1,1,0,1,True,canon,HEAVY|SINGLE|INST×GAP-P1-08,poe1-baron-zombies,Baron Zombies,poe1,poe1,T1,deep,False,,,GAP-P1-08,heavy,single,instant,stat-feeds-army,low,physical,0.82,,,,,3.0-3.6;3.7-3.13,kb,partial,soul-control troop command exists; turret/pet AI variants + summon economy needed,The Baron helm feeds the caster's stacked STRENGTH into zombie power and life-leech-per-minion — a gear stat on YOUR sheet becomes the ARMY'
SMLFLI-LLCT-SP-PH-~~,SMLFLI-LLCT-SP-PH-~~,,,12,1,T1,1,1,1,False,canon,LIGHT|LARGE|INST×GX-18-proposed,poe2-wall-of-shields,Wall of Shields,poe2,poe2,T1,negative,True,,,GX-18-proposed,light,large-AOE,instant,unknown,low,physical,0.37,,,,,0.3-edict;0.4,bm,partial,persistent/mobile zone entities — VFX slot model adjacent; follow-zones new,"Shield-array endgame archetype named verbatim on 0.5's dead-on-arrival list — barrier terrain as a build spine, executed by the balance pass"
SMLFSI-HSDT-DW-PH-~~,SMLFSI-HSDT-DW-PH-~~,,,12,1,T2,1,0,1,True,canon,SOLO|SMALL|INST×econ:dot-walk,chr-bleed-berserker,Bleed Berserker,chronicon,chronicon,T2,moderate,False,,,,solo,small-AOE,instant,hit-and-walk-DoT,high,physical,0.83,,,,,1.0-2020;ancient-beasts-dlc,kb,have-core,direct-hit instant verbs native,"Stack the wound, walk away — bleed-ethereal melee where the pack dies behind you; the Berserker's DoT strand beside its elemental avatars."
SMLFSI-LNDT-AM-PH-~~,SMLFSI-LNDT-AM-PH-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SINGLE|INST×GAP-D2-04,d2-horker,Horker,d2,d2,T1,moderate,False,,,GAP-D2-04,solo,single,instant,corpse-consumer,low,physical,0.73,,,,,lod;d2r,kb,have-core,direct-hit instant verbs native,"Utility loop canon: kill lightly, then Find Item re-rolls corpses for loot — the economy-verb-as-build proof."
SMLFSI-MSDM-SP-PH-~~,SMLFSI-MSDM-SP-PH-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SMALL|INST×econ:spend,poe1-lacerate-glad,Bleed Gladiator,poe1,poe1,T1,deep,False,,,,solo,small-AOE,instant,mana-light,med,physical,0.83,,,,,3.0-3.6;3.7-3.13;3.20+,kb,have-core,direct-hit instant verbs native,"Physical bleed DoT stacking with max-block defense; hit once, watch them bleed out while blocking everything."
SMLFSI-_SDT-SP-FI-~~,SMLFSI-_SDT-SP-FI-~~,,,11,1,T1,1,0,1,True,canon,SOLO|SMALL|INST×GAP-P1-01,poe1-righteous-fire,Righteous Fire,poe1,poe1,T1,deep,False,,,GAP-P1-01,solo,small-AOE,instant,hp-burn-vs-regen,walk-forward,fire,0.82,,,,,1.x;3.0-3.6;3.7-3.13;3.14-3.19;3.20+,od2;kb,have-core,direct-hit instant verbs native,"Self-burn aura: the body is permanently on fire, damaging everything nearby while regeneration out-heals the self-damage; the walk-forward t"
SMLSLW-LLDT-SP-VO-~~,SMLSLW-LLDT-SP-VO-~~,,,12,1,T1,1,0,1,True,canon,LIGHT|LARGE|WIND×GX-11,le-erasing-strike-vk,Erasing Strike Void Knight,le,le,T1,deep,False,,,GX-11,light,large-AOE,wind-up,echo-doubling,low,void,0.75,,,,,beta-0.8-0.9;1.0-launch;1.4-omens,gg;kb,partial,echo/clone actors — troop-command adjacent,One colossal void cleave — then the VK's TIME ECHOES replay the entire hit seconds later as a ghost of yourself repeating the swing; big-hit
SMLSSC-____-SP-__-~~,SMLSSC-____-SP-__-~~,open,,7,1,RDR,1,0,1,True,roster,SOLO|UNSPEC|CHAN×econ:spend,K1,Heavy Barbarian (D2 WW lineage),rdr-roster,rdr-roster,RDR,roster,False,bc-cell-verbatim,,,solo,,channel,mana-spender,,,0.5,,,,,rdr-part-f-2026-07-11,part-f,blocked-new,sustained-stream/channel verb + movement-tax tuning,melee/low/spiky/STR/none — batch-1 fixture x100; derivation pop awaits batch-2. Channel-class cell per B12 re-cert cross-ref.
SMLSSW-KNMT-SP-PH-~~,SMLSSW-KNMT-SP-PH-~~,,,12,1,T1,1,1,1,False,canon,SOLO|SINGLE|WIND×GAP-D2-01,d2-leap-attack-barb,Leap Attack Barbarian,d2,d2,T1,negative,True,,,GAP-D2-01,solo,single,wind-up,mana-light,skill-is-movement,physical,0.75,,,,,classic;lod,kb,verify,no rule matched — Mac pass to classify,"Leap Attack as main damage never sustained a loop — the movement verb was the value, the damage was the pretense; utility skill miscast as a"
SMLSSW-LLMT-CD-PH-~~,SMLSSW-LLMT-CD-PH-~~,,,12,1,T1,1,0,1,True,canon,SOLO|LARGE|WIND×GX-03,poe2-titan-hotg,Hammer of the Gods Titan,poe2,poe2,T1,moderate,False,,,GX-03,solo,large-AOE,wind-up,cooldown-ultimate,low,physical,0.83,,,,,0.1;0.2-dawn;0.3-edict,kb,blocked-new,mark/tag ledger + consume-trigger operators,"Armor-break setup into the ultimate falling hammer — the slowest, biggest single hit in the game, PoE2's plant-and-payoff melee taken to its"
SMLSSW-LLMT-MT-FI-~~,SMLSSW-LLMT-MT-FI-~~,,,12,1,T1,1,0,1,True,canon,SOLO|LARGE|WIND×GX-03,poe2-smith-ignite,Smith of Kitava Ignite,poe2,poe2,T1,moderate,False,,,GX-03,solo,large-AOE,wind-up,heat-ignite-conversion,low,fire,0.82,,,,,0.2-dawn;0.3-edict;0.4;0.5-ancients,kb;pc,blocked-new,mark/tag ledger + consume-trigger operators,The forge-ascendancy turns weapon heat into scaled ignites off huge slow slams — stationary anvil DPS; 0.5's Supercharged Slam variant freez
SMLSSW-LNDT-SP-FI-~~,SMLSSW-LNDT-SP-FI-~~,,,12,1,T1,1,1,1,False,canon,SOLO|SINGLE|WIND×GX-03,poe2-perfect-strike-01,Perfect Strike (launch),poe2,poe2,T1,negative,True,,,GX-03,solo,single,wind-up,mana-light,low,fire,0.87,,,,,0.1,kb,blocked-new,mark/tag ledger + consume-trigger operators,"Hold to a PERFECT-TIMING window for a bonus fire hit — a rhythm-game flourish bolted onto 0.1's slowest class, where the timing tax bought d"
SMMFHI-LSDT-SP-PH-~~,SMMFHI-LSDT-SP-PH-~~,,,12,1,T1,1,0,1,True,canon,HEAVY|SMALL|INST×GAP-P1-03,poe1-warchief,Ancestral Warchief,poe1,poe1,T1,deep,False,,,GAP-P1-03,heavy,small-AOE,instant,totem-cycle,low-leashed,physical,0.78,,,,,2.x;3.0-3.6,kb,partial,soul-control troop command exists; turret/pet AI variants + summon economy needed,Totems perform your melee slams while you stand nearby buffing them — melee outsourced to deployed ancestors; the player is a coach on a pro
SMMFHI-MSDT-CD-PH-~~,SMMFHI-MSDT-CD-PH-~~,,,12,1,T1,1,0,1,True,canon,HEAVY|SMALL|INST×GAP-P1-09,poe1-generals-cry,General's Cry,poe1,poe1,T1,moderate,False,,,GAP-P1-09,heavy,small-AOE,instant,corpse+cooldown,med,physical,0.7,,,,,3.7-3.13;3.20+,mb;kb,partial,soul-control troop command exists; turret/pet AI variants + summon economy needed,Warcry summons mirage warriors from corpses who each perform YOUR linked attack — the player's skill executed by temporary echoes; corpse-fu
SMMFHI-MSDT-SP-CH-~~,SMMFHI-MSDT-SP-CH-~~,,,12,1,T1,1,0,1,True,canon,HEAVY|SMALL|INST×econ:spend,poe1-hoag,Herald of Agony,poe1,poe1,T1,deep,False,,,,heavy,small-AOE,instant,virulence-stack-feed,med,chaos,0.77,,,,,3.0-3.6;3.7-3.13,kb,partial,soul-control troop command exists; turret/pet AI variants + summon economy needed,YOUR poison hits do nothing but feed virulence stacks to a scorpion crawler pet who does ALL the killing — the player is the pet's ammunitio
SMMFHI-MSDT-SU-PH-~~,SMMFHI-MSDT-SU-PH-~~,,,12,1,T1,1,0,1,True,canon,HEAVY|SMALL|INST×GX-07,le-manifest-armor,Manifest Armor Forge Guard,le,le,T1,deep,False,,,GX-07 GX-19,heavy,small-AOE,instant,gear-stat-as-minion,med,physical,0.8,,,,,beta-0.8-0.9;1.0-launch;1.2-woven,let;kb,partial,soul-control troop command exists; turret/pet AI variants + summon economy needed,"Your EQUIPPED ARMOR stands up and fights — Manifest Armor animates a construct whose stats scale from the gear on YOUR body slots, so dressi"
SMMFLI-LLDT-SP-FI-~~,SMMFLI-LLDT-SP-FI-~~,,,12,1,T2,1,0,1,True,canon,LIGHT|LARGE|INST×GX-09,tl2-emberquake-engineer,Emberquake Engineer,tl,tl2,T2,deep,False,,,GX-09,light,large-AOE,instant,mana-spender,low,fire,0.77,,,,,tl2-2012,tlf;kb,designed-addendum,rotational/orbital substrate addendum — build pending,Slam the hammer and the floor ERUPTS in wandering fire fissures — Emberquake's cracks snake outward chewing everything they cross; TL2's con
SMMFLI-MSMT-LC-PH-~~,SMMFLI-MSMT-LC-PH-~~,,,12,1,T2b,1,0,1,True,canon,LIGHT|SMALL|INST×GX-02,di-druid-bear,Bear Druid (heal-shift),di,di,T2b,moderate,False,,,GX-02,light,small-AOE,instant,sustain-attrition,med,physical,0.53,unclear,,pvp,,di-druid-2025;di-2026-era,vx;sk,blocked-new,form-swap stat-block hotswap,"Shapeshift tank-healing — the bear build current PvP lists call 'very powerful' with many variations, recently trimmed by a healing nerf; th"
