t_s,colour,area,cx,cy,ground_r_px
864.3,green,539,1277.6,1003.5,1115.9
864.3,green,126,1292.7,1025.7,1159.9
864.3167,cyan,84,638.3,386.2,331.4
864.3167,cyan,54,573.8,478.8,397.2
864.3167,cyan,81,1324.6,582.7,463.6
864.3167,cyan,54,756.6,581.9,349.9
864.3167,cyan,75,1259.4,587.1,419.9
864.3167,cyan,67,793.7,586.3,336.9
864.3167,cyan,55,745.7,589.7,368.1
864.3167,cyan,55,1304.1,590.5,457.0
864.3167,cyan,53,872.7,598.5,327.6
864.3167,cyan,45,845.4,597.6,334.3
864.3167,cyan,800,1337.8,681.3,602.9
864.3167,cyan,109,350.1,712.2,806.3
864.3167,cyan,407,374.0,724.7,804.2
864.3167,cyan,105,401.5,725.6,785.5
864.3167,cyan,101,980.7,868.8,819.2
864.3167,cyan,738,685.7,874.7,874.2
864.3167,cyan,132,1270.6,888.9,911.1
864.3167,cyan,138,988.9,916.4,908.1
864.3167,cyan,59,1001.8,951.6,974.2
864.3167,cyan,1975,1288.2,983.6,1083.6
864.3167,cyan,332,442.4,968.5,1130.2
864.3167,cyan,185,442.0,996.0,1176.0
864.3167,green,55,1487.1,171.5,712.6
864.3167,green,133,941.5,273.2,290.7
864.3167,green,63,1875.5,274.6,959.6
864.3167,green,53,1768.2,313.0,836.5
864.3167,green,159,44.4,350.2,927.3
864.3167,green,242,7.2,362.3,960.9
864.3167,green,1128,126.0,386.4,837.7
864.3167,green,86,1894.5,377.3,939.4
864.3167,green,52,71.6,388.5,891.6
864.3167,green,67,88.7,393.6,873.8
864.3167,green,2729,1669.8,445.7,710.5
864.3167,green,214,957.8,421.0,15.1
864.3167,green,222,597.6,463.3,368.0
864.3167,green,85,1736.6,466.5,779.7
864.3167,green,1380,1772.9,485.0,819.6
864.3167,green,45,1724.4,486.9,772.0
864.3167,green,41,1797.5,504.1,849.1
864.3167,green,69,1806.2,516.0,861.6
864.3167,green,222,1376.6,527.1,454.9
864.3167,green,314,562.4,590.8,498.9
864.3167,green,112,588.7,612.7,504.9
864.3167,green,117,608.7,622.6,503.5
864.3167,green,278,1148.8,652.5,457.1
864.3167,green,80,744.5,649.4,463.6
864.3167,green,73,1205.1,654.3,485.8
864.3167,green,208,1381.7,656.1,597.3
864.3167,green,47,1164.0,668.7,490.7
864.3167,green,179,1221.7,678.6,533.4
864.3167,green,87,1134.7,681.0,500.7
864.3167,green,76,809.4,680.5,492.0
864.3167,green,51,1149.2,689.8,521.2
864.3167,green,44,1184.4,692.1,538.9
864.3167,green,1369,1173.5,714.6,573.1
864.3167,green,40,1112.5,701.6,530.0
864.3167,green,149,599.7,714.3,642.0
864.3167,green,231,1155.9,732.5,598.3
864.3167,green,46,1208.6,734.8,621.3
864.3167,green,49,1177.6,749.6,635.5
864.3167,green,118,1189.7,874.0,859.9
864.3167,green,106,988.6,959.5,988.2
864.3167,green,79,1219.9,1002.9,1099.8
864.3167,green,46,1209.6,999.3,1091.0
864.3167,green,548,1277.2,1003.5,1115.9
864.3167,green,121,1292.7,1025.4,1159.4
864.3333,cyan,52,643.4,386.8,326.2
864.3333,cyan,63,578.0,479.1,393.2
864.3333,cyan,118,760.0,586.2,354.6
864.3333,cyan,88,1333.0,583.5,471.1
864.3333,cyan,46,778.6,587.1,345.8
864.3333,cyan,126,1270.0,588.7,429.6
864.3333,cyan,135,797.5,588.6,338.7
864.3333,cyan,73,1313.8,590.5,464.4
864.3333,cyan,48,850.8,597.0,331.4
864.3333,cyan,57,870.1,599.5,330.1
864.3333,cyan,86,886.4,603.2,332.7
864.3333,cyan,813,1346.2,682.2,609.4
864.3333,cyan,128,359.2,713.9,801.5
864.3333,cyan,433,382.5,726.7,800.5
864.3333,cyan,117,410.0,727.8,782.3
864.3333,cyan,714,694.5,876.6,874.7
864.3333,cyan,76,989.4,869.8,821.4
864.3333,cyan,131,1280.0,890.4,916.8
864.3333,cyan,149,997.9,917.6,910.6
864.3333,cyan,68,1011.7,953.4,978.0
864.3333,cyan,1974,1288.1,983.6,1083.7
864.3333,cyan,500,450.9,980.2,1145.7
864.3333,green,55,1487.1,171.5,712.6
864.3333,green,114,1883.4,273.6,967.7
864.3333,green,200,948.8,277.8,281.7
864.3333,green,188,51.3,350.0,920.5
864.3333,green,121,82.6,362.0,886.2
864.3333,green,1222,132.0,387.1,831.7
864.3333,green,62,1902.7,377.7,947.5
864.3333,green,44,79.4,388.0,883.9
864.3333,green,75,93.8,394.6,868.6
864.3333,green,90,1816.4,402.4,857.8
864.3333,green,2498,1680.5,448.3,721.4
864.3333,green,215,959.3,420.0,16.8
864.3333,green,75,1777.5,442.5,817.9
864.3333,green,218,604.7,464.4,361.4
864.3333,green,101,1745.0,466.7,788.2
864.3333,green,1409,1780.9,484.6,827.4
864.3333,green,65,1815.1,516.3,870.4
864.3333,green,299,1380.6,528.4,459.5
864.3333,green,345,570.0,592.3,494.6
864.3333,green,64,595.3,586.5,468.1
864.3333,green,73,595.5,613.7,501.2
864.3333,green,164,619.7,626.0,500.3
864.3333,green,282,1157.0,653.4,461.9
864.3333,green,71,752.5,650.4,461.6
864.3333,green,43,1368.2,651.1,581.1
864.3333,green,66,1212.9,655.3,491.5
864.3333,green,201,1390.5,657.1,604.8
864.3333,green,53,1173.2,669.7,496.4
864.3333,green,178,1230.1,679.4,538.8
864.3333,green,84,816.4,681.6,491.9
864.3333,green,91,1142.6,682.5,506.2
864.3333,green,46,1157.1,690.8,525.9
864.3333,green,41,1192.9,693.1,544.1
864.3333,green,1636,1180.0,718.3,582.0
864.3333,green,40,1121.2,702.6,534.4
864.3333,green,81,621.3,708.9,621.6
864.3333,green,140,608.6,715.9,639.5
864.3333,green,62,1215.2,736.8,627.5
864.3333,green,44,1185.9,750.7,640.3
864.3333,green,40,1189.8,861.4,837.3
864.3333,green,132,1198.7,874.9,864.0
864.3333,green,54,997.0,953.7,977.7
864.3333,green,50,997.9,966.7,1002.0
864.3333,green,79,1219.9,1002.9,1099.8
864.3333,green,46,1209.6,999.3,1091.0
864.3333,green,530,1277.1,1003.5,1115.8
864.3333,green,107,1293.2,1025.1,1159.0
864.35,cyan,77,581.8,479.8,389.9
864.35,cyan,46,605.5,492.4,373.7
864.35,cyan,235,1327.2,590.0,474.0
864.35,cyan,57,772.8,584.8,345.2
864.35,cyan,125,1278.4,590.6,438.1
864.35,cyan,58,786.9,590.3,346.7
864.35,cyan,284,802.6,593.8,345.0
864.35,cyan,62,862.2,600.5,334.0
864.35,cyan,61,878.6,601.8,331.9
864.35,cyan,50,896.5,606.2,336.1
864.35,cyan,777,1355.2,684.0,617.7
864.35,cyan,114,368.2,717.2,799.0
864.35,cyan,555,396.3,729.5,794.3
864.35,cyan,705,703.3,879.1,876.6
864.35,cyan,128,1288.9,892.4,923.4
864.35,cyan,145,1007.5,920.4,916.3
864.35,cyan,88,1022.3,956.2,983.7
864.35,cyan,1978,1288.1,983.6,1083.6
864.35,cyan,398,461.3,974.6,1131.7
864.35,cyan,146,455.6,1003.2,1182.3
864.35,green,55,1487.1,171.5,712.6
864.35,green,59,110.3,212.0,940.9
864.35,green,269,956.3,282.6,272.6
864.35,green,206,56.7,354.1,914.0
864.35,green,1246,136.6,387.6,827.0
864.35,green,108,86.0,370.7,880.7
864.35,green,69,1911.3,375.3,956.5
864.35,green,154,1823.6,401.0,865.2
864.35,green,2387,1689.6,450.6,730.7
864.35,green,214,961.2,421.0,14.9
864.35,green,170,1783.6,444.9,824.1
864.35,green,147,1752.1,469.8,795.7
864.35,green,159,612.9,467.3,354.3
864.35,green,1308,1786.5,486.6,833.4
864.35,green,65,1820.7,474.2,864.8
864.35,green,335,1381.7,530.9,462.4
864.35,green,168,604.1,589.0,464.1
864.35,green,219,577.0,592.2,488.9
864.35,green,42,582.0,607.5,503.4
864.35,green,68,603.5,616.0,498.3
864.35,green,233,630.7,629.9,498.4
864.35,green,292,1165.5,655.4,469.1
864.35,green,86,760.0,652.4,461.5
864.35,green,117,1374.7,652.2,587.1
864.35,green,64,1206.8,659.5,495.1
864.35,green,70,1221.6,657.2,499.0
864.35,green,134,1396.9,658.4,611.1
864.35,green,95,823.3,681.6,489.8
864.35,green,57,1181.7,671.9,503.8
864.35,green,171,1238.5,680.8,545.4
864.35,green,96,1151.1,684.8,513.3
864.35,green,44,1165.8,693.0,532.9
864.35,green,44,1201.3,694.9,550.8
864.35,green,1633,1189.2,720.2,588.7
864.35,green,48,1129.2,704.8,540.7
864.35,green,170,633.9,710.6,617.6
864.35,green,141,617.4,718.6,638.9
864.35,green,68,1223.5,739.1,634.7
864.35,green,42,1194.6,753.0,647.3
864.35,green,135,1197.8,861.5,839.7
864.35,green,74,1208.1,875.9,868.4
864.35,green,133,1007.4,963.3,996.1
864.35,green,79,1219.9,1002.9,1099.8
864.35,green,50,1209.7,998.8,1090.1
864.35,green,540,1277.2,1003.6,1116.0
864.35,green,97,1293.7,1024.9,1158.7
864.3667,cyan,126,586.1,482.0,386.8
864.3667,cyan,129,617.8,495.9,364.2
864.3667,cyan,573,1316.2,594.0,470.4
864.3667,cyan,54,780.9,587.7,345.6
864.3667,cyan,504,813.1,597.3,346.2
864.3667,cyan,66,772.3,595.9,363.1
864.3667,cyan,41,788.6,599.1,360.2
864.3667,cyan,64,867.7,603.2,337.2
864.3667,cyan,82,884.9,604.5,335.4
864.3667,cyan,96,918.1,612.9,345.1
864.3667,cyan,735,1363.5,686.9,627.3
864.3667,cyan,105,425.0,695.7,729.9
864.3667,cyan,133,377.6,723.0,799.4
864.3667,cyan,478,399.6,733.4,797.1
864.3667,cyan,68,429.1,727.9,769.1
864.3667,cyan,655,711.7,883.3,881.6
864.3667,cyan,139,1298.4,895.7,932.6
864.3667,cyan,167,1017.1,922.8,921.4
864.3667,cyan,188,1031.7,963.1,997.3
864.3667,cyan,1981,1288.0,983.6,1083.7
864.3667,cyan,545,466.2,985.0,1147.0
864.3667,cyan,40,485.4,1001.6,1167.2
864.3667,green,55,1487.1,171.5,712.6
864.3667,green,351,117.3,208.6,937.3
864.3667,green,238,963.2,286.1,266.2
864.3667,green,52,120.3,364.2,848.3
864.3667,green,299,26.8,369.2,939.8
864.3667,green,1430,141.0,390.1,822.2
864.3667,green,235,1811.5,402.7,852.9
864.3667,green,41,1843.2,399.8,884.9
864.3667,green,173,111.9,417.2,848.4
864.3667,green,2471,1699.0,453.3,740.4
864.3667,green,208,961.1,422.0,13.0
864.3667,green,296,1790.0,446.1,830.6
864.3667,green,76,1747.8,437.1,787.9
864.3667,green,1865,1786.8,486.6,833.7
864.3667,green,104,621.0,470.6,347.7
864.3667,green,73,1739.8,473.0,784.1
864.3667,green,255,1374.6,534.9,459.1
864.3667,green,43,1401.5,532.1,481.4
864.3667,green,213,615.1,592.0,459.4
864.3667,green,140,584.1,594.3,485.8
864.3667,green,206,639.1,633.8,498.4
864.3667,green,290,1173.5,657.9,476.7
864.3667,green,202,1378.6,653.9,592.1
864.3667,green,75,767.0,655.8,464.4
864.3667,green,73,1229.2,660.4,508.1
864.3667,green,61,1404.0,660.4,618.8
864.3667,green,43,1214.4,667.0,510.9
864.3667,green,62,1189.4,674.9,512.2
864.3667,green,164,1247.3,683.1,553.6
864.3667,green,149,831.2,683.0,490.3
864.3667,green,97,1159.2,688.0,521.8
864.3667,green,41,1173.8,695.9,541.0
864.3667,green,43,1209.4,697.0,557.9
864.3667,green,1744,1196.9,723.1,596.8
864.3667,green,52,1136.7,708.6,549.8
864.3667,green,226,645.7,713.0,615.3
864.3667,green,109,625.2,722.5,640.9
864.3667,green,62,1232.1,741.9,643.1
864.3667,green,45,1203.2,755.8,655.4
864.3667,green,180,1204.6,861.0,840.8
864.3667,green,120,1016.6,967.1,1003.7
864.3667,green,79,1219.9,1002.9,1099.8
864.3667,green,50,1209.7,998.8,1090.1
864.3667,green,534,1277.4,1003.5,1116.0
864.3667,green,91,1294.2,1024.9,1159.0
864.3833,cyan,132,590.2,485.2,384.3
864.3833,cyan,224,623.7,499.4,361.0
864.3833,cyan,688,1322.3,597.9,479.8
864.3833,cyan,450,823.1,601.8,349.6
864.3833,cyan,52,802.5,598.8,353.2
864.3833,cyan,76,876.2,607.3,342.5
864.3833,cyan,95,892.6,608.8,341.5
864.3833,cyan,40,860.6,611.9,354.8
864.3833,cyan,180,926.5,617.2,352.0
864.3833,cyan,787,1371.1,690.2,636.9
864.3833,cyan,165,436.2,696.1,722.3
864.3833,cyan,149,385.1,725.9,797.6
864.3833,cyan,490,407.7,739.0,798.9
864.3833,cyan,67,436.6,731.0,768.2
864.3833,cyan,691,719.6,887.8,887.6
864.3833,cyan,131,1306.2,899.7,942.5
864.3833,cyan,42,1021.0,905.9,890.2
864.3833,cyan,140,1025.7,928.8,933.0
864.3833,cyan,233,1040.7,968.4,1007.7
864.3833,cyan,1972,1288.0,983.6,1083.6
864.3833,cyan,524,476.4,992.6,1155.5
864.3833,green,55,1487.1,171.5,712.6
864.3833,green,399,118.7,211.3,933.9
864.3833,green,246,969.6,289.7,259.6
864.3833,green,49,220.8,338.8,758.1
864.3833,green,1140,83.2,361.7,885.7
864.3833,green,70,6.2,351.3,964.8
864.3833,green,128,33.5,376.3,931.7
864.3833,green,76,1823.2,397.1,865.3
864.3833,green,82,1789.1,416.4,829.5
864.3833,green,206,964.1,424.0,10.1
864.3833,green,2383,1710.4,457.8,752.3
864.3833,green,2123,1800.1,487.8,847.2
864.3833,green,145,1767.8,472.5,811.9
864.3833,green,73,628.9,474.8,342.0
864.3833,green,57,1748.2,475.3,792.9
864.3833,green,42,1749.6,489.4,797.6
864.3833,green,230,1382.4,538.2,468.8
864.3833,green,238,619.4,596.9,462.4
864.3833,green,105,592.0,598.4,484.7
864.3833,green,284,649.9,640.1,500.6
864.3833,green,307,1181.1,661.7,486.5
864.3833,green,188,1387.1,657.8,603.3
864.3833,green,87,773.9,659.2,467.3
864.3833,green,84,1236.7,664.4,518.3
864.3833,green,53,1411.9,664.7,629.9
864.3833,green,62,1197.2,678.9,522.4
864.3833,green,144,1254.8,686.7,563.2
864.3833,green,138,838.7,688.0,497.3
864.3833,green,98,1166.8,692.2,532.0
864.3833,green,42,1181.4,699.7,550.5
864.3833,green,50,1216.9,701.3,568.5
864.3833,green,1767,1204.5,727.1,606.5
864.3833,green,55,1144.1,712.3,558.9
864.3833,green,198,652.6,717.9,619.6
864.3833,green,97,632.9,727.0,644.2
864.3833,green,61,1240.4,745.5,652.7
864.3833,green,45,1210.9,759.9,665.3
864.3833,green,165,1214.3,867.6,855.5
864.3833,green,136,1025.5,972.6,1014.3
864.3833,green,79,1219.9,1002.9,1099.8
864.3833,green,50,1209.7,998.8,1090.1
864.3833,green,524,1277.4,1003.5,1115.9
864.3833,green,87,1294.2,1024.7,1158.6
864.4,cyan,456,617.9,498.5,365.8
864.4,cyan,43,625.6,493.7,355.4
864.4,cyan,84,651.9,507.8,341.3
864.4,cyan,855,1330.8,601.6,490.8
864.4,cyan,52,806.3,601.0,355.3
864.4,cyan,668,840.1,608.1,354.4
864.4,cyan,255,892.6,614.1,351.2
864.4,cyan,646,1378.2,695.4,648.8
864.4,cyan,47,454.7,705.9,721.9
864.4,cyan,66,440.3,710.9,738.7
864.4,cyan,634,409.8,741.8,801.3
864.4,cyan,117,443.2,739.9,776.1
864.4,cyan,663,727.3,894.0,896.6
864.4,cyan,134,1314.0,905.1,954.7
864.4,cyan,92,1034.0,936.5,948.0
864.4,cyan,1976,1288.0,983.6,1083.6
864.4,cyan,247,1048.4,973.7,1018.2
864.4,cyan,373,475.5,1000.6,1169.6
864.4,cyan,172,498.6,986.9,1136.8
864.4,green,55,1487.1,171.5,712.6
864.4,green,163,116.9,207.6,938.6
864.4,green,272,139.2,229.6,900.8
864.4,green,181,975.1,295.0,250.1
864.4,green,75,225.2,342.0,752.4
864.4,green,864,83.2,361.2,885.8
864.4,green,105,6.9,360.0,961.7
864.4,green,45,153.7,360.7,816.2
864.4,green,98,1830.2,399.4,871.9
864.4,green,157,1803.9,421.6,844.0
864.4,green,74,124.8,429.4,835.2
864.4,green,212,963.0,427.0,4.8
864.4,green,206,1822.5,448.0,863.2
864.4,green,50,635.0,479.2,338.2
864.4,green,41,1773.7,481.7,819.6
864.4,green,81,1759.1,490.3,807.2
864.4,green,279,1383.0,543.0,473.3
864.4,green,144,631.4,600.6,458.4
864.4,green,51,651.8,599.0,441.8
864.4,green,69,598.9,603.2,485.4
864.4,green,145,654.9,643.8,503.0
864.4,green,111,672.4,652.8,506.4
864.4,green,315,1187.9,666.4,497.3
864.4,green,269,1385.7,660.8,606.3
864.4,green,73,781.8,664.0,472.6
864.4,green,97,1242.5,669.7,529.8
864.4,green,72,1204.4,683.8,533.7
864.4,green,148,1261.9,691.1,573.9
864.4,green,133,845.4,692.5,503.9
864.4,green,100,1173.7,696.8,542.5
864.4,green,50,1224.1,705.2,578.2
864.4,green,1826,1210.9,731.5,616.7
864.4,green,73,680.5,714.8,601.1
864.4,green,64,1150.7,717.4,570.0
864.4,green,179,661.8,722.2,622.1
864.4,green,51,1248.6,749.1,662.2
864.4,green,45,1217.6,764.6,676.0
864.4,green,233,1216.7,862.7,847.4
864.4,green,149,1032.3,977.0,1023.1
864.4,green,79,1219.9,1002.9,1099.8
864.4,green,50,1209.7,998.8,1090.1
864.4,green,532,1277.6,1003.4,1115.9
864.4,green,96,1293.4,1025.0,1158.9
864.4167,cyan,266,1119.0,11.7,793.2
864.4167,cyan,589,623.9,501.9,362.5
864.4167,cyan,82,658.4,511.8,338.8
864.4167,cyan,794,1339.7,606.4,503.3
864.4167,cyan,405,835.6,610.9,360.8
864.4167,cyan,402,865.8,613.8,356.9
864.4167,cyan,50,810.2,612.9,373.8
864.4167,cyan,261,900.2,619.2,359.2
864.4167,cyan,858,1386.0,691.7,648.7
864.4167,cyan,137,399.8,736.9,801.6
864.4167,cyan,482,421.8,749.2,803.3
864.4167,cyan,76,450.9,742.8,775.0
864.4167,cyan,663,734.7,897.7,901.4
864.4167,cyan,127,1320.9,910.3,966.3
864.4167,cyan,90,1040.8,941.1,957.1
864.4167,cyan,1970,1288.1,983.5,1083.5
864.4167,cyan,255,1057.1,978.9,1028.6
864.4167,cyan,578,491.8,1002.8,1166.6
864.4167,green,55,1487.1,171.5,712.6
864.4167,green,256,151.7,233.1,886.8
864.4167,green,184,981.7,298.7,243.5
864.4167,green,133,151.0,308.6,839.6
864.4167,green,88,230.9,344.8,745.7
864.4167,green,90,7.0,365.6,960.3
864.4167,green,165,1812.2,424.3,852.2
864.4167,green,81,130.0,433.0,830.0
864.4167,green,213,964.3,429.0,4.3
864.4167,green,61,1766.9,493.6,815.8
864.4167,green,400,1385.5,548.0,479.7
864.4167,green,152,661.9,604.2,441.9
864.4167,green,151,637.8,605.5,460.3
864.4167,green,83,661.2,648.5,506.4
864.4167,green,149,681.2,659.3,511.5
864.4167,green,111,1375.7,661.2,599.9
864.4167,green,322,1195.1,671.3,508.8
864.4167,green,149,1401.0,667.4,625.7
864.4167,green,69,787.7,667.9,477.1
864.4167,green,141,1245.5,677.1,543.1
864.4167,green,134,1269.0,695.9,585.3
864.4167,green,68,1211.6,688.7,545.1
864.4167,green,120,852.3,696.4,509.4
864.4167,green,93,1180.6,701.1,552.7
864.4167,green,47,1231.5,710.3,590.1
864.4167,green,407,679.6,723.4,615.8
864.4167,green,345,1270.0,725.5,633.2
864.4167,green,71,1157.8,722.6,581.4
864.4167,green,1456,1205.3,739.0,627.3
864.4167,green,60,1254.4,754.6,674.1
864.4167,green,48,1224.9,769.8,687.6
864.4167,green,335,1217.6,859.8,842.6
864.4167,green,89,1230.7,879.2,881.1
864.4167,green,43,900.8,876.2,834.9
864.4167,green,182,1040.6,981.5,1031.9
864.4167,green,79,1219.9,1002.9,1099.8
864.4167,green,50,1209.7,998.8,1090.1
864.4167,green,540,1278.0,1003.5,1116.0
864.4167,green,74,1294.8,1024.4,1158.1
864.4333,cyan,321,1123.4,35.3,751.1
864.4333,cyan,627,628.5,505.4,360.7
864.4333,cyan,65,662.5,515.8,338.6
864.4333,cyan,883,1345.8,610.2,512.5
864.4333,cyan,1191,872.2,618.4,363.5
864.4333,cyan,48,816.5,617.2,378.8
864.4333,cyan,63,939.3,630.2,375.2
864.4333,cyan,44,952.7,631.4,376.9
864.4333,cyan,342,1394.7,667.6,621.6
864.4333,cyan,672,1391.6,703.7,669.3
864.4333,cyan,76,476.0,701.8,701.7
864.4333,cyan,151,405.5,741.1,803.3
864.4333,cyan,546,426.7,754.2,806.9
864.4333,cyan,118,454.2,745.1,776.1
864.4333,cyan,821,740.7,901.9,907.5
864.4333,cyan,127,1326.7,915.2,976.9
864.4333,cyan,40,1047.2,948.9,972.1
864.4333,cyan,1962,1288.1,983.5,1083.4
864.4333,cyan,314,1062.2,982.4,1035.7
864.4333,cyan,147,510.4,995.7,1147.1
864.4333,cyan,355,490.8,1014.1,1186.2
864.4333,green,55,1487.1,171.5,712.6
864.4333,green,278,154.6,235.6,882.2
864.4333,green,245,155.7,312.2,833.2
864.4333,green,70,986.9,308.1,226.7
864.4333,green,57,989.8,328.6,189.2
864.4333,green,171,235.4,351.0,739.0
864.4333,green,146,1819.2,426.3,859.2
864.4333,green,209,963.5,432.0,6.7
864.4333,green,1529,1730.0,470.1,773.8
864.4333,green,46,1712.5,451.7,753.6
864.4333,green,3552,1822.0,497.5,871.3
864.4333,green,116,1771.8,458.9,813.7
864.4333,green,308,1381.2,552.9,480.2
864.4333,green,177,671.7,607.8,440.4
864.4333,green,64,668.5,653.5,509.6
864.4333,green,160,685.8,663.3,515.3
864.4333,green,136,1377.5,665.3,606.6
864.4333,green,307,1200.2,674.4,516.3
864.4333,green,46,1242.9,670.1,530.6
864.4333,green,101,793.3,672.6,483.3
864.4333,green,143,1251.2,681.3,552.8
864.4333,green,89,1217.3,692.0,553.3
864.4333,green,152,1274.9,700.9,596.3
864.4333,green,114,857.6,700.9,516.7
864.4333,green,110,1184.8,706.3,563.2
864.4333,green,49,1236.6,715.0,600.1
864.4333,green,285,695.3,723.5,609.0
864.4333,green,1900,1222.3,741.0,637.6
864.4333,green,68,1162.7,727.1,591.0
864.4333,green,40,1260.6,759.4,684.7
864.4333,green,45,1230.4,774.4,697.8
864.4333,green,236,1220.7,859.7,843.3
864.4333,green,46,1226.3,872.8,868.3
864.4333,green,157,1046.0,987.4,1043.4
864.4333,green,79,1219.9,1002.9,1099.8
864.4333,green,50,1209.7,998.8,1090.1
864.4333,green,523,1277.6,1003.4,1115.8
864.4333,green,72,1294.9,1024.3,1158.0
864.45,cyan,61,1137.6,53.2,722.1
864.45,cyan,677,632.5,507.7,358.8
864.45,cyan,902,1353.2,612.7,521.1
864.45,cyan,1338,876.2,620.7,366.6
864.45,cyan,41,942.3,632.1,378.7
864.45,cyan,1177,1397.1,693.7,658.9
864.45,cyan,146,409.4,743.5,803.8
864.45,cyan,550,430.6,756.6,807.8
864.45,cyan,117,458.1,747.5,776.9
864.45,cyan,1108,750.9,901.8,904.9
864.45,cyan,130,1330.9,918.7,984.5
864.45,cyan,1975,1288.3,983.5,1083.5
864.45,cyan,360,1066.1,984.0,1038.9
864.45,cyan,509,499.6,1009.7,1175.3
864.45,green,57,1139.0,28.3,767.4
864.45,green,166,1126.3,45.5,733.3
864.45,green,68,1151.2,62.9,708.1
864.45,green,55,1487.1,171.5,712.6
864.45,green,139,155.1,238.9,879.3
864.45,green,361,161.3,314.3,826.8
864.45,green,71,990.9,310.0,223.7
864.45,green,49,128.7,325.1,853.6
864.45,green,57,993.8,330.6,186.2
864.45,green,228,237.6,351.5,736.7
864.45,green,97,60.6,391.1,902.2
864.45,green,129,1825.7,426.9,865.7
864.45,green,96,1874.7,431.8,914.7
864.45,green,203,961.7,432.1,5.9
864.45,green,53,1871.9,447.3,912.5
864.45,green,1561,1734.0,471.4,778.0
864.45,green,96,1883.1,457.6,924.7
864.45,green,111,1777.2,461.1,819.4
864.45,green,3587,1827.5,501.4,878.0
864.45,green,40,1792.0,524.8,850.9
864.45,green,50,1866.5,542.7,930.9
864.45,green,320,1386.0,555.5,486.8
864.45,green,204,675.3,610.1,441.3
864.45,green,153,690.9,666.1,517.0
864.45,green,41,1222.4,667.3,515.6
864.45,green,124,1380.6,668.0,612.3
864.45,green,337,1204.2,678.0,524.0
864.45,green,42,1247.4,671.6,535.4
864.45,green,110,797.2,675.3,486.7
864.45,green,40,706.8,675.0,523.5
864.45,green,153,1255.1,684.3,559.5
864.45,green,101,1222.3,695.1,560.7
864.45,green,147,1278.6,703.6,602.4
864.45,green,122,861.5,704.3,522.1
864.45,green,110,1188.8,709.1,569.5
864.45,green,318,699.3,725.9,611.2
864.45,green,1959,1226.0,744.0,644.0
864.45,green,69,1166.8,730.0,597.5
864.45,green,44,1264.9,762.2,691.4
864.45,green,46,1234.4,777.6,704.7
864.45,green,358,1227.1,866.3,857.0
864.45,green,181,1049.9,990.1,1048.8
864.45,green,79,1219.9,1002.9,1099.8
864.45,green,50,1209.7,998.8,1090.1
864.45,green,530,1278.1,1003.5,1116.0
864.45,green,85,1292.8,1024.8,1158.4
864.4667,cyan,734,637.5,508.9,355.2
864.4667,cyan,62,1046.3,537.4,219.6
864.4667,cyan,901,1363.5,613.5,530.0
864.4667,cyan,1406,884.6,622.3,367.9
864.4667,cyan,138,966.0,635.7,385.0
864.4667,cyan,59,949.7,635.4,384.4
864.4667,cyan,75,981.5,644.2,401.2
864.4667,cyan,370,1405.9,670.2,632.9
864.4667,cyan,881,1406.2,706.6,682.9
864.4667,cyan,98,512.4,696.6,669.8
864.4667,cyan,721,431.5,754.7,804.4
864.4667,cyan,154,464.2,751.3,778.5
864.4667,cyan,1406,757.3,903.7,906.9
864.4667,cyan,126,1336.7,920.7,990.1
864.4667,cyan,1978,1288.2,983.4,1083.2
864.4667,cyan,401,1071.6,984.9,1041.2
864.4667,cyan,375,499.8,1015.8,1185.6
864.4667,cyan,139,518.4,998.9,1149.4
864.4667,green,78,1138.5,47.8,731.9
864.4667,green,81,1144.4,59.6,712.2
864.4667,green,57,1124.0,99.6,634.9
864.4667,green,55,1487.1,171.5,712.6
864.4667,green,41,1804.6,310.6,873.0
864.4667,green,209,170.5,318.8,815.7
864.4667,green,152,998.9,336.0,177.4
864.4667,green,259,241.9,351.8,732.4
864.4667,green,98,89.4,364.7,878.8
864.4667,green,120,121.2,367.1,846.7
864.4667,green,240,1878.0,435.9,918.1
864.4667,green,78,1833.3,425.5,873.3
864.4667,green,201,961.8,432.1,6.0
864.4667,green,1442,1744.1,474.2,788.6
864.4667,green,73,1785.6,462.1,827.9
864.4667,green,3296,1836.0,504.7,887.3
864.4667,green,60,1796.5,527.0,856.2
864.4667,green,347,1381.3,558.3,485.3
864.4667,green,291,687.6,610.8,434.5
864.4667,green,300,703.6,670.8,518.1
864.4667,green,46,1228.1,668.9,521.0
864.4667,green,59,1369.5,667.0,603.4
864.4667,green,168,1385.9,670.0,618.7
864.4667,green,350,1210.1,680.0,530.2
864.4667,green,215,1258.2,683.8,560.4
864.4667,green,109,801.7,676.6,487.5
864.4667,green,93,1227.8,696.7,565.9
864.4667,green,139,1284.6,704.6,607.3
864.4667,green,96,866.8,706.8,525.6
864.4667,green,105,1195.4,711.0,575.5
864.4667,green,227,711.8,723.8,602.5
864.4667,green,2059,1229.7,745.8,648.7
864.4667,green,74,1172.0,731.5,601.9
864.4667,green,45,1270.5,764.5,697.7
864.4667,green,64,1317.5,768.1,725.7
864.4667,green,42,1240.3,779.4,710.2
864.4667,green,274,1227.9,860.8,847.5
864.4667,green,154,1054.9,991.1,1051.0
864.4667,green,79,1219.9,1002.9,1099.8
864.4667,green,50,1209.7,998.8,1090.1
864.4667,green,530,1278.0,1003.5,1116.0
