controller,field,base,crucible,changed
records/controllers/enemy/controller_eldritcharmor_rangedcaster.dbr,lootDropCallbackPoint,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_eldritcharmor_rangedcaster.dbr,dyingSkillCallbackPoint,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_fleshhulk.dbr,ViewDistance,15.0,80.0,1
records/controllers/enemy/controller_fleshhulk.dbr,pathingViewDistance,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_fleshhulk.dbr,enemyTooClose,0.0,0.0,0
records/controllers/enemy/controller_fleshhulk.dbr,InnerViewDistance,4.0,12.0,1
records/controllers/enemy/controller_fleshhulk.dbr,MaxYViewDistance,10.0,20.0,1
records/controllers/enemy/controller_fleshhulk.dbr,AngerTolerance,0.0,0.0,0
records/controllers/enemy/controller_fleshhulk.dbr,AttackedAnger,16.0,15.0,1
records/controllers/enemy/controller_fleshhulk.dbr,AllyAttackedAnger,4.0,8.0,1
records/controllers/enemy/controller_fleshhulk.dbr,ForgiveRate,0.0,0.0,0
records/controllers/enemy/controller_fleshhulk.dbr,SightAngerRate,4.0,5.0,1
records/controllers/enemy/controller_fleshhulk.dbr,InnerSightAngerRate,8.0,10.0,1
records/controllers/enemy/controller_fleshhulk.dbr,ProjectileAnger,3.0,5.0,1
records/controllers/enemy/controller_fleshhulk.dbr,FleeBehavior,NeverFlee,NeverFlee,0
records/controllers/enemy/controller_fleshhulk.dbr,FleeTime,0,0,0
records/controllers/enemy/controller_fleshhulk.dbr,FleeTarget,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_fleshhulk.dbr,maxFleeCount,0,0,0
records/controllers/enemy/controller_fleshhulk.dbr,FleeDelay,0,0,0
records/controllers/enemy/controller_fleshhulk.dbr,FleeChance,0,0,0
records/controllers/enemy/controller_fleshhulk.dbr,fleeDistance,0.0,0.0,0
records/controllers/enemy/controller_fleshhulk.dbr,ClearAngerWhenFleeing,False,False,0
records/controllers/enemy/controller_fleshhulk.dbr,ResetOriginAfterFleeing,False,False,0
records/controllers/enemy/controller_fleshhulk.dbr,PursuitTime,10000,10000,0
records/controllers/enemy/controller_fleshhulk.dbr,MaxPursuitDistance,75.0,125.0,1
records/controllers/enemy/controller_fleshhulk.dbr,EmoteBeforePursuingChance,20,0,1
records/controllers/enemy/controller_fleshhulk.dbr,BuffSelfBehavior,WhenEnemyIsSeen,WhenEnemyIsSeen,0
records/controllers/enemy/controller_fleshhulk.dbr,BuffAllyBehavior,WhenEnemyIsSeen,WhenEnemyIsSeen,0
records/controllers/enemy/controller_fleshhulk.dbr,DebuffEnemyBehavior,WhenEnemyIsSeen,WhenEnemyIsSeen,0
records/controllers/enemy/controller_fleshhulk.dbr,healLeaderHealthPercentage,70,70,0
records/controllers/enemy/controller_fleshhulk.dbr,healAllyHealthPercentage,70,70,0
records/controllers/enemy/controller_fleshhulk.dbr,BuffAllyTargeting,BuffWeakest,BuffWeakest,0
records/controllers/enemy/controller_fleshhulk.dbr,RoamBehavior,Roam,Roam,0
records/controllers/enemy/controller_fleshhulk.dbr,MinRoamDistance,2.0,2.0,0
records/controllers/enemy/controller_fleshhulk.dbr,RoamDistance,5.0,2.0,1
records/controllers/enemy/controller_fleshhulk.dbr,MinTimeBeforeRoam,6000,2000,1
records/controllers/enemy/controller_fleshhulk.dbr,MaxTimeBeforeRoam,16000,2000,1
records/controllers/enemy/controller_fleshhulk.dbr,MinWanderDistance,2.0,2.0,0
records/controllers/enemy/controller_fleshhulk.dbr,WanderDistance,5.0,0.0,1
records/controllers/enemy/controller_fleshhulk.dbr,TeleportToLeaderDistance,40.0,40.0,0
records/controllers/enemy/controller_fleshhulk.dbr,ChanceToIdleOnPatrol,0,0,0
records/controllers/enemy/controller_fleshhulk.dbr,MinPatrolIdleTime,0,1000,1
records/controllers/enemy/controller_fleshhulk.dbr,MaxPatrolIdleTime,0,5000,1
records/controllers/enemy/controller_fleshhulk.dbr,ChanceToRespondToDistressCall,50,15,1
records/controllers/enemy/controller_fleshhulk.dbr,DistressResponseBehavior,RespondToSameGroup,RespondToSameGroup,0
records/controllers/enemy/controller_fleshhulk.dbr,DistressResponseGroup,Aetherial,Aetherial,0
records/controllers/enemy/controller_fleshhulk.dbr,RandomAngerChance,0,0,0
records/controllers/enemy/controller_fleshhulk.dbr,RandomAngerEvaluationTime,0,0,0
records/controllers/enemy/controller_fleshhulk.dbr,DodgeDistance,0.0,0.0,0
records/controllers/enemy/controller_fleshhulk.dbr,DodgeDelay,0,0,0
records/controllers/enemy/controller_fleshhulk.dbr,DodgeChance,0,0,0
records/controllers/enemy/controller_fleshhulk.dbr,MinDodgeDistance,0.0,0.0,0
records/controllers/enemy/controller_fleshhulk.dbr,LeadChance,30;50;80,30;50;80,0
records/controllers/enemy/controller_fleshhulk.dbr,RepositionChance,0,0,0
records/controllers/enemy/controller_fleshhulk.dbr,randomRepositionChance,0,0,0
records/controllers/enemy/controller_fleshhulk.dbr,minSwingPause,0.0,0.0,0
records/controllers/enemy/controller_fleshhulk.dbr,maxSwingPause,0.30000001192092896,0.30000001192092896,0
records/controllers/enemy/controller_fleshhulk.dbr,ignoreSleepingEnemies,True,True,0
records/controllers/enemy/controller_fleshhulk.dbr,randomEmoteChance,50,0,1
records/controllers/enemy/controller_fleshhulk.dbr,randomEmoteMinTime,6000,6000,0
records/controllers/enemy/controller_fleshhulk.dbr,randomEmoteMaxTime,10000,10000,0
records/controllers/enemy/controller_fleshhulk.dbr,ignorePetsChance,35,35,0
records/controllers/enemy/controller_fleshhulk.dbr,ignorePetsInterval,7000,7000,0
records/controllers/enemy/controller_fleshhulk.dbr,petAngerTransference,17,17,0
records/controllers/enemy/controller_fleshhulk.dbr,petTargetLevelRange,1000,1000,0
records/controllers/enemy/controller_fleshhulk.dbr,petTargetLeastAttacked,False,False,0
records/controllers/enemy/controller_fleshhulk.dbr,petTargetGreatestHealth,False,False,0
records/controllers/enemy/controller_fleshhulk.dbr,lootDropAttachPointName,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_fleshhulk.dbr,lootDropCallbackPoint,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_fleshhulk.dbr,dyingSkillCallbackPoint,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_gargoyle.dbr,ViewDistance,15.0,80.0,1
records/controllers/enemy/controller_gargoyle.dbr,pathingViewDistance,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_gargoyle.dbr,enemyTooClose,3.0,0.0,1
records/controllers/enemy/controller_gargoyle.dbr,InnerViewDistance,4.0,12.0,1
records/controllers/enemy/controller_gargoyle.dbr,MaxYViewDistance,10.0,20.0,1
records/controllers/enemy/controller_gargoyle.dbr,AngerTolerance,1.0,0.0,1
records/controllers/enemy/controller_gargoyle.dbr,AttackedAnger,20.0,15.0,1
records/controllers/enemy/controller_gargoyle.dbr,AllyAttackedAnger,4.0,8.0,1
records/controllers/enemy/controller_gargoyle.dbr,ForgiveRate,3.0,0.0,1
records/controllers/enemy/controller_gargoyle.dbr,SightAngerRate,4.0,5.0,1
records/controllers/enemy/controller_gargoyle.dbr,InnerSightAngerRate,8.0,10.0,1
records/controllers/enemy/controller_gargoyle.dbr,ProjectileAnger,5.0,5.0,0
records/controllers/enemy/controller_gargoyle.dbr,FleeBehavior,NeverFlee,NeverFlee,0
records/controllers/enemy/controller_gargoyle.dbr,FleeTime,0,0,0
records/controllers/enemy/controller_gargoyle.dbr,FleeTarget,AwayFromEnemy,AwayFromEnemy,0
records/controllers/enemy/controller_gargoyle.dbr,maxFleeCount,0,0,0
records/controllers/enemy/controller_gargoyle.dbr,FleeDelay,5000,5000,0
records/controllers/enemy/controller_gargoyle.dbr,FleeChance,0,0,0
records/controllers/enemy/controller_gargoyle.dbr,fleeDistance,8.0,8.0,0
records/controllers/enemy/controller_gargoyle.dbr,ClearAngerWhenFleeing,False,False,0
records/controllers/enemy/controller_gargoyle.dbr,ResetOriginAfterFleeing,False,False,0
records/controllers/enemy/controller_gargoyle.dbr,PursuitTime,10000,10000,0
records/controllers/enemy/controller_gargoyle.dbr,MaxPursuitDistance,75.0,125.0,1
records/controllers/enemy/controller_gargoyle.dbr,EmoteBeforePursuingChance,20,0,1
records/controllers/enemy/controller_gargoyle.dbr,BuffSelfBehavior,WhenEnemyIsSeen,WhenEnemyIsSeen,0
records/controllers/enemy/controller_gargoyle.dbr,BuffAllyBehavior,WhenEnemyIsSeen,WhenEnemyIsSeen,0
records/controllers/enemy/controller_gargoyle.dbr,DebuffEnemyBehavior,WhenEnemyIsSeen,WhenEnemyIsSeen,0
records/controllers/enemy/controller_gargoyle.dbr,healLeaderHealthPercentage,80,80,0
records/controllers/enemy/controller_gargoyle.dbr,healAllyHealthPercentage,80,80,0
records/controllers/enemy/controller_gargoyle.dbr,BuffAllyTargeting,BuffStrongest,BuffStrongest,0
records/controllers/enemy/controller_gargoyle.dbr,RoamBehavior,Roam,Roam,0
records/controllers/enemy/controller_gargoyle.dbr,MinRoamDistance,2.0,2.0,0
records/controllers/enemy/controller_gargoyle.dbr,RoamDistance,4.0,2.0,1
records/controllers/enemy/controller_gargoyle.dbr,MinTimeBeforeRoam,6000,2000,1
records/controllers/enemy/controller_gargoyle.dbr,MaxTimeBeforeRoam,12000,2000,1
records/controllers/enemy/controller_gargoyle.dbr,MinWanderDistance,2.0,2.0,0
records/controllers/enemy/controller_gargoyle.dbr,WanderDistance,0.0,0.0,0
records/controllers/enemy/controller_gargoyle.dbr,TeleportToLeaderDistance,40.0,40.0,0
records/controllers/enemy/controller_gargoyle.dbr,ChanceToIdleOnPatrol,20,0,1
records/controllers/enemy/controller_gargoyle.dbr,MinPatrolIdleTime,1000,1000,0
records/controllers/enemy/controller_gargoyle.dbr,MaxPatrolIdleTime,5000,5000,0
records/controllers/enemy/controller_gargoyle.dbr,ChanceToRespondToDistressCall,75,75,0
records/controllers/enemy/controller_gargoyle.dbr,DistressResponseBehavior,RespondToSameGroup,RespondToSameGroup,0
records/controllers/enemy/controller_gargoyle.dbr,DistressResponseGroup,Eldritch,Aetherial,1
records/controllers/enemy/controller_gargoyle.dbr,RandomAngerChance,0,0,0
records/controllers/enemy/controller_gargoyle.dbr,RandomAngerEvaluationTime,0,0,0
records/controllers/enemy/controller_gargoyle.dbr,DodgeDistance,2.0,2.0,0
records/controllers/enemy/controller_gargoyle.dbr,DodgeDelay,1500,1500,0
records/controllers/enemy/controller_gargoyle.dbr,DodgeChance,50,50,0
records/controllers/enemy/controller_gargoyle.dbr,MinDodgeDistance,2.0,2.0,0
records/controllers/enemy/controller_gargoyle.dbr,LeadChance,50;75;100,50;75;100,0
records/controllers/enemy/controller_gargoyle.dbr,RepositionChance,0,0,0
records/controllers/enemy/controller_gargoyle.dbr,randomRepositionChance,0,0,0
records/controllers/enemy/controller_gargoyle.dbr,minSwingPause,0.4000000059604645,0.4000000059604645,0
records/controllers/enemy/controller_gargoyle.dbr,maxSwingPause,0.6000000238418579,0.6000000238418579,0
records/controllers/enemy/controller_gargoyle.dbr,ignoreSleepingEnemies,True,True,0
records/controllers/enemy/controller_gargoyle.dbr,randomEmoteChance,100,0,1
records/controllers/enemy/controller_gargoyle.dbr,randomEmoteMinTime,5000,5000,0
records/controllers/enemy/controller_gargoyle.dbr,randomEmoteMaxTime,10000,10000,0
records/controllers/enemy/controller_gargoyle.dbr,ignorePetsChance,35,35,0
records/controllers/enemy/controller_gargoyle.dbr,ignorePetsInterval,7000,7000,0
records/controllers/enemy/controller_gargoyle.dbr,petAngerTransference,17,17,0
records/controllers/enemy/controller_gargoyle.dbr,petTargetLevelRange,1000,1000,0
records/controllers/enemy/controller_gargoyle.dbr,petTargetLeastAttacked,False,False,0
records/controllers/enemy/controller_gargoyle.dbr,petTargetGreatestHealth,False,False,0
records/controllers/enemy/controller_gargoyle.dbr,lootDropAttachPointName,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_gargoyle.dbr,lootDropCallbackPoint,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_gargoyle.dbr,dyingSkillCallbackPoint,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,ViewDistance,15.0,80.0,1
records/controllers/enemy/controller_ghost_meleebasic.dbr,pathingViewDistance,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,enemyTooClose,3.0,0.0,1
records/controllers/enemy/controller_ghost_meleebasic.dbr,InnerViewDistance,4.0,12.0,1
records/controllers/enemy/controller_ghost_meleebasic.dbr,MaxYViewDistance,10.0,20.0,1
records/controllers/enemy/controller_ghost_meleebasic.dbr,AngerTolerance,0.0,0.0,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,AttackedAnger,12.0,15.0,1
records/controllers/enemy/controller_ghost_meleebasic.dbr,AllyAttackedAnger,6.0,8.0,1
records/controllers/enemy/controller_ghost_meleebasic.dbr,ForgiveRate,1.0,0.0,1
records/controllers/enemy/controller_ghost_meleebasic.dbr,SightAngerRate,5.0,5.0,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,InnerSightAngerRate,10.0,10.0,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,ProjectileAnger,2.0,5.0,1
records/controllers/enemy/controller_ghost_meleebasic.dbr,FleeBehavior,FleeOnLowHealth,NeverFlee,1
records/controllers/enemy/controller_ghost_meleebasic.dbr,FleeTime,3000,3000,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,FleeTarget,AwayFromEnemy,AwayFromEnemy,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,maxFleeCount,2,0,1
records/controllers/enemy/controller_ghost_meleebasic.dbr,FleeDelay,10000,10000,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,FleeChance,30,0,1
records/controllers/enemy/controller_ghost_meleebasic.dbr,fleeDistance,10.0,10.0,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,ClearAngerWhenFleeing,False,False,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,ResetOriginAfterFleeing,False,False,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,PursuitTime,10000,10000,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,MaxPursuitDistance,75.0,125.0,1
records/controllers/enemy/controller_ghost_meleebasic.dbr,EmoteBeforePursuingChance,20,0,1
records/controllers/enemy/controller_ghost_meleebasic.dbr,BuffSelfBehavior,WhenEnemyIsSeen,WhenEnemyIsSeen,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,BuffAllyBehavior,WhenEnemyIsSeen,WhenEnemyIsSeen,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,DebuffEnemyBehavior,WhenEnemyIsSeen,WhenEnemyIsSeen,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,healLeaderHealthPercentage,80,80,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,healAllyHealthPercentage,80,80,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,BuffAllyTargeting,BuffStrongest,BuffStrongest,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,RoamBehavior,Roam,Roam,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,MinRoamDistance,3.0,2.0,1
records/controllers/enemy/controller_ghost_meleebasic.dbr,RoamDistance,5.0,2.0,1
records/controllers/enemy/controller_ghost_meleebasic.dbr,MinTimeBeforeRoam,6000,2000,1
records/controllers/enemy/controller_ghost_meleebasic.dbr,MaxTimeBeforeRoam,12000,2000,1
records/controllers/enemy/controller_ghost_meleebasic.dbr,MinWanderDistance,2.0,2.0,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,WanderDistance,0.0,0.0,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,TeleportToLeaderDistance,40.0,40.0,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,ChanceToIdleOnPatrol,75,0,1
records/controllers/enemy/controller_ghost_meleebasic.dbr,MinPatrolIdleTime,0,1000,1
records/controllers/enemy/controller_ghost_meleebasic.dbr,MaxPatrolIdleTime,1500,5000,1
records/controllers/enemy/controller_ghost_meleebasic.dbr,ChanceToRespondToDistressCall,75,15,1
records/controllers/enemy/controller_ghost_meleebasic.dbr,DistressResponseBehavior,RespondToSameGroup,RespondToSameGroup,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,DistressResponseGroup,Undead,Aetherial,1
records/controllers/enemy/controller_ghost_meleebasic.dbr,RandomAngerChance,10,10,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,RandomAngerEvaluationTime,3000,3000,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,DodgeDistance,0.0,0.0,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,DodgeDelay,0,0,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,DodgeChance,0,0,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,MinDodgeDistance,0.0,0.0,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,LeadChance,0,0,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,RepositionChance,0,0,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,randomRepositionChance,0,0,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,minSwingPause,0.6499999761581421,0.6499999761581421,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,maxSwingPause,1.2000000476837158,1.2000000476837158,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,ignoreSleepingEnemies,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,randomEmoteChance,100,0,1
records/controllers/enemy/controller_ghost_meleebasic.dbr,randomEmoteMinTime,5000,5000,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,randomEmoteMaxTime,10000,10000,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,ignorePetsChance,0,0,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,ignorePetsInterval,7000,7000,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,petAngerTransference,17,17,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,petTargetLevelRange,1000,1000,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,petTargetLeastAttacked,False,False,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,petTargetGreatestHealth,False,False,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,lootDropAttachPointName,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,lootDropCallbackPoint,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_ghost_meleebasic.dbr,dyingSkillCallbackPoint,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,ViewDistance,15.0,80.0,1
records/controllers/enemy/controller_ghost_meleechampion.dbr,pathingViewDistance,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,enemyTooClose,3.0,0.0,1
records/controllers/enemy/controller_ghost_meleechampion.dbr,InnerViewDistance,4.0,12.0,1
records/controllers/enemy/controller_ghost_meleechampion.dbr,MaxYViewDistance,10.0,20.0,1
records/controllers/enemy/controller_ghost_meleechampion.dbr,AngerTolerance,0.0,0.0,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,AttackedAnger,16.0,15.0,1
records/controllers/enemy/controller_ghost_meleechampion.dbr,AllyAttackedAnger,6.0,8.0,1
records/controllers/enemy/controller_ghost_meleechampion.dbr,ForgiveRate,1.0,0.0,1
records/controllers/enemy/controller_ghost_meleechampion.dbr,SightAngerRate,5.0,5.0,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,InnerSightAngerRate,10.0,10.0,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,ProjectileAnger,3.0,5.0,1
records/controllers/enemy/controller_ghost_meleechampion.dbr,FleeBehavior,NeverFlee,NeverFlee,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,FleeTime,3000,3000,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,FleeTarget,TowardsAllies,TowardsAllies,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,maxFleeCount,1,0,1
records/controllers/enemy/controller_ghost_meleechampion.dbr,FleeDelay,5000,5000,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,FleeChance,50,0,1
records/controllers/enemy/controller_ghost_meleechampion.dbr,fleeDistance,5.0,5.0,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,ClearAngerWhenFleeing,False,False,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,ResetOriginAfterFleeing,True,True,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,PursuitTime,10000,10000,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,MaxPursuitDistance,75.0,125.0,1
records/controllers/enemy/controller_ghost_meleechampion.dbr,EmoteBeforePursuingChance,20,0,1
records/controllers/enemy/controller_ghost_meleechampion.dbr,BuffSelfBehavior,WhenEnemyIsSeen,WhenEnemyIsSeen,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,BuffAllyBehavior,WhenEnemyIsSeen,WhenEnemyIsSeen,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,DebuffEnemyBehavior,WhenEnemyIsSeen,WhenEnemyIsSeen,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,healLeaderHealthPercentage,80,80,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,healAllyHealthPercentage,80,80,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,BuffAllyTargeting,BuffStrongest,BuffStrongest,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,RoamBehavior,Roam,Roam,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,MinRoamDistance,2.0,2.0,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,RoamDistance,5.0,2.0,1
records/controllers/enemy/controller_ghost_meleechampion.dbr,MinTimeBeforeRoam,6000,2000,1
records/controllers/enemy/controller_ghost_meleechampion.dbr,MaxTimeBeforeRoam,12000,2000,1
records/controllers/enemy/controller_ghost_meleechampion.dbr,MinWanderDistance,2.0,2.0,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,WanderDistance,0.0,0.0,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,TeleportToLeaderDistance,40.0,40.0,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,ChanceToIdleOnPatrol,20,0,1
records/controllers/enemy/controller_ghost_meleechampion.dbr,MinPatrolIdleTime,1000,1000,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,MaxPatrolIdleTime,5000,5000,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,ChanceToRespondToDistressCall,75,15,1
records/controllers/enemy/controller_ghost_meleechampion.dbr,DistressResponseBehavior,RespondToSameGroup,RespondToSameGroup,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,DistressResponseGroup,Undead,Aetherial,1
records/controllers/enemy/controller_ghost_meleechampion.dbr,RandomAngerChance,0,0,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,RandomAngerEvaluationTime,0,0,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,DodgeDistance,2.0,2.0,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,DodgeDelay,5000,5000,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,DodgeChance,30,30,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,MinDodgeDistance,2.0,2.0,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,LeadChance,50;75;100,50;75;100,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,RepositionChance,0,0,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,randomRepositionChance,0,0,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,minSwingPause,0.6499999761581421,0.6499999761581421,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,maxSwingPause,1.2999999523162842,1.2999999523162842,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,ignoreSleepingEnemies,True,True,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,randomEmoteChance,100,0,1
records/controllers/enemy/controller_ghost_meleechampion.dbr,randomEmoteMinTime,5000,5000,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,randomEmoteMaxTime,10000,10000,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,ignorePetsChance,35,35,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,ignorePetsInterval,7000,7000,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,petAngerTransference,17,17,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,petTargetLevelRange,1000,1000,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,petTargetLeastAttacked,False,False,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,petTargetGreatestHealth,False,False,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,lootDropAttachPointName,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,lootDropCallbackPoint,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_ghost_meleechampion.dbr,dyingSkillCallbackPoint,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_ghost_rangedbasic.dbr,ViewDistance,15.0,80.0,1
records/controllers/enemy/controller_ghost_rangedbasic.dbr,pathingViewDistance,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_ghost_rangedbasic.dbr,enemyTooClose,3.0,0.0,1
records/controllers/enemy/controller_ghost_rangedbasic.dbr,InnerViewDistance,4.0,12.0,1
records/controllers/enemy/controller_ghost_rangedbasic.dbr,MaxYViewDistance,10.0,20.0,1
records/controllers/enemy/controller_ghost_rangedbasic.dbr,AngerTolerance,0.0,0.0,0
records/controllers/enemy/controller_ghost_rangedbasic.dbr,AttackedAnger,12.0,15.0,1
records/controllers/enemy/controller_ghost_rangedbasic.dbr,AllyAttackedAnger,6.0,8.0,1
records/controllers/enemy/controller_ghost_rangedbasic.dbr,ForgiveRate,1.0,0.0,1
records/controllers/enemy/controller_ghost_rangedbasic.dbr,SightAngerRate,5.0,5.0,0
records/controllers/enemy/controller_ghost_rangedbasic.dbr,InnerSightAngerRate,10.0,10.0,0
records/controllers/enemy/controller_ghost_rangedbasic.dbr,ProjectileAnger,2.0,5.0,1
records/controllers/enemy/controller_ghost_rangedbasic.dbr,FleeBehavior,FleeOnDamage,NeverFlee,1
records/controllers/enemy/controller_ghost_rangedbasic.dbr,FleeTime,3000,3000,0
records/controllers/enemy/controller_ghost_rangedbasic.dbr,FleeTarget,AwayFromEnemy,AwayFromEnemy,0
records/controllers/enemy/controller_ghost_rangedbasic.dbr,maxFleeCount,2,0,1
records/controllers/enemy/controller_ghost_rangedbasic.dbr,FleeDelay,8000,8000,0
records/controllers/enemy/controller_ghost_rangedbasic.dbr,FleeChance,50,0,1
records/controllers/enemy/controller_ghost_rangedbasic.dbr,fleeDistance,10.0,10.0,0
records/controllers/enemy/controller_ghost_rangedbasic.dbr,ClearAngerWhenFleeing,False,False,0
records/controllers/enemy/controller_ghost_rangedbasic.dbr,ResetOriginAfterFleeing,False,False,0
records/controllers/enemy/controller_ghost_rangedbasic.dbr,PursuitTime,10000,10000,0
records/controllers/enemy/controller_ghost_rangedbasic.dbr,MaxPursuitDistance,75.0,125.0,1
records/controllers/enemy/controller_ghost_rangedbasic.dbr,EmoteBeforePursuingChance,20,0,1
records/controllers/enemy/controller_ghost_rangedbasic.dbr,BuffSelfBehavior,WhenEnemyIsSeen,WhenEnemyIsSeen,0
records/controllers/enemy/controller_ghost_rangedbasic.dbr,BuffAllyBehavior,WhenEnemyIsSeen,WhenEnemyIsSeen,0
records/controllers/enemy/controller_ghost_rangedbasic.dbr,DebuffEnemyBehavior,WhenEnemyIsSeen,WhenEnemyIsSeen,0
records/controllers/enemy/controller_ghost_rangedbasic.dbr,healLeaderHealthPercentage,80,80,0
