row_kind,record_path,record_archive,display_name,wave,spawn_level,n_actors_this_wave,threat_tier,monster_classification,halt_attr,halt_own,named_in_commission,bio_record,wave_crit_damage_modifier_pct,oa_attr_characterDexterity,oa_flat_bio,oa_flat_own_skills,oa_flat_wave_surv,oa_flat_ultimate_pak,oa_mod_pct_own_skills,oa_mod_pct_wave_surv,oa_mod_pct_ultimate_pak,oa_mod_pct_total,oa_level_term,oa_attr_term,OA,da_attr_characterStrength,da_flat_bio,da_flat_own_skills,da_flat_wave_surv,da_flat_ultimate_pak,da_mod_pct_own_skills,da_mod_pct_wave_surv,da_mod_pct_ultimate_pak,da_mod_pct_total,da_level_term,da_attr_term,DA,pool_proxy_levels,level_basis,OA_at_proxy_lo,OA_at_proxy_hi,DA_at_proxy_lo,DA_at_proxy_hi,m2p_pth_at_proxy_lo,m2p_pth_at_proxy_hi,p2m_pth_at_proxy_lo,p2m_pth_at_proxy_hi,m2p_pth_raw,m2p_pth_effective,m2p_pth_floored_at_55,m2p_p_hit_pct,m2p_p_miss_pct,m2p_sub70_damage_scalar,m2p_p_normal_x1_0_pct,m2p_p_crit_any_pct,m2p_expected_mult_given_hit,m2p_expected_mult_per_swing,m2p_p_tier2_x1.1_pct,m2p_p_tier3_x1.2_pct,m2p_p_tier4_x1.3_pct,m2p_p_tier5_x1.4_pct,m2p_p_tier6_x1.5_pct,m2p_tier_mass_sum_check_pct,p2m_pth_raw,p2m_pth_effective,p2m_pth_floored_at_55,p2m_p_hit_pct,p2m_p_miss_pct,p2m_sub70_damage_scalar,p2m_p_normal_x1_0_pct,p2m_p_crit_any_pct,p2m_expected_mult_given_hit,p2m_expected_mult_per_swing,p2m_p_tier2_x1.1_pct,p2m_p_tier3_x1.2_pct,p2m_p_tier4_x1.3_pct,p2m_p_tier5_x1.4_pct,p2m_p_tier6_x1.5_pct,p2m_tier_mass_sum_check_pct,m2p_defender_DA,p2m_attacker_OA
monster,records/creatures/enemies/hero/hypporaven_h01.dbr,sm3,Covull ~ Swift,158,109.0,2,hero,Hero,True,False,False,records/creatures/enemies/bios/bio_hero_assassin_01.dbr,27.0,930.6,855.0,0.0,50.0,50.0,0.0,3.5,-8.0,-4.5,1308.0,465.3,2658.5265,755.3,756.2,0.0,65.0,75.0,0.0,5.0,-8.0,-3.0,1308.0,377.65,2557.3945,107|108,DIVERGENT,2614.2145,2636.3705,2514.4235,2535.909,90.6665,91.3009,110.6831,110.0807,91.9336,91.9336,False,91.9336,8.0664,1.0,90.0,1.9336,1.002103,0.921269,1.9336,0.0,0.0,0.0,0.0,100.0,109.4786,109.4786,False,100.0,0.0,1.0,80.5214,19.4786,1.023957,1.023957,15.0,4.4786,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/hero/hypporaven_h03.dbr,sm3,Corvunox ~ Vampiric,158,109.0,1,hero,Hero,True,False,False,records/creatures/enemies/bios/bio_hero_standard_01.dbr,27.0,930.6,855.0,0.0,50.0,50.0,0.0,3.5,-8.0,-4.5,1308.0,465.3,2658.5265,755.3,756.2,0.0,65.0,75.0,0.0,5.0,-8.0,-3.0,1308.0,377.65,2557.3945,107|108,DIVERGENT,2614.2145,2636.3705,2514.4235,2535.909,90.6665,91.3009,110.6831,110.0807,91.9336,91.9336,False,91.9336,8.0664,1.0,90.0,1.9336,1.002103,0.921269,1.9336,0.0,0.0,0.0,0.0,100.0,109.4786,109.4786,False,100.0,0.0,1.0,80.5214,19.4786,1.023957,1.023957,15.0,4.4786,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/hero/springscrab_h01.dbr,sm3,Sparkmucker ~ Thundering,152,109.0,1,hero,Hero,True,True,False,records/creatures/enemies/bios/bio_hero_standard_01.dbr,27.0,930.6,855.0,0.0,48.0,50.0,0.0,3.5,-8.0,-4.5,1308.0,465.3,2656.6165,755.3,756.2,0.0,61.0,75.0,5.0,5.0,-8.0,2.0,1308.0,377.65,2682.407,107|108,DIVERGENT,2612.3045,2634.4605,2637.221,2659.814,90.6118,91.2463,107.2447,106.6133,91.8791,91.8791,False,91.8791,8.1209,1.0,90.0,1.8791,1.002045,0.92067,1.8791,0.0,0.0,0.0,0.0,100.0,105.9823,105.9823,False,100.0,0.0,1.0,84.0177,15.9823,1.016965,1.016965,15.0,0.9823,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/hero/springscrab_h02.dbr,sm3,Magecruncher ~ Arcane,152,109.0,1,hero,Hero,True,True,False,records/creatures/enemies/bios/bio_hero_standard_01.dbr,27.0,930.6,855.0,0.0,48.0,50.0,0.0,3.5,-8.0,-4.5,1308.0,465.3,2656.6165,755.3,756.2,0.0,61.0,75.0,0.0,5.0,-8.0,-3.0,1308.0,377.65,2553.5145,107|108,DIVERGENT,2612.3045,2634.4605,2510.5435,2532.029,90.6118,91.2463,110.792,110.1895,91.8791,91.8791,False,91.8791,8.1209,1.0,90.0,1.8791,1.002045,0.92067,1.8791,0.0,0.0,0.0,0.0,100.0,109.5873,109.5873,False,100.0,0.0,1.0,80.4127,19.5873,1.024175,1.024175,15.0,4.5873,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/hero/springscrab_h04.dbr,sm3,Muckclaw ~ Unstoppable,152,109.0,1,hero,Hero,True,True,False,records/creatures/enemies/bios/bio_hero_standard_01.dbr,27.0,930.6,855.0,0.0,48.0,50.0,0.0,3.5,-8.0,-4.5,1308.0,465.3,2656.6165,755.3,756.2,0.0,61.0,75.0,5.0,5.0,-8.0,2.0,1308.0,377.65,2682.407,107|108,DIVERGENT,2612.3045,2634.4605,2637.221,2659.814,90.6118,91.2463,107.2447,106.6133,91.8791,91.8791,False,91.8791,8.1209,1.0,90.0,1.8791,1.002045,0.92067,1.8791,0.0,0.0,0.0,0.0,100.0,105.9823,105.9823,False,100.0,0.0,1.0,84.0177,15.9823,1.016965,1.016965,15.0,0.9823,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/hero/swampgolem_h01.dbr,sm3,Ferrosius ~ Swift,151,109.0,1,hero,Hero,True,False,False,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,27.0,930.6,855.0,0.0,48.0,50.0,0.0,3.5,-8.0,-4.5,1308.0,465.3,2656.6165,755.3,756.2,0.0,61.0,75.0,0.0,5.0,-8.0,-3.0,1308.0,377.65,2553.5145,107|108,DIVERGENT,2612.3045,2634.4605,2510.5435,2532.029,90.6118,91.2463,110.792,110.1895,91.8791,91.8791,False,91.8791,8.1209,1.0,90.0,1.8791,1.002045,0.92067,1.8791,0.0,0.0,0.0,0.0,100.0,109.5873,109.5873,False,100.0,0.0,1.0,80.4127,19.5873,1.024175,1.024175,15.0,4.5873,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/hero/swampgolem_h02.dbr,sm3,Titanius Steelskin ~ Defender,151,109.0,1,hero,Hero,True,False,False,records/creatures/enemies/bios/bio_hero_standard_01.dbr,27.0,930.6,855.0,0.0,48.0,50.0,0.0,3.5,-8.0,-4.5,1308.0,465.3,2656.6165,755.3,756.2,0.0,61.0,75.0,0.0,5.0,-8.0,-3.0,1308.0,377.65,2553.5145,107|108,DIVERGENT,2612.3045,2634.4605,2510.5435,2532.029,90.6118,91.2463,110.792,110.1895,91.8791,91.8791,False,91.8791,8.1209,1.0,90.0,1.8791,1.002045,0.92067,1.8791,0.0,0.0,0.0,0.0,100.0,109.5873,109.5873,False,100.0,0.0,1.0,80.4127,19.5873,1.024175,1.024175,15.0,4.5873,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/hero/swampgolem_h05.dbr,sm3,Frulgar ~ Infernal,151,109.0,1,hero,Hero,True,False,False,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,27.0,930.6,855.0,0.0,48.0,50.0,0.0,3.5,-8.0,-4.5,1308.0,465.3,2656.6165,755.3,756.2,0.0,61.0,75.0,0.0,5.0,-8.0,-3.0,1308.0,377.65,2553.5145,107|108,DIVERGENT,2612.3045,2634.4605,2510.5435,2532.029,90.6118,91.2463,110.792,110.1895,91.8791,91.8791,False,91.8791,8.1209,1.0,90.0,1.8791,1.002045,0.92067,1.8791,0.0,0.0,0.0,0.0,100.0,109.5873,109.5873,False,100.0,0.0,1.0,80.4127,19.5873,1.024175,1.024175,15.0,4.5873,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/hero/wendigo_h01.dbr,sm1,Vollarius ~ Arcane,151,109.0,2,hero,Hero,True,True,False,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,27.0,930.6,855.0,0.0,48.0,50.0,0.0,3.5,-8.0,-4.5,1308.0,465.3,2656.6165,755.3,756.2,0.0,61.0,75.0,-5.0,5.0,-8.0,-8.0,1308.0,377.65,2424.622,107|108,DIVERGENT,2612.3045,2634.4605,2383.866,2404.244,90.6118,91.2463,114.3515,113.778,91.8791,91.8791,False,91.8791,8.1209,1.0,90.0,1.8791,1.002045,0.92067,1.8791,0.0,0.0,0.0,0.0,100.0,113.2049,113.2049,False,100.0,0.0,1.0,76.7951,23.2049,1.03141,1.03141,15.0,8.2049,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/hero/wendigo_h04.dbr,sm1,Ravagrad ~ Unstoppable,151,109.0,1,hero,Hero,True,True,False,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,27.0,930.6,855.0,0.0,48.0,50.0,0.0,3.5,-8.0,-4.5,1308.0,465.3,2656.6165,755.3,756.2,0.0,61.0,75.0,0.0,5.0,-8.0,-3.0,1308.0,377.65,2553.5145,107|108,DIVERGENT,2612.3045,2634.4605,2510.5435,2532.029,90.6118,91.2463,110.792,110.1895,91.8791,91.8791,False,91.8791,8.1209,1.0,90.0,1.8791,1.002045,0.92067,1.8791,0.0,0.0,0.0,0.0,100.0,109.5873,109.5873,False,100.0,0.0,1.0,80.4127,19.5873,1.024175,1.024175,15.0,4.5873,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/livingplant_a01.dbr,sm1,Carnivorous Plant,151,109.0,2,trash,Common,True,False,False,records/creatures/enemies/bios/bio_livingplant_a01.dbr,27.0,700.8,803.0,-20.0,48.0,50.0,0.0,3.5,-8.0,-4.5,1308.0,350.4,2478.127,689.0,511.6,0.0,61.0,75.0,0.0,5.0,-8.0,-3.0,1308.0,344.5,2284.097,103|104,DIVERGENT,2351.494,2372.5995,2171.189,2190.007,83.0019,83.6282,120.3559,119.8232,86.7307,86.7307,False,86.7307,13.2693,1.0,86.7307,0.0,1.0,0.867307,0.0,0.0,0.0,0.0,0.0,100.0,117.1637,117.1637,False,100.0,0.0,1.0,72.8363,27.1637,1.039327,1.039327,15.0,12.1637,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/livingplant_a01.dbr,sm1,Carnivorous Plant,153,109.0,3,trash,Common,True,False,False,records/creatures/enemies/bios/bio_livingplant_a01.dbr,27.0,700.8,803.0,-20.0,49.0,50.0,0.0,3.5,-8.0,-4.5,1308.0,350.4,2479.082,689.0,511.6,0.0,62.0,75.0,0.0,5.0,-8.0,-3.0,1308.0,344.5,2285.067,103|104,DIVERGENT,2352.449,2373.5545,2172.159,2190.977,83.0303,83.6565,120.3285,119.7957,86.7586,86.7586,False,86.7586,13.2414,1.0,86.7586,0.0,1.0,0.867586,0.0,0.0,0.0,0.0,0.0,100.0,117.1363,117.1363,False,100.0,0.0,1.0,72.8637,27.1363,1.039273,1.039273,15.0,12.1363,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/nemesis/nemesis_aetherialvanguard_01.dbr,sm1,Archmage Aleksander,160,109.0,1,nemesis,Boss,False,False,True,records/creatures/enemies/bios/bio_boss_nemesis_01.dbr,27.0,1170.0,884.8,0.0,50.0,50.0,-1.0,3.5,-8.0,-5.5,1308.0,585.0,2772.521,882.5,746.7,0.0,67.0,75.0,0.0,5.0,-8.0,-3.0,1308.0,441.25,2611.8115,109,AGREE,2772.521,2772.521,2611.8115,2611.8115,95.1631,95.1631,107.9553,107.9553,95.1631,95.1631,False,95.1631,4.8369,1.0,90.0,5.1631,1.005426,0.956794,5.1631,0.0,0.0,0.0,0.0,100.0,107.9553,107.9553,False,100.0,0.0,1.0,82.0447,17.9553,1.020911,1.020911,15.0,2.9553,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/nemesis/nemesis_beast_01_p1.dbr,sm1,"Kubacabra, the Endless Menace",154,109.0,1,nemesis,Boss,False,False,False,records/creatures/enemies/bios/bio_boss_nemesis3phase_01.dbr,27.0,1170.0,884.8,160.0,49.0,50.0,-1.0,3.5,-8.0,-5.5,1308.0,585.0,2922.776,882.5,746.7,0.0,63.0,75.0,0.0,5.0,-8.0,-3.0,1308.0,441.25,2607.9315,109,AGREE,2922.776,2922.776,2607.9315,2607.9315,99.3594,99.3594,108.0638,108.0638,99.3594,99.3594,False,99.3594,0.6406,1.0,90.0,9.3594,1.00942,1.002953,9.3594,0.0,0.0,0.0,0.0,100.0,108.0638,108.0638,False,100.0,0.0,1.0,81.9362,18.0638,1.021128,1.021128,15.0,3.0638,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/nemesis/nemesis_kymon_01.dbr,sm3,Curate Ignus,160,109.0,1,nemesis,Boss,False,False,True,records/creatures/enemies/bios/bio_boss_nemesis_01.dbr,27.0,1170.0,884.8,0.0,50.0,50.0,-1.0,3.5,-8.0,-5.5,1308.0,585.0,2772.521,882.5,746.7,0.0,67.0,75.0,0.0,5.0,-8.0,-3.0,1308.0,441.25,2611.8115,109,AGREE,2772.521,2772.521,2611.8115,2611.8115,95.1631,95.1631,107.9553,107.9553,95.1631,95.1631,False,95.1631,4.8369,1.0,90.0,5.1631,1.005426,0.956794,5.1631,0.0,0.0,0.0,0.0,100.0,107.9553,107.9553,False,100.0,0.0,1.0,82.0447,17.9553,1.020911,1.020911,15.0,2.9553,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/nemesis/nemesis_wendigo_01.dbr,sm1,Reaper of the Lost,160,109.0,1,nemesis,Boss,False,False,True,records/creatures/enemies/bios/bio_boss_nemesis_01.dbr,27.0,1170.0,884.8,0.0,50.0,50.0,5.0,3.5,-8.0,0.5,1308.0,585.0,2945.189,882.5,746.7,0.0,67.0,75.0,6.0,5.0,-8.0,3.0,1308.0,441.25,2770.0885,109,AGREE,2945.189,2945.189,2770.0885,2770.0885,99.9799,99.9799,103.5368,103.5368,99.9799,99.9799,False,99.9799,0.0201,1.0,90.0,9.9799,1.009982,1.009779,9.9799,0.0,0.0,0.0,0.0,100.0,103.5368,103.5368,False,100.0,0.0,1.0,86.4632,13.5368,1.013537,1.013537,13.5368,0.0,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/sandlizard_volcanic_a01.dbr,sm2,Moltenclaw,158,109.0,2,trash,Common,True,True,False,records/creatures/enemies/bios/bio_sandlizard_a01.dbr,27.0,733.5,689.0,-4.0,50.0,50.0,0.0,3.5,-8.0,-4.5,1308.0,366.75,2402.0612,669.0,510.5,0.0,65.0,75.0,0.0,5.0,-8.0,-3.0,1308.0,334.5,2277.21,102|103,DIVERGENT,2260.005,2280.2987,2144.805,2163.72,80.2634,80.8743,121.1034,120.5675,84.4991,84.4991,False,84.4991,15.5009,1.0,84.4991,0.0,1.0,0.844991,0.0,0.0,0.0,0.0,0.0,100.0,117.3581,117.3581,False,100.0,0.0,1.0,72.6419,27.3581,1.039716,1.039716,15.0,12.3581,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/sandlizard_volcanic_b01.dbr,sm2,Moltenclaw ~ Flayer,158,109.0,2,trash,Champion,True,True,False,records/creatures/enemies/bios/bio_sandlizard_b01.dbr,27.0,763.3,748.5,-4.0,50.0,50.0,3.0,3.5,-8.0,-1.5,1308.0,381.65,2549.1377,744.4,531.4,0.0,65.0,75.0,0.0,5.0,-8.0,-3.0,1308.0,372.2,2334.052,103|104,DIVERGENT,2420.0042,2441.5265,2218.234,2237.537,85.0277,85.6599,119.0246,118.4788,88.7931,88.7931,False,88.7931,11.2069,1.0,88.7931,0.0,1.0,0.887931,0.0,0.0,0.0,0.0,0.0,100.0,115.7546,115.7546,False,100.0,0.0,1.0,74.2454,25.7546,1.036509,1.036509,15.0,10.7546,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/sandlizard_volcanic_b02.dbr,sm2,Moltenclaw ~ Nest Guardian,158,109.0,1,trash,Champion,True,True,False,records/creatures/enemies/bios/bio_sandlizard_b01.dbr,27.0,763.3,748.5,-4.0,50.0,50.0,3.0,3.5,-8.0,-1.5,1308.0,381.65,2549.1377,744.4,531.4,0.0,65.0,75.0,0.0,5.0,-8.0,-3.0,1308.0,372.2,2334.052,103|104,DIVERGENT,2420.0042,2441.5265,2218.234,2237.537,85.0277,85.6599,119.0246,118.4788,88.7931,88.7931,False,88.7931,11.2069,1.0,88.7931,0.0,1.0,0.887931,0.0,0.0,0.0,0.0,0.0,100.0,115.7546,115.7546,False,100.0,0.0,1.0,74.2454,25.7546,1.036509,1.036509,15.0,10.7546,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/sandlizard_volcanic_c01.dbr,sm2,Moltenclaw ~ Matriarch,158,109.0,2,trash,Champion,True,True,False,records/creatures/enemies/bios/bio_sandlizard_c01.dbr,27.0,824.8,801.2,0.0,50.0,50.0,3.0,3.5,-8.0,-1.5,1308.0,412.4,2635.276,814.8,585.0,0.0,65.0,75.0,0.0,5.0,-8.0,-3.0,1308.0,407.4,2420.188,105|106,DIVERGENT,2547.02,2569.084,2340.26,2360.242,88.7319,89.369,115.5797,115.0167,91.2696,91.2696,False,91.2696,8.7304,1.0,90.0,1.2696,1.001391,0.913966,1.2696,0.0,0.0,0.0,0.0,100.0,113.3296,113.3296,False,100.0,0.0,1.0,76.6704,23.3296,1.031659,1.031659,15.0,8.3296,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/swampcrab_a01.dbr,sm1,Ugdenbog Crab,158,103.0,2,trash,Common,True,True,False,records/creatures/enemies/bios/bio_swampcrab_a01.dbr,27.0,683.5,530.0,-4.0,50.0,50.0,0.0,3.5,-8.0,-4.5,1236.0,341.75,2157.5812,638.0,498.5,0.0,65.0,75.0,5.0,5.0,-8.0,2.0,1236.0,319.0,2290.37,103|104,AGREE,2157.5812,2176.92,2290.37,2310.26,77.1484,77.7408,116.9867,116.4255,77.1484,77.1484,False,77.1484,22.8516,1.0,77.1484,0.0,1.0,0.771484,0.0,0.0,0.0,0.0,0.0,100.0,116.9867,116.9867,False,100.0,0.0,1.0,73.0133,26.9867,1.038973,1.038973,15.0,11.9867,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/swampcrab_b01.dbr,sm1,Ugdenbog Spikeshell,158,103.0,3,trash,Common,True,True,False,records/creatures/enemies/bios/bio_swampcrab_b01.dbr,27.0,709.8,581.2,-4.0,50.0,50.0,0.0,3.5,-8.0,-4.5,1236.0,354.9,2219.0355,746.0,534.4,0.0,65.0,75.0,5.0,5.0,-8.0,2.0,1236.0,373.0,2382.068,103|104,AGREE,2219.0355,2238.804,2382.068,2402.774,79.024,79.6231,114.4021,113.8194,79.024,79.024,False,79.024,20.976,1.0,79.024,0.0,1.0,0.79024,0.0,0.0,0.0,0.0,0.0,100.0,114.4021,114.4021,False,100.0,0.0,1.0,75.5979,24.4021,1.033804,1.033804,15.0,9.4021,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/swampcrab_c01.dbr,sm1,Ugdenbog Stoneshell,158,104.0,3,trash,Champion,True,True,False,records/creatures/enemies/bios/bio_swampcrab_c01.dbr,27.0,758.0,659.0,0.0,50.0,50.0,0.0,3.5,-8.0,-4.5,1248.0,379.0,2331.63,867.0,674.0,0.0,65.0,75.0,5.0,5.0,-8.0,2.0,1248.0,433.5,2598.41,104|105|106,AGREE,2331.63,2372.695,2598.41,2643.29,82.4107,83.631,108.3302,107.075,82.4107,82.4107,False,82.4107,17.5893,1.0,82.4107,0.0,1.0,0.824107,0.0,0.0,0.0,0.0,0.0,100.0,108.3302,108.3302,False,100.0,0.0,1.0,81.6698,18.3302,1.02166,1.02166,15.0,3.3302,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/swampgolem_a01.dbr,sm1,Ugdenbog Golem,151,109.0,2,trash,Champion,True,False,False,records/creatures/enemies/bios/bio_swampgolem_a01.dbr,27.0,689.0,679.0,0.0,48.0,50.0,0.0,3.5,-8.0,-4.5,1308.0,344.5,2373.1725,694.0,577.0,0.0,61.0,75.0,0.0,5.0,-8.0,-3.0,1308.0,347.0,2349.96,103|104|105|106,DIVERGENT,2252.8425,2313.0075,2233.56,2291.76,80.0474,81.8547,118.5913,116.9474,83.6452,83.6452,False,83.6452,16.3548,1.0,83.6452,0.0,1.0,0.836452,0.0,0.0,0.0,0.0,0.0,100.0,115.3063,115.3063,False,100.0,0.0,1.0,74.6937,25.3063,1.035613,1.035613,15.0,10.3063,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/swampgolem_a01.dbr,sm1,Ugdenbog Golem,153,109.0,2,trash,Champion,True,False,False,records/creatures/enemies/bios/bio_swampgolem_a01.dbr,27.0,689.0,679.0,0.0,49.0,50.0,0.0,3.5,-8.0,-4.5,1308.0,344.5,2374.1275,694.0,577.0,0.0,62.0,75.0,0.0,5.0,-8.0,-3.0,1308.0,347.0,2350.93,103|104|105|106,DIVERGENT,2253.7975,2313.9625,2234.53,2292.73,80.0762,81.8833,118.5638,116.9201,83.6734,83.6734,False,83.6734,16.3266,1.0,83.6734,0.0,1.0,0.836734,0.0,0.0,0.0,0.0,0.0,100.0,115.279,115.279,False,100.0,0.0,1.0,74.721,25.279,1.035558,1.035558,15.0,10.279,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/thornedhorrorfrost_a01.dbr,sm3,Rimethorn Horror,152,109.0,1,trash,Champion,True,False,False,records/creatures/enemies/bios/bio_thornedhorrorfrost_a01.dbr,27.0,847.5,699.0,-4.0,48.0,50.0,0.0,3.5,-8.0,-4.5,1308.0,423.75,2464.1363,666.0,477.8,0.0,61.0,75.0,0.0,5.0,-8.0,-3.0,1308.0,333.0,2240.156,102|103,DIVERGENT,2318.7375,2339.5087,2109.788,2128.412,82.026,82.6454,122.0963,121.5681,86.322,86.322,False,86.322,13.678,1.0,86.322,0.0,1.0,0.86322,0.0,0.0,0.0,0.0,0.0,100.0,118.4048,118.4048,False,100.0,0.0,1.0,71.5952,28.4048,1.04181,1.04181,15.0,13.4048,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/thornedhorrorfrost_b01.dbr,sm3,Rimethorn Terror,152,109.0,4,trash,Champion,True,False,False,records/creatures/enemies/bios/bio_thornedhorrorfrost_b01.dbr,27.0,917.0,773.5,-4.0,48.0,50.0,3.0,3.5,-8.0,-1.5,1308.0,458.5,2647.49,750.3,551.2,0.0,61.0,75.0,0.0,5.0,-8.0,-3.0,1308.0,375.15,2352.2395,103|104,DIVERGENT,2514.515,2536.6775,2234.9665,2254.512,87.79,88.4326,118.5515,117.9992,91.6186,91.6186,False,91.6186,8.3814,1.0,90.0,1.6186,1.001767,0.917805,1.6186,0.0,0.0,0.0,0.0,100.0,115.2421,115.2421,False,100.0,0.0,1.0,74.7579,25.2421,1.035484,1.035484,15.0,10.2421,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/thornedhorrorfrost_c01.dbr,sm3,Rimethorn Monstrosity,152,109.0,2,trash,Champion,True,False,False,records/creatures/enemies/bios/bio_thornedhorrorfrost_c01.dbr,27.0,976.5,793.5,0.0,48.0,50.0,3.0,3.5,-8.0,-1.5,1308.0,488.25,2700.4338,836.6,563.2,0.0,61.0,75.0,0.0,5.0,-8.0,-3.0,1308.0,418.3,2405.735,104|105|106,DIVERGENT,2588.39,2633.2075,2306.31,2346.08,89.9249,91.2105,116.5369,115.4157,93.1257,93.1257,False,93.1257,6.8743,1.0,90.0,3.1257,1.003356,0.934383,3.1257,0.0,0.0,0.0,0.0,100.0,113.7361,113.7361,False,100.0,0.0,1.0,76.2639,23.7361,1.032472,1.032472,15.0,8.7361,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/wendigo_a01.dbr,sm1,Wendigo,153,103.0,1,trash,Common,True,True,False,records/creatures/enemies/bios/bio_wendigo_a01.dbr,27.0,694.5,653.0,-4.0,49.0,50.0,0.0,3.5,-8.0,-4.5,1236.0,347.25,2279.3438,633.0,483.5,0.0,62.0,75.0,0.0,5.0,-8.0,-3.0,1236.0,316.5,2160.81,103|104,AGREE,2279.3438,2299.6375,2160.81,2179.725,80.8456,81.4546,120.6499,120.1142,80.8456,80.8456,False,80.8456,19.1544,1.0,80.8456,0.0,1.0,0.808456,0.0,0.0,0.0,0.0,0.0,100.0,120.6499,120.6499,False,100.0,0.0,1.0,69.3501,30.6499,1.04695,1.04695,15.0,15.0,0.6499,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/wendigo_b02.dbr,sm1,Wendigo ~ Marroweater,153,104.0,1,trash,Champion,True,True,False,records/creatures/enemies/bios/bio_wendigo_b01.dbr,27.0,729.8,716.0,-4.0,49.0,50.0,0.0,3.5,-8.0,-4.5,1248.0,364.9,2367.8245,711.4,508.4,0.0,62.0,75.0,0.0,5.0,-8.0,-3.0,1248.0,355.7,2234.627,104|105|106,AGREE,2367.8245,2409.558,2234.627,2273.233,83.4867,84.7201,118.5611,117.4704,83.4867,83.4867,False,83.4867,16.5133,1.0,83.4867,0.0,1.0,0.834867,0.0,0.0,0.0,0.0,0.0,100.0,118.5611,118.5611,False,100.0,0.0,1.0,71.4389,28.5611,1.042122,1.042122,15.0,13.5611,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/wendigo_c01.dbr,sm1,Wendigo ~ Ancient,153,105.0,1,trash,Champion,True,True,False,records/creatures/enemies/bios/bio_wendigo_c01.dbr,27.0,796.0,899.0,0.0,49.0,50.0,0.0,3.5,-8.0,-4.5,1260.0,398.0,2589.48,786.0,565.0,0.0,62.0,75.0,0.0,5.0,-8.0,-3.0,1260.0,393.0,2337.35,105|106,AGREE,2589.48,2611.827,2337.35,2357.332,89.9563,90.5981,115.6617,115.0986,89.9563,89.9563,False,89.9563,10.0437,1.0,89.9563,0.0,1.0,0.899563,0.0,0.0,0.0,0.0,0.0,100.0,115.6617,115.6617,False,100.0,0.0,1.0,74.3383,25.6617,1.036323,1.036323,15.0,10.6617,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/wendigocannibal_b01.dbr,sm1,Ugdenbog Turned,153,103.0,3,trash,Common,True,False,False,records/creatures/enemies/bios/bio_wendigocannibal_b01.dbr,27.0,781.9,658.0,-4.0,49.0,50.0,0.0,3.5,-8.0,-4.5,1236.0,390.95,2325.8522,627.4,475.5,0.0,62.0,75.0,0.0,5.0,-8.0,-3.0,1236.0,313.7,2150.334,103|104,AGREE,2325.8522,2346.528,2150.334,2169.152,82.2384,82.8543,120.9467,120.4136,82.2384,82.2384,False,82.2384,17.7616,1.0,82.2384,0.0,1.0,0.822384,0.0,0.0,0.0,0.0,0.0,100.0,120.9467,120.9467,False,100.0,0.0,1.0,69.0533,30.9467,1.04784,1.04784,15.0,15.0,0.9467,0.0,0.0,100.0,2591.0,3259.0
