record,body_class,template_name,pak_binding,is_lapb_70,summoners,n_summoners,level_set,level_lo,level_hi,bio_record,life_equation,winner_archive,base_life_lo,base_life_hi,passive_pct_lo,passive_pct_hi,ehp_w151_lo,ehp_w151_hi,ehp_w160_lo,ehp_w160_hi,ehp_w170_lo,ehp_w170_hi,lapb_life,hardening_ratio_lo,own_characterLifeModifier,own_applied,life_grade,level_grade
records/creatures/enemies/zombie_d01_summon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,False,records/creatures/enemies/bounties/dc_bounty17.dbr,1,107|108,107,108,records/creatures/enemies/bios/bio_zombiestrong_01.dbr,((charLevel*8)^1.33)+32,sm_mod,7978.7602,8077.6897,96.0,102.0,86330,87885,87766,89339,89362,90954,,,200.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/zombie_soldiera01_summon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,False,records/creatures/enemies/bounties/dc_bounty17.dbr|records/creatures/enemies/bounties/odv_bounty10.dbr,2,107|108,107,108,records/creatures/enemies/bios/bio_zombiesoldier_01.dbr,((charLevel*11)^1.33)+27,sm_mod,12164.5965,12315.6978,96.0,102.0,131620,133994,133810,136211,136243,138674,,,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/zombie_soldierfirea01_summon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,False,records/creatures/enemies/bounties/bl_bounty17.dbr,1,107|108,107,108,records/creatures/enemies/bios/bio_zombiesoldier_01.dbr,((charLevel*11)^1.33)+27,sm_mod,12164.5965,12315.6978,96.0,102.0,131620,133994,133810,136211,136243,138674,,,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/zombievoid_a01_summon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,False,records/creatures/enemies/bounties/bl_bounty17.dbr,1,107|108,107,108,records/creatures/enemies/bios/bio_zombie_01.dbr,((charLevel*4)^1.33)+24,sm_mod,3184.9688,3224.3198,96.0,102.0,34461,35080,35034,35660,35671,36305,,,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/skills/nonplayerskills/bossskills/outlaw_ravenpet_a01.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,False,records/creatures/enemies/bounties/dc_bounty07.dbr,1,107|108,107,108,records/skills/playerclass03/pets/bio_raven_01.dbr,((charLevel*17.3)^1.29)+35,base,16440.314,16638.3651,96.0,102.0,177884,181025,180843,184020,184131,187347,,,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/skills/nonplayerskills/bossskills/pets/bladeswarm_a01.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/nemesis/nemesis_outlaw_01.dbr,1,109,109,109,records/skills/nonplayerskills/heroskills/pets/bio_bladeswarm_01.dbr,((charLevel*15)^1.3)+75,sm_mod,15126.2678,15126.2678,0.0,0.0,149145,149145,151867,151867,154892,154892,15126.0,10.0401,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/skills/nonplayerskills/bossskills/pets/chthonicshard_zap_b01_summon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/boss&quest/cultist_cultleader_01.dbr,1,106|107|108,106,108,records/creatures/enemies/bios/bio_trap_chthonicshard_02.dbr,((charLevel*9)^1.30)+25,sm_mod,7496.5875,7680.3693,0.0,0.0,73916,75728,75265,77110,76765,78646,7497.0,10.0393,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/skills/nonplayerskills/bossskills/pets/firedevil_01.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/boss&quest/chthonian_chthonicroguelike_02.dbr,1,106|107|108,106,108,records/creatures/enemies/bios/bio_trap_fireflare_01.dbr,((charLevel*10)^1.25)+60,sm_mod,6108.2862,6251.2693,0.0,0.0,60227,61637,61327,62762,62548,64012,6108.0,10.0404,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/skills/nonplayerskills/bossskills/pets/loghorrean_void.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/boss&quest/cultist_burrwitchcathedral_01.dbr|records/creatures/enemies/boss&quest/cultist_cultleader_01.dbr,2,106|107|108,106,108,records/creatures/enemies/bios/bio_trap_fireflare_01.dbr,((charLevel*10)^1.25)+60,sm_mod,6108.2862,6251.2693,0.0,0.0,60227,61637,61327,62762,62548,64012,6108.0,10.0404,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/skills/nonplayerskills/bossskills/pets/witchgodguardian_sentinel_crystal.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/boss&quest/witchgod_finalboss.dbr,1,106|107|108,106,108,records/creatures/enemies/bios/bio_trap_chthonicshard_01.dbr,((charLevel*6)^1.20)+25,base,2337.8557,2390.3206,0.0,0.0,23051,23568,23472,23998,23939,24476,2417.0,9.7112,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/skills/nonplayerskills/heroskills/pets/hellhound_undeadfaction_a01.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,False,records/creatures/enemies/bounties/kc_bounty10.dbr|records/creatures/enemies/devotion/skeleton_h02.dbr,2,107|108,107,108,records/skills/nonplayerskills/heroskills/pets/bio_hellhound_01.dbr,((charLevel*16)^1.29)+50,sm_mod,14882.6876,15061.7534,96.0,102.0,161030,163871,163709,166582,166686,169595,,,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/skills/nonplayerskillsgdx1/bossskills/final/aetheranomaly_01.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,False,records/creatures/enemies/boss&quest/aetherial_final02.dbr,1,106|107|108,106,108,records/creatures/enemies/bios/bio_trap_fireflare_01.dbr,((charLevel*10)^1.25)+60,gdx1,6108.2862,6251.2693,0.0,0.0,60227,61637,61327,62762,62548,64012,,,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/skills/nonplayerskillsgdx1/bossskills/nemesis/aetherialvanguard_crystal.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/nemesis/nemesis_aetherialvanguard_01.dbr,1,109,109,109,records/creatures/enemies/bios/bio_boss_nemesis_clustersummon.dbr,((charLevel*4)^1.5)+100,gdx1,9203.9473,9203.9473,125.0,125.0,102255,102255,103912,103912,105753,105753,24759.0,4.1969,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/skills/nonplayerskillsgdx1/bossskills/nemesis/beast_bloodpool.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/nemesis/nemesis_beast_01_p1.dbr,1,109,109,109,records/creatures/enemies/bios/bio_boss_nemesis_clustersummon.dbr,((charLevel*4)^1.5)+100,gdx1,9203.9473,9203.9473,0.0,0.0,90750,90750,92407,92407,94248,94248,9204.0,10.0399,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/skills/nonplayerskillsgdx1/bossskills/nemesis/chthonian02_void.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/nemesis/nemesis_chthonianvoidborn_01.dbr,1,109,109,109,records/creatures/enemies/bios/bio_boss_nemesis_clustersummon.dbr,((charLevel*4)^1.5)+100,gdx1,9203.9473,9203.9473,0.0,0.0,90750,90750,92407,92407,94248,94248,9204.0,10.0399,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/skills/nonplayerskillsgdx1/bossskills/pets/firedevil_01.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/boss&quest/wendigo_turned_yuvoll.dbr,1,106|107|108,106,108,records/creatures/enemies/bios/bio_trap_fireflare_01.dbr,((charLevel*10)^1.25)+60,sm1,6108.2862,6251.2693,0.0,0.0,60227,61637,61327,62762,62548,64012,6323.0,9.699,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/skills/nonplayerskillsgdx1/bossskills/pets/fleshshaper_spirit_01.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,False,records/creatures/enemies/boss&quest/aetherialfleshshaper_haraxis.dbr,1,106|107|108,106,108,records/creatures/enemies/bios/bio_aetherialphantom_01.dbr,((charLevel*12)^1.33)+15,sm1,13472.6075,13811.3643,88.0,102.0,144695,150267,147120,152753,149815,155515,,,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/skills/nonplayerskillsgdx1/bossskills/pets/gabbalthunn_obsidianshard.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/boss&quest/chthonianrylok_gabalthunn.dbr|records/creatures/enemies/boss&quest/cultist_burrwitchcathedral_01.dbr,2,106|107|108,106,108,records/creatures/enemies/bios/bio_trap_chthonicshard_01.dbr,((charLevel*6)^1.20)+25,sm1,2337.8557,2390.3206,0.0,0.0,23051,23568,23472,23998,23939,24476,2338.0,10.0393,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/skills/nonplayerskillsgdx1/bossskills/pets/krieg_aethertrap.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,False,records/creatures/enemies/boss&quest/aetherial_fleshweaverkrieg.dbr|records/creatures/enemies/boss&quest/aetherial_fleshweaverkriegb.dbr,2,106|107|108,106,108,,,sm1,,,,,,,,,,,,,0.0,NO,ABSENT:NO-characterAttributeEquations,DERIVED-INHERITED-FROM-SUMMONER
records/skills/nonplayerskillsgdx1/bossskills/pets/winddevil_01.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,False,records/creatures/enemies/boss&quest/witch_larria.dbr,1,106|107|108,106,108,records/skills/playerclass06/pets/bio_winddevil_01.dbr,((charLevel*10)^1.29)+35,sm1,8026.7993,8221.8464,0.0,0.0,79144,81067,80589,82547,82194,84191,,,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/skills/nonplayerskillsgdx2/bossskills/final/pet_celestialeffigy.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/boss&quest/korvaakfinal_02.dbr,1,106|107|108,106,108,records/creatures/enemies/bios/bio_boss_korvaak_celestialeffigy_01.dbr,((charLevel*20)^1.5)+100,sm2,97712.1304,100487.7283,0.0,0.0,963441,990809,981029,1008896,1000572,1028994,101885.0,9.6288,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/skills/nonplayerskillsgdx2/bossskills/final/pet_celestialeffigy_02.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/boss&quest/korvaakfinal_02.dbr,1,106|107|108,106,108,records/creatures/enemies/bios/bio_boss_korvaak_celestialeffigy_02.dbr,((charLevel*19)^1.5)+100,sm2,90483.5092,93053.5616,0.0,0.0,892167,917508,908454,934257,926551,952868,94348.0,9.6288,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/skills/nonplayerskillsgdx2/bossskills/final/pet_eldritchrift.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/boss&quest/korvaakfinal_02.dbr,1,106|107|108,106,108,records/creatures/enemies/bios/bio_boss_korvaak_eldritchrift_01.dbr,((charLevel*20)^1.5)+100,sm2,97712.1304,100487.7283,0.0,0.0,963441,990809,981029,1008896,1000572,1028994,101885.0,9.6288,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/skills/nonplayerskillsgdx2/bossskills/final/pet_eldritchrift_02.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/boss&quest/korvaakfinal_02.dbr,1,106|107|108,106,108,records/creatures/enemies/bios/bio_boss_korvaak_eldritchrift_02.dbr,((charLevel*16)^1.5)+100,sm2,69945.5549,71931.6111,0.0,0.0,689663,709245,702253,722193,716242,736579,72932.0,9.6289,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/skills/nonplayerskillsgdx2/bossskills/nemesis/eldritchshard_01.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,False,records/creatures/enemies/nemesis/nemesis_eldritch_01.dbr|records/creatures/enemies/nemesis/nemesis_eldritch_02a.dbr,2,109,109,109,records/creatures/enemies/bios/bio_boss_nemesis_eldritchshard_01.dbr,((charLevel*19)^1.5)+100,gdx2,94347.5671,94347.5671,0.0,0.0,930267,930267,947249,947249,966119,966119,,,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/skills/nonplayerskillsgdx2/bossskills/pets/dravis_thrall_01.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/boss&quest/dravis.dbr,1,106|107|108,106,108,records/creatures/enemies/bios/bio_boss_dravis_thrallsummon_01.dbr,((charLevel*19)^1.5)+500,sm2,90883.5092,93453.5616,103.0,121.0,989721,1034530,1006080,1051352,1024257,1070043,254871.0,3.9474,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/skills/nonplayerskillsgdx2/bossskills/pets/dravis_thrall_01b.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/boss&quest/dravis.dbr,1,106|107|108,106,108,records/creatures/enemies/bios/bio_boss_dravis_thrallsummon_01.dbr,((charLevel*19)^1.5)+500,sm2,90883.5092,93453.5616,103.0,121.0,989721,1034530,1006080,1051352,1024257,1070043,254871.0,3.9474,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/skills/nonplayerskillsgdx2/bossskills/pets/korvaak_lieutenant_02_trapsummon_01.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,False,records/creatures/enemies/boss&quest/korvaak_lieutenant_02.dbr,1,106|107|108,106,108,records/creatures/enemies/bios/bio_trap_fireflare_01.dbr,((charLevel*10)^1.25)+60,sm2,6108.2862,6251.2693,0.0,0.0,60227,61637,61327,62762,62548,64012,,,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/skills/nonplayerskillsgdx2/bossskills/pets/korvaak_lieutenant_02_trapsummon_02.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,False,records/creatures/enemies/boss&quest/korvaak_lieutenant_02.dbr,1,106|107|108,106,108,records/creatures/enemies/bios/bio_trap_fireflare_01.dbr,((charLevel*10)^1.25)+60,sm2,6108.2862,6251.2693,0.0,0.0,60227,61637,61327,62762,62548,64012,,,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/skills/nonplayerskillsgdx2/bossskills/pets/mindreaper_summon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/boss&quest/eldritcharmor_dreegmindreaper_01.dbr,1,106|107|108,106,108,records/creatures/enemies/bios/bio_boss_mindreapermirror_01.dbr,((charLevel*15)^1.5)+500,sm2,63900.9385,65703.7422,88.0,102.0,686296,714856,697798,726683,710578,739824,169193.0,4.1243,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/skills/nonplayerskillsgdx3/bossskills/nemesis/necro2_nulltotem.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,False,records/creatures/enemies/nemesis/nemesis_orderdeathsvigil_02.dbr,1,109,109,109,records/creatures/enemies/bios/bio_boss_wendigo_ravager_wraith.dbr,((charLevel*25)^1.28)+30,sm3,24991.4108,24991.4108,0.0,0.0,246415,246415,250913,250913,255912,255912,,,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/skills/nonplayerskillsgdx3/bossskills/nemesis/outlaw2_aethershard.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,False,records/creatures/enemies/nemesis/nemesis_outlaw_02.dbr,1,109,109,109,records/creatures/enemies/bios/bio_boss_nemesis_aethershard_01.dbr,((charLevel*19)^1.54)+100,sm3,128013.7857,128013.7857,0.0,0.0,1262215,1262215,1285258,1285258,1310861,1310861,,,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/skills/nonplayerskillsgdx3/bossskills/pets/aetheranomaly_beast.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,False,records/creatures/enemies/boss&quest/giant_tempesttotem_04.dbr,1,106|107|108,106,108,records/creatures/enemies/bios/bio_trap_fireflare_01.dbr,((charLevel*10)^1.25)+60,sm3,6108.2862,6251.2693,0.0,0.0,60227,61637,61327,62762,62548,64012,,,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/skills/nonplayerskillsgdx3/bossskills/pets/giantfire_moltenpool.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/boss&quest/giant_tempesttotem_02.dbr,1,106|107|108,106,108,records/creatures/enemies/bios/bio_trap_fireflare_01.dbr,((charLevel*10)^1.25)+60,sm3,6108.2862,6251.2693,0.0,0.0,60227,61637,61327,62762,62548,64012,6323.0,9.699,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/skills/nonplayerskillsgdx3/bossskills/pets/giantstorm_stormspike_a01.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,False,records/creatures/enemies/boss&quest/giant_tempesttotem_01.dbr,1,106|107|108,106,108,records/creatures/enemies/bios/bio_trap_fireflare_01.dbr,((charLevel*10)^1.25)+60,sm3,6108.2862,6251.2693,0.0,0.0,60227,61637,61327,62762,62548,64012,,,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/skills/nonplayerskillsgdx3/bossskills/pets/rimehorn_icespike_01.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,False,records/creatures/enemies/boss&quest/yeti_rimehorn_01.dbr,1,106|107|108,106,108,records/creatures/enemies/bios/bio_trap_fireflare_01.dbr,((charLevel*10)^1.25)+60,sm3,6108.2862,6251.2693,0.0,0.0,60227,61637,61327,62762,62548,64012,,,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/skills/nonplayerskillsgdx3/bossskills/pets/siff_icefloe.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,False,records/creatures/enemies/boss&quest/direwolf_frozenwastes_01.dbr,1,106|107|108,106,108,records/creatures/enemies/bios/bio_trap_fireflare_01.dbr,((charLevel*10)^1.25)+60,sm3,6108.2862,6251.2693,0.0,0.0,60227,61637,61327,62762,62548,64012,,,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/skills/nonplayerskillsgdx3/bossskills/pets/spore_beast.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,False,records/creatures/enemies/boss&quest/giant_tempesttotem_03.dbr,1,106|107|108,106,108,records/creatures/enemies/bios/bio_spore_b01.dbr,((charLevel*11)^1.28)+15,sm3,8436.2032,8640.118,88.0,102.0,90604,94004,92123,95559,93810,97287,,,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
