skill_record,display_name,mastery,engine_class,arc,rank_allocated,rank_effective,rank_effective_basis,devotion_level,skill_max_level,skill_ultimate_level,bound_on_bar,binding_ordinals,n_bindings,is_item_skill,item_record,equip_location,autocast_devotion_skill,autocast_controller,pristine_rank_allocated,pristine_bound_on_bar,rank_changed_vs_pristine,binding_changed_vs_pristine,source,grade
records/skills/devotion/tier2_36a.dbr,Bard's Harp,devotion,Skill_Passive,gdx1,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_36b.dbr,Bard's Harp,devotion,Skill_Passive,gdx1,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_36c.dbr,Bard's Harp,devotion,Skill_Passive,gdx1,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_36d.dbr,Bard's Harp,devotion,Skill_Passive,gdx1,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_36e.dbr,Bard's Harp,devotion,Skill_Passive,gdx1,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_36f_skill.dbr,,devotion,Skill_BuffRadius,gdx3,0,0,n/a (rank 0),20,,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_37a.dbr,"Ulzaad, Herald of Korvaak",devotion,Skill_Passive,gdx2,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_37b.dbr,"Ulzaad, Herald of Korvaak",devotion,Skill_Passive,gdx2,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_37c.dbr,"Ulzaad, Herald of Korvaak",devotion,Skill_Passive,gdx2,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_37d_skill.dbr,Ulzaad's Decree,devotion,Skill_BuffSelfDuration,gdx3,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),20,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_37e.dbr,"Ulzaad, Herald of Korvaak",devotion,Skill_Passive,gdx2,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_37f.dbr,"Ulzaad, Herald of Korvaak",devotion,Skill_Passive,gdx2,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_03a.dbr,Light of Empyrion,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_03b.dbr,Light of Empyrion,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_03c.dbr,Light of Empyrion,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_03d.dbr,Light of Empyrion,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_03e.dbr,Light of Empyrion,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_03f.dbr,Light of Empyrion,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_03g_skill.dbr,Light of Empyrion,devotion,Skill_AttackRadius,gdx3,0,0,n/a (rank 0),15,1,1,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_04a.dbr,Oleron,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_04b.dbr,Oleron,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_04c.dbr,Oleron,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_04d.dbr,Oleron,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_04e.dbr,Oleron,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_04f.dbr,Oleron,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_04g_skill.dbr,Blind Fury,devotion,Skill_AttackRadius,gdx3,0,0,n/a (rank 0),15,1,1,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_05a.dbr,Obelisk of Menhir,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_05b.dbr,Obelisk of Menhir,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_05c.dbr,Obelisk of Menhir,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_05d.dbr,Obelisk of Menhir,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_05e.dbr,Obelisk of Menhir,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_05f.dbr,Obelisk of Menhir,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_05g_skill.dbr,,devotion,Skill_BuffRadius,gdx3,0,0,n/a (rank 0),15,,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_10a.dbr,Mogdrogen the Wolf,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_10b.dbr,Mogdrogen the Wolf,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_10c.dbr,Mogdrogen the Wolf,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_10d.dbr,Mogdrogen the Wolf,devotion,Skill_Passive,gdx2,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_10e.dbr,Mogdrogen the Wolf,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_10f_skill.dbr,Howl of Mogdrogen,devotion,Skill_BuffSelfDuration,gdx3,0,0,n/a (rank 0),10,1,1,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_15a.dbr,"Ishtak, the Spring Maiden",devotion,Skill_Passive,gdx1,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_15b.dbr,"Ishtak, the Spring Maiden",devotion,Skill_Passive,gdx1,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_15c.dbr,"Ishtak, the Spring Maiden",devotion,Skill_Passive,gdx1,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_15d.dbr,"Ishtak, the Spring Maiden",devotion,Skill_Passive,gdx1,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_15e.dbr,"Ishtak, the Spring Maiden",devotion,Skill_Passive,gdx1,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_15f_skill.dbr,Nature's Guardians,devotion,Skill_BuffSelfDuration,gdx3,0,0,n/a (rank 0),15,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_16a.dbr,"Vire, the Stone Matron",devotion,Skill_Passive,gdx1,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_16b.dbr,"Vire, the Stone Matron",devotion,Skill_Passive,gdx1,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_16c.dbr,"Vire, the Stone Matron",devotion,Skill_Passive,gdx1,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_16d.dbr,"Vire, the Stone Matron",devotion,Skill_Passive,gdx1,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_16e.dbr,"Vire, the Stone Matron",devotion,Skill_Passive,gdx1,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_16f_skill.dbr,Fist of Vire,devotion,Skill_AttackProjectileAreaEffect,gdx3,0,0,n/a (rank 0),15,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_20a.dbr,"Azrakaa, the Eternal Sands",devotion,Skill_Passive,gdx2,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_20b.dbr,"Azrakaa, the Eternal Sands",devotion,Skill_Passive,gdx2,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_20c.dbr,"Azrakaa, the Eternal Sands",devotion,Skill_Passive,gdx2,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_20d.dbr,"Azrakaa, the Eternal Sands",devotion,Skill_Passive,gdx2,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_20e_skill.dbr,Shifting Sands,devotion,Skill_AttackProjectile,gdx3,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),15,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier3_20f.dbr,"Azrakaa, the Eternal Sands",devotion,Skill_Passive,gdx2,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/itemskillsgdx3/potionmodifiers/healthpotion_healovertime.dbr,Sansochromatis,itemskillsgdx3,Skill_PotionModifier,gdx3,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),0,1,1,False,,0,False,,,,,,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/playerclass01/_classtraining_class01.dbr,Soldier,Soldier,Skill_Mastery,base,46,50,"DERIVED: allocated+4 (+all 1, +Soldier 3; sheet frame 512)",0,50,,False,,0,False,,,,,46,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/playerclass01/blitz2.dbr,Blindside,Soldier,Skill_Modifier,base,1,5,"DERIVED: allocated+4 (+all 1, +Soldier 3; sheet frame 512)",0,12,22,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/playerclass01/fieldcommand1.dbr,,Soldier,Skill_BuffRadiusToggled,base,10,14,"DERIVED: allocated+4 (+all 1, +Soldier 3; sheet frame 512)",0,,,False,,0,False,,,records/skills/devotion/tier1_29e_skill.dbr,records/controllers/itemskills/cast_@selfat50%health_100%.dbr,10,True,False,True,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/playerclass01/fieldcommand2.dbr,Squad Tactics,Soldier,Skill_Modifier,base,8,12,"DERIVED: allocated+4 (+all 1, +Soldier 3; sheet frame 512)",0,12,22,False,,0,False,,,,,8,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/playerclass01/fightingspirit1.dbr,Fighting Spirit,Soldier,Skill_PassiveOnHitBuffSelf,base,1,5,"DERIVED: allocated+4 (+all 1, +Soldier 3; sheet frame 512)",0,12,22,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/playerclass01/passive1.dbr,Military Conditioning,Soldier,Skill_Passive,base,6,10,"DERIVED: allocated+4 (+all 1, +Soldier 3; sheet frame 512)",0,10,20,False,,0,False,,,,,6,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/playerclass01/passive2.dbr,Veterancy,Soldier,Skill_Passive,base,1,5,"DERIVED: allocated+4 (+all 1, +Soldier 3; sheet frame 512)",0,10,20,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/playerclass01/passive3.dbr,Decorated Soldier,Soldier,Skill_Passive,base,8,12,"DERIVED: allocated+4 (+all 1, +Soldier 3; sheet frame 512)",0,8,18,False,,0,False,,,,,8,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/playerclass01/passive4.dbr,Scars of Battle,Soldier,Skill_Passive,base,1,5,"DERIVED: allocated+4 (+all 1, +Soldier 3; sheet frame 512)",0,8,18,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/playerclass01/warcry2.dbr,Break Morale,Soldier,Skill_Modifier,base,12,16,"DERIVED: allocated+4 (+all 1, +Soldier 3; sheet frame 512)",0,12,22,False,,0,False,,,,,12,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/playerclass01/willtolive1.dbr,Menhir's Will,Soldier,Skill_PassiveOnLifeBuffSelf,base,1,5,"DERIVED: allocated+4 (+all 1, +Soldier 3; sheet frame 512)",0,16,26,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/playerclass09/_classtraining_class09.dbr,Oathkeeper,Oathkeeper,Skill_Mastery,gdx2,50,51,"DERIVED: allocated+1 (+all 1, +Oathkeeper 0; sheet frame 512)",0,50,,False,,0,False,,,,,50,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/playerclass09/ascension2.dbr,Clarity of Purpose,Oathkeeper,Skill_Modifier,gdx2,1,2,"DERIVED: allocated+1 (+all 1, +Oathkeeper 0; sheet frame 512)",0,12,22,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/playerclass09/divinemandate1.dbr,Divine Mandate,Oathkeeper,Skill_BuffSelfToggled,gdx2,12,13,"DERIVED: allocated+1 (+all 1, +Oathkeeper 0; sheet frame 512)",0,12,22,False,,0,False,,,records/skills/devotion/tier2_17c_skill.dbr,records/controllers/itemskills/cast_@selfonanyhit_30%.dbr,12,True,False,True,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/playerclass09/eyeofreckoning2.dbr,Soulfire,Oathkeeper,SkillSecondary_AttackProjectileOrbiting,gdx2,12,13,"DERIVED: allocated+1 (+all 1, +Oathkeeper 0; sheet frame 512)",0,12,22,False,,0,False,,,,,12,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/playerclass09/passive02.dbr,Resilience,Oathkeeper,Skill_PassiveOnLifeBuffSelf,gdx2,2,3,"DERIVED: allocated+1 (+all 1, +Oathkeeper 0; sheet frame 512)",0,12,22,False,,0,False,,,,,2,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/playerclass09/presenceofvirtue1.dbr,,Oathkeeper,Skill_BuffRadiusToggled,gdx2,12,13,"DERIVED: allocated+1 (+all 1, +Oathkeeper 0; sheet frame 512)",0,,,False,,0,False,,,records/skills/devotion/tier2_02f_skill.dbr,records/controllers/itemskills/cast_@enemyonanyhit_33%.dbr,12,True,False,True,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/playerclass09/presenceofvirtue2.dbr,Haven,Oathkeeper,Skill_Modifier,gdx2,9,10,"DERIVED: allocated+1 (+all 1, +Oathkeeper 0; sheet frame 512)",0,10,20,False,,0,False,,,,,9,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/playerclass09/presenceofvirtue3.dbr,Rebuke,Oathkeeper,Skill_Modifier,gdx2,10,11,"DERIVED: allocated+1 (+all 1, +Oathkeeper 0; sheet frame 512)",0,10,20,False,,0,False,,,,,10,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/playerclass09/summon_celestialguardian2_petmodifier.dbr,,Oathkeeper,SkillSecondary_PetModifier,gdx2,12,13,"DERIVED: allocated+1 (+all 1, +Oathkeeper 0; sheet frame 512)",0,,,False,,0,False,,,,,12,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/playerclass09/viremight2.dbr,Volcanic Stride,Oathkeeper,SkillSecondary_AttackProjectileAreaEffect,gdx2,1,2,"DERIVED: allocated+1 (+all 1, +Oathkeeper 0; sheet frame 512)",0,12,22,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/playerclass09/viremight3.dbr,Tectonic Shift,Oathkeeper,Skill_Modifier,gdx2,1,2,"DERIVED: allocated+1 (+all 1, +Oathkeeper 0; sheet frame 512)",0,12,22,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
