wave,tier,difficulty,characterAttackSpeedModifier,characterDefensiveAbility,characterDefensiveAbilityModifier,characterLifeModifier,characterLifeRegenModifier,characterManaRegenModifier,characterOffensiveAbility,characterOffensiveAbilityModifier,characterPercentHealIncreaseModifier,characterSpellCastSpeedModifier,defensivePercentCurrentLife,offensiveCritDamageModifier,offensivePhysicalModifier,offensiveSlowBleedingModifier,offensiveSlowColdModifier,offensiveSlowFireModifier,offensiveSlowLifeModifier,offensiveSlowLightningModifier,offensiveSlowPhysicalModifier,offensiveSlowPoisonModifier,offensiveTotalDamageModifier,retaliationTotalDamageModifier,skillCooldownReduction,spawnChampionMaxAdj,spawnChampionMinAdj
34,4,challenger,2.0,5.0,1.0,76.0,1.0,1.0,4.0,0.699999988079071,-25.0,2.0,2.0,0.0,0.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,6.0,1.0,0.0,0,0
35,4,challenger,2.0,6.0,1.0,76.0,1.0,1.0,5.0,0.699999988079071,-25.0,2.0,2.0,0.0,0.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,7.0,1.0,0.0,0,0
36,4,challenger,2.0,6.0,1.0,76.0,1.0,1.0,5.0,0.699999988079071,-25.0,2.0,2.0,0.0,0.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,7.0,1.0,0.0,0,0
37,4,challenger,2.0,6.0,1.0,76.0,1.0,1.0,5.0,0.699999988079071,-25.0,2.0,2.0,0.0,0.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,7.0,1.0,0.0,0,0
38,4,challenger,2.0,6.0,1.0,76.0,1.0,1.0,5.0,0.699999988079071,-25.0,2.0,2.0,0.0,0.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,7.0,1.0,0.0,0,0
39,4,challenger,2.0,6.0,1.0,76.0,1.0,1.0,5.0,0.699999988079071,-25.0,2.0,2.0,0.0,0.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,7.0,1.0,0.0,0,0
40,4,challenger,2.0,6.0,1.0,76.0,1.0,1.0,5.0,0.699999988079071,-25.0,2.0,2.0,0.0,0.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,8.0,1.0,0.0,0,0
41,5,challenger,2.0,7.0,1.0,78.0,1.0,1.0,6.0,0.699999988079071,-25.0,2.0,2.0,0.0,0.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,8.0,1.0,0.0,0,0
42,5,challenger,2.0,7.0,1.0,78.0,2.0,2.0,6.0,0.699999988079071,-25.0,2.0,2.0,0.0,0.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,8.0,1.0,0.0,0,0
43,5,challenger,2.0,7.0,1.0,78.0,2.0,2.0,6.0,0.699999988079071,-25.0,2.0,2.0,0.0,0.0,-16.0,-16.0,-16.0,-16.0,-16.0,-16.0,-16.0,8.0,1.0,0.0,0,0
44,5,challenger,2.0,8.0,1.0,78.0,2.0,2.0,6.0,0.699999988079071,-25.0,2.0,2.0,0.0,0.0,-16.0,-16.0,-16.0,-16.0,-16.0,-16.0,-16.0,8.0,1.0,0.0,0,0
45,5,challenger,2.0,8.0,1.0,79.0,2.0,2.0,6.0,0.699999988079071,-25.0,2.0,2.0,0.0,0.0,-17.0,-17.0,-17.0,-17.0,-17.0,-17.0,-17.0,9.0,1.0,0.0,0,0
46,5,challenger,2.0,8.0,1.0,79.0,2.0,2.0,6.0,0.699999988079071,-25.0,2.0,2.0,0.0,0.0,-17.0,-17.0,-17.0,-17.0,-17.0,-17.0,-17.0,9.0,2.0,0.0,0,0
47,5,challenger,2.0,8.0,1.0,79.0,2.0,2.0,6.0,0.699999988079071,-25.0,2.0,2.0,0.0,0.0,-17.0,-17.0,-17.0,-17.0,-17.0,-17.0,-17.0,9.0,2.0,0.0,0,0
48,5,challenger,2.0,9.0,1.0,79.0,2.0,2.0,7.0,0.699999988079071,-25.0,2.0,2.0,0.0,0.0,-17.0,-17.0,-17.0,-17.0,-17.0,-17.0,-17.0,9.0,2.0,0.0,0,0
49,5,challenger,2.0,9.0,1.0,80.0,2.0,2.0,7.0,0.699999988079071,-25.0,2.0,2.0,0.0,0.0,-17.0,-17.0,-17.0,-17.0,-17.0,-17.0,-17.0,9.0,2.0,0.0,0,0
50,5,challenger,2.0,10.0,1.0,80.0,2.0,2.0,8.0,0.699999988079071,-25.0,2.0,2.0,0.0,0.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,10.0,2.0,0.0,0,0
51,6,challenger,2.0,10.0,1.0,81.0,3.0,3.0,8.0,0.699999988079071,-26.0,2.0,2.0,0.0,0.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,10.0,2.0,0.0,0,0
52,6,challenger,2.0,10.0,1.0,81.0,3.0,3.0,8.0,0.699999988079071,-26.0,2.0,3.0,0.0,0.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,10.0,2.0,0.0,1,0
53,6,challenger,2.0,10.0,1.0,81.0,3.0,3.0,8.0,0.699999988079071,-26.0,2.0,3.0,0.0,0.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,10.0,2.0,0.0,1,0
54,6,challenger,2.0,10.0,1.0,81.0,3.0,3.0,8.0,0.699999988079071,-27.0,2.0,3.0,0.0,0.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,11.0,2.0,0.0,1,0
55,6,challenger,3.0,10.0,1.0,81.0,3.0,3.0,8.0,0.699999988079071,-27.0,3.0,3.0,0.0,0.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,11.0,3.0,0.0,1,0
56,6,challenger,3.0,11.0,1.0,83.0,4.0,4.0,9.0,0.699999988079071,-27.0,3.0,3.0,0.0,0.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,11.0,3.0,0.0,1,0
57,6,challenger,3.0,11.0,1.0,83.0,4.0,4.0,9.0,0.699999988079071,-28.0,3.0,3.0,0.0,0.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,11.0,3.0,0.0,1,0
58,6,challenger,3.0,11.0,1.0,84.0,4.0,4.0,9.0,0.699999988079071,-28.0,3.0,3.0,0.0,0.0,-22.0,-22.0,-22.0,-22.0,-22.0,-22.0,-22.0,12.0,3.0,0.0,1,0
59,6,challenger,3.0,12.0,1.0,84.0,4.0,4.0,10.0,0.699999988079071,-28.0,3.0,3.0,0.0,0.0,-22.0,-22.0,-22.0,-22.0,-22.0,-22.0,-22.0,12.0,3.0,0.0,1,0
60,6,challenger,3.0,12.0,1.0,85.0,4.0,4.0,10.0,0.699999988079071,-29.0,3.0,3.0,0.0,0.0,-22.0,-22.0,-22.0,-22.0,-22.0,-22.0,-22.0,12.0,3.0,0.0,1,0
61,7,challenger,3.0,13.0,1.0,86.0,4.0,4.0,10.0,0.699999988079071,-29.0,3.0,3.0,0.0,0.0,-22.0,-22.0,-22.0,-22.0,-22.0,-22.0,-22.0,12.0,4.0,0.0,1,0
62,7,challenger,3.0,13.0,1.0,86.0,5.0,5.0,10.0,0.699999988079071,-29.0,3.0,3.0,0.0,0.0,-22.0,-22.0,-22.0,-22.0,-22.0,-22.0,-22.0,13.0,4.0,0.0,1,0
63,7,challenger,3.0,13.0,1.0,87.0,5.0,5.0,10.0,0.699999988079071,-30.0,3.0,3.0,0.0,0.0,-23.0,-23.0,-23.0,-23.0,-23.0,-23.0,-23.0,13.0,4.0,0.0,1,0
64,7,challenger,3.0,14.0,1.0,87.0,5.0,5.0,11.0,0.699999988079071,-30.0,3.0,3.0,0.0,0.0,-23.0,-23.0,-23.0,-23.0,-23.0,-23.0,-23.0,13.0,4.0,0.0,1,0
65,7,challenger,3.0,14.0,2.0,88.0,5.0,5.0,11.0,1.399999976158142,-30.0,3.0,3.0,0.0,0.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,13.0,4.0,0.0,1,0
66,7,challenger,4.0,14.0,2.0,88.0,6.0,6.0,11.0,1.399999976158142,-31.0,4.0,3.0,0.0,0.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,14.0,4.0,0.0,1,0
67,7,challenger,4.0,14.0,2.0,89.0,6.0,6.0,11.0,1.399999976158142,-31.0,4.0,3.0,0.0,0.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,14.0,5.0,0.0,1,0
68,7,challenger,4.0,14.0,2.0,90.0,6.0,6.0,11.0,1.399999976158142,-31.0,4.0,3.0,0.0,0.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,14.0,5.0,0.0,1,1
69,7,challenger,4.0,15.0,2.0,91.0,6.0,6.0,12.0,1.399999976158142,-32.0,4.0,4.0,0.0,0.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,14.0,5.0,0.0,1,1
70,7,challenger,4.0,15.0,2.0,92.0,7.0,7.0,12.0,1.399999976158142,-32.0,4.0,4.0,0.0,0.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,15.0,5.0,0.0,1,1
71,8,challenger,4.0,16.0,2.0,92.0,7.0,7.0,13.0,1.399999976158142,-32.0,4.0,4.0,0.0,0.0,-26.0,-26.0,-26.0,-26.0,-26.0,-26.0,-26.0,15.0,6.0,0.0,1,1
72,8,challenger,4.0,16.0,2.0,92.0,7.0,7.0,13.0,1.399999976158142,-33.0,4.0,4.0,0.0,0.0,-26.0,-26.0,-26.0,-26.0,-26.0,-26.0,-26.0,15.0,6.0,0.0,1,1
73,8,challenger,4.0,16.0,2.0,92.0,8.0,8.0,13.0,1.399999976158142,-33.0,4.0,4.0,0.0,0.0,-26.0,-26.0,-26.0,-26.0,-26.0,-26.0,-26.0,15.0,6.0,0.0,1,1
74,8,challenger,4.0,17.0,2.0,93.0,8.0,8.0,14.0,1.399999976158142,-33.0,4.0,4.0,0.0,0.0,-26.0,-26.0,-26.0,-26.0,-26.0,-26.0,-26.0,15.0,6.0,0.0,1,1
75,8,challenger,4.0,17.0,2.0,95.0,8.0,8.0,14.0,1.399999976158142,-35.0,4.0,4.0,0.0,0.0,-26.0,-26.0,-26.0,-26.0,-26.0,-26.0,-26.0,15.0,7.0,0.0,1,1
76,8,challenger,4.0,18.0,2.0,95.0,9.0,9.0,14.0,1.399999976158142,-35.0,4.0,4.0,0.0,0.0,-28.0,-28.0,-28.0,-28.0,-28.0,-28.0,-28.0,16.0,7.0,0.0,1,1
77,8,challenger,4.0,18.0,2.0,96.0,9.0,9.0,14.0,1.399999976158142,-35.0,4.0,4.0,0.0,0.0,-28.0,-28.0,-28.0,-28.0,-28.0,-28.0,-28.0,16.0,7.0,0.0,1,1
78,8,challenger,4.0,18.0,2.0,98.0,9.0,9.0,14.0,1.399999976158142,-36.0,4.0,4.0,0.0,0.0,-29.0,-29.0,-29.0,-29.0,-29.0,-29.0,-29.0,16.0,7.0,0.0,1,1
79,8,challenger,4.0,18.0,2.0,98.0,10.0,10.0,14.0,1.399999976158142,-36.0,4.0,4.0,0.0,0.0,-29.0,-29.0,-29.0,-29.0,-29.0,-29.0,-29.0,16.0,8.0,0.0,1,1
80,8,challenger,4.0,18.0,2.0,99.0,10.0,10.0,14.0,1.399999976158142,-36.0,4.0,4.0,0.0,0.0,-29.0,-29.0,-29.0,-29.0,-29.0,-29.0,-29.0,16.0,8.0,0.0,1,1
81,9,challenger,4.0,19.0,2.0,100.0,10.0,10.0,15.0,1.399999976158142,-37.0,4.0,4.0,0.0,0.0,-29.0,-29.0,-29.0,-29.0,-29.0,-29.0,-29.0,17.0,8.0,0.0,1,1
82,9,challenger,4.0,19.0,2.0,101.0,11.0,11.0,15.0,1.399999976158142,-37.0,4.0,4.0,0.0,0.0,-29.0,-29.0,-29.0,-29.0,-29.0,-29.0,-29.0,17.0,9.0,0.0,1,1
83,9,challenger,4.0,20.0,2.0,101.0,11.0,11.0,16.0,1.399999976158142,-37.0,4.0,4.0,0.0,0.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,17.0,9.0,0.0,1,1
84,9,challenger,4.0,20.0,2.0,102.0,12.0,12.0,16.0,1.399999976158142,-38.0,4.0,4.0,0.0,0.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,17.0,9.0,0.0,1,1
85,9,challenger,4.0,21.0,2.0,103.0,12.0,12.0,17.0,1.399999976158142,-38.0,4.0,4.0,0.0,0.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,17.0,10.0,0.0,1,1
86,9,challenger,4.0,21.0,2.0,104.0,12.0,12.0,17.0,1.399999976158142,-38.0,4.0,4.0,0.0,0.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,18.0,10.0,0.0,1,1
87,9,challenger,4.0,21.0,2.0,105.0,13.0,13.0,17.0,1.399999976158142,-39.0,4.0,4.0,0.0,0.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,18.0,10.0,0.0,1,1
88,9,challenger,4.0,22.0,2.0,106.0,13.0,13.0,18.0,1.399999976158142,-39.0,4.0,4.0,0.0,0.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,18.0,11.0,0.0,1,1
89,9,challenger,4.0,22.0,2.0,107.0,14.0,14.0,18.0,1.399999976158142,-39.0,4.0,4.0,0.0,0.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,18.0,11.0,0.0,1,1
90,9,challenger,4.0,22.0,2.0,109.0,14.0,14.0,18.0,1.399999976158142,-40.0,4.0,4.0,0.0,0.0,-32.0,-32.0,-32.0,-32.0,-32.0,-32.0,-32.0,18.0,11.0,0.0,1,1
91,10,challenger,4.0,22.0,2.0,110.0,15.0,15.0,18.0,1.399999976158142,-40.0,4.0,5.0,0.0,0.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,19.0,12.0,0.0,1,1
92,10,challenger,4.0,23.0,2.0,111.0,15.0,15.0,18.0,1.399999976158142,-40.0,4.0,5.0,0.0,0.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,19.0,12.0,0.0,1,1
93,10,challenger,4.0,23.0,2.0,112.0,16.0,16.0,18.0,1.399999976158142,-41.0,4.0,5.0,0.0,0.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,19.0,13.0,0.0,1,1
94,10,challenger,4.0,24.0,3.0,113.0,16.0,16.0,19.0,2.0999999046325684,-41.0,4.0,5.0,0.0,0.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,19.0,13.0,0.0,1,1
95,10,challenger,5.0,24.0,3.0,114.0,17.0,17.0,19.0,2.0999999046325684,-41.0,5.0,5.0,0.0,0.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,19.0,13.0,0.0,1,1
96,10,challenger,5.0,25.0,3.0,115.0,17.0,17.0,20.0,2.0999999046325684,-42.0,5.0,5.0,0.0,0.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,20.0,14.0,0.0,1,1
97,10,challenger,5.0,25.0,3.0,116.0,18.0,18.0,20.0,2.0999999046325684,-42.0,5.0,5.0,0.0,0.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,20.0,14.0,0.0,1,1
98,10,challenger,5.0,26.0,3.0,117.0,18.0,18.0,21.0,2.0999999046325684,-42.0,5.0,5.0,0.0,0.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,20.0,15.0,0.0,1,1
99,10,challenger,5.0,26.0,3.0,118.0,19.0,19.0,21.0,2.0999999046325684,-43.0,5.0,5.0,0.0,0.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,20.0,15.0,0.0,1,1
100,10,challenger,5.0,26.0,3.0,120.0,20.0,20.0,21.0,2.0999999046325684,-43.0,5.0,5.0,0.0,0.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,20.0,16.0,0.0,1,1
101,11,challenger,5.0,26.0,3.0,121.0,20.0,20.0,21.0,2.0999999046325684,-43.0,5.0,5.0,0.0,0.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,21.0,16.0,0.0,1,1
102,11,challenger,5.0,27.0,3.0,123.0,21.0,21.0,22.0,2.0999999046325684,-44.0,5.0,5.0,0.0,0.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,21.0,17.0,0.0,1,1
103,11,challenger,5.0,27.0,3.0,124.0,22.0,22.0,22.0,2.0999999046325684,-44.0,5.0,5.0,1.0,0.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,21.0,17.0,0.0,1,1
104,11,challenger,5.0,28.0,3.0,125.0,22.0,22.0,22.0,2.0999999046325684,-44.0,5.0,5.0,1.0,0.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,21.0,18.0,0.0,1,1
105,11,challenger,5.0,28.0,3.0,127.0,23.0,23.0,22.0,2.0999999046325684,-45.0,5.0,5.0,1.0,0.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,21.0,18.0,0.0,1,1
106,11,challenger,6.0,29.0,3.0,128.0,23.0,23.0,23.0,2.0999999046325684,-45.0,6.0,5.0,1.0,0.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,22.0,19.0,0.0,1,1
107,11,challenger,6.0,29.0,3.0,129.0,24.0,24.0,23.0,2.0999999046325684,-45.0,6.0,5.0,1.0,0.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,22.0,19.0,0.0,1,1
108,11,challenger,6.0,30.0,3.0,131.0,25.0,25.0,24.0,2.0999999046325684,-46.0,6.0,5.0,1.0,0.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,22.0,20.0,0.0,1,1
109,11,challenger,6.0,30.0,3.0,133.0,26.0,26.0,24.0,2.0999999046325684,-46.0,6.0,5.0,1.0,0.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,22.0,20.0,0.0,1,1
110,11,challenger,6.0,30.0,3.0,134.0,26.0,26.0,24.0,2.0999999046325684,-46.0,6.0,6.0,1.0,0.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,22.0,21.0,0.0,1,1
111,12,challenger,6.0,30.0,3.0,136.0,27.0,27.0,24.0,2.0999999046325684,-47.0,6.0,6.0,1.0,0.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,23.0,21.0,0.0,1,1
112,12,challenger,6.0,31.0,3.0,136.0,28.0,28.0,25.0,2.0999999046325684,-47.0,6.0,6.0,1.0,0.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,23.0,22.0,0.0,1,1
113,12,challenger,6.0,31.0,3.0,138.0,28.0,28.0,25.0,2.0999999046325684,-47.0,6.0,6.0,2.0,0.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,23.0,22.0,0.0,1,1
114,12,challenger,6.0,32.0,3.0,140.0,29.0,29.0,26.0,2.0999999046325684,-48.0,6.0,6.0,2.0,0.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,23.0,23.0,0.0,1,1
115,12,challenger,6.0,32.0,4.0,142.0,30.0,30.0,26.0,2.799999952316284,-48.0,6.0,6.0,2.0,0.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,23.0,24.0,0.0,1,1
116,12,challenger,6.0,33.0,4.0,144.0,31.0,31.0,26.0,2.799999952316284,-48.0,6.0,6.0,2.0,0.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,24.0,24.0,0.0,1,1
117,12,challenger,6.0,33.0,4.0,146.0,32.0,32.0,26.0,2.799999952316284,-49.0,6.0,6.0,2.0,0.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,24.0,25.0,0.0,1,1
118,12,challenger,6.0,34.0,4.0,148.0,32.0,32.0,27.0,2.799999952316284,-49.0,6.0,6.0,2.0,0.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,25.0,26.0,0.0,1,1
119,12,challenger,6.0,34.0,4.0,148.0,33.0,33.0,27.0,2.799999952316284,-49.0,6.0,6.0,2.0,0.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,25.0,26.0,0.0,1,1
120,12,challenger,6.0,34.0,4.0,150.0,34.0,34.0,27.0,2.799999952316284,-50.0,6.0,6.0,2.0,0.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,26.0,27.0,0.0,1,1
121,13,challenger,6.0,34.0,4.0,152.0,35.0,35.0,27.0,2.799999952316284,-50.0,6.0,6.0,2.0,0.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,26.0,28.0,0.0,1,1
122,13,challenger,6.0,35.0,4.0,153.0,36.0,36.0,28.0,2.799999952316284,-50.0,6.0,6.0,2.0,0.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,27.0,28.0,0.0,1,1
123,13,challenger,6.0,35.0,4.0,156.0,37.0,37.0,28.0,2.799999952316284,-51.0,6.0,6.0,3.0,0.0,-44.0,-44.0,-44.0,-44.0,-44.0,-44.0,-44.0,27.0,29.0,0.0,1,1
124,13,challenger,6.0,36.0,4.0,158.0,38.0,38.0,29.0,2.799999952316284,-51.0,6.0,6.0,3.0,0.0,-44.0,-44.0,-44.0,-44.0,-44.0,-44.0,-44.0,28.0,30.0,0.0,1,1
125,13,challenger,6.0,37.0,4.0,160.0,38.0,38.0,30.0,2.799999952316284,-51.0,6.0,6.0,3.0,0.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,28.0,30.0,0.0,1,1
126,13,challenger,6.0,37.0,4.0,162.0,39.0,39.0,30.0,2.799999952316284,-52.0,6.0,6.0,4.0,0.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,29.0,31.0,0.0,1,1
127,13,challenger,6.0,38.0,4.0,163.0,40.0,40.0,30.0,2.799999952316284,-52.0,6.0,6.0,4.0,0.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,29.0,32.0,0.0,1,1
128,13,challenger,6.0,38.0,4.0,165.0,41.0,41.0,30.0,2.799999952316284,-52.0,6.0,6.0,4.0,0.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,30.0,33.0,0.0,1,1
129,13,challenger,6.0,38.0,4.0,168.0,42.0,42.0,30.0,2.799999952316284,-53.0,6.0,6.0,4.0,0.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,30.0,34.0,0.0,1,1
130,13,challenger,6.0,38.0,4.0,169.0,43.0,43.0,30.0,2.799999952316284,-53.0,6.0,6.0,4.0,0.0,-47.0,-47.0,-47.0,-47.0,-47.0,-47.0,-47.0,31.0,34.0,0.0,1,1
131,14,challenger,6.0,39.0,4.0,171.0,44.0,44.0,31.0,2.799999952316284,-53.0,6.0,7.0,6.0,0.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,31.0,35.0,0.0,1,1
132,14,challenger,6.0,39.0,4.0,174.0,45.0,45.0,31.0,2.799999952316284,-54.0,6.0,7.0,6.0,0.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,32.0,36.0,0.0,1,1
133,14,challenger,6.0,40.0,4.0,176.0,46.0,46.0,32.0,2.799999952316284,-54.0,6.0,7.0,6.0,0.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,32.0,37.0,0.0,1,1
134,14,challenger,6.0,40.0,4.0,178.0,47.0,47.0,32.0,2.799999952316284,-54.0,6.0,7.0,7.0,0.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,33.0,38.0,0.0,1,1
135,14,challenger,7.0,41.0,4.0,181.0,48.0,48.0,33.0,2.799999952316284,-55.0,7.0,7.0,7.0,0.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,-48.0,33.0,38.0,0.0,1,1
136,14,challenger,7.0,42.0,4.0,183.0,50.0,50.0,34.0,2.799999952316284,-55.0,7.0,7.0,7.0,0.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,34.0,39.0,0.0,1,1
137,14,challenger,7.0,42.0,4.0,185.0,51.0,51.0,34.0,2.799999952316284,-55.0,7.0,7.0,8.0,0.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,-49.0,34.0,40.0,0.0,1,1
138,14,challenger,7.0,42.0,5.0,187.0,52.0,52.0,34.0,3.5,-56.0,7.0,7.0,8.0,0.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,35.0,41.0,0.0,1,1
139,14,challenger,7.0,42.0,5.0,190.0,53.0,53.0,34.0,3.5,-56.0,7.0,7.0,9.0,0.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,35.0,42.0,0.0,1,1
140,14,challenger,7.0,43.0,5.0,192.0,54.0,54.0,34.0,3.5,-56.0,7.0,7.0,9.0,0.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,36.0,43.0,0.0,1,1
141,15,challenger,7.0,43.0,5.0,194.0,55.0,55.0,34.0,3.5,-57.0,7.0,7.0,9.0,0.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,36.0,44.0,0.0,1,1
142,15,challenger,7.0,44.0,5.0,197.0,56.0,56.0,35.0,3.5,-57.0,7.0,7.0,10.0,0.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,37.0,45.0,0.0,1,1
143,15,challenger,7.0,45.0,5.0,199.0,58.0,58.0,36.0,3.5,-57.0,7.0,7.0,11.0,0.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,37.0,46.0,0.0,1,1
144,15,challenger,7.0,45.0,5.0,201.0,59.0,59.0,36.0,3.5,-58.0,7.0,7.0,11.0,0.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,38.0,47.0,0.0,1,1
145,15,challenger,7.0,46.0,5.0,205.0,60.0,60.0,37.0,3.5,-58.0,7.0,7.0,11.0,0.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,38.0,48.0,0.0,1,1
146,15,challenger,8.0,46.0,5.0,207.0,61.0,61.0,37.0,3.5,-58.0,8.0,7.0,12.0,0.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,39.0,49.0,0.0,1,1
147,15,challenger,8.0,46.0,5.0,210.0,62.0,62.0,37.0,3.5,-59.0,8.0,7.0,13.0,0.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,39.0,50.0,0.0,1,1
148,15,challenger,8.0,47.0,5.0,211.0,64.0,64.0,38.0,3.5,-59.0,8.0,7.0,13.0,0.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,41.0,51.0,0.0,1,1
149,15,challenger,8.0,47.0,5.0,214.0,65.0,65.0,38.0,3.5,-59.0,8.0,7.0,14.0,0.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,-53.0,41.0,52.0,0.0,1,1
150,15,challenger,8.0,48.0,5.0,218.0,66.0,66.0,38.0,3.5,-60.0,8.0,8.0,15.0,0.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,42.0,53.0,0.0,1,1
151,16,challenger,8.0,48.0,5.0,219.0,66.0,66.0,38.0,3.5,-60.0,8.0,8.0,15.0,0.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,42.0,53.0,0.0,1,1
