### EDITION III
  archive base  /Users/admin/Games/vendor/grim-dawn-edition-III-20260808/database/database.arz
    retaliationFearMax                             0
    retaliationFearMin                             0
    retaliationFearXOR                             False
    retaliationFireChance                          0
    retaliationFireGlobal                          False
    retaliationFireMax                             0
    retaliationFireMin                             0
    retaliationFireModifier                        0
    retaliationFireModifierChance                  0
    retaliationFireXOR                             False
    retaliationFreezeChance                        0
    retaliationFreezeGlobal                        False
    retaliationFreezeMax                           0
    retaliationFreezeMin                           0
    retaliationFreezeXOR                           False
    retaliationGlobalChance                        0
    retaliationLifeChance                          0
    retaliationLifeGlobal                          False
    retaliationLifeMax                             0
    retaliationLifeMin                             0
    retaliationLifeModifier                        0
    retaliationLifeModifierChance                  0
    retaliationLifeXOR                             False
    retaliationLightningChance                     0
    retaliationLightningGlobal                     False
    retaliationLightningMax                        0
    retaliationLightningMin                        0
    retaliationLightningModifier                   0
    retaliationLightningModifierChance             0
    retaliationLightningXOR                        False
    retaliationPercentCurrentLifeChance            0
    retaliationPercentCurrentLifeMax               0
    retaliationPercentCurrentLifeMin               0
    retaliationPercentCurrentLifeXOR               False
    retaliationPercentcurrentLifeGlobal            False
    retaliationPetrifyChance                       0
    retaliationPetrifyGlobal                       False
    retaliationPetrifyMax                          0
    retaliationPetrifyMin                          0
    retaliationPetrifyXOR                          False
    retaliationPhysicalChance                      0
    retaliationPhysicalGlobal                      False
    retaliationPhysicalMax                         0
    retaliationPhysicalMin                         0
    retaliationPhysicalModifier                    0
    retaliationPhysicalModifierChance              0
    retaliationPhysicalXOR                         False
    retaliationPierceChance                        0
    retaliationPierceGlobal                        False
    retaliationPierceMax                           0
    retaliationPierceMin                           0
    retaliationPierceModifier                      0
    retaliationPierceModifierChance                0
    retaliationPierceRatioChance                   0
    retaliationPierceRatioGlobal                   False
    retaliationPierceRatioMax                      0
    retaliationPierceRatioMin                      0
    retaliationPierceRatioModifier                 0
    retaliationPierceRatioModifierChance           0
    retaliationPierceRatioXOR                      False
    retaliationPierceXOR                           False
    retaliationPoisonChance                        0
    retaliationPoisonGlobal                        False
    retaliationPoisonMax                           0
    retaliationPoisonMin                           0
    retaliationPoisonModifier                      0
    retaliationPoisonModifierChance                0
    retaliationPoisonXOR                           False
    retaliationSleepChance                         0
    retaliationSleepGlobal                         False
    retaliationSleepMax                            0
    retaliationSleepMin                            0
    retaliationSleepModifier                       0
    retaliationSleepModifierChance                 0
    retaliationSleepXOR                            False
    retaliationSlowAttackSpeedChance               0
    retaliationSlowAttackSpeedDurationMax          0
    retaliationSlowAttackSpeedDurationMin          0
    retaliationSlowAttackSpeedDurationModifier     0
    retaliationSlowAttackSpeedDurationModifierChance 0
    retaliationSlowAttackSpeedGlobal               False
    retaliationSlowAttackSpeedMax                  0
    retaliationSlowAttackSpeedMin                  0
    retaliationSlowAttackSpeedModifier             0
    retaliationSlowAttackSpeedModifierChance       0
    retaliationSlowAttackSpeedXOR                  False
    retaliationSlowBleedingChance                  0
    retaliationSlowBleedingDurationMax             0
    retaliationSlowBleedingDurationMin             0
    retaliationSlowBleedingDurationModifier        0
    retaliationSlowBleedingDurationModifierChance  0
    retaliationSlowBleedingGlobal                  False
    retaliationSlowBleedingMax                     0
    retaliationSlowBleedingMin                     0
    retaliationSlowBleedingModifier                0
    retaliationSlowBleedingModifierChance          0
    retaliationSlowBleedingXOR                     False
    retaliationSlowColdChance                      0
    retaliationSlowColdDurationMax                 0
    retaliationSlowColdDurationMin                 0
    retaliationSlowColdDurationModifier            0
    retaliationSlowColdDurationModifierChance      0
    retaliationSlowColdGlobal                      False
    retaliationSlowColdMax                         0
    retaliationSlowColdMin                         0
    retaliationSlowColdModifier                    0
    retaliationSlowColdModifierChance              0
    retaliationSlowColdXOR                         False
    retaliationSlowDefensiveAbilityChance          0
    retaliationSlowDefensiveAbilityDurationMax     0
    retaliationSlowDefensiveAbilityDurationMin     0
    retaliationSlowDefensiveAbilityDurationModifier 0
    retaliationSlowDefensiveAbilityDurationModifierChance 0
    retaliationSlowDefensiveAbilityGlobal          False
    retaliationSlowDefensiveAbilityMax             0
    retaliationSlowDefensiveAbilityMin             0
    retaliationSlowDefensiveAbilityModifier        0
    retaliationSlowDefensiveAbilityModifierChance  0
    retaliationSlowDefensiveAbilityXOR             False
    retaliationSlowFireChance                      0
    retaliationSlowFireDurationMax                 0
    retaliationSlowFireDurationMin                 0
    retaliationSlowFireDurationModifier            0
    retaliationSlowFireDurationModifierChance      0
    retaliationSlowFireGlobal                      False
    retaliationSlowFireMax                         0
    retaliationSlowFireMin                         0
    retaliationSlowFireModifier                    0
    retaliationSlowFireModifierChance              0
    retaliationSlowFireXOR                         False
    retaliationSlowLifeChance                      0
    retaliationSlowLifeDurationMax                 0
    retaliationSlowLifeDurationMin                 0
    retaliationSlowLifeDurationModifier            0
    retaliationSlowLifeDurationModifierChance      0
    retaliationSlowLifeGlobal                      False
    retaliationSlowLifeLeachChance                 0
    retaliationSlowLifeLeachDurationMax            0
    retaliationSlowLifeLeachDurationMin            0
    retaliationSlowLifeLeachDurationModifier       0
    retaliationSlowLifeLeachDurationModifierChance 0
    retaliationSlowLifeLeachGlobal                 False
    retaliationSlowLifeLeachMax                    0
    retaliationSlowLifeLeachMin                    0
    retaliationSlowLifeLeachModifier               0
    retaliationSlowLifeLeachModifierChance         0
    retaliationSlowLifeLeachXOR                    False
    retaliationSlowLifeMax                         0
    retaliationSlowLifeMin                         0
    retaliationSlowLifeModifier                    0
    retaliationSlowLifeModifierChance              0
    retaliationSlowLifeXOR                         False
    retaliationSlowLightningChance                 0
    retaliationSlowLightningDurationMax            0
    retaliationSlowLightningDurationMin            0
    retaliationSlowLightningDurationModifier       0
    retaliationSlowLightningDurationModifierChance 0
    retaliationSlowLightningGlobal                 False
    retaliationSlowLightningMax                    0
    retaliationSlowLightningMin                    0
    retaliationSlowLightningModifier               0
    retaliationSlowLightningModifierChance         0
    retaliationSlowLightningXOR                    False
    retaliationSlowManaLeachChance                 0
    retaliationSlowManaLeachDurationMax            0
    retaliationSlowManaLeachDurationMin            0
    retaliationSlowManaLeachDurationModifier       0
    retaliationSlowManaLeachDurationModifierChance 0
    retaliationSlowManaLeachGlobal                 False
    retaliationSlowManaLeachMax                    0
    retaliationSlowManaLeachMin                    0
    retaliationSlowManaLeachModifier               0
    retaliationSlowManaLeachModifierChance         0
    retaliationSlowManaLeachXOR                    False
    retaliationSlowOffensiveAbilityChance          0
    retaliationSlowOffensiveAbilityDurationMax     0
    retaliationSlowOffensiveAbilityDurationMin     0
    retaliationSlowOffensiveAbilityDurationModifier 0
    retaliationSlowOffensiveAbilityDurationModifierChance 0
    retaliationSlowOffensiveAbilityGlobal          False
    retaliationSlowOffensiveAbilityMax             0
    retaliationSlowOffensiveAbilityMin             0
    retaliationSlowOffensiveAbilityModifier        0
    retaliationSlowOffensiveAbilityModifierChance  0
    retaliationSlowOffensiveAbilityXOR             False
    retaliationSlowOffensiveReductionChance        0
    retaliationSlowOffensiveReductionDurationMax   0
    retaliationSlowOffensiveReductionDurationMin   0
    retaliationSlowOffensiveReductionDurationModifier 0
    retaliationSlowOffensiveReductionDurationModifierChance 0
    retaliationSlowOffensiveReductionGlobal        False
    retaliationSlowOffensiveReductionMax           0
    retaliationSlowOffensiveReductionMin           0
    retaliationSlowOffensiveReductionModifier      0
    retaliationSlowOffensiveReductionModifierChance 0
    retaliationSlowOffensiveReductionXOR           False
    retaliationSlowPhysicalChance                  0
    retaliationSlowPhysicalDurationMax             0
    retaliationSlowPhysicalDurationMin             0
    retaliationSlowPhysicalDurationModifier        0
    retaliationSlowPhysicalDurationModifierChance  0
    retaliationSlowPhysicalGlobal                  False
    retaliationSlowPhysicalMax                     0
    retaliationSlowPhysicalMin                     0
    retaliationSlowPhysicalModifier                0
    retaliationSlowPhysicalModifierChance          0
    retaliationSlowPhysicalXOR                     False
    retaliationSlowPoisonChance                    0
    retaliationSlowPoisonDurationMax               0
    retaliationSlowPoisonDurationMin               0
    retaliationSlowPoisonDurationModifier          0
    retaliationSlowPoisonDurationModifierChance    0
    retaliationSlowPoisonGlobal                    False
    retaliationSlowPoisonMax                       0
    retaliationSlowPoisonMin                       0
    retaliationSlowPoisonModifier                  0
    retaliationSlowPoisonModifierChance            0
    retaliationSlowPoisonXOR                       False
    retaliationSlowRunSpeedChance                  0
    retaliationSlowRunSpeedDurationMax             0
    retaliationSlowRunSpeedDurationMin             0
    retaliationSlowRunSpeedDurationModifier        0
    retaliationSlowRunSpeedDurationModifierChance  0
    retaliationSlowRunSpeedGlobal                  False
    retaliationSlowRunSpeedMax                     0
    retaliationSlowRunSpeedMin                     0
    retaliationSlowRunSpeedModifier                0
    retaliationSlowRunSpeedModifierChance          0
    retaliationSlowRunSpeedXOR                     False
    retaliationStunChance                          0
    retaliationStunGlobal                          False
    retaliationStunMax                             0
    retaliationStunMin                             0
    retaliationStunModifier                        0
    retaliationStunModifierChance                  0
    retaliationStunXOR                             False
    retaliationTotalDamageGlobal                   False
    retaliationTotalDamageModifier                 0
    retaliationTotalDamageModifierChance           0
    retaliationTotalDamageXOR                      False
    retaliationTrapChance                          0
    retaliationTrapGlobal                          False
    retaliationTrapMax                             0
    retaliationTrapMin                             0
    retaliationTrapXOR                             False
    secondarySkillDistance                         1
    skillAllowsWarmUp                              True
    skillBaseDescription                           tagGDX2Class09SkillDescription04A
    skillConnectionOff                             [ui/skills/skillallocation/skills_connectoroffbranchup.tex, ui/skills/skillallocation/skills_connectortransmuteroffstub.tex, ui/skills/skillallocation/skills_connectoroffcenter.tex, ui/skills/skillallocation/skills_connectoroffcenter.tex, ui/skills/skillallocation/skills_connectoroffcenter.tex]  (n=5)
    skillConnectionOn                              [ui/skills/skillallocation/skills_connectoronbranchup.tex, ui/skills/skillallocation/skills_connectortransmuteronstub.tex, ui/skills/skillallocation/skills_connectoroncenter.tex, ui/skills/skillallocation/skills_connectoroncenter.tex, ui/skills/skillallocation/skills_connectoroncenter.tex]  (n=5)
    skillCooldownReduction                         0
    skillCooldownReductionModifier                 0
    skillCooldownTime                              3.6
    skillDisplayName                               tagGDX2Class09SkillName04A
    skillDownBitmapName                            ui/skills/icons/class09/skillicon_viremight1down.tex
    skillHitSound                                  records/sounds/skillsounds/class09/spak_viremight_hit01.dbr
    skillManaCost                                  [22, 26, 30, 34, 38, 42, 46, 50, 54, 58, 62, 66, 70, 74, 78, 82, 86, 90, 94, 98, 102, 106, 110, 114, 118, 122]  (n=26)
    skillManaCostReduction                         0
    skillManaCostReductionModifier                 0
    skillMasteryLevelRequired                      0
    skillMaxLevel                                  16
    skillSpecialAnimationName                      Rush
    skillTargetRadius                              2.2
    skillTier                                      3
    skillUltimateLevel                             26
    skillUpBitmapName                              ui/skills/icons/class09/skillicon_viremight1up.tex
    skillWarmUpSound                               records/sounds/skillsounds/class09/spak_viremight_cast01.dbr
    targetFxPakName                                records/fx/skillclass09/viremight_hit02_fxpak.dbr
    targetingMode                                  Point
    templateName                                   database/templates/skill_attackpathcharge.tpl
    timeBetweenAttacks                             100
    unarmedOnly                                    False
    warmUpEffectAttachPoint                        Upper Body
    warmUpEffectName                               records/fx/skillclass09/viremight_warmuploop_fx01.dbr
    waveDistance                                   12
    weaponDamagePct                                [110, 125, 140, 155, 170, 185, 200, 215, 230, 245, 260, 275, 290, 305, 320, 335, 343, 351, 359, 367, 375, 383, 391, 399, 407, 415]  (n=26)

--- records/skills/playerclass01/warcry1.dbr
  [base] rtype=Skill_AttackRadius  fields=298
    Axe                                            False
    Class                                          Skill_AttackRadius
    Mace                                           False
    Magical                                        False
    Shield                                         False
    Spear                                          False
    Staff                                          False
    Sword                                          False
    cameraShakeAmplitude                           0.12
    distanceProfile                                Short
    dualWieldOnly                                  False
    excludeRacialDamage                            True
    exclusiveSkill                                 False
    instantCast                                    True
    isPetDisplayable                               False
    offensiveAetherChance                          0
    offensiveAetherGlobal                          False
    offensiveAetherMax                             0
    offensiveAetherMin                             0
    offensiveAetherModifier                        0
    offensiveAetherModifierChance                  0
    offensiveAetherXOR                             False
    offensiveChaosChance                           0
    offensiveChaosGlobal                           False
    offensiveChaosMax                              0
    offensiveChaosMin                              0
    offensiveChaosModifier                         0
    offensiveChaosModifierChance                   0
    offensiveChaosXOR                              False
    offensiveColdChance                            0
    offensiveColdGlobal                            False
    offensiveColdMax                               0
    offensiveColdMin                               0
    offensiveColdModifier                          0
    offensiveColdModifierChance                    0
    offensiveColdXOR                               False
    offensiveConfusionChance                       0
    offensiveConfusionGlobal                       False
    offensiveConfusionMax                          0
    offensiveConfusionMin                          0
    offensiveConfusionXOR                          False
    offensiveConvertChance                         0
    offensiveConvertGlobal                         False
    offensiveConvertMax                            0
    offensiveConvertMin                            0
    offensiveConvertXOR                            False
    offensiveFearGlobal                            False
    offensiveFearXOR                               False
    offensiveFireChance                            0
    offensiveFireGlobal                            False
    offensiveFireMax                               0
    offensiveFireMin                               0
    offensiveFireModifier                          0
    offensiveFireModifierChance                    0
    offensiveFireXOR                               False
    offensiveGlobalChance                          0
    offensiveKnockdownChance                       0
    offensiveKnockdownGlobal                       False
    offensiveKnockdownMax                          0
    offensiveKnockdownMin                          0
    offensiveKnockdownModifier                     0
    offensiveKnockdownModifierChance               0
    offensiveKnockdownXOR                          False
    offensiveLifeChance                            0
    offensiveLifeGlobal                            False
    offensiveLifeMax                               0
    offensiveLifeMin                               0
    offensiveLifeModifier                          0
    offensiveLifeModifierChance                    0
    offensiveLifeXOR                               False
    offensiveLightningChance                       0
    offensiveLightningGlobal                       False
    offensiveLightningMax                          0
    offensiveLightningMin                          0
    offensiveLightningModifier                     0
    offensiveLightningModifierChance               0
    offensiveLightningXOR                          False
    offensivePercentCurrentLifeChance              0
    offensivePercentCurrentLifeGlobal              False
    offensivePercentCurrentLifeMax                 0
    offensivePercentCurrentLifeMin                 33
    offensivePercentCurrentLifeXOR                 False
    offensivePhysicalChance                        0
    offensivePhysicalGlobal                        False
    offensivePhysicalMax                           0
    offensivePhysicalMin                           0
    offensivePhysicalModifier                      0
    offensivePhysicalModifierChance                0
    offensivePhysicalXOR                           False
    offensivePierceChance                          0
    offensivePierceGlobal                          False
    offensivePierceMax                             0
    offensivePierceMin                             0
    offensivePierceModifier                        0
    offensivePierceModifierChance                  0
    offensivePierceRatioChance                     0
    offensivePierceRatioGlobal                     False
    offensivePierceRatioMax                        0
    offensivePierceRatioMin                        0
    offensivePierceRatioModifier                   0
    offensivePierceRatioModifierChance             0
    offensivePierceRatioXOR                        False
    offensivePierceXOR                             False
    offensivePoisonChance                          0
    offensivePoisonGlobal                          False
    offensivePoisonMax                             0
    offensivePoisonMin                             0
    offensivePoisonModifier                        0
    offensivePoisonModifierChance                  0
    offensivePoisonXOR                             False
    offensiveSlowAttackSpeedChance                 0
    offensiveSlowAttackSpeedDurationMax            0
    offensiveSlowAttackSpeedDurationMin            0
    offensiveSlowAttackSpeedDurationModifier       0
    offensiveSlowAttackSpeedGlobal                 False
    offensiveSlowAttackSpeedMax                    0
    offensiveSlowAttackSpeedMin                    0
    offensiveSlowAttackSpeedModifier               0
    offensiveSlowAttackSpeedModifierChance         0
    offensiveSlowAttackSpeedXOR                    False
    offensiveSlowBleedingChance                    0
    offensiveSlowBleedingDurationMax               0
    offensiveSlowBleedingDurationMin               0
    offensiveSlowBleedingDurationModifier          0
    offensiveSlowBleedingGlobal                    False
    offensiveSlowBleedingMax                       0
    offensiveSlowBleedingMin                       0
    offensiveSlowBleedingModifier                  0
    offensiveSlowBleedingModifierChance            0
    offensiveSlowBleedingXOR                       False
    offensiveSlowColdChance                        0
    offensiveSlowColdDurationMax                   0
    offensiveSlowColdDurationMin                   0
    offensiveSlowColdDurationModifier              0
    offensiveSlowColdGlobal                        False
    offensiveSlowColdMax                           0
    offensiveSlowColdMin                           0
    offensiveSlowColdModifier                      0
    offensiveSlowColdModifierChance                0
    offensiveSlowColdXOR                           False
    offensiveSlowDefensiveAbilityChance            0
    offensiveSlowDefensiveAbilityDurationMax       0
    offensiveSlowDefensiveAbilityDurationMin       0
    offensiveSlowDefensiveAbilityDurationModifier  0
    offensiveSlowDefensiveAbilityGlobal            False
    offensiveSlowDefensiveAbilityMax               0
    offensiveSlowDefensiveAbilityMin               0
    offensiveSlowDefensiveAbilityModifier          0
    offensiveSlowDefensiveAbilityModifierChance    0
    offensiveSlowDefensiveAbilityXOR               False
    offensiveSlowDefensiveReductionChance          0
    offensiveSlowDefensiveReductionDurationMax     0
    offensiveSlowDefensiveReductionDurationMin     0
    offensiveSlowDefensiveReductionDurationModifier 0
    offensiveSlowDefensiveReductionGlobal          False
    offensiveSlowDefensiveReductionMax             0
    offensiveSlowDefensiveReductionMin             0
    offensiveSlowDefensiveReductionModifier        0
    offensiveSlowDefensiveReductionModifierChance  0
    offensiveSlowDefensiveReductionXOR             False
    offensiveSlowFireChance                        0
    offensiveSlowFireDurationMax                   0
    offensiveSlowFireDurationMin                   0
    offensiveSlowFireDurationModifier              0
    offensiveSlowFireGlobal                        False
    offensiveSlowFireMax                           0
    offensiveSlowFireMin                           0
    offensiveSlowFireModifier                      0
    offensiveSlowFireModifierChance                0
    offensiveSlowFireXOR                           False
    offensiveSlowLifeChance                        0
    offensiveSlowLifeDurationMax                   0
    offensiveSlowLifeDurationMin                   0
    offensiveSlowLifeDurationModifier              0
    offensiveSlowLifeGlobal                        False
    offensiveSlowLifeLeachChance                   0
    offensiveSlowLifeLeachDurationMax              0
    offensiveSlowLifeLeachDurationMin              0
    offensiveSlowLifeLeachDurationModifier         0
    offensiveSlowLifeLeachGlobal                   False
    offensiveSlowLifeLeachMax                      0
    offensiveSlowLifeLeachMin                      0
    offensiveSlowLifeLeachModifier                 0
    offensiveSlowLifeLeachModifierChance           0
    offensiveSlowLifeLeachXOR                      False
    offensiveSlowLifeMax                           0
    offensiveSlowLifeMin                           0
    offensiveSlowLifeModifier                      0
    offensiveSlowLifeModifierChance                0
    offensiveSlowLifeXOR                           False
    offensiveSlowLightningChance                   0
    offensiveSlowLightningDurationMax              0
    offensiveSlowLightningDurationMin              0
    offensiveSlowLightningDurationModifier         0
    offensiveSlowLightningGlobal                   False
    offensiveSlowLightningMax                      0
    offensiveSlowLightningMin                      0
    offensiveSlowLightningModifier                 0
    offensiveSlowLightningModifierChance           0
    offensiveSlowLightningXOR                      False
    offensiveSlowManaLeachChance                   0
    offensiveSlowManaLeachDurationMax              0
    offensiveSlowManaLeachDurationMin              0
    offensiveSlowManaLeachDurationModifier         0
    offensiveSlowManaLeachGlobal                   False
    offensiveSlowManaLeachMax                      0
    offensiveSlowManaLeachMin                      0
    offensiveSlowManaLeachModifier                 0
    offensiveSlowManaLeachModifierChance           0
    offensiveSlowManaLeachXOR                      False
    offensiveSlowOffensiveAbilityChance            0
    offensiveSlowOffensiveAbilityDurationMax       0
    offensiveSlowOffensiveAbilityDurationMin       0
    offensiveSlowOffensiveAbilityDurationModifier  0
    offensiveSlowOffensiveAbilityGlobal            False
    offensiveSlowOffensiveAbilityMax               0
    offensiveSlowOffensiveAbilityMin               0
    offensiveSlowOffensiveAbilityModifier          0
    offensiveSlowOffensiveAbilityModifierChance    0
    offensiveSlowOffensiveAbilityXOR               False
    offensiveSlowOffensiveReductionChance          0
    offensiveSlowOffensiveReductionDurationMax     0
    offensiveSlowOffensiveReductionDurationMin     0
    offensiveSlowOffensiveReductionDurationModifier 0
    offensiveSlowOffensiveReductionGlobal          False
    offensiveSlowOffensiveReductionMax             0
    offensiveSlowOffensiveReductionMin             0
    offensiveSlowOffensiveReductionModifier        0
    offensiveSlowOffensiveReductionModifierChance  0
    offensiveSlowOffensiveReductionXOR             False
    offensiveSlowPhysicalChance                    0
    offensiveSlowPhysicalDurationMax               0
    offensiveSlowPhysicalDurationMin               0
    offensiveSlowPhysicalDurationModifier          0
    offensiveSlowPhysicalGlobal                    False
    offensiveSlowPhysicalMax                       0
    offensiveSlowPhysicalMin                       0
    offensiveSlowPhysicalModifier                  0
    offensiveSlowPhysicalModifierChance            0
    offensiveSlowPhysicalXOR                       False
    offensiveSlowPoisonChance                      0
    offensiveSlowPoisonDurationMax                 0
    offensiveSlowPoisonDurationMin                 0
    offensiveSlowPoisonDurationModifier            0
    offensiveSlowPoisonGlobal                      False
    offensiveSlowPoisonMax                         0
    offensiveSlowPoisonMin                         0
    offensiveSlowPoisonModifier                    0
    offensiveSlowPoisonModifierChance              0
    offensiveSlowPoisonXOR                         False
    offensiveSlowRunSpeedChance                    0
    offensiveSlowRunSpeedDurationMax               0
    offensiveSlowRunSpeedDurationMin               0
    offensiveSlowRunSpeedDurationModifier          0
    offensiveSlowRunSpeedGlobal                    False
    offensiveSlowRunSpeedMax                       0
    offensiveSlowRunSpeedMin                       0
    offensiveSlowRunSpeedModifier                  0
    offensiveSlowRunSpeedModifierChance            0
    offensiveSlowRunSpeedXOR                       False
    offensiveStunChance                            0
    offensiveStunGlobal                            False
    offensiveStunMax                               0
    offensiveStunMin                               0
    offensiveStunModifier                          0
    offensiveStunModifierChance                    0
    offensiveStunXOR                               False
    offensiveTauntChance                           0
    offensiveTauntGlobal                           False
    offensiveTauntMax                              0
    offensiveTauntMin                              100
    offensiveTauntXOR                              False
    offensiveTotalDamageReductionPercentDurationMin 5
    offensiveTotalDamageReductionPercentMin        [2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]  (n=22)
    playSpecialAttackSound1                        True
    radiusEffectName                               [records/fx/skillclass01/warcry1_radius_fxpak01.dbr, records/fx/skillclass01/warcry1_radius_fxpak01.dbr, records/fx/skillclass01/warcry1_radius_fxpak01.dbr, records/fx/skillclass01/warcry2_radius_fxpak01.dbr, records/fx/skillclass01/warcry2_radius_fxpak01.dbr, records/fx/skillclass01/warcry2_radius_fxpak01.dbr, records/fx/skillclass01/warcry2_radius_fxpak01.dbr, records/fx/skillclass01/warcry3_radius_fxpak01.dbr, records/fx/skillclass01/warcry3_radius_fxpak01.dbr, records/fx/skillclass01/warcry3_radius_fxpak01.dbr, records/fx/skillclass01/warcry3_radius_fxpak01.dbr, records/fx/skillclass01/warcry4_radius_fxpak01.dbr, records/fx/skillclass01/warcry4_radius_fxpak01.dbr, records/fx/skillclass01/warcry4_radius_fxpak01.dbr, records/fx/skillclass01/warcry4_radius_fxpak01.dbr, records/fx/skillclass01/warcry4_radius_fxpak01.dbr, records/fx/skillclass01/warcry4_radius_fxpak01.dbr, records/fx/skillclass01/warcry4_radius_fxpak01.dbr, records/fx/skillclass01/warcry4_radius_fxpak01.dbr, records/fx/skillclass01/warcry4_radius_fxpak01.dbr, records/fx/skillclass01/warcry4_radius_fxpak01.dbr, records/fx/skillclass01/warcry4_radius_fxpak01.dbr]  (n=22)
    skillBaseDescription                           tagClass01SkillDescription04A
    skillConnectionOff                             [ui/skills/skillallocation/skills_connectoroffbranchdown.tex, ui/skills/skillallocation/skills_connectortransmuteroffstub.tex, ui/skills/skillallocation/skills_connectoroffcenter.tex, ui/skills/skillallocation/skills_connectoroffcenter.tex]  (n=4)
    skillConnectionOn                              [ui/skills/skillallocation/skills_connectoronbranchdown.tex, ui/skills/skillallocation/skills_connectortransmuteronstub.tex, ui/skills/skillallocation/skills_connectoroncenter.tex, ui/skills/skillallocation/skills_connectoroncenter.tex]  (n=4)
    skillCooldownReduction                         0
    skillCooldownReductionModifier                 0
    skillCooldownTime                              7.5
    skillDisplayName                               tagClass01SkillName04A
    skillDownBitmapName                            ui/skills/icons/class01/skillicon_battlefury_down.tex
    skillHitSound                                  records/sounds/skillsounds/class01/spak_warcry_gust01.dbr
    skillManaCost                                  [20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62]  (n=22)
    skillManaCostReduction                         0
    skillManaCostReductionModifier                 0
    skillMasteryLevelRequired                      0
    skillMaxLevel                                  12
    skillSpecialAnimationName                      Warcry
    skillTargetRadius                              [5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 16.2, 16.4, 16.6, 16.8, 17, 17.2, 17.4, 17.6, 17.8, 18]  (n=22)
    skillTier                                      5
    skillUltimateLevel                             22
    skillUpBitmapName                              ui/skills/icons/class01/skillicon_battlefury_up.tex
    targetFxPakName                                records/fx/skillclass01/weaponpool01_fxpak.dbr
    templateName                                   database/templates/skill_attackradius.tpl
    unarmedOnly                                    False

--- records/skills/playerclass09/ascension1.dbr
  [gdx2] rtype=Skill_BuffSelfDuration  fields=660
    Axe                                            False
    Class                                          Skill_BuffSelfDuration
    Mace                                           False
    Magical                                        False
    Ranged1h                                       False
    Ranged2h                                       False
    Shield                                         False
    Spear                                          False
    Staff                                          False
    Sword                                          False
    bleedingDamageQualifier                        False
    cameraShakeAmplitude                           0.12
    charFxPakSelfNames                             records/fx/skillclass09/ascension_loop_chfxpak01.dbr
    characterAttackSpeed                           0
    characterAttackSpeedModifier                   0
    characterBaseAttackSpeedTag                    CharacterAttackSpeedAverage
    characterDefensiveAbility                      0
    characterDefensiveAbilityModifier              0
    characterDexterity                             0
    characterDexterityModifier                     0
    characterIntelligence                          0
    characterIntelligenceModifier                  0
    characterLife                                  0
    characterLifeModifier                          0
    characterLifeRegenModifier                     0
    characterLightRadius                           0
    characterMana                                  0
    characterManaLimitReserve                      0
    characterManaLimitReserveModifier              0
    characterManaLimitReserveReduction             0
    characterManaLimitReserveReductionModifier     0
    characterManaModifier                          0
    characterManaRegen                             0
    characterManaRegenModifier                     0
    characterOffensiveAbility                      0
    characterOffensiveAbilityModifier              0
    characterRunSpeed                              0
    characterRunSpeedJitter                        0
    characterRunSpeedModifier                      0
    characterSpellCastSpeed                        0
    characterSpellCastSpeedModifier                0
    characterStrength                              0
    characterStrengthModifier                      0
    coldDamageQualifier                            False
    damageAbsorption                               [20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 142, 154, 166, 178, 190, 207, 224, 241, 258, 290]  (n=22)
    defensiveAbsorption                            0
    defensiveAbsorptionChance                      0
    defensiveAbsorptionModifier                    0
    defensiveAbsorptionModifierChance              0
    defensiveAether                                0
    defensiveAetherChance                          0
    defensiveAetherDuration                        0
    defensiveAetherDurationChance                  0
    defensiveAetherDurationModifier                0
    defensiveAetherDurationModifierChance          0
    defensiveAetherModifier                        0
    defensiveAetherModifierChance                  0
    defensiveChaos                                 0
    defensiveChaosChance                           0
    defensiveChaosDuration                         0
    defensiveChaosDurationChance                   0
    defensiveChaosDurationModifier                 0
    defensiveChaosDurationModifierChance           0
    defensiveChaosModifier                         0
    defensiveChaosModifierChance                   0
    defensiveCold                                  0
    defensiveColdChance                            0
    defensiveColdDurationChance                    0
    defensiveColdDurationModifier                  0
    defensiveColdDurationModifierChance            0
    defensiveColdModifier                          0
    defensiveColdModifierChance                    0
    defensiveFire                                  0
    defensiveFireChance                            0
    defensiveFireDurationChance                    0
    defensiveFireDurationModifier                  0
    defensiveFireDurationModifierChance            0
    defensiveFireModifier                          0
    defensiveFireModifierChance                    0
    defensiveKnockdown                             0
    defensiveKnockdownChance                       0
    defensiveKnockdownModifier                     0
    defensiveKnockdownModifierChance               0
    defensiveLife                                  0
    defensiveLifeChance                            0
    defensiveLifeDurationChance                    0
    defensiveLifeDurationModifier                  0
    defensiveLifeDurationModifierChance            0
    defensiveLifeModifier                          0
    defensiveLifeModifierChance                    0
    defensiveLightning                             0
    defensiveLightningChance                       0
    defensiveLightningDurationChance               0
    defensiveLightningDurationModifier             0
    defensiveLightningDurationModifierChance       0
    defensiveLightningModifier                     0
    defensiveLightningModifierChance               0
    defensivePhysical                              0
    defensivePhysicalChance                        0
    defensivePhysicalDurationChance                0
    defensivePhysicalDurationChanceModifier        0
