chain_id,tick_idx,t_s,frame,gap_frames,magnitude_hp,implied_rate_hp_per_s
110,0,2085.2333,125114,,122,1220.0
110,1,2085.3500,125121,7,120,1200.0
110,2,2085.4500,125127,6,122,1220.0
110,3,2085.5500,125133,6,120,1200.0
110,4,2085.6500,125139,6,120,1200.0
110,5,2085.7500,125145,6,122,1220.0
110,6,2085.8500,125151,6,119,1190.0
110,7,2085.9667,125158,7,120,1200.0
111,0,2101.5500,126093,,44,440.0
111,1,2101.6500,126099,6,11,110.0
111,2,2101.7333,126104,5,298,2980.0
111,3,2101.8500,126111,7,11,110.0
111,4,2101.9500,126117,6,11,110.0
111,5,2102.0500,126123,6,11,110.0
112,0,2115.9667,126958,,58,580.0
112,1,2116.0667,126964,6,58,580.0
112,2,2116.1667,126970,6,58,580.0
112,3,2116.2833,126977,7,58,580.0
112,4,2116.3833,126983,6,58,580.0
112,5,2116.4833,126989,6,58,580.0
112,6,2116.5833,126995,6,58,580.0
112,7,2116.7000,127002,7,58,580.0
112,8,2116.8000,127008,6,58,580.0
112,9,2116.9000,127014,6,59,590.0
112,10,2117.0000,127020,6,57,570.0
112,11,2117.1167,127027,7,57,570.0
112,12,2117.2167,127033,6,58,580.0
113,0,2117.2333,127034,,1515,15150.0
113,1,2117.3167,127039,5,57,570.0
113,2,2117.4167,127045,6,59,590.0
113,3,2117.5333,127052,7,59,590.0
113,4,2117.6333,127058,6,59,590.0
113,5,2117.7333,127064,6,59,590.0
113,6,2117.8333,127070,6,59,590.0
113,7,2117.9500,127077,7,64,640.0
113,8,2118.0500,127083,6,10,100.0
114,0,2118.8833,127133,,45,450.0
114,1,2118.9833,127139,6,44,440.0
114,2,2119.0833,127145,6,44,440.0
114,3,2119.2000,127152,7,46,460.0
114,4,2119.3000,127158,6,46,460.0
114,5,2119.4000,127164,6,46,460.0
114,6,2119.5000,127170,6,46,460.0
115,0,2121.6667,127300,,41,410.0
115,1,2121.7667,127306,6,41,410.0
115,2,2121.8667,127312,6,41,410.0
115,3,2121.9833,127319,7,41,410.0
115,4,2122.0833,127325,6,41,410.0
115,5,2122.1833,127331,6,41,410.0
115,6,2122.2833,127337,6,41,410.0
115,7,2122.3833,127343,6,41,410.0
115,8,2122.5000,127350,7,63,630.0
116,0,2124.4667,127468,,63,630.0
116,1,2124.5833,127475,7,40,400.0
116,2,2124.6833,127481,6,39,390.0
116,3,2124.7833,127487,6,39,390.0
116,4,2124.8833,127493,6,39,390.0
116,5,2125.0000,127500,7,41,410.0
116,6,2125.1000,127506,6,39,390.0
117,0,2130.0667,127804,,3599,35990.0
117,1,2130.1667,127810,6,29,290.0
117,2,2130.2667,127816,6,29,290.0
117,3,2130.3667,127822,6,29,290.0
117,4,2130.4833,127829,7,31,310.0
117,5,2130.5833,127835,6,31,310.0
117,6,2130.6833,127841,6,31,310.0
117,7,2130.7833,127847,6,31,310.0
117,8,2130.9000,127854,7,31,310.0
117,9,2131.0000,127860,6,31,310.0
117,10,2131.1000,127866,6,31,310.0
117,11,2131.2000,127872,6,31,310.0
117,12,2131.3167,127879,7,31,310.0
117,13,2131.4167,127885,6,19785,197850.0
117,14,2131.5167,127891,6,10,100.0
117,15,2131.6167,127897,6,10,100.0
117,16,2131.7167,127903,6,2001,20010.0
118,0,2131.7333,127904,,28,280.0
118,1,2131.8333,127910,6,29,290.0
118,2,2131.9333,127916,6,29,290.0
118,3,2132.0333,127922,6,28,280.0
118,4,2132.1500,127929,7,29,290.0
118,5,2132.2500,127935,6,19806,198060.0
118,6,2132.3500,127941,6,19806,198060.0
118,7,2132.4500,127947,6,31,310.0
118,8,2132.5667,127954,7,31,310.0
118,9,2132.6667,127960,6,31,310.0
118,10,2132.7667,127966,6,31,310.0
118,11,2132.8667,127972,6,31,310.0
118,12,2132.9833,127979,7,19806,198060.0
118,13,2133.0833,127985,6,19806,198060.0
118,14,2133.1833,127991,6,31,310.0
118,15,2133.2833,127997,6,31,310.0
118,16,2133.3833,128003,6,31,310.0
118,17,2133.5000,128010,7,31,310.0
118,18,2133.6000,128016,6,31,310.0
118,19,2133.7000,128022,6,31,310.0
119,0,2134.0167,128041,,29,290.0
119,1,2134.1167,128047,6,29,290.0
119,2,2134.2167,128053,6,28,280.0
119,3,2134.3333,128060,7,29,290.0
119,4,2134.4333,128066,6,29,290.0
119,5,2134.5333,128072,6,29,290.0
119,6,2134.6333,128078,6,29,290.0
119,7,2134.7500,128085,7,29,290.0
119,8,2134.8500,128091,6,29,290.0
119,9,2134.9500,128097,6,28,280.0
119,10,2135.0500,128103,6,29,290.0
119,11,2135.1667,128110,7,28,280.0
119,12,2135.2667,128116,6,29,290.0
119,13,2135.3667,128122,6,1215,12150.0
120,0,2139.3333,128360,,29,290.0
120,1,2139.4333,128366,6,28,280.0
120,2,2139.5333,128372,6,29,290.0
120,3,2139.6333,128378,6,28,280.0
120,4,2139.7500,128385,7,29,290.0
120,5,2139.8500,128391,6,29,290.0
120,6,2139.9500,128397,6,29,290.0
120,7,2140.0500,128403,6,29,290.0
121,0,2140.8833,128453,,31,310.0
121,1,2141.0000,128460,7,29,290.0
121,2,2141.1000,128466,6,29,290.0
121,3,2141.2000,128472,6,29,290.0
121,4,2141.3000,128478,6,29,290.0
121,5,2141.4167,128485,7,29,290.0
121,6,2141.5167,128491,6,29,290.0
