record,char_level,base_life,life_passive_pct,passive_sources,ehp_w151,ehp_w160,ehp_w170
records/creatures/enemies/devotion/skeletalgolem_h02.dbr,107,51898.8923,111.0,armorbase04.dbr[106]=111.0,569330,578672,589052
records/creatures/enemies/devotion/skeletalgolem_h02.dbr,108,52627.8631,121.0,armorbase04.dbr[107]=121.0,582590,592063,602589
records/creatures/enemies/devotion/skeletalgolem_h03.dbr,107,51898.8923,111.0,armorbase04.dbr[106]=111.0,569330,578672,589052
records/creatures/enemies/devotion/skeletalgolem_h03.dbr,108,52627.8631,121.0,armorbase04.dbr[107]=121.0,582590,592063,602589
records/creatures/enemies/devotion/skeletalgolem_h04.dbr,107,51898.8923,111.0,armorbase04.dbr[106]=111.0,569330,578672,589052
records/creatures/enemies/devotion/skeletalgolem_h04.dbr,108,52627.8631,121.0,armorbase04.dbr[107]=121.0,582590,592063,602589
records/creatures/enemies/devotion/skeletalgolem_h05.dbr,107,51898.8923,111.0,armorbase04.dbr[106]=111.0,569330,578672,589052
records/creatures/enemies/devotion/skeletalgolem_h05.dbr,108,52627.8631,121.0,armorbase04.dbr[107]=121.0,582590,592063,602589
records/creatures/enemies/devotion/skeleton_h01.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/devotion/skeleton_h01.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/devotion/skeleton_h02.dbr,107,25024.4009,111.0,armorbase03.dbr[106]=111.0,274517,279022,284026
records/creatures/enemies/devotion/skeleton_h02.dbr,108,25376.3097,121.0,armorbase03.dbr[107]=121.0,280915,285483,290558
records/creatures/enemies/devotion/skeleton_h03.dbr,107,57998.5994,111.0,armorbase04.dbr[106]=111.0,636244,646684,658284
records/creatures/enemies/devotion/skeleton_h03.dbr,108,58813.2796,121.0,armorbase04.dbr[107]=121.0,651063,661649,673412
records/creatures/enemies/devotion/skeleton_h04.dbr,107,40359.8493,111.0,armorbase04.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/devotion/skeleton_h04.dbr,108,40927.2425,121.0,armorbase04.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/devotion/skeleton_h05.dbr,107,40359.8493,111.0,armorbase04.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/devotion/skeleton_h05.dbr,108,40927.2425,121.0,armorbase04.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/devotion/skeleton_h06.dbr,107,40359.8493,111.0,armorbase04.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/devotion/skeleton_h06.dbr,108,40927.2425,121.0,armorbase04.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/devotion/skeleton_h07.dbr,107,51898.8923,111.0,armorbase04.dbr[106]=111.0,569330,578672,589052
records/creatures/enemies/devotion/skeleton_h07.dbr,108,52627.8631,121.0,armorbase04.dbr[107]=121.0,582590,592063,602589
records/creatures/enemies/devotion/skeleton_h08.dbr,107,51898.8923,111.0,armorbase03.dbr[106]=111.0,569330,578672,589052
records/creatures/enemies/devotion/skeleton_h08.dbr,108,52627.8631,121.0,armorbase03.dbr[107]=121.0,582590,592063,602589
records/creatures/enemies/devotion/skeleton_h09.dbr,107,40359.8493,111.0,armorbase04.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/devotion/skeleton_h09.dbr,108,40927.2425,121.0,armorbase04.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/devotion/skeleton_h10.dbr,107,51898.8923,111.0,armorbase03.dbr[106]=111.0,569330,578672,589052
records/creatures/enemies/devotion/skeleton_h10.dbr,108,52627.8631,121.0,armorbase03.dbr[107]=121.0,582590,592063,602589
records/creatures/enemies/devotion/slith_h01.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/devotion/slith_h01.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/devotion/slith_h02.dbr,107,25024.4009,111.0,armorbase03.dbr[106]=111.0,274517,279022,284026
records/creatures/enemies/devotion/slith_h02.dbr,108,25376.3097,121.0,armorbase03.dbr[107]=121.0,280915,285483,290558
records/creatures/enemies/devotion/slith_h03.dbr,107,51868.8923,111.0,armorbase03.dbr[106]=111.0,569001,578338,588711
records/creatures/enemies/devotion/slith_h03.dbr,108,52597.8631,121.0,armorbase03.dbr[107]=121.0,582258,591725,602245
records/creatures/enemies/devotion/slith_h04.dbr,107,25024.4009,111.0,armorbase03.dbr[106]=111.0,274517,279022,284026
records/creatures/enemies/devotion/slith_h04.dbr,108,25376.3097,121.0,armorbase03.dbr[107]=121.0,280915,285483,290558
records/creatures/enemies/devotion/slith_h05.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/devotion/slith_h05.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/devotion/slith_h06.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/devotion/slith_h06.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/devotion/slith_h07.dbr,107,40359.8493,96.0,armorbase02.dbr[106]=96.0,436693,443958,452030
records/creatures/enemies/devotion/slith_h07.dbr,108,40927.2425,102.0,armorbase02.dbr[107]=102.0,445288,452655,460840
records/creatures/enemies/devotion/slith_h08.dbr,107,51898.8923,96.0,armorbase02.dbr[106]=96.0,561546,570887,581267
records/creatures/enemies/devotion/slith_h08.dbr,108,52627.8631,102.0,armorbase02.dbr[107]=102.0,572591,582064,592589
records/creatures/enemies/devotion/spider_cave_h01.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/devotion/spider_cave_h01.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/devotion/spider_cave_h02.dbr,107,29864.0484,111.0,armorbase03.dbr[106]=111.0,327608,332984,338956
records/creatures/enemies/devotion/spider_cave_h02.dbr,108,30283.9609,121.0,armorbase03.dbr[107]=121.0,335243,340694,346751
records/creatures/enemies/devotion/spider_cave_h03.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/devotion/spider_cave_h03.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/devotion/statue_h01.dbr,107,51898.8923,111.0,armorbase04.dbr[106]=111.0,569330,578672,589052
records/creatures/enemies/devotion/statue_h01.dbr,108,52627.8631,121.0,armorbase04.dbr[107]=121.0,582590,592063,602589
records/creatures/enemies/devotion/statue_h02.dbr,107,51898.8923,111.0,armorbase04.dbr[106]=111.0,569330,578672,589052
records/creatures/enemies/devotion/statue_h02.dbr,108,52627.8631,121.0,armorbase04.dbr[107]=121.0,582590,592063,602589
records/creatures/enemies/devotion/statue_h03.dbr,107,51898.8923,111.0,armorbase04.dbr[106]=111.0,569330,578672,589052
records/creatures/enemies/devotion/statue_h03.dbr,108,52627.8631,121.0,armorbase04.dbr[107]=121.0,582590,592063,602589
records/creatures/enemies/devotion/statue_h04.dbr,107,51898.8923,111.0,armorbase04.dbr[106]=111.0,569330,578672,589052
records/creatures/enemies/devotion/statue_h04.dbr,108,52627.8631,121.0,armorbase04.dbr[107]=121.0,582590,592063,602589
records/creatures/enemies/devotion/swampcrab_h01.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/devotion/swampcrab_h01.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/devotion/swampcrab_h02.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/devotion/swampcrab_h02.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/devotion/swampcrab_h03.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/devotion/swampcrab_h03.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/devotion/swampcrab_h04.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/devotion/swampcrab_h04.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/devotion/swampgolem_h01.dbr,107,51898.8923,111.0,armorbase04.dbr[106]=111.0,569330,578672,589052
records/creatures/enemies/devotion/swampgolem_h01.dbr,108,52627.8631,121.0,armorbase04.dbr[107]=121.0,582590,592063,602589
records/creatures/enemies/devotion/swampgolem_h02.dbr,107,40359.8493,111.0,armorbase04.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/devotion/swampgolem_h02.dbr,108,40927.2425,121.0,armorbase04.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/devotion/swampgolem_h03.dbr,107,51898.8923,111.0,armorbase04.dbr[106]=111.0,569330,578672,589052
records/creatures/enemies/devotion/swampgolem_h03.dbr,108,52627.8631,121.0,armorbase04.dbr[107]=121.0,582590,592063,602589
records/creatures/enemies/devotion/swampgolem_h04.dbr,107,51898.8923,111.0,armorbase04.dbr[106]=111.0,569330,578672,589052
records/creatures/enemies/devotion/swampgolem_h04.dbr,108,52627.8631,121.0,armorbase04.dbr[107]=121.0,582590,592063,602589
records/creatures/enemies/devotion/viper_h01.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/devotion/viper_h01.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/devotion/viper_h02.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/devotion/viper_h02.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/devotion/viper_h03.dbr,107,29864.0484,111.0,armorbase03.dbr[106]=111.0,327608,332984,338956
records/creatures/enemies/devotion/viper_h03.dbr,108,30283.9609,121.0,armorbase03.dbr[107]=121.0,335243,340694,346751
records/creatures/enemies/devotion/viper_h04.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/devotion/viper_h04.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/devotion/wendigo_h01.dbr,107,51898.8923,111.0,armorbase04.dbr[106]=111.0,569330,578672,589052
records/creatures/enemies/devotion/wendigo_h01.dbr,108,52627.8631,121.0,armorbase04.dbr[107]=121.0,582590,592063,602589
records/creatures/enemies/devotion/wendigo_h02.dbr,107,51898.8923,111.0,armorbase04.dbr[106]=111.0,569330,578672,589052
records/creatures/enemies/devotion/wendigo_h02.dbr,108,52627.8631,121.0,armorbase04.dbr[107]=121.0,582590,592063,602589
records/creatures/enemies/devotion/wendigo_h03.dbr,107,51898.8923,111.0,armorbase04.dbr[106]=111.0,569330,578672,589052
records/creatures/enemies/devotion/wendigo_h03.dbr,108,52627.8631,121.0,armorbase04.dbr[107]=121.0,582590,592063,602589
records/creatures/enemies/devotion/wendigo_h04.dbr,107,51898.8923,111.0,armorbase04.dbr[106]=111.0,569330,578672,589052
records/creatures/enemies/devotion/wendigo_h04.dbr,108,52627.8631,121.0,armorbase04.dbr[107]=121.0,582590,592063,602589
records/creatures/enemies/devotion/wight_h01.dbr,107,25024.4009,111.0,armorbase04.dbr[106]=111.0,274517,279022,284026
records/creatures/enemies/devotion/wight_h01.dbr,108,25376.3097,121.0,armorbase04.dbr[107]=121.0,280915,285483,290558
records/creatures/enemies/devotion/wight_h02.dbr,107,40359.8493,111.0,armorbase04.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/devotion/wight_h02.dbr,108,40927.2425,121.0,armorbase04.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/devotion/wight_h03.dbr,107,40359.8493,111.0,armorbase04.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/devotion/wight_h03.dbr,108,40927.2425,121.0,armorbase04.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/devotion/wight_h04.dbr,107,40359.8493,111.0,armorbase04.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/devotion/wight_h04.dbr,108,40927.2425,121.0,armorbase04.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/devotion/wraith_h01.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/devotion/wraith_h01.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/devotion/wraith_h02.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/devotion/wraith_h02.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/devotion/wraith_h03.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/devotion/wraith_h03.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/devotion/wraith_h04.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/devotion/wraith_h04.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/devotion/yetidire_h01.dbr,107,40359.8493,111.0,armorbase04.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/devotion/yetidire_h01.dbr,108,40927.2425,121.0,armorbase04.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/devotion/yetidire_h02.dbr,107,40359.8493,111.0,armorbase04.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/devotion/yetidire_h02.dbr,108,40927.2425,121.0,armorbase04.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/devotion/yetidire_h03.dbr,107,40359.8493,111.0,armorbase04.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/devotion/yetidire_h03.dbr,108,40927.2425,121.0,armorbase04.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/devotion/yetidire_h04.dbr,107,40359.8493,111.0,armorbase04.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/devotion/yetidire_h04.dbr,108,40927.2425,121.0,armorbase04.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/devotion/zombie_h01.dbr,107,51868.8923,111.0,armorbase03.dbr[106]=111.0,569001,578338,588711
records/creatures/enemies/devotion/zombie_h01.dbr,108,52597.8631,121.0,armorbase03.dbr[107]=121.0,582258,591725,602245
records/creatures/enemies/devotion/zombie_h02.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/devotion/zombie_h02.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/devotion/zombie_h03.dbr,107,25024.4009,111.0,armorbase03.dbr[106]=111.0,274517,279022,284026
records/creatures/enemies/devotion/zombie_h03.dbr,108,25376.3097,121.0,armorbase03.dbr[107]=121.0,280915,285483,290558
records/creatures/enemies/devotion/zombie_h04.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/devotion/zombie_h04.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/devotion/zombie_h05.dbr,107,25024.4009,111.0,armorbase03.dbr[106]=111.0,274517,279022,284026
records/creatures/enemies/devotion/zombie_h05.dbr,108,25376.3097,121.0,armorbase03.dbr[107]=121.0,280915,285483,290558
records/creatures/enemies/devotion/zombiemutated_h01.dbr,107,29864.0484,111.0,armorbase03.dbr[106]=111.0,327608,332984,338956
records/creatures/enemies/devotion/zombiemutated_h01.dbr,108,30283.9609,121.0,armorbase03.dbr[107]=121.0,335243,340694,346751
records/creatures/enemies/devotion/zombiemutated_h02.dbr,107,51868.8923,111.0,armorbase03.dbr[106]=111.0,569001,578338,588711
records/creatures/enemies/devotion/zombiemutated_h02.dbr,108,52597.8631,121.0,armorbase03.dbr[107]=121.0,582258,591725,602245
records/creatures/enemies/devotion/zombiemutated_h03.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/devotion/zombiemutated_h03.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/devotion/zombiemutated_h04.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/devotion/zombiemutated_h04.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/dranghoul_a01.dbr,103,19011.2297,78.0,armorbase03.dbr[102]=78.0,202279,205701,209503
records/creatures/enemies/dranghoul_a01.dbr,104,19256.8482,86.0,armorbase03.dbr[103]=86.0,206433,209899,213751
records/creatures/enemies/dranghoul_b01.dbr,103,27306.2348,78.0,armorbase03.dbr[102]=78.0,290538,295453,300914
records/creatures/enemies/dranghoul_b01.dbr,104,27658.8762,86.0,armorbase03.dbr[103]=86.0,296503,301481,307013
records/creatures/enemies/dranghoul_b02.dbr,103,27306.2348,78.0,armorbase03.dbr[102]=78.0,290538,295453,300914
records/creatures/enemies/dranghoul_b02.dbr,104,27658.8762,86.0,armorbase03.dbr[103]=86.0,296503,301481,307013
records/creatures/enemies/dranghoul_c01.dbr,104,42477.1323,86.0,armorbase04.dbr[103]=86.0,455354,463000,471496
records/creatures/enemies/dranghoul_c01.dbr,105,43020.569,94.0,armorbase04.dbr[104]=94.0,464622,472365,480969
records/creatures/enemies/dranghoul_c01.dbr,106,43565.7164,103.0,armorbase04.dbr[105]=103.0,474430,482272,490985
records/creatures/enemies/dranghoul_c02.dbr,105,43020.569,94.0,armorbase04.dbr[104]=94.0,464622,472365,480969
records/creatures/enemies/dranghoul_c02.dbr,106,43565.7164,103.0,armorbase04.dbr[105]=103.0,474430,482272,490985
records/creatures/enemies/eldritcharmor_a01.dbr,102,11419.1287,61.0,armorbase01.dbr[101]=61.0,119558,121613,123897
records/creatures/enemies/eldritcharmor_a01.dbr,103,11567.8737,69.0,armorbase01.dbr[102]=69.0,122041,124123,126436
records/creatures/enemies/eldritcharmor_a01_summon.dbr,106,12016.9604,88.0,armorbase01.dbr[105]=88.0,129062,131225,133628
records/creatures/enemies/eldritcharmor_a01_summon.dbr,107,12167.5965,96.0,armorbase01.dbr[106]=96.0,131653,133843,136277
records/creatures/enemies/eldritcharmor_a01_summon.dbr,108,12318.6978,102.0,armorbase01.dbr[107]=102.0,134027,136244,138708
records/creatures/enemies/eldritcharmor_a02.dbr,102,11419.1287,61.0,armorbase01.dbr[101]=61.0,119558,121613,123897
records/creatures/enemies/eldritcharmor_a02.dbr,103,11567.8737,69.0,armorbase01.dbr[102]=69.0,122041,124123,126436
records/creatures/enemies/eldritcharmor_a02_summon.dbr,106,12016.9604,88.0,armorbase01.dbr[105]=88.0,129062,131225,133628
records/creatures/enemies/eldritcharmor_a02_summon.dbr,107,12167.5965,96.0,armorbase01.dbr[106]=96.0,131653,133843,136277
records/creatures/enemies/eldritcharmor_a02_summon.dbr,108,12318.6978,102.0,armorbase01.dbr[107]=102.0,134027,136244,138708
records/creatures/enemies/eldritcharmor_a03_summon.dbr,106,12016.9604,88.0,armorbase01.dbr[105]=88.0,129062,131225,133628
records/creatures/enemies/eldritcharmor_a03_summon.dbr,107,12167.5965,96.0,armorbase01.dbr[106]=96.0,131653,133843,136277
records/creatures/enemies/eldritcharmor_a03_summon.dbr,108,12318.6978,102.0,armorbase01.dbr[107]=102.0,134027,136244,138708
records/creatures/enemies/eldritcharmor_b01.dbr,103,15950.9765,69.0,armorbase02.dbr[102]=69.0,168282,171153,174344
records/creatures/enemies/eldritcharmor_b01.dbr,104,16156.628,74.0,armorbase02.dbr[103]=74.0,171260,174168,177399
records/creatures/enemies/eldritcharmor_b01_summon.dbr,106,16569.8876,88.0,armorbase02.dbr[105]=88.0,177960,180943,184257
records/creatures/enemies/eldritcharmor_b01_summon.dbr,107,16777.4874,96.0,armorbase02.dbr[106]=96.0,181532,184552,187907
records/creatures/enemies/eldritcharmor_b01_summon.dbr,108,16985.7285,102.0,armorbase02.dbr[107]=102.0,184804,187862,191259
records/creatures/enemies/eldritcharmor_c01.dbr,104,22569.1843,86.0,armorbase03.dbr[103]=86.0,241941,246004,250517
records/creatures/enemies/eldritcharmor_c01.dbr,105,22857.3698,94.0,armorbase03.dbr[104]=94.0,246859,250973,255545
records/creatures/enemies/eldritcharmor_c01.dbr,106,23146.4624,103.0,armorbase03.dbr[105]=103.0,252064,256231,260860
records/creatures/enemies/eldritchhound_a01.dbr,102,18766.3968,61.0,armorbase02.dbr[101]=61.0,196484,199862,203615
records/creatures/enemies/eldritchhound_a01.dbr,103,19011.2297,69.0,armorbase02.dbr[102]=69.0,200568,203990,207792
records/creatures/enemies/eldritchhound_b01.dbr,103,27306.2348,78.0,armorbase03.dbr[102]=78.0,290538,295453,300914
records/creatures/enemies/eldritchhound_b01.dbr,104,27658.8762,86.0,armorbase03.dbr[103]=86.0,296503,301481,307013
records/creatures/enemies/eldritchhound_b02.dbr,103,27306.2348,78.0,armorbase03.dbr[102]=78.0,290538,295453,300914
records/creatures/enemies/eldritchhound_b02.dbr,104,27658.8762,86.0,armorbase03.dbr[103]=86.0,296503,301481,307013
records/creatures/enemies/eldritchhound_c01.dbr,105,43020.569,94.0,armorbase03.dbr[104]=94.0,464622,472365,480969
records/creatures/enemies/eldritchhound_c01.dbr,106,43565.7164,103.0,armorbase03.dbr[105]=103.0,474430,482272,490985
records/creatures/enemies/eldritchwraith_a01.dbr,103,12983.4235,69.0,armorbase02.dbr[102]=69.0,136975,139312,141908
records/creatures/enemies/eldritchwraith_a01.dbr,104,13150.9536,74.0,armorbase02.dbr[103]=74.0,139400,141767,144397
records/creatures/enemies/eldritchwraith_b01.dbr,103,20615.9339,69.0,armorbase02.dbr[102]=69.0,217498,221208,225332
records/creatures/enemies/eldritchwraith_b01.dbr,104,20882.1772,74.0,armorbase02.dbr[103]=74.0,221351,225109,229286
records/creatures/enemies/eldritchwraith_b01.dbr,105,21149.2666,82.0,armorbase02.dbr[104]=82.0,225874,229681,233910
records/creatures/enemies/eldritchwraith_b01.dbr,106,21417.1968,88.0,armorbase02.dbr[105]=88.0,230020,233875,238159
records/creatures/enemies/eldritchwraith_c01.dbr,104,34856.8787,86.0,armorbase03.dbr[103]=86.0,373665,379939,386911
records/creatures/enemies/eldritchwraith_c01.dbr,105,35302.966,94.0,armorbase03.dbr[104]=94.0,381272,387626,394687
records/creatures/enemies/eldritchwraith_c01.dbr,106,35750.4575,103.0,armorbase03.dbr[105]=103.0,389322,395757,402907
records/creatures/enemies/faction/cult_h01.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/faction/cult_h01.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/faction/cult_h02.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/faction/cult_h02.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/faction/cult_h03.dbr,107,29864.0484,111.0,armorbase03.dbr[106]=111.0,327608,332984,338956
records/creatures/enemies/faction/cult_h03.dbr,108,30283.9609,121.0,armorbase03.dbr[107]=121.0,335243,340694,346751
records/creatures/enemies/faction/cult_h04.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/faction/cult_h04.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/faction/skeleton_a01_summon.dbr,109,3701.7872,110.0,armorbase01.dbr[108]=110.0,40571,41237,41978
records/creatures/enemies/faction/skeleton_a02_summon.dbr,107,3615.6326,96.0,armorbase01.dbr[106]=96.0,39121,39771,40495
records/creatures/enemies/faction/skeleton_a02_summon.dbr,108,3658.6541,102.0,armorbase01.dbr[107]=102.0,39806,40464,41196
records/creatures/enemies/faction/skeleton_a02_summon.dbr,109,3701.7872,110.0,armorbase01.dbr[108]=110.0,40571,41237,41978
records/creatures/enemies/faction/skeleton_b02_knight_summon.dbr,109,20521.5516,125.0,armorbase03.dbr[108]=125.0,227994,231688,235792
records/creatures/enemies/fleshhulk_a01.dbr,104,81095.1039,86.0,armorbase04.dbr[103]=86.0,869339,883936,900155
records/creatures/enemies/fleshhulk_a01.dbr,105,82266.1062,94.0,armorbase04.dbr[104]=94.0,888473,903281,919735
records/creatures/enemies/fleshhulk_a01.dbr,106,83442.698,103.0,armorbase04.dbr[105]=103.0,908690,923710,940399
records/creatures/enemies/fleshhulk_b01.dbr,104,95012.5954,86.0,armorbase04.dbr[103]=86.0,1018535,1035637,1054639
records/creatures/enemies/fleshhulk_b01.dbr,105,96384.0896,94.0,armorbase04.dbr[104]=94.0,1040948,1058297,1077574
records/creatures/enemies/fleshhulk_b01.dbr,106,97762.1304,103.0,armorbase04.dbr[105]=103.0,1064629,1082226,1101779
records/creatures/enemies/fleshhulk_c01.dbr,105,111224.2811,94.0,armorbase04.dbr[104]=94.0,1201222,1221242,1243487
records/creatures/enemies/fleshhulk_c01.dbr,106,112814.1127,103.0,armorbase04.dbr[105]=103.0,1228545,1248852,1271415
records/creatures/enemies/gargoyle_a01.dbr,104,38793.591,86.0,armorbase03.dbr[103]=86.0,415867,422850,430608
records/creatures/enemies/gargoyle_a01.dbr,105,39353.011,94.0,armorbase03.dbr[104]=94.0,425012,432096,439966
records/creatures/enemies/gargoyle_a01.dbr,106,39915.1014,103.0,armorbase03.dbr[105]=103.0,434675,441860,449843
records/creatures/enemies/gargoyle_b01.dbr,105,62705.8747,94.0,armorbase04.dbr[104]=94.0,677223,688510,701051
records/creatures/enemies/gargoyle_b01.dbr,106,63600.9385,103.0,armorbase04.dbr[105]=103.0,692614,704062,716782
records/creatures/enemies/gargoyle_c01.dbr,105,75614.9297,94.0,armorbase04.dbr[104]=94.0,816641,830251,845374
records/creatures/enemies/gargoyle_c01.dbr,106,76694.8469,103.0,armorbase04.dbr[105]=103.0,835206,849011,864350
records/creatures/enemies/ghost_a01.dbr,102,7486.7213,61.0,armorbase01.dbr[101]=61.0,78385,79733,81230
records/creatures/enemies/ghost_a01.dbr,103,7584.108,69.0,armorbase01.dbr[102]=69.0,80012,81377,82894
records/creatures/enemies/ghost_a01_summon.dbr,105,7779.8171,82.0,armorbase01.dbr[104]=82.0,83088,84488,86044
records/creatures/enemies/ghost_a01_summon.dbr,106,7878.1353,88.0,armorbase01.dbr[105]=88.0,84611,86029,87604
records/creatures/enemies/ghost_a01_summon.dbr,107,7976.7602,96.0,armorbase01.dbr[106]=96.0,86308,87744,89339
records/creatures/enemies/ghost_a01_summon.dbr,108,8075.6897,102.0,armorbase01.dbr[107]=102.0,87863,89317,90932
records/creatures/enemies/ghost_a02.dbr,102,7486.7213,61.0,armorbase01.dbr[101]=61.0,78385,79733,81230
records/creatures/enemies/ghost_a02.dbr,103,7584.108,69.0,armorbase01.dbr[102]=69.0,80012,81377,82894
records/creatures/enemies/ghost_b01.dbr,103,15940.9765,69.0,armorbase02.dbr[102]=69.0,168177,171046,174234
records/creatures/enemies/ghost_b01.dbr,104,16146.628,74.0,armorbase02.dbr[103]=74.0,171154,174060,177289
records/creatures/enemies/ghost_b01_summon.dbr,106,16559.8876,88.0,armorbase02.dbr[105]=88.0,177853,180833,184145
