kit_id,origin,franchise,gateA_group,core_movement,core_delivery,core_treatment,core_function,core_proxy,core_activation,core_dependency,kit_x,kit_y,atlas_point_x,atlas_point_y,cell_x,cell_y,dx,dy,mag,beyond_horizon,nc_amp,nc_geometry,nc_defense,nc_economy,nc_range,nc_tempo,nc_commit,attr_amp_x,attr_amp_y,attr_geometry_x,attr_geometry_y,attr_defense_x,attr_defense_y,attr_economy_x,attr_economy_y,attr_range_x,attr_range_y,attr_tempo_x,attr_tempo_y,attr_commit_x,attr_commit_y,attr_coredilution_x,attr_coredilution_y,attr_coresub_x,attr_coresub_y,attr_coresub_mag,attr_residual
vs-thunder-loop,survivor,vs,,FREE-MOVE,ZONE,damage,stun,solo,active,one-shot,-0.21688833,0.05739781,-0.21688833,0.05739781,-0.18046073,-0.19023865,-0.0364276,0.24763646,0.25030139,0,spiky,melee_strike,glass,finite,ranged,med,instant,-0.08027702,0.00480611,-0.0179956,0.0020152,0.04453982,0.05246984,0.01877454,0.05295878,-0.00850001,0.06843719,-0.0609391,-0.04615711,-0.02120073,0.01910441,0.0891705,0.09400203,0.0,-0.0,1e-08,0.0
d4-hota,survivor,Diablo,,WALK,ZONE,damage,none,solo,active,one-shot,-0.37534917,0.03294199,-0.37534917,0.03294199,-0.15827863,0.15312794,-0.21707054,-0.12018595,0.24812151,0,spiky,ground_targeted_circle,tank,spend,melee,med,instant,-0.08027702,0.00480611,-0.14106233,0.0458897,-0.03522663,-0.0569643,0.04978531,0.06515038,-0.00635976,-0.07635051,-0.0609391,-0.04615711,-0.02120073,0.01910441,0.07820973,-0.07566463,-0.0,0.0,0.0,0.0
d3-akkhan-condemn,survivor,Diablo,,WALK,NOVA,damage,none,solo,active,apply→detonate,0.07415773,-0.20873659,0.07415773,-0.20873659,-0.17101807,-0.24447609,0.2451758,0.0357395,0.247767,0,flat,circle,tank,spend,melee,high,instant,0.02834256,-0.01422725,0.07935898,-0.04927153,-0.03522663,-0.0569643,0.04978531,0.06515038,-0.00635976,-0.07635051,0.06597146,0.02749609,-0.02120073,0.01910441,0.08450463,0.12080221,-0.0,-0.0,0.0,0.0
poe1-deaths-oath,survivor,PoE,AURA,WALK,NOVA,damage,hex,solo,active,one-shot,0.33959128,-0.35150469,0.33959128,-0.35150469,0.31239645,-0.1061279,0.02719483,-0.24537679,0.24687917,0,flat,other-rare,mitigate,reserve,melee,low,instant,0.02834256,-0.01422725,0.17104882,-0.14904242,0.02669736,0.09551694,0.05291033,-0.24346422,-0.00635976,-0.07635051,-0.05888526,0.03154434,-0.02120073,0.01910441,-0.14362379,0.01424731,-0.0217347,0.0772946,0.08029229,0.0
poe1-lightning-conduit,survivor,PoE,TRAP-MINE,WALK,ZONE,damage,none,solo,triggered,build→spend,-0.41377415,0.43365794,-0.41377415,0.43365794,-0.18373133,0.34960518,-0.23004282,0.08405276,0.24491746,0,spiky,ground_targeted_circle,mitigate,free,ranged,med,instant,-0.08027702,0.00480611,-0.14106233,0.0458897,0.02669736,0.09551694,-0.03554758,0.06920484,-0.00850001,0.06843719,-0.0609391,-0.04615711,-0.02120073,0.01910441,0.09078659,-0.17274932,0.0,-0.0,1e-08,0.0
tq2-elementalist,survivor,TitanQuest,,ROOTED,PROJECTILE,damage,none,solo,active,build→spend,0.20191913,0.38593095,0.20191913,0.38593095,0.39367953,0.53648167,-0.1917604,-0.15055072,0.24379821,0,spiky,circle,glass,spend,ranged,med,instant,-0.08027702,0.00480611,0.07935898,-0.04927153,0.04453982,0.05246984,0.04978531,0.06515038,-0.00850001,0.06843719,-0.0609391,-0.04615711,-0.02120073,0.01910441,-0.19452764,-0.26509002,0.0,0.0,0.0,0.0
poe1-whispering-ice,survivor,PoE,,WALK,ZONE,damage,hard-stop,solo,active,one-shot,-0.28447891,0.45472092,-0.28447891,0.45472092,-0.13844955,0.26059025,-0.14602936,0.19413067,0.2429224,0,var,ground_targeted_circle,mitigate,unknown,ranged,med,instant,0.01158776,0.11605525,-0.15184498,0.04939745,0.02873808,0.10281815,0,0,-0.00914974,0.07366846,-0.06559722,-0.04968531,-0.02282129,0.02056473,0.06305803,-0.11868805,-0.0,-0.0,1e-08,0.0
d2-wl-void-rift,survivor,Diablo,,WALK,ZONE,damage,none,solo,active,one-shot,-0.34152672,0.31211675,-0.34152672,0.31211675,-0.15827863,0.15312794,-0.18324809,0.15898881,0.24260524,0,blank,ground_targeted_circle,mitigate,unknown,ranged,med,blank,0,0,-0.1825748,0.05939432,0.03455398,0.1236261,0,0,-0.01100143,0.0885772,-0.07887253,-0.05974044,0,0,0.05464669,-0.05286838,-0.0,0.0,0.0,0.0
poe2-erasure-edc-lich,survivor,PoE,,FREE-MOVE,PROJECTILE,damage,expose,solo,active,one-shot,0.26988333,0.64906037,0.26988333,0.64906037,0.23208193,0.4095034,0.0378014,0.23955697,0.24252111,0,flat,chain,absorb,spend,ranged,low,instant,0.02834256,-0.01422725,0.10735022,0.26407803,0.05558724,0.00781649,0.04978531,0.06515038,-0.00850001,0.06843719,-0.05888526,0.03154434,-0.02120073,0.01910441,-0.11467792,-0.20234664,-0.0,0.0,0.0,0.0
d2-zealot,survivor,Diablo,,ROOTED,ZONE,damage,none,solo,active,one-shot,-0.20054139,0.20999437,-0.20054139,0.20999437,0.01434413,0.10148127,-0.21488552,0.1085131,0.24072989,0,flat,melee_strike,evade,free,melee,high,wind-up,0.02834256,-0.01422725,-0.0179956,0.0020152,0.01807169,0.01509507,-0.03554758,0.06920484,-0.00635976,-0.07635051,0.06597146,0.02749609,-0.26028046,0.13542429,-0.00708782,-0.05014462,0.0,-0.0,1e-08,0.0
ud-toxic-flame,survivor,undecember,,FREE-MOVE,ZONE,damage,none,solo,active,one-shot,-0.10107837,0.25172086,-0.10107837,0.25172086,-0.06859449,0.01378673,-0.03248388,0.23793413,0.24014132,0,flat,ground_targeted_circle,evade,spend,dual,low,instant,0.02834256,-0.01422725,-0.14106233,0.0458897,0.01807169,0.01509507,0.04978531,0.06515038,0.02067763,0.02475544,-0.05888526,0.03154434,-0.02120073,0.01910441,-0.00311864,-0.06291322,0.0749059,0.11353527,0.13601894,0.0
hot-spirit-warrior,survivor,hot,,FREE-MOVE,ZONE,damage,none,light,active,one-shot,-0.19961423,-0.28674807,-0.19961423,-0.28674807,-0.18946455,-0.0474683,-0.01014968,-0.23927977,0.23949494,0,flat,ground_targeted_circle,glass,reserve,melee,med,instant,0.02834256,-0.01422725,-0.14106233,0.0458897,0.04453982,0.05246984,0.05291033,-0.24346422,-0.00635976,-0.07635051,-0.0609391,-0.04615711,-0.02120073,0.01910441,0.09361953,0.02345536,0.0,0.0,0.0,0.0
hot-archer,survivor,hot,,FREE-MOVE,PROJECTILE,damage,none,solo,active,one-shot,0.40120354,0.5499664,0.40120354,0.5499664,0.30776775,0.33178389,0.09343579,0.21818251,0.23734754,0,flat,multi_projectile,glass,spend,ranged,high,instant,0.02834256,-0.01422725,0.08657371,0.16369518,0.04453982,0.05246984,0.04978531,0.06515038,-0.00850001,0.06843719,0.06597146,0.02749609,-0.02120073,0.01910441,-0.15207632,-0.16394334,0.0,-0.0,0.0,0.0
hot-sorceress-splinters,survivor,hot,,FREE-MOVE,PROJECTILE,damage,none,solo,active,one-shot,0.40120354,0.5499664,0.40120354,0.5499664,0.30776775,0.33178389,0.09343579,0.21818251,0.23734754,0,flat,multi_projectile,glass,spend,ranged,high,instant,0.02834256,-0.01422725,0.08657371,0.16369518,0.04453982,0.05246984,0.04978531,0.06515038,-0.00850001,0.06843719,0.06597146,0.02749609,-0.02120073,0.01910441,-0.15207632,-0.16394334,0.0,-0.0,0.0,0.0
d3-rathma-aotd,survivor,Diablo,,WALK,ZONE,damage,none,heavy,active,one-shot,-0.77712063,-0.03620868,-0.77712063,-0.03620868,-0.56216583,-0.13678103,-0.2149548,0.10057235,0.23731912,0,spiky,ground_targeted_circle,tank,cooldown,ranged,low,instant,-0.08027702,0.00480611,-0.14106233,0.0458897,-0.03522663,-0.0569643,-0.14758407,-0.07983229,-0.00850001,0.06843719,-0.05888526,0.03154434,-0.02120073,0.01910441,0.27778125,0.06758719,-0.0,-0.0,0.0,0.0
d3-helltooth-garg,survivor,Diablo,,WALK,ZONE,damage,none,heavy,active,one-shot,-0.44088285,-0.34025718,-0.44088285,-0.34025718,-0.56216583,-0.13678103,0.12128298,-0.20347615,0.23687994,0,flat,ground_targeted_circle,tank,reserve,dual,med,instant,0.02834256,-0.01422725,-0.14106233,0.0458897,-0.03522663,-0.0569643,0.05291033,-0.24346422,0.02067763,0.02475544,-0.0609391,-0.04615711,-0.02120073,0.01910441,0.27778125,0.06758719,-0.0,-0.0,0.0,0.0
hades1-athena-dash,survivor,Hades,,FREE-MOVE,NOVA,damage,stun,solo,active,one-shot,-0.00598598,-0.55600875,-0.00598598,-0.55600875,0.22866673,-0.52491163,-0.23465271,-0.03109712,0.2367043,0,flat,dash_attack,evade,cooldown,melee,high,instant,0.02834256,-0.01422725,-0.05890347,-0.18175558,0.01807169,0.01509507,-0.14758407,-0.07983229,-0.00635976,-0.07635051,0.06597146,0.02749609,-0.02120073,0.01910441,-0.11299038,0.25937295,-0.0,-0.0,0.0,0.0
gd-drain-essence-spellbinder,survivor,gd,CHANNELED-BEAM,ROOTED,BEAM,damage,expose,solo,active,one-shot,0.98014464,0.084146,0.98014464,0.084146,0.745812,0.10809822,0.23433264,-0.02395222,0.2355536,0,flat,chain,tank,spend,ranged,high,channel,0.02834256,-0.01422725,0.10735022,0.26407803,-0.03522663,-0.0569643,0.04978531,0.06515038,-0.00850001,0.06843719,0.06597146,0.02749609,0.3951355,-0.32450813,-0.36852576,-0.05341423,0.0,-0.0,1e-08,0.0
hot-cleric-radiant,survivor,hot,AURA,FREE-MOVE,NOVA,damage,stun,solo,active,one-shot,0.3601674,-0.71988561,0.3601674,-0.71988561,0.22866673,-0.52491163,0.13150067,-0.19497398,0.23517499,0,flat,other-rare,tank,reserve,melee,high,instant,0.02834256,-0.01422725,0.17104882,-0.14904242,-0.03522663,-0.0569643,0.05291033,-0.24346422,-0.00635976,-0.07635051,0.06597146,0.02749609,-0.02120073,0.01910441,-0.10225068,0.22117961,-0.0217347,0.0772946,0.08029229,0.0
vs-death-spiral,survivor,vs,,FREE-MOVE,NOVA,damage,none,solo,active,one-shot,0.50042055,-0.14881283,0.50042055,-0.14881283,0.34053296,-0.32088625,0.15988759,0.17207342,0.23488998,0,flat,other-rare,glass,finite,dual,high,instant,0.02834256,-0.01422725,0.17104882,-0.14904242,0.04453982,0.05246984,0.01877454,0.05295878,0.02067763,0.02475544,0.06597146,0.02749609,-0.02120073,0.01910441,-0.16826649,0.15855852,0.0,0.0,0.0,0.0
poe1-aurastacker,survivor,PoE,,FREE-MOVE,NOVA,damage,hard-stop,solo,active,one-shot,0.4887125,-0.40983113,0.4887125,-0.40983113,0.36036204,-0.21342395,0.12835046,-0.19640718,0.23462656,0,flat,other-rare,mitigate,reserve,melee,high,instant,0.02834256,-0.01422725,0.17104882,-0.14904242,0.02669736,0.09551694,0.05291033,-0.24346422,-0.00635976,-0.07635051,0.06597146,0.02749609,-0.02120073,0.01910441,-0.16732488,0.06726517,-0.02173469,0.07729461,0.0802923,0.0
d4-bash,survivor,Diablo,,WALK,ZONE,damage,none,solo,active,build→spend,-0.20286945,0.04047301,-0.20286945,0.04047302,-0.15530547,0.27013119,-0.04756398,-0.22965818,0.23453189,0,flat,ground_targeted_circle,tank,generator-spender,melee,high,instant,0.02834256,-0.01422725,-0.14106233,0.0458897,-0.03522663,-0.0569643,-0.01476915,-0.04112723,-0.00635976,-0.07635051,0.06597146,0.02749609,-0.02120073,0.01910441,0.07674061,-0.13347909,-0.0,0.0,0.0,0.0
d4-tornado-werewolf,survivor,Diablo,,FREE-MOVE,PROJECTILE,damage,none,light,active,one-shot,0.27189216,0.48790454,0.27189216,0.48790454,0.18689769,0.27052886,0.08499447,0.21737568,0.23340147,0,var,multi_projectile,tank,spend,dual,high,instant,0.0107649,0.10781406,0.08657371,0.16369518,-0.03522663,-0.0569643,0.04978531,0.06515038,0.02067763,0.02475544,0.06597146,0.02749609,-0.02120073,0.01910441,-0.09235118,-0.13367559,0.0,0.0,0.0,0.0
chr-high-ranger-warden,survivor,chronicon,,FREE-MOVE,PROJECTILE,damage,none,solo,active,one-shot,0.11563674,0.46395045,0.11563674,0.46395045,0.30776775,0.33178389,-0.19213101,0.13216656,0.23320018,0,flat,single_target,evade,unknown,ranged,low,instant,0.03050903,-0.01531476,-0.00656025,0.15415747,0.01945307,0.01624892,0,0,-0.00914974,0.07366846,-0.06338639,0.03395556,-0.02282129,0.02056473,-0.14017544,-0.1511138,0.0,-0.0,0.0,0.0
d2-summonmancer,survivor,Diablo,,ROOTED,ZONE,damage,none,heavy,triggered,apply→detonate,-0.77637229,0.05138865,-0.77637229,0.05138865,-0.83983582,-0.17188479,0.06346353,0.22327344,0.23211775,0,spiky,ground_targeted_circle,tank,free,dual,low,instant,-0.08027702,0.00480611,-0.14106233,0.0458897,-0.03522663,-0.0569643,-0.03554758,0.06920484,0.02067763,0.02475544,-0.05888526,0.03154434,-0.02120073,0.01910441,0.41498546,0.0849329,0.0,0.0,0.0,0.0
vs-heaven-sword,survivor,vs,,FREE-MOVE,PROJECTILE,damage,none,solo,active,one-shot,0.48384552,0.18135544,0.48384552,0.18135544,0.30776775,0.33178389,0.17607777,-0.15042845,0.23158605,0,flat,other-rare,glass,finite,dual,high,instant,0.02834256,-0.01422725,0.17104882,-0.14904242,0.04453982,0.05246984,0.01877454,0.05295878,0.02067763,0.02475544,0.06597146,0.02749609,-0.02120073,0.01910441,-0.15207632,-0.16394334,0.0,-0.0,0.0,0.0
poe1-soulrend,survivor,PoE,TRAP-MINE,FREE-MOVE,PROJECTILE,damage,hex,solo,triggered,one-shot,0.12614866,0.57128645,0.12614866,0.57128645,0.34088952,0.486675,-0.21474086,0.08461145,0.23080887,0,flat,single_target,absorb,free,ranged,low,instant,0.02834256,-0.01422725,-0.0060944,0.14321061,0.05558724,0.00781649,-0.03554758,0.06920484,-0.00850001,0.06843719,-0.05888526,0.03154434,-0.02120073,0.01910441,-0.16844268,-0.2404792,0.0,0.0,0.0,0.0
gd-trozan-druid,survivor,gd,,WALK,ZONE,damage,hard-stop,solo,active,one-shot,-0.36745842,0.23209198,-0.36745842,0.23209198,-0.13844955,0.26059025,-0.22900887,-0.02849827,0.23077525,0,spiky,ground_targeted_circle,tank,spend,ranged,med,instant,-0.08027702,0.00480611,-0.14106233,0.0458897,-0.03522663,-0.0569643,0.04978531,0.06515038,-0.00850001,0.06843719,-0.0609391,-0.04615711,-0.02120073,0.01910441,0.06841165,-0.12876465,-0.0,-0.0,1e-08,0.0
di-druid-bear,survivor,Diablo,,FREE-MOVE,NOVA,damage,taunt,light,active,one-shot,0.01403411,-0.98902036,0.01403411,-0.98902036,0.16991025,-1.15750546,-0.15587614,0.1684851,0.22953126,0,flat,other-rare,tank,cooldown,melee,med,instant,0.02834256,-0.01422725,0.17104882,-0.14904242,-0.03522663,-0.0569643,-0.14758407,-0.07983229,-0.00635976,-0.07635051,-0.0609391,-0.04615711,-0.02120073,0.01910441,-0.08395722,0.57195457,0.0,-0.0,0.0,0.0
d2-wl-blood-boil,survivor,Diablo,,WALK,ZONE,damage,blind,light,active,one-shot,-0.43265064,0.27337893,-0.43265064,0.27337893,-0.33359605,0.06709358,-0.09905459,0.20628535,0.228835,0,var,ground_targeted_circle,mitigate,self-cost,dual,med,instant,0.0107649,0.10781406,-0.14106233,0.0458897,0.02669736,0.09551694,0.01581562,0.00929444,0.02067763,0.02475544,-0.0609391,-0.04615711,-0.02120073,0.01910441,0.27682344,-0.01676258,-0.22663138,-0.03316995,0.22904591,0.0
d2-fire-sorc,survivor,Diablo,,FREE-MOVE,ZONE,damage,none,solo,active,one-shot,-0.17573225,0.21451722,-0.17573225,0.21451722,-0.06859449,0.01378673,-0.10713776,0.20073049,0.22753291,0,var,totem,glass,spend,ranged,high,instant,0.0107649,0.10781406,-0.28239289,-0.1329291,0.04453982,0.05246984,0.04978531,0.06515038,-0.00850001,0.06843719,0.06597146,0.02749609,-0.02120073,0.01910441,0.03389438,-0.00681239,0.0,-0.0,0.0,0.0
d4-cataclysm,survivor,Diablo,,FREE-MOVE,NOVA,damage,none,light,active,one-shot,0.08388309,-0.20021312,0.08388309,-0.20021312,0.2196629,-0.38214127,-0.13577981,0.18192815,0.22701103,0,var,circle,tank,cooldown,dual,high,instant,0.0107649,0.10781406,0.07935898,-0.04927153,-0.03522663,-0.0569643,-0.14758407,-0.07983229,0.02067763,0.02475544,0.06597146,0.02749609,-0.02120073,0.01910441,-0.10854135,0.18882628,0.0,-0.0,1e-08,0.0
le-judgement-paladin,survivor,le,,ROOTED,ZONE,damage,none,solo,active,one-shot,-0.17940438,-0.01221804,-0.17940438,-0.01221804,0.01434413,0.10148127,-0.19374851,-0.11369931,0.22464643,0,flat,ground_targeted_circle,tank,spend,melee,med,instant,0.02834256,-0.01422725,-0.14106233,0.0458897,-0.03522663,-0.0569643,0.04978531,0.06515038,-0.00635976,-0.07635051,-0.0609391,-0.04615711,-0.02120073,0.01910441,-0.00708782,-0.05014462,0.0,-0.0,1e-08,0.0
tli-youga-spirit-magus,survivor,Torchlight,,FREE-MOVE,NOVA,damage,none,heavy,active,one-shot,0.15631003,-0.57881733,0.15631003,-0.57881733,-0.06335424,-0.61079523,0.21966427,0.0319779,0.22197968,0,flat,other-rare,mitigate,reserve,ranged,med,instant,0.02834256,-0.01422725,0.17104882,-0.14904242,0.02669736,0.09551694,0.05291033,-0.24346422,-0.00850001,0.06843719,-0.0609391,-0.04615711,-0.02120073,0.01910441,0.03130503,0.30181034,0.0,0.0,0.0,0.0
d4-dread-claws-warlock,survivor,Diablo,,WALK,ZONE,damage,blind,solo,active,one-shot,-0.35715652,-0.00743124,-0.35715652,-0.00743124,-0.19260164,0.1385473,-0.16455488,-0.14597854,0.21997282,0,flat,ground_targeted_circle,tank,unknown,melee,high,instant,0.03050903,-0.01531476,-0.15184498,0.04939745,-0.03791932,-0.06131858,0,0,-0.00684589,-0.08218665,0.07101424,0.02959786,-0.02282129,0.02056473,0.20010906,-0.04334993,-0.24675574,-0.04336864,0.25053789,0.0
tq-petmaster-summoner,survivor,TitanQuest,MINION-PET,FREE-MOVE,NOVA,damage,taunt,heavy,active,one-shot,0.07135775,-1.26832217,0.07135775,-1.2683222,-0.11310689,-1.38615942,0.18446464,0.11783725,0.21888998,0,flat,other-rare,tank,reserve,melee,med,instant,0.02834256,-0.01422725,0.17104882,-0.14904242,-0.03522663,-0.0569643,0.05291033,-0.24346422,-0.00635976,-0.07635051,-0.0609391,-0.04615711,-0.02120073,0.01910441,0.05588916,0.68493864,-0.0,0.0,0.0,0.0
d4-blazing-abyss-warlock,survivor,Diablo,,WALK,ZONE,damage,none,solo,active,one-shot,-0.36193405,0.23206651,-0.36193405,0.23206651,-0.15827863,0.15312794,-0.20365542,0.07893857,0.21841893,0,var,ground_targeted_circle,tank,unknown,ranged,med,instant,0.01158776,0.11605525,-0.15184498,0.04939745,-0.03791932,-0.06131858,0,0,-0.00914974,0.07366846,-0.06559722,-0.04968531,-0.02282129,0.02056473,0.07208935,-0.06974343,-0.0,0.0,0.0,0.0
vs-queen-sigma,survivor,vs,,FREE-MOVE,NOVA,damage,none,solo,active,one-shot,0.26770184,-0.11548252,0.26770184,-0.11548252,0.34053296,-0.32088625,-0.07283112,0.20540373,0.21793363,0,spiky,vortex_pull,glass,unknown,melee,high,instant,-0.08641331,0.00517349,0.07938937,0.02962336,0.04794439,0.05648058,0,0,-0.00684589,-0.08218665,0.07101424,0.02959786,-0.02282129,0.02056473,-0.15509864,0.14615038,0.0,0.0,0.0,0.0
hades2-medea-skull-cast,survivor,Hades,,FREE-MOVE,PROJECTILE,damage,none,solo,active,apply→detonate,-0.29381147,0.3886927,-0.29381147,0.3886927,-0.11409914,0.26885283,-0.17971233,0.11983987,0.2160049,0,spiky,circle,glass,finite,dual,low,wind-up,-0.08027702,0.00480611,0.07935898,-0.04927153,0.04453982,0.05246984,0.01877454,0.05295878,0.02067763,0.02475544,-0.05888526,0.03154434,-0.26028046,0.13542429,0.05637945,-0.13284741,0.0,-0.0,0.0,0.0
vs-thousand-edge,survivor,vs,,FREE-MOVE,PROJECTILE,damage,none,solo,active,one-shot,0.37019278,0.53777479,0.37019278,0.53777479,0.30776775,0.33178389,0.06242503,0.2059909,0.21524204,0,flat,multi_projectile,glass,finite,ranged,high,instant,0.02834256,-0.01422725,0.08657371,0.16369518,0.04453982,0.05246984,0.01877454,0.05295878,-0.00850001,0.06843719,0.06597146,0.02749609,-0.02120073,0.01910441,-0.15207632,-0.16394334,0.0,-0.0,0.0,0.0
poe1-animate-weapon,survivor,PoE,,WALK,ZONE,damage,none,heavy,active,one-shot,-0.3670881,-0.04761921,-0.3670881,-0.04761921,-0.56216583,-0.13678103,0.19507773,0.08916182,0.21448811,0,flat,single_target,tank,finite,melee,med,instant,0.02834256,-0.01422725,-0.0060944,0.14321061,-0.03522663,-0.0569643,0.01877454,0.05295878,-0.00635976,-0.07635051,-0.0609391,-0.04615711,-0.02120073,0.01910441,0.27778125,0.06758719,-0.0,-0.0,0.0,0.0
gd-vitality-conjurer,survivor,gd,,WALK,ZONE,damage,expose,light,active,one-shot,-0.53444008,0.0560623,-0.53444008,0.0560623,-0.35483451,0.16959244,-0.17960557,-0.11353014,0.21247883,0,flat,ground_targeted_circle,tank,cooldown,dual,low,instant,0.02834256,-0.01422725,-0.14106233,0.0458897,-0.03522663,-0.0569643,-0.14758407,-0.07983229,0.02067763,0.02475544,-0.05888526,0.03154434,-0.02120073,0.01910441,0.17533327,-0.08380018,-0.0,-0.0,1e-08,0.0
poe1-discharge,survivor,PoE,,WALK,NOVA,damage,none,solo,active,build→spend,0.0509123,-0.12612887,0.0509123,-0.12612887,0.25382198,-0.06454178,-0.20290968,-0.06158709,0.21205025,0,spiky,circle,mitigate,generator-spender,melee,med,instant,-0.08027702,0.00480611,0.07935898,-0.04927153,0.02669736,0.09551694,-0.01476915,-0.04112723,-0.00635976,-0.07635051,-0.0609391,-0.04615711,-0.02120073,0.01910441,-0.12542027,0.03189183,0.0,-0.0,0.0,0.0
tq-elementalist-volcanic-storm,survivor,TitanQuest,,ROOTED,PROJECTILE,damage,none,solo,active,one-shot,0.20041509,0.32674216,0.20041509,0.32674216,0.39070637,0.41947842,-0.19029128,-0.09273626,0.21168558,0,spiky,circle,glass,spend,ranged,med,instant,-0.08027702,0.00480611,0.07935898,-0.04927153,0.04453982,0.05246984,0.04978531,0.06515038,-0.00850001,0.06843719,-0.0609391,-0.04615711,-0.02120073,0.01910441,-0.19305852,-0.20727557,0.0,0.0,0.0,0.0
poe2-cof-comet,survivor,PoE,,ROOTED,ZONE,control,hard-stop,solo,triggered,one-shot,-0.12422866,0.44609196,-0.12422866,0.44609196,0.08065325,0.40195282,-0.20488191,0.04413914,0.20958259,0,spiky,ground_targeted_circle,absorb,free,ranged,high,instant,-0.08027702,0.00480611,-0.14106233,0.0458897,0.05558724,0.00781649,-0.03554758,0.06920484,-0.00850001,0.06843719,0.06597146,0.02749609,-0.02120073,0.01910441,-0.03985294,-0.1986157,0.0,0.0,0.0,0.0
hades1-beowulf-cast,survivor,Hades,,FREE-MOVE,PROJECTILE,damage,stun,solo,triggered,one-shot,-0.03816716,0.17741124,-0.03816716,0.17741124,0.16747566,0.20723249,-0.20564282,-0.02982125,0.20779384,0,spiky,melee_strike,evade,finite,dual,med,instant,-0.08027702,0.00480611,-0.0179956,0.0020152,0.01807169,0.01509507,0.01877454,0.05295878,0.02067763,0.02475544,-0.0609391,-0.04615711,-0.02120073,0.01910441,-0.08275423,-0.10239914,-0.0,-0.0,0.0,0.0
d4-shadowblight,survivor,Diablo,,WALK,ZONE,damage,blind,light,active,apply→detonate,-0.68356221,0.1442604,-0.68356221,0.1442604,-0.82570198,-0.00631524,0.14213977,0.15057564,0.20706699,0,flat,ground_targeted_circle,tank,spend,ranged,low,instant,0.02834256,-0.01422725,-0.14106233,0.0458897,-0.03522663,-0.0569643,0.04978531,0.06515038,-0.00850001,0.06843719,-0.05888526,0.03154434,-0.02120073,0.01910441,0.48527921,0.01433335,-0.15639234,-0.02269219,0.15803006,0.0
gd-righteous-fervor-dervish,survivor,gd,,FREE-MOVE,ZONE,damage,none,solo,active,build→spend,-0.03443392,-0.07389045,-0.03443392,-0.07389045,-0.06562133,0.13078998,0.03118741,-0.20468043,0.20704283,0,flat,melee_strike,tank,generator-spender,melee,high,instant,0.02834256,-0.01422725,-0.0179956,0.0020152,-0.03522663,-0.0569643,-0.01476915,-0.04112723,-0.00635976,-0.07635051,0.06597146,0.02749609,-0.02120073,0.01910441,0.03242526,-0.06462684,0.0,-0.0,0.0,0.0
vs-red-death,survivor,vs,,FREE-MOVE,NOVA,damage,none,solo,active,one-shot,0.51846249,-0.21719481,0.51846249,-0.21719481,0.34053296,-0.32088625,0.17792953,0.10369144,0.20593891,0,flat,other-rare,glass,unknown,dual,high,instant,0.03050903,-0.01531476,0.1841236,-0.16043505,0.04794439,0.05648058,0,0,0.0222582,0.02664772,0.07101424,0.02959786,-0.02282129,0.02056473,-0.15509864,0.14615038,0.0,0.0,0.0,0.0
d2-fireclaw-wolf,survivor,Diablo,,WALK,ZONE,damage,none,light,active,one-shot,-0.13744243,-0.05645956,-0.13744243,-0.05645956,-0.27914869,0.09187292,0.14170626,-0.14833248,0.20514187,0,flat,melee_strike,tank,unknown,melee,high,instant,0.03050903,-0.01531476,-0.01937117,0.00216924,-0.03791932,-0.06131858,0,0,-0.00684589,-0.08218665,0.07101424,0.02959786,-0.02282129,0.02056473,0.12714065,-0.0418443,0.0,0.0,0.0,0.0
di-corpse-explosion-necro,survivor,Diablo,,ROOTED,ZONE,damage,none,solo,active,apply→detonate,-0.28768403,0.20232853,-0.28768403,0.20232853,-0.40752276,0.0385502,0.11983873,0.16377833,0.20294005,0,spiky,ground_targeted_circle,absorb,finite,dual,high,instant,-0.08027702,0.00480611,-0.14106233,0.0458897,0.05558724,0.00781649,0.01877454,0.05295878,0.02067763,0.02475544,0.06597146,0.02749609,-0.02120073,0.01910441,0.20136795,-0.01904869,0.0,0.0,1e-08,0.0
d3-firebird,survivor,Diablo,,WALK,ZONE,damage,none,solo,active,one-shot,-0.33342429,0.05241872,-0.33342429,0.05241872,-0.15827863,0.15312794,-0.17514566,-0.10070922,0.20203552,0,flat,ground_targeted_circle,tank,generator-spender,ranged,med,instant,0.02834256,-0.01422725,-0.14106233,0.0458897,-0.03522663,-0.0569643,-0.01476915,-0.04112723,-0.00850001,0.06843719,-0.0609391,-0.04615711,-0.02120073,0.01910441,0.07820973,-0.07566463,-0.0,0.0,0.0,0.0
di-frenzy-barb,survivor,Diablo,,FREE-MOVE,ZONE,damage,none,solo,active,build→spend,0.12186799,0.05789174,0.12186799,0.05789174,-0.06562133,0.13078998,0.18748932,-0.07289824,0.20116262,0,flat,vortex_pull,tank,spend,melee,high,instant,0.02834256,-0.01422725,0.07375186,0.02751978,-0.03522663,-0.0569643,0.04978531,0.06515038,-0.00635976,-0.07635051,0.06597146,0.02749609,-0.02120073,0.01910441,0.03242526,-0.06462684,0.0,-0.0,0.0,0.0
