wave,tier,difficulty,characterLifeModifier,characterOffensiveAbility,characterOffensiveAbilityModifier,characterDefensiveAbility,characterDefensiveAbilityModifier,characterAttackSpeedModifier,characterSpellCastSpeedModifier,characterLifeRegenModifier,characterPercentHealIncreaseModifier
172,18,gladiator,430.0,55.0,4.199999809265137,75.0,6.0,12.0,12.0,81.0,-60.0
173,18,gladiator,440.0,56.0,4.199999809265137,76.0,6.0,12.0,12.0,82.0,-60.0
174,18,gladiator,450.0,57.0,4.199999809265137,77.0,6.0,12.0,12.0,83.0,-60.0
175,18,gladiator,460.0,58.0,4.199999809265137,77.0,6.0,12.0,12.0,84.0,-60.0
176,18,gladiator,470.0,59.0,4.199999809265137,78.0,6.0,12.0,12.0,85.0,-60.0
177,18,gladiator,480.0,60.0,4.199999809265137,79.0,6.0,12.0,12.0,86.0,-60.0
178,18,gladiator,490.0,61.0,4.199999809265137,79.0,6.0,12.0,12.0,87.0,-60.0
179,18,gladiator,500.0,62.0,4.199999809265137,80.0,6.0,12.0,12.0,88.0,-60.0
180,18,gladiator,510.0,63.0,4.199999809265137,81.0,6.0,12.0,12.0,89.0,-60.0
181,19,gladiator,556.0,64.0,4.199999809265137,81.0,6.0,12.0,12.0,90.0,-60.0
182,19,gladiator,572.0,65.0,4.199999809265137,82.0,6.0,12.0,12.0,91.0,-60.0
183,19,gladiator,588.0,66.0,4.199999809265137,83.0,6.0,12.0,12.0,92.0,-60.0
184,19,gladiator,604.0,67.0,4.199999809265137,83.0,6.0,12.0,12.0,93.0,-60.0
185,19,gladiator,620.0,68.0,4.199999809265137,84.0,6.0,12.0,12.0,94.0,-60.0
186,19,gladiator,636.0,69.0,4.199999809265137,85.0,6.0,13.0,13.0,95.0,-60.0
187,19,gladiator,652.0,70.0,4.199999809265137,85.0,6.0,13.0,13.0,96.0,-60.0
188,19,gladiator,668.0,71.0,4.199999809265137,86.0,6.0,13.0,13.0,97.0,-60.0
189,19,gladiator,684.0,72.0,4.199999809265137,87.0,6.0,13.0,13.0,98.0,-60.0
190,19,gladiator,700.0,73.0,5.0,87.0,6.0,13.0,13.0,99.0,-60.0
191,20,gladiator,765.0,74.0,5.0,88.0,6.0,13.0,13.0,100.0,-60.0
192,20,gladiator,790.0,75.0,5.0,89.0,6.0,13.0,13.0,101.0,-60.0
193,20,gladiator,815.0,76.0,5.0,89.0,6.0,13.0,13.0,102.0,-60.0
194,20,gladiator,840.0,77.0,5.0,90.0,6.0,13.0,13.0,103.0,-60.0
195,20,gladiator,865.0,78.0,5.0,91.0,6.0,13.0,13.0,104.0,-60.0
196,20,gladiator,890.0,79.0,5.0,91.0,6.0,13.0,13.0,105.0,-60.0
197,20,gladiator,915.0,80.0,5.0,92.0,6.0,13.0,13.0,106.0,-60.0
198,20,gladiator,940.0,81.0,5.0,93.0,6.0,13.0,13.0,107.0,-60.0
199,20,gladiator,965.0,82.0,5.0,94.0,6.0,13.0,13.0,108.0,-60.0
200,20,gladiator,990.0,83.0,5.0,95.0,6.0,13.0,13.0,110.0,-60.0
