chain_depth,parent_pet_record,owner_record,owner_display_name,owner_stratum,owner_level,spawn_surface,spawn_slot_or_tree_index,spawn_skill,spawn_skill_class,spawn_field,spawn_target,target_class,is_threat_actor,status,spawn_skill_arz_owners,spawn_skill_level_equation,spawn_skill_rank_used,spawn_skill_n_ranks,spawn_skill_rank_grade,spawn_weight,pet_record,pet_arz_owners,pet_limit,pet_burst_spawn,pet_period_s,spawn_ttl_s,spawn_radius,spawn_max_pet_count,skill_cooldown_s,skill_charge_duration_s,skill_active_duration_s,pet_bio_record,pet_char_level_equation,pet_base_life,pet_life_own_mod_pct,pet_life_tree_mod_pct,pet_life_at_owner_level,pet_offensive_ability,pet_defensive_ability,pet_run_speed,pet_attack_speed,pet_spellcast_speed,pet_dodge_pct,pet_basic_swing_period_s,pet_anim_table,pet_controller,pet_mesh,pet_scale,pet_monster_classification,pet_n_attack_slots,pet_n_tree_skills,pet_n_damage_bearing_skills,pet_spawns_nested_monsters,life_grade,oada_grade,swing_grade
1,,records/creatures/enemies/boss&quest/skeletalgolem_stepsoftorment_01.dbr,"Ilgorr, the Eternal",boss&quest,106,tree,10,records/skills/nonplayerskills/bossskills/ilgorr_ghostgenerator.dbr,Skill_MonsterGenerator,spawnObjects,,Monster,True,OK,base,1,1,0,MEASURED,,records/creatures/enemies/ghost_b03_summon.dbr,base|sm_mod,12,3,8.0,30.0,,,8.0,,,records/creatures/enemies/bios/bio_ghost_02.dbr,charLevel*1,16560,0.0,169.0,44546,696.0,497.0,0.6000000238418579,0.8500000238418579,0.8999999761581421,,0.5961,records/creatures/enemies/anm/anm_ghost_male.dbr,records/controllers/enemy/controller_ghost_meleechampion.dbr,creatures/enemies/ghost/ghost_m_a01.msh,1.0,Champion,2,6,4,,MEASURED,MEASURED,MEASURED
1,,records/creatures/enemies/boss&quest/skeletalgolem_stepsoftorment_01.dbr,"Ilgorr, the Eternal",boss&quest,106,tree,10,records/skills/nonplayerskills/bossskills/ilgorr_ghostgenerator.dbr,Skill_MonsterGenerator,spawnObjects,,Monster,True,OK,base,1,1,0,MEASURED,,records/creatures/enemies/ghost_b04_summon.dbr,base|sm_mod,12,3,8.0,30.0,,,8.0,,,records/creatures/enemies/bios/bio_ghost_02.dbr,charLevel*1,16560,0.0,169.0,44546,696.0,497.0,0.6000000238418579,0.8500000238418579,0.8999999761581421,,0.5961,records/creatures/enemies/anm/anm_ghost_male.dbr,records/controllers/enemy/controller_ghost_meleechampion.dbr,creatures/enemies/ghost/ghost_m_a01.msh,1.0,Champion,2,6,4,,MEASURED,MEASURED,MEASURED
1,,records/creatures/enemies/boss&quest/skeletalgolem_stepsoftorment_01.dbr,"Ilgorr, the Eternal",boss&quest,106,slot,special3,records/skills/nonplayerskills/bossskills/ilgorr_summonrevenant01.dbr,Skill_SpawnPetMonster,spawnObjects,,Monster,True,OK,base,1,1,0,MEASURED,,records/creatures/enemies/skeleton_c01_summon.dbr,base|sm_mod,8,4,,60.0,,,,,,records/creatures/enemies/bios/bio_skeletonrevenant_01.dbr,charLevel*1+2,24857,0.0,169.0,66865,739.0,538.8,1.100000023841858,1.0,1.0,,1.1378,records/creatures/enemies/anm/anm_skeleton_fast.dbr,records/controllers/enemy/controller_herotank01.dbr,creatures/enemies/skeleton/skeleton_baseheavy_fire_01a.msh,1.159999966621399,Champion,2,6,4,,MEASURED,MEASURED,MEASURED
1,,records/creatures/enemies/boss&quest/skeletalgolem_stepsoftorment_01.dbr,"Ilgorr, the Eternal",boss&quest,106,tree,11,records/skills/nonplayerskills/bossskills/ilgorr_summonrevenant01.dbr,Skill_SpawnPetMonster,spawnObjects,,Monster,True,OK,base,1,1,0,MEASURED,,records/creatures/enemies/skeleton_c01_summon.dbr,base|sm_mod,8,4,,60.0,,,,,,records/creatures/enemies/bios/bio_skeletonrevenant_01.dbr,charLevel*1+2,24857,0.0,169.0,66865,739.0,538.8,1.100000023841858,1.0,1.0,,1.1378,records/creatures/enemies/anm/anm_skeleton_fast.dbr,records/controllers/enemy/controller_herotank01.dbr,creatures/enemies/skeleton/skeleton_baseheavy_fire_01a.msh,1.159999966621399,Champion,2,6,4,,MEASURED,MEASURED,MEASURED
1,,records/creatures/enemies/boss&quest/statue_korvaaktombguardian.dbr,The Steward,boss&quest,108,tree,6,records/skills/nonplayerskills/bossskills/boss_chest_02.dbr,Skill_OnDeathSpawnActor,spawnObjects,records/items/lootchests/d03_bosschest_dropped.dbr,Destructible,False,NON-MONSTER-SPAWN (loot/destructible; not threat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,records/creatures/enemies/boss&quest/swampcrab_ugdenbog_01.dbr,Carraxus Foul,boss&quest,106,tree,6,records/skills/nonplayerskills/bossskills/boss_chest_01.dbr,Skill_OnDeathSpawnActor,spawnObjects,records/items/lootchests/d02_bosschest_dropped.dbr,Destructible,False,NON-MONSTER-SPAWN (loot/destructible; not threat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,records/creatures/enemies/boss&quest/swampcrab_ugdenbog_01.dbr,Carraxus Foul,boss&quest,106,slot,special3,records/skills/nonplayerskillsgdx1/bossskills/carraxus_summonswampcrabc.dbr,Skill_SpawnPet,spawnObjects,,Monster,True,OK,gdx1,charLevel/4+1,27,0,MEASURED,,records/creatures/enemies/swampcrab_b01_summon.dbr,gdx1|sm1,4,,,25.0,,,,,,records/creatures/enemies/bios/bio_swampcrab_b01.dbr,charLevel*1,16565,0.0,169.0,44560,597.4,548.8,1.0,1.0,1.0,,0.9333,records/creatures/enemies/anm/anm_swampcrab.dbr,records/controllers/enemy/controller_swampcrab_melee.dbr,creatures/enemies/crabmonstrosity/crabmonstrosity01a.msh,1.2000000476837158,Common,3,9,6,,MEASURED,MEASURED,MEASURED
1,,records/creatures/enemies/boss&quest/swampcrab_ugdenbog_01.dbr,Carraxus Foul,boss&quest,106,tree,7,records/skills/nonplayerskillsgdx1/bossskills/carraxus_summonswampcrabc.dbr,Skill_SpawnPet,spawnObjects,,Monster,True,OK,gdx1,charLevel/4+1,27,0,MEASURED,,records/creatures/enemies/swampcrab_b01_summon.dbr,gdx1|sm1,4,,,25.0,,,,,,records/creatures/enemies/bios/bio_swampcrab_b01.dbr,charLevel*1,16565,0.0,169.0,44560,597.4,548.8,1.0,1.0,1.0,,0.9333,records/creatures/enemies/anm/anm_swampcrab.dbr,records/controllers/enemy/controller_swampcrab_melee.dbr,creatures/enemies/crabmonstrosity/crabmonstrosity01a.msh,1.2000000476837158,Common,3,9,6,,MEASURED,MEASURED,MEASURED
1,,records/creatures/enemies/boss&quest/swampcrab_ugdenbog_01.dbr,Carraxus Foul,boss&quest,106,slot,special3,records/skills/nonplayerskillsgdx1/bossskills/carraxus_summonswampcrabc.dbr,Skill_SpawnPet,spawnObjects,,Monster,True,OK,gdx1,charLevel/4+1,27,0,MEASURED,,records/creatures/enemies/swampcrab_c01_summon.dbr,gdx1|sm1,4,,,25.0,,,,,,records/creatures/enemies/bios/bio_swampcrab_c01.dbr,charLevel*1,26608,0.0,169.0,71575,671.0,686.0,1.0,1.0,1.0,,0.9333,records/creatures/enemies/anm/anm_swampcrab.dbr,records/controllers/enemy/controller_swampcrab_melee.dbr,creatures/enemies/crabmonstrosity/crabmonstrosity01a.msh,1.350000023841858,Champion,3,9,4,records/creatures/enemies/swampcrab_a00_summon.dbr,MEASURED,MEASURED,MEASURED
1,,records/creatures/enemies/boss&quest/swampcrab_ugdenbog_01.dbr,Carraxus Foul,boss&quest,106,tree,7,records/skills/nonplayerskillsgdx1/bossskills/carraxus_summonswampcrabc.dbr,Skill_SpawnPet,spawnObjects,,Monster,True,OK,gdx1,charLevel/4+1,27,0,MEASURED,,records/creatures/enemies/swampcrab_c01_summon.dbr,gdx1|sm1,4,,,25.0,,,,,,records/creatures/enemies/bios/bio_swampcrab_c01.dbr,charLevel*1,26608,0.0,169.0,71575,671.0,686.0,1.0,1.0,1.0,,0.9333,records/creatures/enemies/anm/anm_swampcrab.dbr,records/controllers/enemy/controller_swampcrab_melee.dbr,creatures/enemies/crabmonstrosity/crabmonstrosity01a.msh,1.350000023841858,Champion,3,9,4,records/creatures/enemies/swampcrab_a00_summon.dbr,MEASURED,MEASURED,MEASURED
1,,records/creatures/enemies/boss&quest/swampgolem_bargoll.dbr,"Bargoll, the Mouldering Mound",boss&quest,106,tree,6,records/skills/nonplayerskills/bossskills/boss_chest_02.dbr,Skill_OnDeathSpawnActor,spawnObjects,records/items/lootchests/d03_bosschest_dropped.dbr,Destructible,False,NON-MONSTER-SPAWN (loot/destructible; not threat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,records/creatures/enemies/boss&quest/swampgolem_bargoll.dbr,"Bargoll, the Mouldering Mound",boss&quest,106,tree,9,records/skills/nonplayerskillsgdx1/bossskills/bargoll_plantgenerator.dbr,Skill_MonsterGenerator,spawnObjects,,Monster,True,OK,gdx1,charLevel/4+1,27,0,MEASURED,,records/creatures/enemies/livingplant_a01_summon.dbr,gdx1|sm1,4,1,12.0,60.0,,,,,,records/creatures/enemies/bios/bio_livingplant_a01.dbr,charLevel*1+5,26648,0.0,169.0,71682,782.0,498.4,1.0,1.0,1.0,,0.96,records/creatures/enemies/anm/anm_carnivorousplant_p2_summon.dbr,records/controllers/enemy/controller_livingplant.dbr,creatures/enemies/carnivorousplant/carnivorousplant01a_p2.msh,0.699999988079071,Common,2,6,4,,MEASURED,MEASURED,MEASURED
1,,records/creatures/enemies/boss&quest/theoutcast_03.dbr,"Anasteria, Wrath of the Aether",boss&quest,109,tree,5,records/skills/nonplayerskills/bossskills/boss_chest_03.dbr,Skill_OnDeathSpawnActor,spawnObjects,records/items/lootchests/d04_bosschest_dropped.dbr,Destructible,False,NON-MONSTER-SPAWN (loot/destructible; not threat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,records/creatures/enemies/boss&quest/wendigo_ancient_namadea.dbr,"Namadea, the Screecher",boss&quest,106,tree,6,records/skills/nonplayerskills/bossskills/boss_chest_02.dbr,Skill_OnDeathSpawnActor,spawnObjects,records/items/lootchests/d03_bosschest_dropped.dbr,Destructible,False,NON-MONSTER-SPAWN (loot/destructible; not threat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,records/creatures/enemies/boss&quest/wendigo_ancient_namadea.dbr,"Namadea, the Screecher",boss&quest,106,slot,special5,records/skills/nonplayerskillsgdx1/bossskills/wendigoancient_summonwraith.dbr,Skill_SpawnPet,spawnObjects,,Monster,True,OK,gdx1,charLevel/4+1,27,0,MEASURED,,records/creatures/enemies/wraith_a01_summon.dbr,gdx1|sm1,,,,30.0,,,,,,records/creatures/enemies/bios/bio_wraith_a01.dbr,charLevel*1,13488,0.0,154.0,34259,666.0,389.0,0.8999999761581421,1.0,1.0,,1.1467,records/creatures/enemies/anm/anm_wraith.dbr,records/controllers/enemy/controller_wraith.dbr,creatures/enemies/wraith/wraith01a.msh,1.0,Common,1,5,3,,MEASURED,MEASURED,MEASURED
1,,records/creatures/enemies/boss&quest/wendigo_ancient_namadea.dbr,"Namadea, the Screecher",boss&quest,106,tree,12,records/skills/nonplayerskillsgdx1/bossskills/wendigoancient_summonwraith.dbr,Skill_SpawnPet,spawnObjects,,Monster,True,OK,gdx1,charLevel/4+1,27,0,MEASURED,,records/creatures/enemies/wraith_a01_summon.dbr,gdx1|sm1,,,,30.0,,,,,,records/creatures/enemies/bios/bio_wraith_a01.dbr,charLevel*1,13488,0.0,154.0,34259,666.0,389.0,0.8999999761581421,1.0,1.0,,1.1467,records/creatures/enemies/anm/anm_wraith.dbr,records/controllers/enemy/controller_wraith.dbr,creatures/enemies/wraith/wraith01a.msh,1.0,Common,1,5,3,,MEASURED,MEASURED,MEASURED
1,,records/creatures/enemies/boss&quest/wendigo_turned_yuvoll.dbr,Yuvolloth,boss&quest,109,tree,6,records/skills/nonplayerskills/bossskills/boss_chest_01.dbr,Skill_OnDeathSpawnActor,spawnObjects,records/items/lootchests/d02_bosschest_dropped.dbr,Destructible,False,NON-MONSTER-SPAWN (loot/destructible; not threat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,records/creatures/enemies/boss&quest/wendigo_turned_yuvoll.dbr,Yuvolloth,boss&quest,109,slot,special3,records/skills/nonplayerskillsgdx1/bossskills/wendigofire_summonfiredevil.dbr,Skill_TargetedSpawnPet,spawnObjects,,Monster,True,OK,gdx1,charLevel/4+1,28,0,MEASURED,,records/skills/nonplayerskillsgdx1/bossskills/pets/firedevil_01.dbr,gdx1|sm1,4,1,,20.0,,,3.0,,,records/creatures/enemies/bios/bio_trap_fireflare_01.dbr,charLevel*1,6323,0.0,0.0,6323,863.0,380.6,0.3499999940395355,0.800000011920929,1.0,25.0,0.8667,records/creatures/anomalies/anm/anm_winddevil_a01.dbr,records/controllers/pets/controller_winddevil.dbr,creatures/anomalies/anomalya01.msh,1.0,Common,2,4,2,,MEASURED,MEASURED,MEASURED
1,,records/creatures/enemies/boss&quest/wendigo_turned_yuvoll.dbr,Yuvolloth,boss&quest,109,tree,11,records/skills/nonplayerskillsgdx1/bossskills/wendigofire_summonfiredevil.dbr,Skill_TargetedSpawnPet,spawnObjects,,Monster,True,OK,gdx1,charLevel/4+1,28,0,MEASURED,,records/skills/nonplayerskillsgdx1/bossskills/pets/firedevil_01.dbr,gdx1|sm1,4,1,,20.0,,,3.0,,,records/creatures/enemies/bios/bio_trap_fireflare_01.dbr,charLevel*1,6323,0.0,0.0,6323,863.0,380.6,0.3499999940395355,0.800000011920929,1.0,25.0,0.8667,records/creatures/anomalies/anm/anm_winddevil_a01.dbr,records/controllers/pets/controller_winddevil.dbr,creatures/anomalies/anomalya01.msh,1.0,Common,2,4,2,,MEASURED,MEASURED,MEASURED
1,,records/creatures/enemies/boss&quest/witch_janaxia.dbr,"Janaxia, the Betrayer",boss&quest,109,tree,6,records/skills/nonplayerskills/bossskills/boss_chest_02.dbr,Skill_OnDeathSpawnActor,spawnObjects,records/items/lootchests/d03_bosschest_dropped.dbr,Destructible,False,NON-MONSTER-SPAWN (loot/destructible; not threat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,records/creatures/enemies/boss&quest/witch_janaxia.dbr,"Janaxia, the Betrayer",boss&quest,109,slot,special4,records/skills/nonplayerskillsgdx1/bossskills/witch_summonwraiths.dbr,Skill_SpawnPet,spawnObjects,,Monster,True,OK,gdx1,charLevel/4+1,28,0,MEASURED,,records/creatures/enemies/wraith_b01_summon.dbr,gdx1|sm1,4,2,,40.0,,,,,,records/creatures/enemies/bios/bio_wraith_b01.dbr,charLevel*1,22226,0.0,154.0,56454,694.0,510.5,0.800000011920929,1.0,1.0,,1.1467,records/creatures/enemies/anm/anm_wraith.dbr,records/controllers/enemy/controller_wraith.dbr,creatures/enemies/wraith/wraith01a.msh,1.149999976158142,Champion,4,8,5,,MEASURED,MEASURED,MEASURED
1,,records/creatures/enemies/boss&quest/witch_janaxia.dbr,"Janaxia, the Betrayer",boss&quest,109,tree,11,records/skills/nonplayerskillsgdx1/bossskills/witch_summonwraiths.dbr,Skill_SpawnPet,spawnObjects,,Monster,True,OK,gdx1,charLevel/4+1,28,0,MEASURED,,records/creatures/enemies/wraith_b01_summon.dbr,gdx1|sm1,4,2,,40.0,,,,,,records/creatures/enemies/bios/bio_wraith_b01.dbr,charLevel*1,22226,0.0,154.0,56454,694.0,510.5,0.800000011920929,1.0,1.0,,1.1467,records/creatures/enemies/anm/anm_wraith.dbr,records/controllers/enemy/controller_wraith.dbr,creatures/enemies/wraith/wraith01a.msh,1.149999976158142,Champion,4,8,5,,MEASURED,MEASURED,MEASURED
1,,records/creatures/enemies/boss&quest/witchgod_finalboss.dbr,The Sentinel,boss&quest,109,tree,5,records/skills/nonplayerskills/bossskills/boss_chest_02.dbr,Skill_OnDeathSpawnActor,spawnObjects,records/items/lootchests/d03_bosschest_dropped.dbr,Destructible,False,NON-MONSTER-SPAWN (loot/destructible; not threat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,records/creatures/enemies/boss&quest/witchgod_finalboss.dbr,The Sentinel,boss&quest,109,slot,special4,records/skills/nonplayerskills/bossskills/witchgodguardian_sentinel_summonbeacon.dbr,Skill_SpawnPetMonster,spawnObjects,,Monster,True,OK,base,charLevel/4+1,28,0,MEASURED,,records/skills/nonplayerskills/bossskills/pets/witchgodguardian_sentinel_crystal.dbr,base,5,1,,25.0,,,,,,records/creatures/enemies/bios/bio_trap_chthonicshard_01.dbr,charLevel*1,2417,0.0,0.0,2417,863.0,380.6,0.0,0.0,1.0,,,,records/controllers/enemy/controller_trapzaplongdelay.dbr,fx/meshfx/trap_obsidiansentry01a_eldritch.msh,1.600000023841858,Common,1,3,1,,MEASURED,MEASURED,ANIM-NOT-RESOLVED
1,,records/creatures/enemies/boss&quest/witchgod_finalboss.dbr,The Sentinel,boss&quest,109,tree,9,records/skills/nonplayerskills/bossskills/witchgodguardian_sentinel_summonbeacon.dbr,Skill_SpawnPetMonster,spawnObjects,,Monster,True,OK,base,charLevel/4+1,28,0,MEASURED,,records/skills/nonplayerskills/bossskills/pets/witchgodguardian_sentinel_crystal.dbr,base,5,1,,25.0,,,,,,records/creatures/enemies/bios/bio_trap_chthonicshard_01.dbr,charLevel*1,2417,0.0,0.0,2417,863.0,380.6,0.0,0.0,1.0,,,,records/controllers/enemy/controller_trapzaplongdelay.dbr,fx/meshfx/trap_obsidiansentry01a_eldritch.msh,1.600000023841858,Common,1,3,1,,MEASURED,MEASURED,ANIM-NOT-RESOLVED
1,,records/creatures/enemies/boss&quest/witchgod_finalboss.dbr,The Sentinel,boss&quest,109,tree+nested,10,records/skills/nonplayerskills/bossskills/witchgodguardian_sentinel_summonbysmiel_secondary.dbr,Skill_SpawnPet,spawnObjects,,Monster,True,OK,base,charLevel/4+1,28,0,MEASURED,,records/creatures/enemies/hellhound_witchgod_a01_summon.dbr,base|sm_mod,,1,,,,,1.0,,,records/creatures/enemies/bios/bio_hellhound_a01.dbr,charLevel*1,18852,0.0,169.0,50713,679.0,446.0,1.100000023841858,1.0,1.0,,1.0,records/creatures/enemies/anm/anm_hellhound_monster.dbr,records/controllers/enemy/controller_raptor.dbr,creatures/enemies/hellhound/hellhound01a_chaos01.msh,0.699999988079071,Common,2,6,4,,MEASURED,MEASURED,MEASURED
1,,records/creatures/enemies/boss&quest/witchgod_finalboss.dbr,The Sentinel,boss&quest,109,tree+nested,10,records/skills/nonplayerskills/bossskills/witchgodguardian_sentinel_summonbysmiel_secondary.dbr,Skill_SpawnPet,spawnObjects,,Monster,True,OK,base,charLevel/4+1,28,0,MEASURED,,records/creatures/enemies/hellhound_witchgod_b01_summon.dbr,base|sm_mod,,1,,,,,1.0,,,records/creatures/enemies/bios/bio_hellhound_b01.dbr,charLevel*1,37131,0.0,169.0,99883,709.0,515.5,1.100000023841858,1.100000023841858,1.0,,0.9091,records/creatures/enemies/anm/anm_hellhound_monster.dbr,records/controllers/enemy/controller_raptor.dbr,creatures/enemies/hellhound/hellhound01a_lightning01.msh,0.8999999761581421,Champion,3,7,4,,MEASURED,MEASURED,MEASURED
1,,records/creatures/enemies/boss&quest/witchgod_finalboss.dbr,The Sentinel,boss&quest,109,tree+nested,7,records/skills/nonplayerskills/bossskills/witchgodguardian_sentinel_summondreeg_secondary.dbr,Skill_SpawnPet,spawnObjects,,Monster,True,OK,base,charLevel/4+1,28,0,MEASURED,,records/creatures/enemies/bonerat_witchgod_a01_summon.dbr,base|sm_mod,,1,,,,,1.0,,,records/creatures/enemies/bios/bio_bonerat_witchgod_a01.dbr,charLevel*1,10979,0.0,154.0,27887,778.0,446.0,1.25,1.100000023841858,1.0,,1.1616,records/creatures/enemies/anm/anm_bonerat02.dbr,records/controllers/enemy/controller_bonerat_melee.dbr,creatures/enemies/rat/bonerat01b.msh,0.75,Common,1,5,3,,MEASURED,MEASURED,MEASURED
1,,records/creatures/enemies/boss&quest/witchgod_finalboss.dbr,The Sentinel,boss&quest,109,tree+nested,7,records/skills/nonplayerskills/bossskills/witchgodguardian_sentinel_summondreeg_secondary.dbr,Skill_SpawnPet,spawnObjects,,Monster,True,OK,base,charLevel/4+1,28,0,MEASURED,,records/creatures/enemies/bonerat_witchgod_b01_summon.dbr,base|sm_mod,,1,,,,,1.0,,,records/creatures/enemies/bios/bio_bonerat_witchgod_b01.dbr,charLevel*1,18812,0.0,154.0,47783,813.0,557.0,1.100000023841858,1.100000023841858,1.0,,1.1616,records/creatures/enemies/anm/anm_bonerat02.dbr,records/controllers/enemy/controller_bonerat_ranged.dbr,creatures/enemies/rat/bonerat01c.msh,0.949999988079071,Champion,2,7,4,records/creatures/enemies/insectswarm_a01_summon.dbr,MEASURED,MEASURED,MEASURED
1,,records/creatures/enemies/boss&quest/witchgod_finalboss.dbr,The Sentinel,boss&quest,109,tree+nested,8,records/skills/nonplayerskills/bossskills/witchgodguardian_sentinel_summonsolael_secondary.dbr,Skill_SpawnPet,spawnObjects,,Monster,True,OK,base,charLevel/4+1,28,0,MEASURED,,records/creatures/enemies/raptor_witchgod_a01_summon.dbr,base|sm_mod,,1,,,,,1.0,,,records/creatures/enemies/bios/bio_raptor_witchgod_a01.dbr,charLevel*1-1,8155,0.0,154.0,20714,669.0,347.0,1.3300000429153442,1.2000000476837158,1.0,,1.1389,records/creatures/enemies/anm/anm_raptorwinged.dbr,records/controllers/enemy/controller_raptor.dbr,creatures/enemies/raptor/raptorwinged01.msh,0.6600000262260437,Common,0,4,2,,MEASURED,MEASURED,MEASURED
1,,records/creatures/enemies/boss&quest/witchgod_finalboss.dbr,The Sentinel,boss&quest,109,tree+nested,8,records/skills/nonplayerskills/bossskills/witchgodguardian_sentinel_summonsolael_secondary.dbr,Skill_SpawnPet,spawnObjects,,Monster,True,OK,base,charLevel/4+1,28,0,MEASURED,,records/creatures/enemies/raptor_witchgod_b01_summon.dbr,base|sm_mod,,1,,,,,1.0,,,records/creatures/enemies/bios/bio_raptor_witchgod_b01.dbr,charLevel*1,23979,0.0,169.0,64504,699.0,456.0,1.0499999523162842,1.0,1.0,,1.3667,records/creatures/enemies/anm/anm_raptorwinged.dbr,records/controllers/enemy/controller_raptor.dbr,creatures/enemies/raptor/raptorwinged01.msh,1.0,Champion,2,6,5,,MEASURED,MEASURED,MEASURED
1,,records/creatures/enemies/bounties/cu_bounty04.dbr,Vanoxxis Bile,bounties,107,tree,5,records/skills/nonplayerskills/heroskills/hero loot chests/hero_chest_all_01.dbr,Skill_OnDeathSpawnActor,spawnObjects,records/items/lootchests/d01_chesthero_all_01.dbr,Destructible,False,NON-MONSTER-SPAWN (loot/destructible; not threat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,records/creatures/enemies/bounties/cu_bounty07.dbr,Sllancar the Tainted,bounties,107,tree,5,records/skills/nonplayerskills/heroskills/hero loot chests/hero_chest_all_01.dbr,Skill_OnDeathSpawnActor,spawnObjects,records/items/lootchests/d01_chesthero_all_01.dbr,Destructible,False,NON-MONSTER-SPAWN (loot/destructible; not threat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,records/creatures/enemies/bounties/cu_bounty08.dbr,Chillpincer,bounties,107,tree,5,records/skills/nonplayerskills/heroskills/hero loot chests/hero_chest_all_01.dbr,Skill_OnDeathSpawnActor,spawnObjects,records/items/lootchests/d01_chesthero_all_01.dbr,Destructible,False,NON-MONSTER-SPAWN (loot/destructible; not threat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,records/creatures/enemies/bounties/cu_bounty08.dbr,Chillpincer,bounties,107,tree,12,records/skills/nonplayerskillsgdx1/summoning/swampcrab_crabgenerator.dbr,Skill_MonsterGenerator,spawnObjects,,Monster,True,OK,gdx1,charLevel/4+1,27,0,MEASURED,,records/creatures/enemies/swampcrab_a00_summon.dbr,gdx1|sm1,8,4,,30.0,,,,,,records/creatures/enemies/bios/bio_swampcrab_a00_summon.dbr,charLevel*1,3948,0.0,154.0,10029,550.0,516.5,1.0,1.0,1.0,,0.9333,records/creatures/enemies/anm/anm_swampcrab.dbr,records/controllers/enemy/controller_swampcrab_melee.dbr,creatures/enemies/crabmonstrosity/crabmonstrosity01b.msh,0.5,Common,0,4,2,,MEASURED,MEASURED,MEASURED
1,,records/creatures/enemies/bounties/cw_bounty04.dbr,Dar'Vagol the Mageclaw ~ Arcane,bounties,107,tree,5,records/skills/nonplayerskills/heroskills/hero loot chests/hero_chest_all_01.dbr,Skill_OnDeathSpawnActor,spawnObjects,records/items/lootchests/d01_chesthero_all_01.dbr,Destructible,False,NON-MONSTER-SPAWN (loot/destructible; not threat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,records/creatures/enemies/bounties/cw_bounty09.dbr,Yoknar ~ Vampiric,bounties,107,tree,5,records/skills/nonplayerskills/heroskills/hero loot chests/hero_chest_all_01.dbr,Skill_OnDeathSpawnActor,spawnObjects,records/items/lootchests/d01_chesthero_all_01.dbr,Destructible,False,NON-MONSTER-SPAWN (loot/destructible; not threat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,records/creatures/enemies/bounties/odv_bounty07.dbr,Horvald Shieldbreaker,bounties,107,tree,5,records/skills/nonplayerskills/heroskills/hero loot chests/hero_chest_all_01.dbr,Skill_OnDeathSpawnActor,spawnObjects,records/items/lootchests/d01_chesthero_all_01.dbr,Destructible,False,NON-MONSTER-SPAWN (loot/destructible; not threat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,records/creatures/enemies/bounties/pm_bounty06.dbr,Stormtitan ~ Electrified,bounties,107,tree,5,records/skills/nonplayerskills/heroskills/hero loot chests/hero_chest_all_01.dbr,Skill_OnDeathSpawnActor,spawnObjects,records/items/lootchests/d01_chesthero_all_01.dbr,Destructible,False,NON-MONSTER-SPAWN (loot/destructible; not threat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,records/creatures/enemies/bounties/ro_bounty11.dbr,Rixna Plaguefeather,bounties,107,tree,5,records/skills/nonplayerskills/heroskills/hero loot chests/hero_chest_all_01.dbr,Skill_OnDeathSpawnActor,spawnObjects,records/items/lootchests/d01_chesthero_all_01.dbr,Destructible,False,NON-MONSTER-SPAWN (loot/destructible; not threat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,records/creatures/enemies/bounties/ro_bounty19.dbr,Grum ~ Diseased,bounties,107,tree,10,records/skills/nonplayerskills/heroskills/hero loot chests/hero_chest_all_01.dbr,Skill_OnDeathSpawnActor,spawnObjects,records/items/lootchests/d01_chesthero_all_01.dbr,Destructible,False,NON-MONSTER-SPAWN (loot/destructible; not threat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
