actor_kind,owner_record,record,display_name,stratum,level_used,surface,slot,tree_index,skill,skill_class,root_skill,nest_depth,nest_via_field,nest_parent_skill,provenance_dbr_path,arz_owners,damage_type,template_group,kind,rank_source,skill_level_equation,rank_raw,rank_used,n_ranks,rank_grade,char_level_equation,char_level_adjusted,rank_used_alt_basis,min,max,max_effective,min_grade,max_grade,dot_duration_s,dot_duration_max_s,dot_dps_if_field_is_per_second,dot_dps_if_field_is_total,chance_pct,is_global,is_xor,modifier_pct,skill_cooldown_s,skill_charge_duration_s,skill_active_duration_s,skill_target_radius,skill_target_number,skill_target_angle,skill_target_interval_s,time_between_attacks_ms,rank_table_min,rank_table_max,rank_table_duration,status,projectile,projectile_velocity,projectile_distance,projectile_launch_angle,projectile_explosion_radius,projectile_number,projectile_launch_number,projectile_piercing_chance,projectile_dmg_range1_min,projectile_dmg_range1_max,projectile_dmg_range1_scale,projectile_dmg_range2_min,projectile_dmg_range2_max,projectile_dmg_range2_scale,projectile_dmg_range3_min,projectile_dmg_range3_max,projectile_dmg_range3_scale,wave_start_width,wave_end_width,wave_depth,wave_distance,wave_time_s,expansion_time_s,skill_allows_warmup,warmup_effect,skill_charge_level,camera_shake_duration_s,weapon_damage_pct,instant_cast,distance_profile
roster,,records/creatures/enemies/devotion/chthonianservitor_h02.dbr,Lank'Zuul the Torturer,devotion,109,tree,,15,records/skills/nonplayerskills/heroskills/crimsonbane_bloodbath.dbr,Skill_AttackProjectileBurst,records/skills/nonplayerskills/heroskills/crimsonbane_bloodbath.dbr,0,,,records/skills/nonplayerskills/heroskills/crimsonbane_bloodbath.dbr,base,SlowBleeding,Offensive Slow Bleeding,dot,TREE-LEVEL-EQUATION,charLevel/4+1,28.25,28,60,MEASURED,charLevel*1+5,114.0,29,413.0,0.0,413.0,EXACT,SCALAR,2.0,0.0,413.0,206.5,0.0,False,False,0.0,1.0,,,,,,,,6|16|29|42|54|68|82|97|112|124|139|155|170|185|201|217|232|248|264|281|297|313|329|346|362|380|397|413|430|447|465|482|500|518|535|553|570|588|606|624|642|659|677|696|714|732|750|767|787|805|826|842|862|880|899|918|936|954|973|994,0,2,OK,records/fx/skillsother/projectile/bloodorb_fxprojectile.dbr,14.0,20.0,,,,6,,0.0,3.0,60,2.0,10.0,100,10.0,20.0,135,,,,,,,,,,,,,Maximum
roster,,records/creatures/enemies/devotion/chthonianservitor_h02.dbr,Lank'Zuul the Torturer,devotion,109,tree,,16,records/skills/nonplayerskills/aoe/chthonicminion_chaosblast.dbr,Skill_AttackRadius,records/skills/nonplayerskills/aoe/chthonicminion_chaosblast.dbr,0,,,records/skills/nonplayerskills/aoe/chthonicminion_chaosblast.dbr,base,Chaos,Offensive Chaos,direct,TREE-LEVEL-EQUATION,charLevel/4+1,28.25,28,60,MEASURED,charLevel*1+5,114.0,29,743.0,,743.0,EXACT,ABSENT,,,,,,,,,,,,9.0,,,,,20|41|63|85|109|133|157|182|208|233|260|286|313|340|367|395|423|451|479|508|536|565|594|624|653|683|713|743|773|803|833|864|895|925|956|987|1019|1050|1081|1113|1145|1177|1208|1240|1273|1305|1337|1370|1402|1435|1467|1500|1533|1566|1599|1633|1666|1699|1733|1766,,,OK,,,,,,,,,,,,,,,,,,,,,,,0.20000000298023224,,,,1.25,,,Melee
roster,,records/creatures/enemies/devotion/chthonianservitor_h02.dbr,Lank'Zuul the Torturer,devotion,109,tree,,16,records/skills/nonplayerskills/aoe/chthonicminion_chaosblast.dbr,Skill_AttackRadius,records/skills/nonplayerskills/aoe/chthonicminion_chaosblast.dbr,0,,,records/skills/nonplayerskills/aoe/chthonicminion_chaosblast.dbr,base,PercentCurrentLife,Offensive Percent Current Life,percent_current_life,TREE-LEVEL-EQUATION,charLevel/4+1,28.25,28,60,MEASURED,charLevel*1+5,114.0,29,15.0,,15.0,SCALAR,ABSENT,,,,,0.0,False,False,,,,,9.0,,,,,15,,,OK,,,,,,,,,,,,,,,,,,,,,,,0.20000000298023224,,,,1.25,,,Melee
roster,,records/creatures/enemies/devotion/chthonianservitor_h02.dbr,Lank'Zuul the Torturer,devotion,109,tree,,16,records/skills/nonplayerskills/aoe/chthonicminion_chaosblast.dbr,Skill_AttackRadius,records/skills/nonplayerskills/aoe/chthonicminion_chaosblast.dbr,0,,,records/skills/nonplayerskills/aoe/chthonicminion_chaosblast.dbr,base,SlowLife,Offensive Slow Life,dot,TREE-LEVEL-EQUATION,charLevel/4+1,28.25,28,60,MEASURED,charLevel*1+5,114.0,29,331.0,0.0,331.0,EXACT,SCALAR,2.0,0.0,331.0,165.5,0.0,False,False,0.0,,,,9.0,,,,,7|15|25|35|47|57|69|79|91|103|115|127|139|151|163|175|187|199|213|225|239|251|265|277|291|305|317|331|345|359|371|385|399|413|427|441|455|469|483|497|511|525|541|555|569|583|599|613|627|641|657|671|687|701|715|731|745|761|775|791,0,2,OK,,,,,,,,,,,,,,,,,,,,,,,0.20000000298023224,,,,1.25,,,Melee
roster,,records/creatures/enemies/devotion/chthonianservitor_h03.dbr,Ukog'Dal ~ Electrified,devotion,109,slot,special1,,records/skills/nonplayerskillsgdx1/attackmelee/chthonianservitor_impale.dbr,Skill_AttackWeapon,records/skills/nonplayerskillsgdx1/attackmelee/chthonianservitor_impale.dbr,0,,,records/skills/nonplayerskillsgdx1/attackmelee/chthonianservitor_impale.dbr,gdx1,Life,Offensive Life,direct,TREE-LEVEL-EQUATION,charLevel/4+1,28.25,28,60,MEASURED,charLevel*1+5,114.0,29,640.0,0.0,640.0,EXACT,SCALAR,,,,,0.0,False,False,0.0,,,,,1,20.0,,,37|55|74|92|112|133|153|174|196|217|239|260|284|305|328|351|374|398|421|446|469|493|516|542|565|590|616|640|666|691|715|741|766|793|818|845|869|895|922|948|975|1001|1027|1054|1081|1107|1134|1162|1188|1216|1243|1269|1297|1324|1352|1379|1407|1434|1462|1490,0,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melee
roster,,records/creatures/enemies/devotion/chthonianservitor_h03.dbr,Ukog'Dal ~ Electrified,devotion,109,slot,special1,,records/skills/nonplayerskillsgdx1/attackmelee/chthonianservitor_impale.dbr,Skill_AttackWeapon,records/skills/nonplayerskillsgdx1/attackmelee/chthonianservitor_impale.dbr,0,,,records/skills/nonplayerskillsgdx1/attackmelee/chthonianservitor_impale.dbr,gdx1,Pierce,Offensive Pierce,direct,TREE-LEVEL-EQUATION,charLevel/4+1,28.25,28,60,MEASURED,charLevel*1+5,114.0,29,640.0,0.0,640.0,EXACT,SCALAR,,,,,0.0,False,False,0.0,,,,,1,20.0,,,37|55|74|92|112|133|153|174|196|217|239|260|284|305|328|351|374|398|421|446|469|493|516|542|565|590|616|640|666|691|715|741|766|793|818|845|869|895|922|948|975|1001|1027|1054|1081|1107|1134|1162|1188|1216|1243|1269|1297|1324|1352|1379|1407|1434|1462|1490,0,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melee
roster,,records/creatures/enemies/devotion/chthonianservitor_h03.dbr,Ukog'Dal ~ Electrified,devotion,109,slot,special1,,records/skills/nonplayerskillsgdx1/attackmelee/chthonianservitor_impale.dbr,Skill_AttackWeapon,records/skills/nonplayerskillsgdx1/attackmelee/chthonianservitor_impale.dbr,0,,,records/skills/nonplayerskillsgdx1/attackmelee/chthonianservitor_impale.dbr,gdx1,SlowBleeding,Offensive Slow Bleeding,dot,TREE-LEVEL-EQUATION,charLevel/4+1,28.25,28,60,MEASURED,charLevel*1+5,114.0,29,388.0,0.0,388.0,EXACT,SCALAR,2.0,0.0,388.0,194.0,0.0,False,False,0.0,,,,,1,20.0,,,10|16|28|43|55|67|85|94|106|124|136|154|163|178|193|205|220|235|253|265|280|295|310|328|343|355|376|388|403|424|436|454|466|490|502|517|535|553|568|580|604|616|640|652|667|685|703|724|736|754|766|790|805|826|838|856|874|892|910|928,0,2,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melee
roster,,records/creatures/enemies/devotion/chthonianservitor_h03.dbr,Ukog'Dal ~ Electrified,devotion,109,slot,special2,,records/skills/nonplayerskillsgdx1/attackprojectile/chthonianservitor_bleedspiral.dbr,Skill_AttackProjectileOrbiting,records/skills/nonplayerskillsgdx1/attackprojectile/chthonianservitor_bleedspiral.dbr,0,,,records/skills/nonplayerskillsgdx1/attackprojectile/chthonianservitor_bleedspiral.dbr,gdx1,Physical,Offensive Physical,direct,TREE-LEVEL-EQUATION,charLevel/4+1,28.25,28,60,MEASURED,charLevel*1+5,114.0,29,725.0,0.0,725.0,EXACT,SCALAR,,,,,0.0,False,False,,3.0,,,,,,,,18|38|58|80|102|125|149|174|199|224|250|275|301|329|355|382|410|438|465|494|521|550|579|608|638|666|695|725|755|785|815|845|875|906|936|968|999|1029|1060|1091|1122|1155|1186|1218|1250|1281|1314|1345|1378|1410|1442|1475|1508|1540|1572|1606|1639|1671|1705|1738,0,,OK,records/fx/skillsothergdx1/orbital/bloodorb_projectileorbitalfx01.dbr,0.0,90.0,,0.25,1,,100.0,,,,,,,,,,,,,,,,,,,,,,Long
roster,,records/creatures/enemies/devotion/chthonianservitor_h03.dbr,Ukog'Dal ~ Electrified,devotion,109,slot,special2,,records/skills/nonplayerskillsgdx1/attackprojectile/chthonianservitor_bleedspiral.dbr,Skill_AttackProjectileOrbiting,records/skills/nonplayerskillsgdx1/attackprojectile/chthonianservitor_bleedspiral.dbr,0,,,records/skills/nonplayerskillsgdx1/attackprojectile/chthonianservitor_bleedspiral.dbr,gdx1,SlowBleeding,Offensive Slow Bleeding,dot,TREE-LEVEL-EQUATION,charLevel/4+1,28.25,28,60,MEASURED,charLevel*1+5,114.0,29,507.0,0.0,507.0,EXACT,SCALAR,5.0,0.0,507.0,101.4,0.0,False,False,0.0,3.0,,,,,,,,12|26|40|56|72|88|104|122|139|157|174|193|211|230|248|267|287|306|325|345|365|385|405|425|445|466|486|507|528|549|570|591|612|633|655|676|698|719|741|763|785|807|829|851|873|896|918|940|963|985|1008|1031|1054|1076|1099|1122|1145|1168|1192|1215,0,5,OK,records/fx/skillsothergdx1/orbital/bloodorb_projectileorbitalfx01.dbr,0.0,90.0,,0.25,1,,100.0,,,,,,,,,,,,,,,,,,,,,,Long
roster,,records/creatures/enemies/devotion/chthonianservitor_h03.dbr,Ukog'Dal ~ Electrified,devotion,109,slot,special3,,records/skills/nonplayerskills/heroskills/archetypes/electrified_lightningnova.dbr,Skill_AttackProjectileRing,records/skills/nonplayerskills/heroskills/archetypes/electrified_lightningnova.dbr,0,,,records/skills/nonplayerskills/heroskills/archetypes/electrified_lightningnova.dbr,base,Lightning,Offensive Lightning,direct,TREE-LEVEL-EQUATION,charLevel/4+1,28.25,28,60,MEASURED,charLevel*1+5,114.0,29,1516.0,0.0,1516.0,EXACT,SCALAR,,,,,0.0,False,False,0.0,1.0,,,,,,,,81|123|166|212|258|306|356|405|456|507|558|610|664|718|772|826|882|938|994|1050|1107|1166|1222|1281|1340|1398|1456|1516|1576|1636|1696|1756|1818|1878|1940|2001|2064|2126|2188|2250|2313|2376|2439|2504|2566|2631|2694|2758|2823|2889|2954|3018|3084|3148|3214|3280|3346|3412|3478|3544,0,,OK,records/fx/skillsother/projectile/lightningorbnova_fxprojectile.dbr,16.0,20.0,,,,18,,0.0,2.0,50,2.0,10.0,100,10.0,20.0,150,,,,,,,,,,,,,Long
roster,,records/creatures/enemies/devotion/chthonianservitor_h03.dbr,Ukog'Dal ~ Electrified,devotion,109,slot,special4,,records/skills/nonplayerskills/heroskills/jaron_lightningfield.dbr,Skill_BuffAttackRadiusDuration,records/skills/nonplayerskills/heroskills/jaron_lightningfield.dbr,0,,,records/skills/nonplayerskills/heroskills/jaron_lightningfield.dbr,base,Lightning,Offensive Lightning,direct,TREE-LEVEL-EQUATION,charLevel/4+1,28.25,28,60,MEASURED,charLevel*1+5,114.0,29,818.0,0.0,818.0,EXACT,SCALAR,,,,,0.0,False,False,0.0,,,5.0,2.5,,,,,20|43|67|92|118|144|171|199|227|256|285|314|343|373|403|434|465|496|527|559|590|622|654|687|719|752|785|818|851|885|919|952|986|1020|1055|1089|1123|1158|1193|1228|1263|1298|1333|1369|1404|1440|1475|1511|1547|1583|1620|1656|1692|1729|1765|1802|1839|1876|1913|1950,0,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Short
roster,,records/creatures/enemies/devotion/chthonianservitor_h03.dbr,Ukog'Dal ~ Electrified,devotion,109,slot,initial,,records/skills/nonplayerskills/heroskills/archetypes/electrified_bonus_lightningdmgaura_buff.dbr,SkillBuff_Passive,records/skills/nonplayerskills/heroskills/archetypes/electrified_bonus_lightningdmgaura.dbr,1,buffSkillName,records/skills/nonplayerskills/heroskills/archetypes/electrified_bonus_lightningdmgaura.dbr,records/skills/nonplayerskills/heroskills/archetypes/electrified_bonus_lightningdmgaura_buff.dbr,base,Lightning,Offensive Lightning,direct,INHERITED-FROM-PARENT-RANK,charLevel/4+1,28.25,28,60,MEASURED,charLevel*1+5,114.0,29,176.0,,176.0,EXACT,ABSENT,,,,,0.0,False,False,0.0,,,,12.0,,,,,4|7|12|17|24|30|34|41|48|53|60|66|72|79|86|93|100|107|114|121|128|135|141|148|155|162|169|176|184|191|198|207|214|221|230|237|244|252|259|267|274|283|290|297|306|314|321|329|336|345|352|361|369|376|384|393|400|409|418|424,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roster,,records/creatures/enemies/devotion/chthonianservitor_h03.dbr,Ukog'Dal ~ Electrified,devotion,109,slot,dying,,records/skills/nonplayerskills/heroskills/archetypes/electrified_lightningnova.dbr,Skill_AttackProjectileRing,records/skills/nonplayerskills/heroskills/archetypes/electrified_lightningnova.dbr,0,,,records/skills/nonplayerskills/heroskills/archetypes/electrified_lightningnova.dbr,base,Lightning,Offensive Lightning,direct,TREE-LEVEL-EQUATION,charLevel/4+1,28.25,28,60,MEASURED,charLevel*1+5,114.0,29,1516.0,0.0,1516.0,EXACT,SCALAR,,,,,0.0,False,False,0.0,1.0,,,,,,,,81|123|166|212|258|306|356|405|456|507|558|610|664|718|772|826|882|938|994|1050|1107|1166|1222|1281|1340|1398|1456|1516|1576|1636|1696|1756|1818|1878|1940|2001|2064|2126|2188|2250|2313|2376|2439|2504|2566|2631|2694|2758|2823|2889|2954|3018|3084|3148|3214|3280|3346|3412|3478|3544,0,,OK,records/fx/skillsother/projectile/lightningorbnova_fxprojectile.dbr,16.0,20.0,,,,18,,0.0,2.0,50,2.0,10.0,100,10.0,20.0,150,,,,,,,,,,,,,Long
roster,,records/creatures/enemies/devotion/chthonianservitor_h03.dbr,Ukog'Dal ~ Electrified,devotion,109,tree,,2,records/skills/nonplayerskills/passive/damagebase_physical04.dbr,Skill_Passive,records/skills/nonplayerskills/passive/damagebase_physical04.dbr,0,,,records/skills/nonplayerskills/passive/damagebase_physical04.dbr,base,Physical,Offensive Physical,direct,TREE-LEVEL-EQUATION,charLevel*1,109.0,109,210,MEASURED,charLevel*1+5,114.0,114,870.0,1129.0,1129.0,EXACT,EXACT,,,,,0.0,False,False,15.0,,,,,,,,,38|42|47|52|55|60|65|71|77|83|89|96|101|108|116|123|130|136|144|152|158|166|176|178|189|196|205|213|222|231|239|250|258|267|277|286|296|306|312|320|331|340|350|360|370|378|389|397|406|416|425|435|445|453|462|470|479|488|496|507|...(150 more),46|51|59|63|68|73|81|88|96|105|111|121|128|137|147|155|165|175|183|192|201|211|224|229|243|251|264|272|286|297|308|322|333|344|357|368|382|393|402|413|427|439|454|465|478|490|503|515|525|538|551|563|575|585|600|611|620|633|644|658|...(150 more),,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roster,,records/creatures/enemies/devotion/chthonianservitor_h03.dbr,Ukog'Dal ~ Electrified,devotion,109,tree,,6,records/skills/nonplayerskillsgdx1/passive/passiveproperties_chthonianservitor.dbr,Skill_Passive,records/skills/nonplayerskillsgdx1/passive/passiveproperties_chthonianservitor.dbr,0,,,records/skills/nonplayerskillsgdx1/passive/passiveproperties_chthonianservitor.dbr,gdx1,Life,Offensive Life,direct,TREE-LEVEL-EQUATION,charLevel/4+1,28.25,28,63,MEASURED,charLevel*1+5,114.0,29,129.0,0.0,129.0,EXACT,SCALAR,,,,,0.0,False,False,35.0,,,,,,,,,5|8|12|16|21|25|29|33|38|43|47|52|56|61|66|70|75|79|85|89|94|99|104|109|114|119|124|129|134|139|144|149|154|160|165|170|175|180|186|191|196|201|207|212|217|223|228|234|239|244|250|255|261|266|271|277|282|288|293|299|...(3 more),0,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roster,,records/creatures/enemies/devotion/chthonianservitor_h03.dbr,Ukog'Dal ~ Electrified,devotion,109,tree,,6,records/skills/nonplayerskillsgdx1/passive/passiveproperties_chthonianservitor.dbr,Skill_Passive,records/skills/nonplayerskillsgdx1/passive/passiveproperties_chthonianservitor.dbr,0,,,records/skills/nonplayerskillsgdx1/passive/passiveproperties_chthonianservitor.dbr,gdx1,SlowBleeding,Offensive Slow Bleeding,dot,TREE-LEVEL-EQUATION,charLevel/4+1,28.25,28,63,MEASURED,charLevel*1+5,114.0,29,129.0,0.0,129.0,EXACT,SCALAR,3.0,0.0,129.0,43.0,15.0,,False,0.0,,,,,,,,,5|8|12|16|21|25|29|33|38|43|47|52|56|61|66|70|75|79|85|89|94|99|104|109|114|119|124|129|134|139|144|149|154|160|165|170|175|180|186|191|196|201|207|212|217|223|228|234|239|244|250|255|261|266|271|277|282|288|293|299|...(3 more),0,3,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roster,,records/creatures/enemies/devotion/chthonianservitor_h03.dbr,Ukog'Dal ~ Electrified,devotion,109,tree,,7,records/skills/nonplayerskills/heroskills/archetypes/electrified_bonus_lightningdmgaura_buff.dbr,SkillBuff_Passive,records/skills/nonplayerskills/heroskills/archetypes/electrified_bonus_lightningdmgaura.dbr,1,buffSkillName,records/skills/nonplayerskills/heroskills/archetypes/electrified_bonus_lightningdmgaura.dbr,records/skills/nonplayerskills/heroskills/archetypes/electrified_bonus_lightningdmgaura_buff.dbr,base,Lightning,Offensive Lightning,direct,INHERITED-FROM-PARENT-RANK,charLevel/4+1,28.25,28,60,MEASURED,charLevel*1+5,114.0,29,176.0,,176.0,EXACT,ABSENT,,,,,0.0,False,False,0.0,,,,12.0,,,,,4|7|12|17|24|30|34|41|48|53|60|66|72|79|86|93|100|107|114|121|128|135|141|148|155|162|169|176|184|191|198|207|214|221|230|237|244|252|259|267|274|283|290|297|306|314|321|329|336|345|352|361|369|376|384|393|400|409|418|424,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roster,,records/creatures/enemies/devotion/chthonianservitor_h03.dbr,Ukog'Dal ~ Electrified,devotion,109,tree,,8,records/skills/nonplayerskillsgdx1/buff/chthonianservitor_emboldeningscreech_buff.dbr,SkillBuff_Passive,records/skills/nonplayerskillsgdx1/buff/chthonianservitor_emboldeningscreech.dbr,1,buffSkillName,records/skills/nonplayerskillsgdx1/buff/chthonianservitor_emboldeningscreech.dbr,records/skills/nonplayerskillsgdx1/buff/chthonianservitor_emboldeningscreech_buff.dbr,gdx1,Life,Offensive Life,direct,INHERITED-FROM-PARENT-RANK,charLevel/4+1,28.25,28,60,MEASURED,charLevel*1+5,114.0,29,194.0,0.0,194.0,EXACT,SCALAR,,,,,0.0,False,False,0.0,12.0,,7.0,15.0,,,,,6|11|17|23|29|36|42|48|55|62|69|76|83|90|97|104|111|118|126|133|140|148|155|163|171|178|186|194|201|209|217|225|233|240|248|256|264|272|280|288|297|305|313|321|329|337|346|354|362|370|379|387|396|404|412|421|429|438|446|455,0,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,Short
roster,,records/creatures/enemies/devotion/chthonianservitor_h03.dbr,Ukog'Dal ~ Electrified,devotion,109,tree,,9,records/skills/nonplayerskillsgdx1/attackmelee/chthonianservitor_impale.dbr,Skill_AttackWeapon,records/skills/nonplayerskillsgdx1/attackmelee/chthonianservitor_impale.dbr,0,,,records/skills/nonplayerskillsgdx1/attackmelee/chthonianservitor_impale.dbr,gdx1,Life,Offensive Life,direct,TREE-LEVEL-EQUATION,charLevel/4+1,28.25,28,60,MEASURED,charLevel*1+5,114.0,29,640.0,0.0,640.0,EXACT,SCALAR,,,,,0.0,False,False,0.0,,,,,1,20.0,,,37|55|74|92|112|133|153|174|196|217|239|260|284|305|328|351|374|398|421|446|469|493|516|542|565|590|616|640|666|691|715|741|766|793|818|845|869|895|922|948|975|1001|1027|1054|1081|1107|1134|1162|1188|1216|1243|1269|1297|1324|1352|1379|1407|1434|1462|1490,0,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melee
roster,,records/creatures/enemies/devotion/chthonianservitor_h03.dbr,Ukog'Dal ~ Electrified,devotion,109,tree,,9,records/skills/nonplayerskillsgdx1/attackmelee/chthonianservitor_impale.dbr,Skill_AttackWeapon,records/skills/nonplayerskillsgdx1/attackmelee/chthonianservitor_impale.dbr,0,,,records/skills/nonplayerskillsgdx1/attackmelee/chthonianservitor_impale.dbr,gdx1,Pierce,Offensive Pierce,direct,TREE-LEVEL-EQUATION,charLevel/4+1,28.25,28,60,MEASURED,charLevel*1+5,114.0,29,640.0,0.0,640.0,EXACT,SCALAR,,,,,0.0,False,False,0.0,,,,,1,20.0,,,37|55|74|92|112|133|153|174|196|217|239|260|284|305|328|351|374|398|421|446|469|493|516|542|565|590|616|640|666|691|715|741|766|793|818|845|869|895|922|948|975|1001|1027|1054|1081|1107|1134|1162|1188|1216|1243|1269|1297|1324|1352|1379|1407|1434|1462|1490,0,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melee
roster,,records/creatures/enemies/devotion/chthonianservitor_h03.dbr,Ukog'Dal ~ Electrified,devotion,109,tree,,9,records/skills/nonplayerskillsgdx1/attackmelee/chthonianservitor_impale.dbr,Skill_AttackWeapon,records/skills/nonplayerskillsgdx1/attackmelee/chthonianservitor_impale.dbr,0,,,records/skills/nonplayerskillsgdx1/attackmelee/chthonianservitor_impale.dbr,gdx1,SlowBleeding,Offensive Slow Bleeding,dot,TREE-LEVEL-EQUATION,charLevel/4+1,28.25,28,60,MEASURED,charLevel*1+5,114.0,29,388.0,0.0,388.0,EXACT,SCALAR,2.0,0.0,388.0,194.0,0.0,False,False,0.0,,,,,1,20.0,,,10|16|28|43|55|67|85|94|106|124|136|154|163|178|193|205|220|235|253|265|280|295|310|328|343|355|376|388|403|424|436|454|466|490|502|517|535|553|568|580|604|616|640|652|667|685|703|724|736|754|766|790|805|826|838|856|874|892|910|928,0,2,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melee
roster,,records/creatures/enemies/devotion/chthonianservitor_h03.dbr,Ukog'Dal ~ Electrified,devotion,109,tree,,10,records/skills/nonplayerskillsgdx1/attackprojectile/chthonianservitor_bleedspiral.dbr,Skill_AttackProjectileOrbiting,records/skills/nonplayerskillsgdx1/attackprojectile/chthonianservitor_bleedspiral.dbr,0,,,records/skills/nonplayerskillsgdx1/attackprojectile/chthonianservitor_bleedspiral.dbr,gdx1,Physical,Offensive Physical,direct,TREE-LEVEL-EQUATION,charLevel/4+1,28.25,28,60,MEASURED,charLevel*1+5,114.0,29,725.0,0.0,725.0,EXACT,SCALAR,,,,,0.0,False,False,,3.0,,,,,,,,18|38|58|80|102|125|149|174|199|224|250|275|301|329|355|382|410|438|465|494|521|550|579|608|638|666|695|725|755|785|815|845|875|906|936|968|999|1029|1060|1091|1122|1155|1186|1218|1250|1281|1314|1345|1378|1410|1442|1475|1508|1540|1572|1606|1639|1671|1705|1738,0,,OK,records/fx/skillsothergdx1/orbital/bloodorb_projectileorbitalfx01.dbr,0.0,90.0,,0.25,1,,100.0,,,,,,,,,,,,,,,,,,,,,,Long
roster,,records/creatures/enemies/devotion/chthonianservitor_h03.dbr,Ukog'Dal ~ Electrified,devotion,109,tree,,10,records/skills/nonplayerskillsgdx1/attackprojectile/chthonianservitor_bleedspiral.dbr,Skill_AttackProjectileOrbiting,records/skills/nonplayerskillsgdx1/attackprojectile/chthonianservitor_bleedspiral.dbr,0,,,records/skills/nonplayerskillsgdx1/attackprojectile/chthonianservitor_bleedspiral.dbr,gdx1,SlowBleeding,Offensive Slow Bleeding,dot,TREE-LEVEL-EQUATION,charLevel/4+1,28.25,28,60,MEASURED,charLevel*1+5,114.0,29,507.0,0.0,507.0,EXACT,SCALAR,5.0,0.0,507.0,101.4,0.0,False,False,0.0,3.0,,,,,,,,12|26|40|56|72|88|104|122|139|157|174|193|211|230|248|267|287|306|325|345|365|385|405|425|445|466|486|507|528|549|570|591|612|633|655|676|698|719|741|763|785|807|829|851|873|896|918|940|963|985|1008|1031|1054|1076|1099|1122|1145|1168|1192|1215,0,5,OK,records/fx/skillsothergdx1/orbital/bloodorb_projectileorbitalfx01.dbr,0.0,90.0,,0.25,1,,100.0,,,,,,,,,,,,,,,,,,,,,,Long
roster,,records/creatures/enemies/devotion/chthonianservitor_h03.dbr,Ukog'Dal ~ Electrified,devotion,109,tree,,11,records/skills/nonplayerskillsgdx1/attackprojectile/chthonianservitor_bleedspiraldouble.dbr,Skill_AttackProjectileOrbiting,records/skills/nonplayerskillsgdx1/attackprojectile/chthonianservitor_bleedspiraldouble.dbr,0,,,records/skills/nonplayerskillsgdx1/attackprojectile/chthonianservitor_bleedspiraldouble.dbr,gdx1,Physical,Offensive Physical,direct,TREE-LEVEL-EQUATION,charLevel/4+1,28.25,28,60,MEASURED,charLevel*1+5,114.0,29,725.0,0.0,725.0,EXACT,SCALAR,,,,,0.0,False,False,,,,,,,,,,18|38|58|80|102|125|149|174|199|224|250|275|301|329|355|382|410|438|465|494|521|550|579|608|638|666|695|725|755|785|815|845|875|906|936|968|999|1029|1060|1091|1122|1155|1186|1218|1250|1281|1314|1345|1378|1410|1442|1475|1508|1540|1572|1606|1639|1671|1705|1738,0,,OK,records/fx/skillsothergdx1/orbital/bloodorb_projectileorbitalfx01.dbr,0.0,90.0,,0.25,2,,100.0,,,,,,,,,,,,,,,,,,,,,,Long
roster,,records/creatures/enemies/devotion/chthonianservitor_h03.dbr,Ukog'Dal ~ Electrified,devotion,109,tree,,11,records/skills/nonplayerskillsgdx1/attackprojectile/chthonianservitor_bleedspiraldouble.dbr,Skill_AttackProjectileOrbiting,records/skills/nonplayerskillsgdx1/attackprojectile/chthonianservitor_bleedspiraldouble.dbr,0,,,records/skills/nonplayerskillsgdx1/attackprojectile/chthonianservitor_bleedspiraldouble.dbr,gdx1,SlowBleeding,Offensive Slow Bleeding,dot,TREE-LEVEL-EQUATION,charLevel/4+1,28.25,28,60,MEASURED,charLevel*1+5,114.0,29,507.0,0.0,507.0,EXACT,SCALAR,5.0,0.0,507.0,101.4,0.0,False,False,0.0,,,,,,,,,12|26|40|56|72|88|104|122|139|157|174|193|211|230|248|267|287|306|325|345|365|385|405|425|445|466|486|507|528|549|570|591|612|633|655|676|698|719|741|763|785|807|829|851|873|896|918|940|963|985|1008|1031|1054|1076|1099|1122|1145|1168|1192|1215,0,5,OK,records/fx/skillsothergdx1/orbital/bloodorb_projectileorbitalfx01.dbr,0.0,90.0,,0.25,2,,100.0,,,,,,,,,,,,,,,,,,,,,,Long
