source,window,frame_path,t_sec,text,ocr_conf,text_class,is_hud,colour_class,rgb_r,rgb_g,rgb_b,r_over_g,g_minus_maxrb,bbox_x,bbox_y,bbox_w,bbox_h,px_x0,px_y0,px_x1,px_y1
window,4,W0004.png,832.8837,"16050, (5589)1x1:67)",0.3,other,0,cream_dealt,244.3,235.0,197.0,1.04,-9.3,0.39971,0.67959,0.08866,0.01809,767,326,937,346
window,4,W0004.png,832.8837,5589 51.67),0.3,other,0,cream_dealt,235.4,203.8,182.6,1.155,-31.6,0.41564,0.64055,0.0597,0.03673,798,348,912,388
window,4,W0004.png,832.8837,21878 (x1.79) 1.520/20.005),0.3,other,0,neutral,247.8,243.4,162.3,1.018,-4.5,0.40116,0.61757,0.13953,0.02595,770,385,1038,413
window,4,W0004.png,832.8837,8169 (x1:67),0.3,other,0,neutral,223.4,224.3,191.7,0.996,0.9,0.49126,0.47266,0.04947,0.0185,943,549,1038,569
window,4,W0004.png,832.8837,10775 (x1.89),0.3,crit,0,green_candidate,208.2,237.0,196.6,0.879,28.7,0.50581,0.4287,0.05378,0.01574,971,599,1074,616
window,4,W0005.png,832.9003,Gladiator,1.0,other,0,cream_dealt,230.8,186.0,162.6,1.24,-44.7,0.00571,0.97309,0.04528,0.01764,10,10,97,29
window,4,W0005.png,832.9003,9:51:18,1.0,other,0,cream_dealt,228.2,186.0,164.7,1.227,-42.3,0.00872,0.9354,0.04797,0.01809,16,50,108,69
window,4,W0005.png,832.9003,PM,1.0,other,0,cream_dealt,229.9,181.9,158.8,1.264,-48.0,0.0625,0.9354,0.02326,0.01809,120,50,164,69
window,4,W0005.png,832.9003,"Venarius,",1.0,other,0,cream_dealt,177.2,149.5,175.9,1.186,-27.8,0.41424,0.96641,0.0625,0.01809,795,16,915,36
window,4,W0005.png,832.9003,the Backbreaker,1.0,other,0,cream_dealt,173.1,150.3,171.9,1.152,-22.8,0.47965,0.96111,0.1061,0.02339,920,16,1124,42
window,4,W0005.png,832.9003,Crucible of the Dead,1.0,other,0,cream_dealt,213.0,207.4,188.5,1.027,-5.5,0.89244,0.9713,0.09738,0.01852,1713,10,1900,30
window,4,W0005.png,832.9003,125,1.0,bare,1,cream_dealt,186.4,178.5,153.9,1.044,-7.9,0.71948,0.88889,0.01453,0.01292,1381,106,1409,119
window,4,W0005.png,832.9003,01:16,1.0,other,0,cream_dealt,184.3,179.0,160.9,1.03,-5.3,0.77616,0.88889,0.0218,0.01292,1490,106,1532,119
window,4,W0005.png,832.9003,159,1.0,bare,1,red_taken,201.0,83.7,37.5,2.402,-117.4,0.82558,0.85013,0.0189,0.01809,1585,142,1621,161
window,4,W0005.png,832.9003,Objectives,1.0,other,0,cream_dealt,245.2,172.9,91.1,1.418,-72.3,0.87353,0.68203,0.05526,0.01837,1677,323,1783,343
window,4,W0005.png,832.9003,1675,1.0,bare,0,cream_dealt,180.1,168.9,176.7,1.066,-11.2,0.61483,0.58915,0.01599,0.01292,1180,429,1211,443
window,4,W0005.png,832.9003,"(376,229/1,599.856)",1.0,other,0,neutral,223.0,228.2,228.0,0.977,0.3,0.50436,0.54522,0.10029,0.01809,968,471,1160,491
window,4,W0005.png,832.9003,11520/20005,1.0,pair,1,cream_dealt,235.9,225.4,220.4,1.046,-10.5,0.30233,0.05426,0.05378,0.0155,580,1004,683,1021
window,4,W0005.png,832.9003,100,1.0,bare,1,cream_dealt,246.7,207.0,97.9,1.192,-39.7,0.48983,0.05685,0.0189,0.01292,940,1004,976,1018
window,4,W0005.png,832.9003,1565/2576,1.0,pair,1,neutral,229.0,233.5,231.2,0.981,2.4,0.64817,0.05101,0.04522,0.01943,1244,1003,1331,1024
window,4,W0005.png,832.9003,Aetber Corruption,0.5,other,0,cream_dealt,233.7,228.3,224.7,1.024,-5.4,0.45349,0.89907,0.09302,0.01852,870,89,1049,109
window,4,W0005.png,832.9003,O Eliminate all Enemies,0.5,other,0,neutral,215.8,221.8,216.6,0.973,5.2,0.87936,0.66111,0.08576,0.01589,1688,348,1853,366
window,4,W0005.png,832.9003,"(0.065.206/2.025,309)",0.5,other,0,cream_dealt,248.6,243.3,203.8,1.022,-5.3,0.57122,0.64599,0.11192,0.02326,1096,357,1311,382
window,4,W0005.png,832.9003,DAUQOA6,0.3,other,0,cream_dealt,188.6,167.0,140.4,1.13,-21.6,0.4811,0.94315,0.0407,0.02067,923,39,1001,61
window,4,W0005.png,832.9003,X9,0.3,other,0,cream_dealt,254.5,248.9,219.2,1.022,-5.5,0.81541,0.89664,0.03343,0.04134,1565,66,1629,111
window,4,W0005.png,832.9003,(739./8302.810.860),0.3,other,0,cream_dealt,234.3,228.2,231.0,1.027,-6.1,0.3968,0.70801,0.1032,0.02584,761,287,959,315
window,4,W0005.png,832.9003,"16050, (5589)1x1:67)",0.3,other,0,cream_dealt,244.3,234.9,198.4,1.04,-9.4,0.39971,0.67959,0.08866,0.01809,767,326,937,346
window,4,W0005.png,832.9003,5589 51.67),0.3,other,0,cream_dealt,235.4,203.8,182.6,1.155,-31.6,0.41564,0.64055,0.0597,0.03673,798,348,912,388
window,4,W0005.png,832.9003,21878 (x1.79) 1.520/20.005),0.3,other,0,neutral,247.8,243.4,162.3,1.018,-4.5,0.40116,0.61757,0.13953,0.02595,770,385,1038,413
window,4,W0005.png,832.9003,8169 (x1:67),0.3,other,0,neutral,223.4,224.3,191.7,0.996,0.9,0.49126,0.47266,0.04947,0.0185,943,549,1038,569
window,4,W0005.png,832.9003,10775 (x1.89),0.3,crit,0,green_candidate,208.2,237.0,196.6,0.879,28.7,0.50581,0.4287,0.05378,0.01574,971,599,1074,616
window,4,W0006.png,832.917,Gladiator,1.0,other,0,cream_dealt,230.7,186.1,161.3,1.24,-44.6,0.00573,0.97333,0.04378,0.01716,10,10,95,28
window,4,W0006.png,832.917,9:51:18,1.0,other,0,cream_dealt,227.0,184.4,162.8,1.231,-42.6,0.00865,0.93475,0.04811,0.01938,16,49,108,70
window,4,W0006.png,832.917,PM,1.0,other,0,cream_dealt,228.2,180.6,154.9,1.263,-47.5,0.0625,0.9354,0.02326,0.02067,120,47,164,69
window,4,W0006.png,832.917,"Venariug,",1.0,other,0,cream_dealt,175.1,148.2,173.0,1.182,-26.9,0.4142,0.96344,0.06258,0.02144,795,16,915,39
window,4,W0006.png,832.917,the Backbreaker,1.0,other,0,cream_dealt,172.4,149.1,170.4,1.156,-23.3,0.47529,0.95833,0.11047,0.02616,912,16,1124,44
window,4,W0006.png,832.917,Aetber Corruption,1.0,other,0,cream_dealt,233.4,228.5,223.2,1.022,-4.9,0.45349,0.89907,0.09302,0.01852,870,89,1049,109
window,4,W0006.png,832.917,Crucible of the Dead,1.0,other,0,cream_dealt,213.4,207.2,188.4,1.03,-6.2,0.89244,0.9713,0.09738,0.01852,1713,10,1900,30
window,4,W0006.png,832.917,125,1.0,bare,1,cream_dealt,186.4,178.5,153.9,1.044,-7.9,0.71948,0.88889,0.01453,0.01292,1381,106,1409,119
window,4,W0006.png,832.917,01:16,1.0,other,0,cream_dealt,184.3,179.0,160.9,1.03,-5.3,0.77616,0.88889,0.0218,0.01292,1490,106,1532,119
window,4,W0006.png,832.917,159,1.0,bare,1,red_taken,201.0,83.7,37.5,2.402,-117.4,0.82558,0.85013,0.0189,0.01809,1585,142,1621,161
window,4,W0006.png,832.917,Objectives,1.0,other,0,cream_dealt,244.0,173.1,88.8,1.409,-70.8,0.87353,0.68198,0.05527,0.01846,1677,323,1783,343
window,4,W0006.png,832.917,8169 (x1.67),1.0,crit,0,cream_dealt,241.2,233.8,207.0,1.032,-7.4,0.48401,0.47778,0.05233,0.01318,929,549,1029,564
window,4,W0006.png,832.917,"10775 (x1,89",1.0,other,0,green_candidate,206.9,234.2,204.2,0.883,27.3,0.49847,0.43341,0.05247,0.01949,957,590,1057,611
window,4,W0006.png,832.917,11523/20005,1.0,pair,1,cream_dealt,234.6,224.7,218.5,1.044,-9.9,0.30233,0.05426,0.05378,0.0155,580,1004,683,1021
window,4,W0006.png,832.917,100,1.0,bare,1,cream_dealt,245.7,205.4,95.9,1.196,-40.3,0.48983,0.05685,0.0189,0.0155,940,1001,976,1018
window,4,W0006.png,832.917,1553/2576,1.0,pair,1,neutral,228.9,233.6,231.2,0.98,2.3,0.64825,0.0516,0.04508,0.01825,1244,1004,1331,1024
window,4,W0006.png,832.917,"16050 (558990x1,67)",0.5,other,0,cream_dealt,246.3,237.5,208.0,1.037,-8.8,0.3939,0.68475,0.08866,0.01809,756,320,926,340
window,4,W0006.png,832.917,• Eliminate all Enemies,0.5,other,0,neutral,216.7,220.7,219.1,0.982,1.6,0.87936,0.66111,0.08576,0.01589,1688,348,1853,366
window,4,W0006.png,832.917,"(1.065.200/2,025,309)",0.5,other,0,cream_dealt,242.8,235.0,203.8,1.033,-7.9,0.56541,0.65116,0.11047,0.01809,1085,357,1297,376
window,4,W0006.png,832.917,(376.525(1.500.856),0.5,other,0,neutral,192.4,229.0,225.2,0.84,3.8,0.49709,0.54005,0.10029,0.02584,954,468,1146,496
window,4,W0006.png,832.917,+ ĐAU POAG,0.3,other,0,cream_dealt,190.7,168.0,140.7,1.135,-22.7,0.46948,0.94315,0.05814,0.02074,901,38,1013,61
window,4,W0006.png,832.917,AOS,0.3,other,0,cream_dealt,189.4,136.7,102.7,1.385,-52.7,0.64583,0.82963,0.0875,0.04444,1240,135,1408,183
window,4,W0006.png,832.917,X9,0.3,other,0,cream_dealt,254.5,248.9,219.2,1.022,-5.5,0.81541,0.89664,0.03343,0.04134,1565,66,1629,111
window,4,W0006.png,832.917,"(734.629(2,349.860)",0.3,other,0,cream_dealt,237.2,229.9,230.5,1.032,-7.3,0.39244,0.71835,0.10029,0.01809,753,284,946,304
window,4,W0006.png,832.917,5589 (x167),0.3,other,0,cream_dealt,242.9,214.3,189.8,1.133,-28.6,0.40981,0.65578,0.05829,0.02695,786,342,898,371
window,4,W0006.png,832.917,10062A,0.3,other,0,cream_dealt,234.1,187.5,177.5,1.248,-46.5,0.42733,0.64599,0.02471,0.01809,820,362,867,382
window,4,W0006.png,832.917,"21878 (x1.79)(11,523020,005)",0.3,other,0,neutral,249.9,247.6,166.5,1.009,-2.3,0.39535,0.61481,0.1439,0.03376,759,379,1035,415
window,4,W0006.png,832.917,1G25,0.3,other,0,cream_dealt,164.5,150.2,160.0,1.096,-14.4,0.61047,0.5969,0.01599,0.01034,1172,424,1202,435
window,4,W0007.png,832.9337,Gladiator,1.0,other,0,cream_dealt,230.6,185.7,160.2,1.242,-44.9,0.00578,0.97382,0.04513,0.01618,11,10,97,28
window,4,W0007.png,832.9337,9:51:18,1.0,other,0,cream_dealt,228.0,185.3,163.7,1.231,-42.7,0.00866,0.93738,0.04808,0.01672,16,49,108,67
window,4,W0007.png,832.9337,PM,1.0,other,0,cream_dealt,227.4,181.7,155.1,1.251,-45.6,0.0625,0.9354,0.0218,0.01809,119,50,161,69
window,4,W0007.png,832.9337,"Venarius,",1.0,other,0,cream_dealt,173.9,148.2,172.3,1.174,-25.8,0.41423,0.96369,0.06543,0.02095,795,16,920,39
window,4,W0007.png,832.9337,tbe Backbreaker,1.0,other,0,cream_dealt,173.5,149.6,174.3,1.16,-24.7,0.4782,0.96641,0.10756,0.01809,918,16,1124,36
window,4,W0007.png,832.9337,Aetber Corruption,1.0,other,0,neutral,233.2,228.9,224.0,1.019,-4.2,0.45349,0.89907,0.09302,0.01852,870,89,1049,109
window,4,W0007.png,832.9337,Crucible of the Dead,1.0,other,0,cream_dealt,213.6,207.1,188.3,1.031,-6.4,0.89244,0.9713,0.09738,0.01852,1713,10,1900,30
window,4,W0007.png,832.9337,125,1.0,bare,1,cream_dealt,186.4,178.5,153.9,1.044,-7.9,0.71948,0.88889,0.01453,0.01292,1381,106,1409,119
window,4,W0007.png,832.9337,01:16,1.0,other,0,cream_dealt,184.3,179.0,160.9,1.03,-5.3,0.77616,0.88889,0.0218,0.01292,1490,106,1532,119
window,4,W0007.png,832.9337,159,1.0,bare,1,red_taken,201.0,83.7,37.5,2.402,-117.4,0.82558,0.85013,0.0189,0.01809,1585,142,1621,161
window,4,W0007.png,832.9337,"5589 (x1,67)",1.0,other,0,cream_dealt,250.3,226.7,199.1,1.104,-23.6,0.40842,0.67171,0.05526,0.01833,784,334,890,354
window,4,W0007.png,832.9337,"(1,064,80302,025,309)",1.0,other,0,cream_dealt,244.0,236.2,200.9,1.033,-7.8,0.5625,0.65891,0.11337,0.01809,1080,348,1297,368
window,4,W0007.png,832.9337,Objectives,1.0,other,0,cream_dealt,244.3,173.3,87.7,1.41,-71.0,0.87353,0.68198,0.05527,0.01846,1677,323,1783,343
window,4,W0007.png,832.9337,"(11,424020,005)",1.0,other,0,cream_dealt,244.2,238.8,197.7,1.023,-5.4,0.46076,0.62016,0.07994,0.0155,884,393,1038,410
window,4,W0007.png,832.9337,8169 (x1.67),1.0,crit,0,cream_dealt,235.4,230.3,197.8,1.022,-5.1,0.47965,0.48579,0.05378,0.0155,920,538,1024,555
window,4,W0007.png,832.9337,11424/20005,1.0,pair,1,cream_dealt,233.2,224.6,218.2,1.038,-8.6,0.30087,0.05168,0.05378,0.01809,577,1004,680,1024
window,4,W0007.png,832.9337,100,1.0,bare,1,cream_dealt,245.7,205.4,95.9,1.196,-40.3,0.48983,0.05685,0.0189,0.0155,940,1001,976,1018
window,4,W0007.png,832.9337,1560/2576,1.0,pair,1,neutral,231.7,236.6,234.4,0.98,2.1,0.6482,0.0512,0.04518,0.01905,1244,1004,1331,1024
window,4,W0007.png,832.9337,"(734,938(2,340,860)",0.5,other,0,cream_dealt,238.9,232.1,232.7,1.029,-6.8,0.38808,0.72868,0.10029,0.01809,745,273,937,293
window,4,W0007.png,832.9337,• Eliminate all Enemies,0.5,other,0,neutral,214.9,217.2,221.1,0.989,-4.0,0.87936,0.66111,0.08576,0.01589,1688,348,1853,366
window,4,W0007.png,832.9337,"(375,78000,599,856)",0.5,other,0,neutral,225.6,235.2,234.5,0.959,0.7,0.49273,0.55297,0.09884,0.01809,946,463,1135,482
window,4,W0007.png,832.9337,10775 (81.89),0.5,other,0,green_candidate,204.9,240.3,201.8,0.853,35.4,0.49125,0.44422,0.05965,0.02371,943,574,1057,600
window,4,W0007.png,832.9337,DAUQOAG,0.3,other,0,cream_dealt,189.1,166.1,139.7,1.138,-23.0,0.4811,0.94315,0.04215,0.02067,923,39,1004,61
window,4,W0007.png,832.9337,X9,0.3,other,0,cream_dealt,254.5,248.9,219.2,1.022,-5.5,0.81541,0.89664,0.03343,0.04134,1565,66,1629,111
window,4,W0007.png,832.9337,16050 (5589(x1.67),0.3,other,0,cream_dealt,243.8,233.9,201.8,1.042,-9.9,0.38953,0.68704,0.09012,0.02356,747,312,920,337
window,4,W0007.png,832.9337,100846,0.3,bare,0,cream_dealt,227.3,189.9,176.7,1.197,-37.4,0.42151,0.65116,0.02616,0.01809,809,357,859,376
window,4,W0007.png,832.9337,"21878 (x1.79),",0.3,other,0,cream_dealt,249.6,230.7,187.7,1.082,-18.9,0.39535,0.63796,0.07267,0.01578,759,373,898,390
window,4,W0007.png,832.9337,13h80,0.3,other,0,cream_dealt,234.7,196.6,130.0,1.194,-38.1,0.6061,0.5323,0.0218,0.0155,1163,488,1205,505
window,4,W0008.png,832.9503,Gladiator,1.0,other,0,cream_dealt,230.4,185.4,160.0,1.242,-44.9,0.00571,0.97313,0.04382,0.01757,10,10,95,29
window,4,W0008.png,832.9503,9:5,1.0,other,0,cream_dealt,230.7,186.5,168.6,1.237,-44.2,0.00872,0.93798,0.0218,0.0155,16,50,58,66
window,4,W0008.png,832.9503,1:18,1.0,other,0,cream_dealt,227.0,186.0,160.0,1.221,-41.0,0.03052,0.93798,0.02616,0.0155,58,50,108,66
window,4,W0008.png,832.9503,PM,1.0,other,0,cream_dealt,228.6,181.3,156.0,1.261,-47.3,0.0625,0.9354,0.0218,0.01809,119,50,161,69
window,4,W0008.png,832.9503,"Venarius,",1.0,other,0,cream_dealt,173.9,148.2,172.3,1.174,-25.8,0.41423,0.96369,0.06543,0.02095,795,16,920,39
window,4,W0008.png,832.9503,tbe Backbreaker,1.0,other,0,cream_dealt,173.5,149.6,174.3,1.16,-24.7,0.4782,0.96641,0.10756,0.01809,918,16,1124,36
window,4,W0008.png,832.9503,Aetber Corruption,1.0,other,0,neutral,233.2,228.9,224.0,1.019,-4.2,0.45349,0.89907,0.09302,0.01852,870,89,1049,109
window,4,W0008.png,832.9503,Crucible of the Dead,1.0,other,0,cream_dealt,213.6,207.1,188.3,1.031,-6.4,0.89244,0.9713,0.09738,0.01852,1713,10,1900,30
window,4,W0008.png,832.9503,125,1.0,bare,1,cream_dealt,186.4,178.5,153.9,1.044,-7.9,0.71948,0.88889,0.01453,0.01292,1381,106,1409,119
window,4,W0008.png,832.9503,01:16,1.0,other,0,cream_dealt,184.3,179.0,160.9,1.03,-5.3,0.77616,0.88889,0.0218,0.01292,1490,106,1532,119
window,4,W0008.png,832.9503,159,1.0,bare,1,red_taken,201.0,83.7,37.5,2.402,-117.4,0.82558,0.85013,0.0189,0.01809,1585,142,1621,161
window,4,W0008.png,832.9503,"5589 (x1,67)",1.0,other,0,cream_dealt,250.3,226.7,199.1,1.104,-23.6,0.40842,0.67171,0.05526,0.01833,784,334,890,354
window,4,W0008.png,832.9503,"(1,064,80302,025,309)",1.0,other,0,cream_dealt,244.0,236.2,200.9,1.033,-7.8,0.5625,0.65891,0.11337,0.01809,1080,348,1297,368
window,4,W0008.png,832.9503,Objectives,1.0,other,0,cream_dealt,244.3,173.3,87.7,1.41,-71.0,0.87353,0.68198,0.05527,0.01846,1677,323,1783,343
window,4,W0008.png,832.9503,"(11,424020,005)",1.0,other,0,cream_dealt,244.2,238.8,197.7,1.023,-5.4,0.46076,0.62016,0.07994,0.0155,884,393,1038,410
window,4,W0008.png,832.9503,8169 (x1.67),1.0,crit,0,cream_dealt,235.4,230.3,197.8,1.022,-5.1,0.47965,0.48579,0.05378,0.0155,920,538,1024,555
window,4,W0008.png,832.9503,11424/20005,1.0,pair,1,cream_dealt,233.2,224.6,218.2,1.038,-8.6,0.30087,0.05168,0.05378,0.01809,577,1004,680,1024
window,4,W0008.png,832.9503,100,1.0,bare,1,cream_dealt,245.7,205.4,95.9,1.196,-40.3,0.48983,0.05685,0.0189,0.0155,940,1001,976,1018
window,4,W0008.png,832.9503,1560/2576,1.0,pair,1,neutral,231.7,236.6,234.4,0.98,2.1,0.6482,0.0512,0.04518,0.01905,1244,1004,1331,1024
window,4,W0008.png,832.9503,"(734,938(2,340,860)",0.5,other,0,cream_dealt,238.6,231.7,232.5,1.029,-6.8,0.38808,0.72868,0.10174,0.01809,745,273,940,293
window,4,W0008.png,832.9503,• Eliminate all Enemies,0.5,other,0,neutral,214.9,217.2,221.1,0.989,-4.0,0.87936,0.66111,0.08576,0.01589,1688,348,1853,366
window,4,W0008.png,832.9503,"(375,78000,599,856)",0.5,other,0,neutral,225.6,235.2,234.5,0.959,0.7,0.49273,0.55297,0.09884,0.01809,946,463,1135,482
window,4,W0008.png,832.9503,10775 (81.89),0.5,other,0,green_candidate,204.9,240.3,201.8,0.853,35.4,0.49126,0.44429,0.05963,0.02357,943,574,1057,600
window,4,W0008.png,832.9503,DAUQOAG,0.3,other,0,cream_dealt,189.1,166.1,139.7,1.138,-23.0,0.4811,0.94315,0.04215,0.02067,923,39,1004,61
window,4,W0008.png,832.9503,X9,0.3,other,0,cream_dealt,254.5,248.9,219.2,1.022,-5.5,0.81541,0.89664,0.03343,0.04134,1565,66,1629,111
window,4,W0008.png,832.9503,16050 (5589(x1.67),0.3,other,0,cream_dealt,243.9,233.9,201.7,1.043,-10.0,0.38953,0.68704,0.09012,0.02356,747,312,920,337
window,4,W0008.png,832.9503,100846,0.3,bare,0,cream_dealt,227.4,189.9,176.7,1.197,-37.5,0.42151,0.65116,0.02616,0.01809,809,357,859,376
window,4,W0008.png,832.9503,"21878 (x1.79),",0.3,other,0,cream_dealt,249.6,230.7,187.7,1.082,-18.9,0.39535,0.63796,0.07267,0.01578,759,373,898,390
window,4,W0008.png,832.9503,8hao,0.3,other,0,cream_dealt,208.4,167.6,133.0,1.243,-40.8,0.61047,0.5323,0.01744,0.0155,1172,488,1205,505
window,4,W0009.png,832.967,Gladiator,1.0,other,0,cream_dealt,230.7,185.8,160.3,1.242,-45.0,0.00573,0.97333,0.04378,0.01716,10,10,95,28
window,4,W0009.png,832.967,9:51:18,1.0,other,0,cream_dealt,228.0,185.4,163.0,1.23,-42.6,0.00871,0.93783,0.048,0.01582,16,50,108,67
window,4,W0009.png,832.967,PM,1.0,other,0,cream_dealt,228.7,179.7,155.4,1.273,-49.0,0.05959,0.9354,0.02616,0.01809,114,50,164,69
window,4,W0009.png,832.967,"Venarius,",1.0,other,0,cream_dealt,173.5,148.2,172.2,1.171,-25.3,0.41414,0.96282,0.06125,0.02267,795,15,912,40
window,4,W0009.png,832.967,tbe Backbreaker,1.0,other,0,cream_dealt,174.4,150.0,174.8,1.162,-24.8,0.47965,0.96641,0.1061,0.01809,920,16,1124,36
window,4,W0009.png,832.967,Aetber Corruption,1.0,other,0,cream_dealt,233.7,229.1,224.1,1.02,-4.6,0.45349,0.89907,0.09302,0.01852,870,89,1049,109
window,4,W0009.png,832.967,Crucible of the Dead,1.0,other,0,cream_dealt,213.1,206.3,187.6,1.033,-6.8,0.89244,0.96899,0.09738,0.02082,1713,11,1900,33
window,4,W0009.png,832.967,125,1.0,bare,1,cream_dealt,186.4,178.5,153.9,1.044,-7.9,0.71948,0.88889,0.01453,0.01292,1381,106,1409,119
window,4,W0009.png,832.967,01:16,1.0,other,0,cream_dealt,184.3,179.0,160.9,1.03,-5.3,0.77616,0.88889,0.0218,0.01292,1490,106,1532,119
window,4,W0009.png,832.967,159,1.0,bare,1,red_taken,201.0,83.7,37.5,2.402,-117.4,0.82558,0.85013,0.0189,0.01809,1585,142,1621,161
window,4,W0009.png,832.967,Objectives,1.0,other,0,cream_dealt,244.5,172.9,87.1,1.414,-71.6,0.87353,0.68198,0.05527,0.01846,1677,323,1783,343
window,4,W0009.png,832.967,"(11,388/20,005)",1.0,pair,0,neutral,240.2,236.0,202.8,1.018,-4.2,0.46076,0.62016,0.07994,0.0155,884,393,1038,410
window,4,W0009.png,832.967,"(376,108/0,599,856)",1.0,pair,0,neutral,229.2,241.7,232.5,0.948,9.2,0.48837,0.56072,0.10174,0.0155,937,457,1133,474
window,4,W0009.png,832.967,8169 (x1.67),1.0,crit,0,cream_dealt,238.8,232.9,201.5,1.025,-5.9,0.47674,0.49352,0.05669,0.01574,915,529,1024,546
window,4,W0009.png,832.967,10775 (x1.89),1.0,crit,0,neutral,229.4,233.0,202.1,0.984,3.6,0.48983,0.45736,0.06105,0.01809,940,566,1057,586
window,4,W0009.png,832.967,11388/20005,1.0,pair,1,cream_dealt,232.9,222.8,216.0,1.045,-10.1,0.30087,0.05168,0.05523,0.01809,577,1004,683,1024
window,4,W0009.png,832.967,100,1.0,bare,1,cream_dealt,245.7,205.4,95.9,1.196,-40.3,0.48983,0.05685,0.0189,0.0155,940,1001,976,1018
window,4,W0009.png,832.967,1563/2576,1.0,pair,1,neutral,230.1,234.2,232.2,0.982,2.0,0.64821,0.05133,0.04515,0.01879,1244,1004,1331,1024
window,4,W0009.png,832.967,"(735,260/2,840,860)",0.5,pair,0,cream_dealt,239.8,232.1,231.9,1.033,-7.7,0.38808,0.73385,0.09884,0.01809,745,267,934,287
window,4,W0009.png,832.967,5589 (x3.67),0.5,crit,0,cream_dealt,246.3,219.5,193.1,1.122,-26.9,0.40695,0.67676,0.05528,0.01857,781,329,887,349
window,4,W0009.png,832.967,"(1,063.46002,025,309)",0.5,other,0,cream_dealt,248.9,242.5,190.8,1.026,-6.4,0.56105,0.66667,0.11047,0.02326,1077,334,1289,359
window,4,W0009.png,832.967,O Eliminate all Enemies,0.5,other,0,neutral,215.1,216.0,222.7,0.996,-6.8,0.87936,0.66111,0.08576,0.01589,1688,348,1853,366
window,4,W0009.png,832.967,CAĐAU QOAG-,0.3,other,0,cream_dealt,186.3,163.9,137.5,1.136,-22.3,0.45632,0.93978,0.07138,0.02484,876,38,1013,65
window,4,W0009.png,832.967,X9,0.3,other,0,cream_dealt,254.5,248.9,219.2,1.022,-5.5,0.81541,0.89664,0.03343,0.04134,1565,66,1629,111
window,4,W0009.png,832.967,16050 (5580)321.67),0.3,other,0,neutral,235.3,231.4,216.0,1.017,-3.9,0.38792,0.6908,0.09063,0.03618,744,294,918,333
window,4,W0009.png,832.967,21878 621:79),0.3,other,0,cream_dealt,235.1,208.9,167.5,1.126,-26.2,0.39244,0.64074,0.07122,0.03626,753,348,890,388
window,4,W0010.png,832.9837,Gladiator,1.0,other,0,cream_dealt,231.0,185.9,160.2,1.243,-45.1,0.00579,0.9739,0.04366,0.01603,11,10,94,28
window,4,W0010.png,832.9837,9:51:18,1.0,other,0,cream_dealt,227.1,184.5,162.3,1.231,-42.7,0.00867,0.93742,0.04808,0.01663,16,49,108,67
window,4,W0010.png,832.9837,"Venarius,",1.0,other,0,cream_dealt,173.9,148.9,172.5,1.168,-25.0,0.41422,0.96363,0.06399,0.02105,795,16,918,39
window,4,W0010.png,832.9837,the Backbreaker,1.0,other,0,cream_dealt,172.9,149.2,172.4,1.158,-23.6,0.47674,0.96382,0.10901,0.02067,915,16,1124,39
window,4,W0010.png,832.9837,Aetber Corruption,1.0,other,0,cream_dealt,233.8,229.2,224.1,1.02,-4.7,0.45349,0.89907,0.09302,0.01852,870,89,1049,109
window,4,W0010.png,832.9837,Crucible of the Dead,1.0,other,0,cream_dealt,213.9,207.0,188.4,1.033,-6.8,0.89244,0.9713,0.09738,0.01852,1713,10,1900,30
window,4,W0010.png,832.9837,125,1.0,bare,1,cream_dealt,186.4,178.5,153.9,1.044,-7.9,0.71948,0.88889,0.01453,0.01292,1381,106,1409,119
window,4,W0010.png,832.9837,01:16,1.0,other,0,cream_dealt,184.3,179.0,160.9,1.03,-5.3,0.77616,0.88889,0.0218,0.01292,1490,106,1532,119
window,4,W0010.png,832.9837,159,1.0,bare,1,red_taken,201.0,83.7,37.5,2.402,-117.4,0.82558,0.85013,0.0189,0.01809,1585,142,1621,161
window,4,W0010.png,832.9837,"(728,952/2,840,860)",1.0,pair,0,cream_dealt,239.1,230.9,227.2,1.036,-8.2,0.38517,0.7416,0.10029,0.0155,739,262,932,279
window,4,W0010.png,832.9837,5589 (x3.67),1.0,crit,0,cream_dealt,243.0,215.5,192.6,1.128,-27.5,0.40542,0.68129,0.05543,0.02243,778,319,884,344
window,4,W0010.png,832.9837,10087,1.0,bare,0,cream_dealt,224.2,184.7,172.3,1.214,-39.5,0.4157,0.66667,0.02035,0.0155,798,343,837,360
window,4,W0010.png,832.9837,"(1,063,46202,025,309)",1.0,other,0,cream_dealt,236.2,230.1,214.8,1.027,-6.1,0.55959,0.67183,0.11047,0.0155,1074,337,1286,354
window,4,W0010.png,832.9837,Objectives,1.0,other,0,cream_dealt,244.8,172.2,85.7,1.421,-72.6,0.87353,0.68197,0.05527,0.0185,1677,323,1783,343
window,4,W0010.png,832.9837,"(11,502/20,005)",1.0,pair,0,neutral,229.8,230.6,221.7,0.997,0.7,0.46221,0.62016,0.07849,0.0155,887,393,1038,410
window,4,W0010.png,832.9837,8169 (x1.67),1.0,crit,0,cream_dealt,242.3,233.8,200.8,1.036,-8.5,0.47384,0.49871,0.05814,0.0155,909,524,1021,541
window,4,W0010.png,832.9837,11502/20005,1.0,pair,1,cream_dealt,232.0,222.3,214.6,1.043,-9.7,0.30087,0.05168,0.05523,0.01809,577,1004,683,1024
