record,slot,skill,skill_class,chance_pct,delay_s,timeout_s,range_band,skill_cooldown_s,skill_active_duration_s,skill_charge_duration_s,instant_cast,allows_warmup,warmup_effect,wave_time_s,wave_distance,camera_shake_dur_s,time_between_attacks_ms,target_interval_s,distance_profile,anim_binding_grade,special_anim_ref,fallback_anm,fallback_anm_dur_s,special_anm,special_anm_frames,special_anm_dur_s,projectile,projectile_velocity,projectile_distance,projectile_launch_angle,anm_frames,anm_dur_s,hit_frames,n_hits,windup_s,windup_frac,recovery_s,intra_clip_hit_gap_s,allow_interrupt_frame,root_lock_s,root_lock_frac,root_lock_grade,swipe_on_frames,swipe_off_frames,active_window_s,ps_window_s,fx_first_frame,fx_first_onset_s,fx_entities,n_events
records/creatures/enemies/faction/necro_h04.dbr,initial,records/skills/nonplayerskills/factionskills/necro_iceaura.dbr,Skill_BuffRadiusToggled,,,,,,,,True,,,,,,,,,NO-REF,,hero01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/faction/skeleton_c01_summon.dbr,special1,records/skills/nonplayerskills/attackprojectilering/skeleton_fireballnova.dbr,Skill_AttackProjectileRing,100.0,7.0,4.0,MediumRange,,,,,,,,,,,,Long,DIRECT-REF,CastSlow,,,skeleton_01a_special_slow.anm,61,2.0333,records/fx/skillsother/projectile/groble_fireball_projectile_burstfx01.dbr,12.0,16.0,,61,2.0333,46,1,1.5333,0.7541,0.5,,,2.0333,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),29,,,,,,,2
records/creatures/enemies/faction/skeleton_c01_summon.dbr,special2,records/skills/nonplayerskills/buffattackradius/skeleton_ringofflame1.dbr,Skill_BuffAttackRadiusDuration,50.0,20.0,3.0,ShortRange,20.0,8.0,,,,,,,,,,Short,NO-REF,,skeleton_01a_attack_a.anm,1.3667,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/faction/skeleton_c02_summon.dbr,special1,records/skills/nonplayerskills/attackradius/skeleton_icenova_01.dbr,Skill_AttackRadius,100.0,7.0,4.0,ShortRange,,,,,,,,,0.0,,,Short,NO-REF,,skeleton_01a_attack_a.anm,1.3667,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/faction/skeleton_c02_summon.dbr,special2,records/skills/nonplayerskills/attackprojectile/skeleton_freezespike_01.dbr,Skill_AttackProjectile,50.0,9.0,3.0,MediumRange,,,,,,,,,,,,Long,REF-UNSATISFIED-BY-TABLE,SlowCast,skeleton_01a_attack_a.anm,1.3667,,,,records/fx/skillsother/projectile/icespike_large_projectilefx_nocollide.dbr,30.0,16.0,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/faction/skeleton_c03_summon.dbr,special1,records/skills/nonplayerskills/attackrangeddirect/skeleton_chainlightning.dbr,Skill_AttackChain,100.0,6.0,3.0,MediumRange,,,,,,,,,,,,Long,NO-REF,,skeleton_01a_attack_a.anm,1.3667,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/faction/zealot_boss01.dbr,special1,records/skills/nonplayerskills/factionskills/zealot_lightningcharge.dbr,Skill_AttackWeaponCharge,100.0,5.0,0.0,LongRange,,,,,True,,,,0.25,,,Melee,NO-REF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/faction/zealot_boss01.dbr,special2,records/skills/nonplayerskills/factionskills/zealot_ringoflightning.dbr,Skill_BuffAttackRadiusDuration,100.0,14.0,3.0,AnyRange,20.0,8.0,,,,,,,,,,Short,NO-REF,,heroine01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/faction/zealot_boss01.dbr,special3,records/skills/nonplayerskills/factionskills/zealot_lightningorbnova.dbr,Skill_AttackProjectileRing,100.0,6.0,5.0,MediumRange,,,,,,,,,,,,Long,NO-REF,,heroine01_sword1h_spellattack_b01.anm,0.6333,,,,records/fx/skillsother/projectile/lightningorbnova_fxprojectile.dbr,16.0,20.0,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/faction/zealot_boss01.dbr,initial,records/skills/nonplayerskills/factionskills/zealot_electricalaura.dbr,Skill_BuffRadiusToggled,,,,,,,,True,,,,,,,,,NO-REF,,heroine01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/faction/zealot_boss02.dbr,special1,records/skills/nonplayerskills/factionskills/ancestralspirit_firewave.dbr,Skill_AttackWave,100.0,6.0,2.0,MediumRange,,,,,,,1.7999999523162842,18.0,,,,Moderate,DIRECT-REF,Groundripper,,,hero01_sword2h_attackspecial_groundripper_a01.anm,25,0.8333,,,,,25,0.8333,12,1,0.4,0.48,0.4333,,20,0.6667,0.8,MEASURED-ALLOWINTERRUPT,9,12,0.1,,,,,6
records/creatures/enemies/faction/zealot_boss02.dbr,special2,records/skills/nonplayerskills/factionskills/ancestralspirit_ringoffire.dbr,Skill_BuffAttackRadiusDuration,100.0,15.0,5.0,ShortRange,,8.0,,,,,,,,,,Short,NO-REF,,hero01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/faction/zealot_boss02.dbr,special3,records/skills/nonplayerskills/factionskills/ancestralspirit_embercharge.dbr,Skill_AttackWeaponCharge,100.0,6.0,0.0,LongRange,,,,,True,,,,0.25,,,Melee,NO-REF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/faction/zealot_boss02.dbr,special4,records/skills/nonplayerskills/factionskills/ancestralspirit_inferno.dbr,Skill_AttackProjectileAreaEffect,100.0,5.0,2.0,LongRange,,5.0,,,,,,,,,,Long,NO-REF,,hero01_sword1h_spellattack_b01.anm,0.6333,,,,records/fx/skillsother/aoe/firefieldlarge_projectilefx01.dbr,,8.0,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/faction/zealot_caster_b01.dbr,special1,records/skills/nonplayerskills/factionskills/zealot_lightningbolt.dbr,Skill_AttackRadiusLightning2,90.0,8.0,3.0,AnyRange,,,,,,,,,0.20000000298023224,,,Moderate,NO-REF,,hero01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/faction/zealot_caster_b01.dbr,special2,records/skills/nonplayerskills/factionskills/zealot_lightningnova.dbr,Skill_AttackRadius,100.0,7.0,1.0,ShortRange,,,,,,,,,0.0,,,Melee,NO-REF,,hero01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/faction/zealot_casterf_b01.dbr,special1,records/skills/nonplayerskills/factionskills/zealot_lightningbolt.dbr,Skill_AttackRadiusLightning2,90.0,8.0,3.0,AnyRange,,,,,,,,,0.20000000298023224,,,Moderate,NO-REF,,heroine01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/faction/zealot_casterf_b01.dbr,special2,records/skills/nonplayerskills/factionskills/zealot_lightningnova.dbr,Skill_AttackRadius,100.0,7.0,1.0,ShortRange,,,,,,,,,0.0,,,Melee,NO-REF,,heroine01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/faction/zealot_championf_c01.dbr,special1,records/skills/nonplayerskills/factionskills/zealot_fireslam.dbr,Skill_AttackWeapon,100.0,4.0,0.0,ShortRange,,,,,,,,,,,,Melee,DIRECT-REF,AttackJump,,,heroine01_sword1h_skill_jumpattack01.anm,29,0.9667,,,,,29,0.9667,15,1,0.5,0.5172,0.4667,,20,0.6667,0.6897,MEASURED-ALLOWINTERRUPT,14,17,0.1,0.0667,,,,7
records/creatures/enemies/faction/zealot_championf_c01.dbr,special2,records/skills/nonplayerskills/factionskills/zealot_ringoffire.dbr,Skill_BuffAttackRadiusDuration,100.0,14.0,2.0,ShortRange,,8.0,,,,,,,,,,Short,NO-REF,,heroine01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/faction/zealot_championf_c01.dbr,special3,records/skills/nonplayerskills/factionskills/zealot_blackwater.dbr,Skill_AttackProjectile,100.0,4.0,0.0,LongRange,,6.0,,,,,,,,,,Long,DIRECT-REF,Throw,,,heroine01_unarmed_throw_a01.anm,27,0.9,records/fx/skillsother/projectile_aoe/molotov1_projectilefx01.dbr,18.0,15.0,18.0,27,0.9,14,1,0.4667,0.5185,0.4333,,16,0.5333,0.5926,MEASURED-ALLOWINTERRUPT,1,,,,,,,4
records/creatures/enemies/faction/zealot_championf_c01.dbr,initial,records/skills/nonplayerskills/factionskills/zealot_fireaura.dbr,Skill_BuffRadiusToggled,,,,,,,,True,,,,,,,,,NO-REF,,heroine01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/faction/zealot_h01.dbr,special1,records/skills/nonplayerskills/heroskills/elnarion_lightningburst.dbr,Skill_AttackProjectileBurst,100.0,6.0,3.0,MediumRange,,,,,,,,,,,,Maximum,NO-REF,,heroine01_sword1h_spellattack_b01.anm,0.6333,,,,records/fx/skillsother/projectile/lightningorbnova_fxprojectile.dbr,16.0,20.0,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/faction/zealot_h01.dbr,special2,records/skills/nonplayerskills/heroskills/jaron_lightningfield.dbr,Skill_BuffAttackRadiusDuration,100.0,6.0,0.0,AnyRange,,5.0,,,,,,,,,,Short,NO-REF,,heroine01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/faction/zealot_h01.dbr,initial,records/skills/nonplayerskills/heroskills/lorkhan_onslaughtaura.dbr,Skill_BuffRadiusToggled,,,,,,,,True,,,,,,,,,NO-REF,,heroine01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/faction/zealot_h02.dbr,special1,records/skills/nonplayerskills/heroskills/charnarion_firestorm.dbr,Skill_AttackProjectileDrop,100.0,5.0,0.0,AnyRange,,,,,,,,,,,,Maximum,NO-REF,,hero01_sword1h_spellattack_b01.anm,0.6333,,,,records/fx/skillsother/projectile/firestormmagma_projectilefx01.dbr,24.0,24.0,0.0,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/faction/zealot_h02.dbr,initial,records/skills/nonplayerskills/heroskills/blazewing_ringofflame_toggled.dbr,Skill_BuffAttackRadiusToggled,,,,,,,,False,,,,,,,,Short,NO-REF,,hero01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/faction/zealot_h03.dbr,special1,records/skills/nonplayerskills/factionskills/zealot_lightningnova.dbr,Skill_AttackRadius,100.0,4.0,0.0,ShortRange,,,,,,,,,0.0,,,Melee,NO-REF,,heroine01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/faction/zealot_h03.dbr,special2,records/skills/nonplayerskills/factionskills/zealot_lightningbolt.dbr,Skill_AttackRadiusLightning2,100.0,8.0,3.0,AnyRange,,,,,,,,,0.20000000298023224,,,Moderate,NO-REF,,heroine01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/faction/zealot_h03.dbr,initial,records/skills/nonplayerskills/heroskills/archetypes/defender_defenseaura.dbr,Skill_BuffRadiusToggled,,,,,,,,True,,,,,,,,,NO-REF,,heroine01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/faction/zealot_h04.dbr,special1,records/skills/nonplayerskills/factionskills/zealot_fireslam.dbr,Skill_AttackWeapon,100.0,4.0,0.0,ShortRange,,,,,,,,,,,,Melee,DIRECT-REF,AttackJump,,,hero01_sword1h_skill_jumpattack01.anm,29,0.9667,,,,,29,0.9667,15,1,0.5,0.5172,0.4667,,20,0.6667,0.6897,MEASURED-ALLOWINTERRUPT,14,17,0.1,0.1,,,,7
records/creatures/enemies/faction/zealot_h04.dbr,special2,records/skills/nonplayerskills/heroskills/archetypes/burning_ringofflame.dbr,Skill_BuffAttackRadiusDuration,100.0,15.0,2.0,ShortRange,12.0,6.0,,,,,,,,,,Long,NO-REF,,hero01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/faction/zealot_h04.dbr,special3,records/skills/nonplayerskills/factionskills/zealot_blackwater.dbr,Skill_AttackProjectile,100.0,5.0,0.0,LongRange,,6.0,,,,,,,,,,Long,DIRECT-REF,Throw,,,hero01_unarmed_throw_a01.anm,27,0.9,records/fx/skillsother/projectile_aoe/molotov1_projectilefx01.dbr,18.0,15.0,18.0,27,0.9,14,1,0.4667,0.5185,0.4333,,16,0.5333,0.5926,MEASURED-ALLOWINTERRUPT,1,,,,,,,4
records/creatures/enemies/faction/zealot_h04.dbr,initial,records/skills/nonplayerskills/factionskills/zealot_fireaura.dbr,Skill_BuffRadiusToggled,,,,,,,,True,,,,,,,,,NO-REF,,hero01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/faction/zealot_melee_a01.dbr,basic,records/skills/nonplayerskills/factionskills/zealot_flamestrike.dbr,Skill_WeaponPool_BasicAttack,,,,,,,,,,,,,,,,Maximum,NO-REF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/faction/zealot_meleef_a01.dbr,basic,records/skills/nonplayerskills/factionskills/zealot_flamestrike.dbr,Skill_WeaponPool_BasicAttack,,,,,,,,,,,,,,,,Maximum,NO-REF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/faction/zealot_ranged_a01.dbr,basic,records/skills/nonplayerskills/factionskills/zealot_lightningstrike.dbr,Skill_WeaponPool_BasicAttack,,,,,,,,,,,,,,,,Maximum,NO-REF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/faction/zealot_rangedf_a01.dbr,basic,records/skills/nonplayerskills/factionskills/zealot_lightningstrike.dbr,Skill_WeaponPool_BasicAttack,,,,,,,,,,,,,,,,Maximum,NO-REF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/fleshhulk_a01.dbr,special1,records/skills/nonplayerskills/path/fleshhulk_aethersmash.dbr,Skill_AttackWave,100.0,8.0,3.0,ShortRange,,,,,,,0.6499999761581421,15.0,0.30000001192092896,,,Moderate,DIRECT-REF,Special01,,,fleshhulk_unarmed_attackspecial_a01.anm,121,4.0333,,,,,121,4.0333,56,1,1.8667,0.4628,2.1667,,,4.0333,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),44,,,,,,,4
records/creatures/enemies/fleshhulk_a01.dbr,special2,records/skills/nonplayerskills/attackcharge/fleshhulk_charge.dbr,Skill_AttackWeaponCharge,75.0,5.0,0.0,LongRange,,,,,True,records/fx/skillclass01/blitz1_warmuploop_fx01.dbr,,,0.25,,,Melee,DIRECT-REF,Charge,,,fleshhulk_unarmed_charge_end.anm,41,1.3667,,,,,41,1.3667,2,1,0.0667,0.0488,1.3,,,1.3667,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),1,,,,,,,3
records/creatures/enemies/fleshhulk_a01.dbr,dying,records/skills/nonplayerskills/aoe/aetherexplosion1.dbr,Skill_AttackProjectileAreaEffect,,,,,,6.0,,,,,,,,,,Short,NO-REF,,fleshhulk_unarmed_attack_a01.anm,2.1667,,,,records/fx/skillsother/aoe/aetherexplosion_projectilefx01.dbr,,3.0,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/fleshhulk_b01.dbr,special1,records/skills/nonplayerskills/path/fleshhulk_aethersmash.dbr,Skill_AttackWave,100.0,8.0,5.0,ShortRange,,,,,,,0.6499999761581421,15.0,0.30000001192092896,,,Moderate,DIRECT-REF,Special01,,,fleshhulk_unarmed_attackspecial_a01.anm,121,4.0333,,,,,121,4.0333,56,1,1.8667,0.4628,2.1667,,,4.0333,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),44,,,,,,,4
records/creatures/enemies/fleshhulk_b01.dbr,special2,records/skills/nonplayerskills/aoe/fleshhulk_stomp.dbr,Skill_AttackRadius,100.0,12.0,2.0,MediumRange,,,,,,,,,2.0,,,Melee,DIRECT-REF,Special01,,,fleshhulk_unarmed_attackspecial_a01.anm,121,4.0333,,,,,121,4.0333,56,1,1.8667,0.4628,2.1667,,,4.0333,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),44,,,,,,,4
records/creatures/enemies/fleshhulk_b01.dbr,special3,records/skills/nonplayerskills/attackcharge/fleshhulk_charge.dbr,Skill_AttackWeaponCharge,75.0,5.0,0.0,LongRange,,,,,True,records/fx/skillclass01/blitz1_warmuploop_fx01.dbr,,,0.25,,,Melee,DIRECT-REF,Charge,,,fleshhulk_unarmed_charge_end.anm,41,1.3667,,,,,41,1.3667,2,1,0.0667,0.0488,1.3,,,1.3667,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),1,,,,,,,3
records/creatures/enemies/fleshhulk_c01.dbr,special1,records/skills/nonplayerskills/path/fleshhulk_aethersmash.dbr,Skill_AttackWave,100.0,8.0,5.0,ShortRange,,,,,,,0.6499999761581421,15.0,0.30000001192092896,,,Moderate,DIRECT-REF,Special01,,,fleshhulk_unarmed_attackspecial_a01.anm,121,4.0333,,,,,121,4.0333,56,1,1.8667,0.4628,2.1667,,,4.0333,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),44,,,,,,,4
records/creatures/enemies/fleshhulk_c01.dbr,special2,records/skills/nonplayerskills/attackradius/fleshhulk_aetherstomp.dbr,Skill_AttackRadius,100.0,12.0,2.0,MediumRange,,,,,,,,,0.5,,,Short,DIRECT-REF,Special01,,,fleshhulk_unarmed_attackspecial_a01.anm,121,4.0333,,,,,121,4.0333,56,1,1.8667,0.4628,2.1667,,,4.0333,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),44,,,,,,,4
records/creatures/enemies/fleshhulk_c01.dbr,special3,records/skills/nonplayerskills/attackcharge/fleshhulk_charge.dbr,Skill_AttackWeaponCharge,100.0,5.0,0.0,LongRange,,,,,True,records/fx/skillclass01/blitz1_warmuploop_fx01.dbr,,,0.25,,,Melee,DIRECT-REF,Charge,,,fleshhulk_unarmed_charge_end.anm,41,1.3667,,,,,41,1.3667,2,1,0.0667,0.0488,1.3,,,1.3667,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),1,,,,,,,3
records/creatures/enemies/fleshhulk_c01.dbr,dying,records/skills/nonplayerskills/aoe/aetherexplosion1.dbr,Skill_AttackProjectileAreaEffect,,,,,,6.0,,,,,,,,,,Short,NO-REF,,fleshhulk_unarmed_attack_a01.anm,2.1667,,,,records/fx/skillsother/aoe/aetherexplosion_projectilefx01.dbr,,3.0,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/gazer_a01.dbr,basic,records/skills/nonplayerskills/attackprojectile/gazer_lightningorb.dbr,Skill_AttackProjectileBurst,,,,,,,,,,,,,,,,Maximum,DIRECT-REF,CastOrb,,,gazer_castorb_a01.anm,46,1.5333,records/fx/skillsother/projectile/lightningorb_fxprojectile.dbr,16.0,20.0,,46,1.5333,19,1,0.6333,0.413,0.9,,,1.5333,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),9,,,,4,0.1333,LightningOrb_Cast_FX.dbr,3
records/creatures/enemies/gazer_b01.dbr,basic,records/skills/nonplayerskills/attackprojectile/gazer_lightningorb.dbr,Skill_AttackProjectileBurst,,,,,,,,,,,,,,,,Maximum,DIRECT-REF,CastOrb,,,gazer_castorb_a01.anm,46,1.5333,records/fx/skillsother/projectile/lightningorb_fxprojectile.dbr,16.0,20.0,,46,1.5333,19,1,0.6333,0.413,0.9,,,1.5333,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),9,,,,4,0.1333,LightningOrb_Cast_FX.dbr,3
records/creatures/enemies/gazer_b01.dbr,special1,records/skills/nonplayerskills/summoning/gazer_summonzombie01.dbr,Skill_SpawnPet,50.0,6.0,4.0,AnyRange,8.0,,,False,,,,,,,,Moderate,REF-UNSATISFIED-BY-TABLE,Summon,gazer_castorb_a01.anm,1.5333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/gazer_b01.dbr,initial,records/skills/nonplayerskills/buff/gazer_frenzyaura.dbr,Skill_BuffRadiusToggled,,,,,,,,True,,,,,,,,,NO-REF,,gazer_castorb_a01.anm,1.5333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/gazer_c01.dbr,basic,records/skills/nonplayerskills/attackprojectile/gazer_lightningorbmulti.dbr,Skill_AttackProjectileBurst,,,,,,,,,,,,,,,,Maximum,DIRECT-REF,CastOrb,,,gazer_castorb_a01.anm,46,1.5333,records/fx/skillsother/projectile/lightningorb_fxprojectile.dbr,16.0,20.0,,46,1.5333,19,1,0.6333,0.413,0.9,,,1.5333,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),9,,,,4,0.1333,LightningOrb_Cast_FX.dbr,3
records/creatures/enemies/gazer_c01.dbr,special1,records/skills/nonplayerskills/attackradius/electricalblast01.dbr,Skill_AttackRadius,100.0,6.0,0.0,MediumRange,,,,,,,,,0.0,,,Melee,NO-REF,,gazer_castorb_a01.anm,1.5333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/gazer_c01.dbr,special2,records/skills/nonplayerskills/attackrangeddirect/lightning1.dbr,Skill_AttackRadiusLightning2,100.0,18.0,6.0,LongRange,,,,,,,,,0.20000000298023224,,,Long,NO-REF,,gazer_castorb_a01.anm,1.5333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/gazer_c01.dbr,initial,records/skills/nonplayerskills/buff/gazer_electricalaura.dbr,Skill_BuffRadiusToggled,,,,,,,,True,,,,,,,,,NO-REF,,gazer_castorb_a01.anm,1.5333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/gazer_d01.dbr,basic,records/skills/nonplayerskills/attackprojectile/vampiricmissile.dbr,Skill_AttackProjectile,,,,,,,,,,,,,,,,Long,NO-REF,,gazer_castorb_a01.anm,1.5333,,,,records/fx/skillsother/projectile/vampiricmissile_fxprojectile.dbr,20.0,20.0,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/gazer_d01.dbr,special1,records/skills/nonplayerskills/summoning/gazer_summonzombie_fury01.dbr,Skill_SpawnPet,100.0,5.0,0.0,AnyRange,8.0,,,False,,,,,,,,Moderate,NO-REF,,gazer_castorb_a01.anm,1.5333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/gazer_d01.dbr,special2,records/skills/nonplayerskills/attackrangeddirect/trog_vitalitybolt.dbr,Skill_AttackChain,100.0,12.0,5.0,LongRange,,,,,,,,,,,,Moderate,NO-REF,,gazer_castorb_a01.anm,1.5333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/gazer_d01.dbr,special3,records/skills/nonplayerskills/buffoffensive/trog_bloodsiphon.dbr,Skill_AttackBuffRadius,100.0,8.0,4.0,AnyRange,,,,,,,,,,,,,NO-REF,,gazer_castorb_a01.anm,1.5333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/gazer_d01.dbr,initial,records/skills/nonplayerskills/buff/trog_bloodbond.dbr,Skill_BuffRadiusToggled,,,,,,,,True,,,,,,,,,NO-REF,,gazer_castorb_a01.anm,1.5333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/ghost_b01.dbr,special1,records/skills/nonplayerskills/attackprojectile/ghost_phantomblade.dbr,Skill_AttackProjectileBurst,100.0,8.0,2.0,MediumRange,,,,,,,,,,,,Long,DIRECT-REF,knifethrow,,,heroine01_sword1h_skill_knifethrow01.anm,19,0.6333,records/fx/skillsother/projectile/ghostdagger_projectile_fx01.dbr,30.0,18.0,,19,0.6333,10,1,0.3333,0.5263,0.3,,14,0.4667,0.7368,MEASURED-ALLOWINTERRUPT,9,14,0.1667,,,,,6
records/creatures/enemies/ghost_b01_summon.dbr,special1,records/skills/nonplayerskills/attackprojectile/ghost_phantomblade.dbr,Skill_AttackProjectileBurst,100.0,8.0,2.0,MediumRange,,,,,,,,,,,,Long,DIRECT-REF,knifethrow,,,heroine01_sword1h_skill_knifethrow01.anm,19,0.6333,records/fx/skillsother/projectile/ghostdagger_projectile_fx01.dbr,30.0,18.0,,19,0.6333,10,1,0.3333,0.5263,0.3,,14,0.4667,0.7368,MEASURED-ALLOWINTERRUPT,9,14,0.1667,,,,,6
records/creatures/enemies/ghost_b02.dbr,special1,records/skills/nonplayerskills/attackmelee/ghost_shadowstrike.dbr,Skill_AttackWeaponBlink,100.0,8.0,2.0,LongRange,,,,,True,,,,,,,Moderate,DIRECT-REF,ShadowStrike,,,heroine01_sword2h_skill_jumpattack02.anm,21,0.7,,,,,21,0.7,8,1,0.2667,0.381,0.4333,,14,0.4667,0.6667,MEASURED-ALLOWINTERRUPT,5,8,0.1,,,,,6
records/creatures/enemies/ghost_b02_summon.dbr,special1,records/skills/nonplayerskills/attackmelee/ghost_shadowstrike.dbr,Skill_AttackWeaponBlink,100.0,8.0,2.0,LongRange,,,,,True,,,,,,,Moderate,DIRECT-REF,ShadowStrike,,,heroine01_sword2h_skill_jumpattack02.anm,21,0.7,,,,,21,0.7,8,1,0.2667,0.381,0.4333,,14,0.4667,0.6667,MEASURED-ALLOWINTERRUPT,5,8,0.1,,,,,6
records/creatures/enemies/ghost_b03.dbr,basic,records/skills/nonplayerskills/attackmelee/ghost_cadence.dbr,Skill_WeaponPool_ChargedFinale,,,,,,,10.0,,,,,,0.10000000149011612,,,Short,DIRECT-REF,Cadence,,,hero01_sword2h_skill_cadence_a01.anm,25,0.8333,,,,,25,0.8333,12,1,0.4,0.48,0.4333,,17,0.5667,0.68,MEASURED-ALLOWINTERRUPT,12,16,0.1333,,,,,5
records/creatures/enemies/ghost_b03.dbr,special1,records/skills/nonplayerskills/attackmelee/ghost_bladearc.dbr,Skill_AttackWeapon,100.0,9.0,3.0,ShortRange,,,,,,,,,,,,Melee,DIRECT-REF,AttackSweep,,,hero01_sword1h_skill_arcattack01.anm,29,0.9667,,,,,29,0.9667,14,1,0.4667,0.4828,0.5,,18,0.6,0.6207,MEASURED-ALLOWINTERRUPT,12,18,0.2,0.1667,14,0.4667,CleanSweep1_FX01.dbr,7
records/creatures/enemies/ghost_b03_summon.dbr,basic,records/skills/nonplayerskills/attackmelee/ghost_cadence.dbr,Skill_WeaponPool_ChargedFinale,,,,,,,10.0,,,,,,0.10000000149011612,,,Short,DIRECT-REF,Cadence,,,hero01_sword2h_skill_cadence_a01.anm,25,0.8333,,,,,25,0.8333,12,1,0.4,0.48,0.4333,,17,0.5667,0.68,MEASURED-ALLOWINTERRUPT,12,16,0.1333,,,,,5
records/creatures/enemies/ghost_b03_summon.dbr,special1,records/skills/nonplayerskills/attackmelee/ghost_bladearc.dbr,Skill_AttackWeapon,100.0,9.0,3.0,ShortRange,,,,,,,,,,,,Melee,DIRECT-REF,AttackSweep,,,hero01_sword1h_skill_arcattack01.anm,29,0.9667,,,,,29,0.9667,14,1,0.4667,0.4828,0.5,,18,0.6,0.6207,MEASURED-ALLOWINTERRUPT,12,18,0.2,0.1667,14,0.4667,CleanSweep1_FX01.dbr,7
