record,status,arz_owners,anim_table,controller,monster_classification,character_attack_speed,character_attack_speed_tag,character_spellcast_speed,character_run_speed,walk_speed,run_speed_jitter,min_rotation_speed,max_rotation_speed,num_attack_slots,waiting_anim_delay_ms,death_anim_blend_time,basic_attack_anims,basic_attack_anim_weights,basic_attack_anim_speeds,basic_attack_anim_durs_s,basic_attack_dur_s,basic_swing_period_s,anim_classes_alt,ctrl_max_swing_pause,ctrl_reposition_chance,ctrl_dodge_chance,ctrl_dodge_delay,ctrl_pursuit_time_ms,ctrl_view_distance,ctrl_inner_view_distance,ctrl_flee_behavior,ctrl_enemy_too_close,basic_anm_frames,basic_anm_dur_s,basic_hit_frames,basic_n_hits,basic_windup_s,basic_windup_frac,basic_recovery_s,basic_intra_clip_hit_gap_s,basic_allow_interrupt_frame,basic_root_lock_s,basic_root_lock_frac,basic_root_lock_grade,basic_swipe_on_frames,basic_swipe_off_frames,basic_active_window_s,basic_ps_window_s,basic_fx_first_frame,basic_fx_first_onset_s,basic_fx_entities,basic_n_events
records/creatures/enemies/hero/humanchthonic_cultist_h02.dbr,OK,base|sm_mod,records/creatures/pc/anm_malepc.dbr,records/controllers/enemy/controller_human_meleebasic.dbr,Hero,0.8500000238418579,CharacterAttackSpeedAverage,0.75,0.699999988079071,0.699999988079071,0.0,12.0,18.0,8,5000,250.0,hero01_sword1h_attack_a01.anm|hero01_sword1h_attack_b01.anm,100.0|100.0,1.25|1.25,0.5067|0.5067,0.5067,0.5961,sHanded|dHanded|dualRanged|ranged1h|ranged2h|axe2h|mace2h|sword2h|spear2h,1.2000000476837158,0,0,0,10000,80.0,12.0,NeverFlee,0.0,19,0.6333,8,1,0.2667,0.4211,0.3667,,11,0.3667,0.5789,MEASURED-ALLOWINTERRUPT,6,11,0.1667,0.2333,,,,6
records/creatures/enemies/hero/humanchthonic_cultist_h03.dbr,OK,base|sm_mod,records/creatures/pc/anm_malepc.dbr,records/controllers/enemy/controller_human_meleebasic.dbr,Hero,0.8500000238418579,CharacterAttackSpeedAverage,0.75,0.699999988079071,0.699999988079071,0.0,12.0,18.0,8,5000,250.0,hero01_sword1h_attack_a01.anm|hero01_sword1h_attack_b01.anm,100.0|100.0,1.25|1.25,0.5067|0.5067,0.5067,0.5961,sHanded|dHanded|dualRanged|ranged1h|ranged2h|axe2h|mace2h|sword2h|spear2h,1.2000000476837158,0,0,0,10000,80.0,12.0,NeverFlee,0.0,19,0.6333,8,1,0.2667,0.4211,0.3667,,11,0.3667,0.5789,MEASURED-ALLOWINTERRUPT,6,11,0.1667,0.2333,,,,6
records/creatures/enemies/hero/humanchthonic_cultist_h04.dbr,OK,base|sm_mod,records/creatures/pc/anm_malepc.dbr,records/controllers/enemy/controller_human_meleebasic.dbr,Hero,0.8500000238418579,CharacterAttackSpeedAverage,0.75,0.699999988079071,0.699999988079071,0.0,12.0,18.0,8,5000,250.0,hero01_sword1h_attack_a01.anm|hero01_sword1h_attack_b01.anm,100.0|100.0,1.25|1.25,0.5067|0.5067,0.5067,0.5961,sHanded|dHanded|dualRanged|ranged1h|ranged2h|axe2h|mace2h|sword2h|spear2h,1.2000000476837158,0,0,0,10000,80.0,12.0,NeverFlee,0.0,19,0.6333,8,1,0.2667,0.4211,0.3667,,11,0.3667,0.5789,MEASURED-ALLOWINTERRUPT,6,11,0.1667,0.2333,,,,6
records/creatures/enemies/hero/humanchthonic_cultist_h05.dbr,OK,base|sm_mod,records/creatures/pc/anm_malepc.dbr,records/controllers/enemy/controller_human_meleebasic.dbr,Hero,0.8500000238418579,CharacterAttackSpeedAverage,0.75,0.699999988079071,0.699999988079071,0.0,12.0,18.0,8,5000,250.0,hero01_sword1h_attack_a01.anm|hero01_sword1h_attack_b01.anm,100.0|100.0,1.25|1.25,0.5067|0.5067,0.5067,0.5961,sHanded|dHanded|dualRanged|ranged1h|ranged2h|axe2h|mace2h|sword2h|spear2h,1.2000000476837158,0,0,0,10000,80.0,12.0,NeverFlee,0.0,19,0.6333,8,1,0.2667,0.4211,0.3667,,11,0.3667,0.5789,MEASURED-ALLOWINTERRUPT,6,11,0.1667,0.2333,,,,6
records/creatures/enemies/hero/humanchthonic_cultist_h06.dbr,OK,gdx3|sm3,records/creatures/pc/anm_malepc.dbr,records/controllers/enemy/controller_human_meleebasic.dbr,Hero,0.8500000238418579,CharacterAttackSpeedAverage,0.75,0.699999988079071,0.699999988079071,0.0,12.0,18.0,8,5000,250.0,hero01_sword1h_attack_a01.anm|hero01_sword1h_attack_b01.anm,100.0|100.0,1.25|1.25,0.5067|0.5067,0.5067,0.5961,sHanded|dHanded|dualRanged|ranged1h|ranged2h|axe2h|mace2h|sword2h|spear2h,1.2000000476837158,0,0,0,10000,80.0,12.0,NeverFlee,0.0,19,0.6333,8,1,0.2667,0.4211,0.3667,,11,0.3667,0.5789,MEASURED-ALLOWINTERRUPT,6,11,0.1667,0.2333,,,,6
records/creatures/enemies/hero/humanoutlaw_aether_h01.dbr,OK,base|sm_mod,records/creatures/pc/anm_malepc.dbr,records/controllers/enemy/controller_humanoutlaw_meleebasic.dbr,Hero,0.8500000238418579,CharacterAttackSpeedAverage,0.8999999761581421,0.800000011920929,0.699999988079071,10.0,4.0,8.0,8,5000,250.0,hero01_sword1h_attack_a01.anm|hero01_sword1h_attack_b01.anm,100.0|100.0,1.25|1.25,0.5067|0.5067,0.5067,0.5961,sHanded|dHanded|dualRanged|ranged1h|ranged2h|axe2h|mace2h|sword2h|spear2h,1.2000000476837158,0,0,0,10000,80.0,12.0,NeverFlee,0.0,19,0.6333,8,1,0.2667,0.4211,0.3667,,11,0.3667,0.5789,MEASURED-ALLOWINTERRUPT,6,11,0.1667,0.2333,,,,6
records/creatures/enemies/hero/humanoutlaw_aether_h02.dbr,OK,base|sm_mod,records/creatures/pc/anm_malepc.dbr,records/controllers/enemy/controller_humanoutlaw_rangedbasic.dbr,Hero,0.8500000238418579,CharacterAttackSpeedAverage,0.8999999761581421,0.800000011920929,0.699999988079071,10.0,4.0,8.0,8,5000,250.0,hero01_sword1h_attack_a01.anm|hero01_sword1h_attack_b01.anm,100.0|100.0,1.25|1.25,0.5067|0.5067,0.5067,0.5961,sHanded|dHanded|dualRanged|ranged1h|ranged2h|axe2h|mace2h|sword2h|spear2h,1.7000000476837158,45,0,0,10000,80.0,12.0,NeverFlee,0.0,19,0.6333,8,1,0.2667,0.4211,0.3667,,11,0.3667,0.5789,MEASURED-ALLOWINTERRUPT,6,11,0.1667,0.2333,,,,6
records/creatures/enemies/hero/humanoutlaw_convict_h01.dbr,OK,base|sm_mod,records/creatures/pc/anm_malepc.dbr,records/controllers/enemy/controller_human_meleebasic.dbr,Hero,0.8500000238418579,CharacterAttackSpeedAverage,0.75,0.699999988079071,0.699999988079071,0.0,12.0,18.0,8,5000,250.0,hero01_sword1h_attack_a01.anm|hero01_sword1h_attack_b01.anm,100.0|100.0,1.25|1.25,0.5067|0.5067,0.5067,0.5961,sHanded|dHanded|dualRanged|ranged1h|ranged2h|axe2h|mace2h|sword2h|spear2h,1.2000000476837158,0,0,0,10000,80.0,12.0,NeverFlee,0.0,19,0.6333,8,1,0.2667,0.4211,0.3667,,11,0.3667,0.5789,MEASURED-ALLOWINTERRUPT,6,11,0.1667,0.2333,,,,6
records/creatures/enemies/hero/insectswarm_h01.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_aetherialwisp.dbr,records/controllers/enemy/controller_insectswarm.dbr,Hero,1.0,CharacterAttackSpeedAverage,1.0,1.2000000476837158,1.0,0.0,12.0,15.0,8,5000,250.0,aetherialwisp_attack01.anm|aetherialwisp_spellattack01.anm,100.0|100.0,1.25|1.25,0.6933|0.6667,0.68,0.68,,1.0,0,75,2000,10000,80.0,12.0,NeverFlee,0.0,26,0.8667,12,1,0.4,0.4615,0.4667,,,0.8667,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),,,,,,,,2
records/creatures/enemies/hero/insectswarm_h02.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_aetherialwisp.dbr,records/controllers/enemy/controller_insectswarm.dbr,Hero,1.0,CharacterAttackSpeedAverage,1.0,1.0,1.0,0.0,12.0,15.0,8,5000,250.0,aetherialwisp_attack01.anm|aetherialwisp_spellattack01.anm,100.0|100.0,1.25|1.25,0.6933|0.6667,0.68,0.68,,1.0,0,75,2000,10000,80.0,12.0,NeverFlee,0.0,26,0.8667,12,1,0.4,0.4615,0.4667,,,0.8667,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),,,,,,,,2
records/creatures/enemies/hero/insectswarm_h03.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_aetherialwisp.dbr,records/controllers/enemy/controller_insectswarm.dbr,Hero,1.0,CharacterAttackSpeedAverage,1.0,1.0,1.0,0.0,12.0,15.0,8,5000,250.0,aetherialwisp_attack01.anm|aetherialwisp_spellattack01.anm,100.0|100.0,1.25|1.25,0.6933|0.6667,0.68,0.68,,1.0,0,75,2000,10000,80.0,12.0,NeverFlee,0.0,26,0.8667,12,1,0.4,0.4615,0.4667,,,0.8667,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),,,,,,,,2
records/creatures/enemies/hero/mosquitogiant_h01.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_mosquito01.dbr,records/controllers/enemy/controller_raptor.dbr,Hero,1.0,CharacterAttackSpeedAverage,1.0,1.25,0.699999988079071,15.0,4.0,8.0,8,5000,250.0,mosquitogiant_attack_stab_01.anm|mosquitogiant_attack_stab_01.anm,100.0|100.0,1.0|1.0,1.5333|1.5333,1.5333,1.5333,,0.800000011920929,0,70,3000,10000,80.0,12.0,NeverFlee,0.0,46,1.5333,20,1,0.6667,0.4348,0.8667,,,1.5333,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),13,,,,,,,3
records/creatures/enemies/hero/mosquitogiant_h02.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_mosquito01.dbr,records/controllers/enemy/controller_raptor.dbr,Hero,1.0,CharacterAttackSpeedAverage,1.0,1.25,0.699999988079071,15.0,4.0,8.0,8,5000,250.0,mosquitogiant_attack_stab_01.anm|mosquitogiant_attack_stab_01.anm,100.0|100.0,1.0|1.0,1.5333|1.5333,1.5333,1.5333,,0.800000011920929,0,70,3000,10000,80.0,12.0,NeverFlee,0.0,46,1.5333,20,1,0.6667,0.4348,0.8667,,,1.5333,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),13,,,,,,,3
records/creatures/enemies/hero/mosquitogiant_h03.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_mosquito01.dbr,records/controllers/enemy/controller_raptor.dbr,Hero,1.0,CharacterAttackSpeedAverage,1.0,1.25,0.699999988079071,15.0,4.0,8.0,8,5000,250.0,mosquitogiant_attack_stab_01.anm|mosquitogiant_attack_stab_01.anm,100.0|100.0,1.0|1.0,1.5333|1.5333,1.5333,1.5333,,0.800000011920929,0,70,3000,10000,80.0,12.0,NeverFlee,0.0,46,1.5333,20,1,0.6667,0.4348,0.8667,,,1.5333,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),13,,,,,,,3
records/creatures/enemies/hero/mosquitogiant_h04.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_mosquito01.dbr,records/controllers/enemy/controller_raptor.dbr,Hero,1.0,CharacterAttackSpeedAverage,1.0,1.25,0.699999988079071,15.0,4.0,8.0,8,5000,250.0,mosquitogiant_attack_stab_01.anm|mosquitogiant_attack_stab_01.anm,100.0|100.0,1.0|1.0,1.5333|1.5333,1.5333,1.5333,,0.800000011920929,0,70,3000,10000,80.0,12.0,NeverFlee,0.0,46,1.5333,20,1,0.6667,0.4348,0.8667,,,1.5333,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),13,,,,,,,3
records/creatures/enemies/hero/mosquitogiant_h05.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_mosquito01.dbr,records/controllers/enemy/controller_raptor.dbr,Hero,1.0,CharacterAttackSpeedAverage,1.0,1.25,0.699999988079071,15.0,4.0,8.0,8,5000,250.0,mosquitogiant_attack_stab_01.anm|mosquitogiant_attack_stab_01.anm,100.0|100.0,1.0|1.0,1.5333|1.5333,1.5333,1.5333,,0.800000011920929,0,70,3000,10000,80.0,12.0,NeverFlee,0.0,46,1.5333,20,1,0.6667,0.4348,0.8667,,,1.5333,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),13,,,,,,,3
records/creatures/enemies/hero/mosquitogiant_h06.dbr,OK,gdx3|sm3,records/creatures/enemies/anm/anm_mosquito01.dbr,records/controllers/enemy/controller_raptor.dbr,Hero,1.0,CharacterAttackSpeedAverage,1.0,1.25,0.699999988079071,15.0,4.0,8.0,8,5000,250.0,mosquitogiant_attack_stab_01.anm|mosquitogiant_attack_stab_01.anm,100.0|100.0,1.0|1.0,1.5333|1.5333,1.5333,1.5333,,0.800000011920929,0,70,3000,10000,80.0,12.0,NeverFlee,0.0,46,1.5333,20,1,0.6667,0.4348,0.8667,,,1.5333,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),13,,,,,,,3
records/creatures/enemies/hero/obsidiandefiler_h01.dbr,OK,base|gdx2|sm_mod,records/creatures/enemies/anm/anm_chthonian_stalker.dbr,records/controllers/enemy/controller_obsidiandefiler01.dbr,Hero,1.0,CharacterAttackSpeedAverage,1.0,0.949999988079071,1.0,15.0,4.0,8.0,8,5000,250.0,stalker_attack_a01.anm|stalker_attack_b02.anm|stalker_attack_c01.anm,100.0|100.0|100.0,1.25|1.25|1.25,0.8800|0.8800|0.8800,0.88,0.88,,1.0,45,0,0,10000,80.0,12.0,NeverFlee,0.0,33,1.1,16,1,0.5333,0.4848,0.5667,,,1.1,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),12,,,,,,,2
records/creatures/enemies/hero/obsidiandefiler_h02.dbr,OK,base|gdx2|sm_mod,records/creatures/enemies/anm/anm_chthonian_stalker.dbr,records/controllers/enemy/controller_obsidiandefiler01.dbr,Hero,1.0,CharacterAttackSpeedAverage,1.0,0.949999988079071,1.0,15.0,4.0,8.0,8,5000,250.0,stalker_attack_a01.anm|stalker_attack_b02.anm|stalker_attack_c01.anm,100.0|100.0|100.0,1.25|1.25|1.25,0.8800|0.8800|0.8800,0.88,0.88,,1.0,45,0,0,10000,80.0,12.0,NeverFlee,0.0,33,1.1,16,1,0.5333,0.4848,0.5667,,,1.1,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),12,,,,,,,2
records/creatures/enemies/hero/obsidiandefiler_h03.dbr,OK,base|gdx2|sm_mod,records/creatures/enemies/anm/anm_chthonian_stalker.dbr,records/controllers/enemy/controller_obsidiandefiler01.dbr,Hero,1.0,CharacterAttackSpeedAverage,1.0,0.949999988079071,1.0,15.0,4.0,8.0,8,5000,250.0,stalker_attack_a01.anm|stalker_attack_b02.anm|stalker_attack_c01.anm,100.0|100.0|100.0,1.25|1.25|1.25,0.8800|0.8800|0.8800,0.88,0.88,,1.0,45,0,0,10000,80.0,12.0,NeverFlee,0.0,33,1.1,16,1,0.5333,0.4848,0.5667,,,1.1,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),12,,,,,,,2
records/creatures/enemies/hero/obsidiandefiler_h04.dbr,OK,base|gdx2|sm_mod,records/creatures/enemies/anm/anm_chthonian_stalker.dbr,records/controllers/enemy/controller_obsidiandefiler01.dbr,Hero,1.0,CharacterAttackSpeedAverage,1.0,0.949999988079071,1.0,15.0,4.0,8.0,8,5000,250.0,stalker_attack_a01.anm|stalker_attack_b02.anm|stalker_attack_c01.anm,100.0|100.0|100.0,1.25|1.25|1.25,0.8800|0.8800|0.8800,0.88,0.88,,1.0,45,0,0,10000,80.0,12.0,NeverFlee,0.0,33,1.1,16,1,0.5333,0.4848,0.5667,,,1.1,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),12,,,,,,,2
records/creatures/enemies/hero/obsidiandefiler_h05.dbr,OK,base|gdx2|sm_mod,records/creatures/enemies/anm/anm_chthonian_stalker.dbr,records/controllers/enemy/controller_obsidiandefiler01.dbr,Hero,1.0,CharacterAttackSpeedAverage,1.0,0.949999988079071,1.0,15.0,4.0,8.0,8,5000,250.0,stalker_attack_a01.anm|stalker_attack_b02.anm|stalker_attack_c01.anm,100.0|100.0|100.0,1.25|1.25|1.25,0.8800|0.8800|0.8800,0.88,0.88,,1.0,45,0,0,10000,80.0,12.0,NeverFlee,0.0,33,1.1,16,1,0.5333,0.4848,0.5667,,,1.1,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),12,,,,,,,2
records/creatures/enemies/hero/obsidiandefiler_h06.dbr,OK,gdx3|sm3,records/creatures/enemies/anm/anm_chthonian_stalker.dbr,records/controllers/enemy/controller_obsidiandefiler01.dbr,Hero,1.0,CharacterAttackSpeedAverage,1.0,0.949999988079071,1.0,15.0,4.0,8.0,8,5000,250.0,stalker_attack_a01.anm|stalker_attack_b02.anm|stalker_attack_c01.anm,100.0|100.0|100.0,1.25|1.25|1.25,0.8800|0.8800|0.8800,0.88,0.88,,1.0,45,0,0,10000,80.0,12.0,NeverFlee,0.0,33,1.1,16,1,0.5333,0.4848,0.5667,,,1.1,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),12,,,,,,,2
records/creatures/enemies/hero/prawn_h01.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_prawn.dbr,records/controllers/enemy/controller_prawn_melee.dbr,Hero,1.0,CharacterAttackSpeedAverage,1.0,1.0,0.699999988079071,15.0,4.0,8.0,8,5000,250.0,prawn_attack_a01.anm|prawn_attack_c01.anm|prawn_attack_d01.anm,100.0|100.0|100.0,1.0|1.0|1.0,0.9667|0.9000|0.7000,0.8556,0.8556,,0.699999988079071,0,0,6000,10000,80.0,12.0,NeverFlee,0.0,29,0.9667,21|21,2,0.7,0.7241,0.2667,0.0,,0.9667,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),17|18,,,,,,,4
records/creatures/enemies/hero/prawn_h02.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_prawn.dbr,records/controllers/enemy/controller_prawn_melee.dbr,Hero,1.0,CharacterAttackSpeedAverage,1.0,1.0,0.699999988079071,15.0,4.0,8.0,8,5000,250.0,prawn_attack_a01.anm|prawn_attack_c01.anm|prawn_attack_d01.anm,100.0|100.0|100.0,1.0|1.0|1.0,0.9667|0.9000|0.7000,0.8556,0.8556,,0.699999988079071,0,0,6000,10000,80.0,12.0,NeverFlee,0.0,29,0.9667,21|21,2,0.7,0.7241,0.2667,0.0,,0.9667,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),17|18,,,,,,,4
records/creatures/enemies/hero/prawn_h03.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_prawn.dbr,records/controllers/enemy/controller_prawn_melee.dbr,Hero,1.0,CharacterAttackSpeedAverage,1.0,1.0,0.699999988079071,15.0,4.0,8.0,8,5000,250.0,prawn_attack_a01.anm|prawn_attack_c01.anm|prawn_attack_d01.anm,100.0|100.0|100.0,1.0|1.0|1.0,0.9667|0.9000|0.7000,0.8556,0.8556,,0.699999988079071,0,0,6000,10000,80.0,12.0,NeverFlee,0.0,29,0.9667,21|21,2,0.7,0.7241,0.2667,0.0,,0.9667,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),17|18,,,,,,,4
records/creatures/enemies/hero/prawn_h04.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_prawn.dbr,records/controllers/enemy/controller_prawn_melee.dbr,Hero,1.0,CharacterAttackSpeedAverage,1.0,1.0,0.699999988079071,15.0,4.0,8.0,8,5000,250.0,prawn_attack_a01.anm|prawn_attack_c01.anm|prawn_attack_d01.anm,100.0|100.0|100.0,1.0|1.0|1.0,0.9667|0.9000|0.7000,0.8556,0.8556,,0.699999988079071,0,0,6000,10000,80.0,12.0,NeverFlee,0.0,29,0.9667,21|21,2,0.7,0.7241,0.2667,0.0,,0.9667,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),17|18,,,,,,,4
records/creatures/enemies/hero/prawn_h05.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_prawn.dbr,records/controllers/enemy/controller_prawn_melee.dbr,Hero,1.0,CharacterAttackSpeedAverage,1.0,1.0,0.699999988079071,15.0,4.0,8.0,8,5000,250.0,prawn_attack_a01.anm|prawn_attack_c01.anm|prawn_attack_d01.anm,100.0|100.0|100.0,1.0|1.0|1.0,0.9667|0.9000|0.7000,0.8556,0.8556,,0.699999988079071,0,0,6000,10000,80.0,12.0,NeverFlee,0.0,29,0.9667,21|21,2,0.7,0.7241,0.2667,0.0,,0.9667,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),17|18,,,,,,,4
records/creatures/enemies/hero/prawn_h06.dbr,OK,gdx3|sm3,records/creatures/enemies/anm/anm_prawn.dbr,records/controllers/enemy/controller_prawn_melee.dbr,Hero,1.0,CharacterAttackSpeedAverage,1.0,1.0,0.699999988079071,15.0,4.0,8.0,8,5000,250.0,prawn_attack_a01.anm|prawn_attack_c01.anm|prawn_attack_d01.anm,100.0|100.0|100.0,1.0|1.0|1.0,0.9667|0.9000|0.7000,0.8556,0.8556,,0.699999988079071,0,0,6000,10000,80.0,12.0,NeverFlee,0.0,29,0.9667,21|21,2,0.7,0.7241,0.2667,0.0,,0.9667,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),17|18,,,,,,,4
records/creatures/enemies/hero/prawncave_h01.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_prawn.dbr,records/controllers/enemy/controller_prawn_melee.dbr,Hero,1.0,CharacterAttackSpeedAverage,1.0,1.0,0.699999988079071,15.0,4.0,8.0,8,5000,250.0,prawn_attack_a01.anm|prawn_attack_c01.anm|prawn_attack_d01.anm,100.0|100.0|100.0,1.0|1.0|1.0,0.9667|0.9000|0.7000,0.8556,0.8556,,0.699999988079071,0,0,6000,10000,80.0,12.0,NeverFlee,0.0,29,0.9667,21|21,2,0.7,0.7241,0.2667,0.0,,0.9667,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),17|18,,,,,,,4
records/creatures/enemies/hero/prawncave_h02.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_prawn.dbr,records/controllers/enemy/controller_prawn_melee.dbr,Hero,1.0,CharacterAttackSpeedAverage,1.0,1.0,0.699999988079071,15.0,4.0,8.0,8,5000,250.0,prawn_attack_a01.anm|prawn_attack_c01.anm|prawn_attack_d01.anm,100.0|100.0|100.0,1.0|1.0|1.0,0.9667|0.9000|0.7000,0.8556,0.8556,,0.699999988079071,0,0,6000,10000,80.0,12.0,NeverFlee,0.0,29,0.9667,21|21,2,0.7,0.7241,0.2667,0.0,,0.9667,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),17|18,,,,,,,4
records/creatures/enemies/hero/prawncave_h03.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_prawn.dbr,records/controllers/enemy/controller_prawn_melee.dbr,Hero,1.0,CharacterAttackSpeedAverage,1.0,1.0,0.699999988079071,15.0,4.0,8.0,8,5000,250.0,prawn_attack_a01.anm|prawn_attack_c01.anm|prawn_attack_d01.anm,100.0|100.0|100.0,1.0|1.0|1.0,0.9667|0.9000|0.7000,0.8556,0.8556,,0.699999988079071,0,0,6000,10000,80.0,12.0,NeverFlee,0.0,29,0.9667,21|21,2,0.7,0.7241,0.2667,0.0,,0.9667,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),17|18,,,,,,,4
records/creatures/enemies/hero/raptor_h01.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_raptorwinged.dbr,records/controllers/enemy/controller_raptor.dbr,Hero,1.0,CharacterAttackSpeedAverage,1.0,1.2000000476837158,0.800000011920929,0.0,9.0,12.0,8,5000,250.0,raptorwinged_attack_a01.anm,100.0,1.0,1.3667,1.3667,1.3667,,0.800000011920929,0,70,3000,10000,80.0,12.0,NeverFlee,0.0,41,1.3667,14|16,2,0.4667,0.3415,0.8333,0.0667,,1.3667,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),10|12,,,,,,,5
records/creatures/enemies/hero/raptor_h02.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_raptorwinged.dbr,records/controllers/enemy/controller_raptor.dbr,Hero,1.100000023841858,CharacterAttackSpeedAverage,1.0,1.25,0.800000011920929,0.0,9.0,12.0,8,5000,250.0,raptorwinged_attack_a01.anm,100.0,1.0,1.3667,1.3667,1.2424,,0.800000011920929,0,70,3000,10000,80.0,12.0,NeverFlee,0.0,41,1.3667,14|16,2,0.4667,0.3415,0.8333,0.0667,,1.3667,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),10|12,,,,,,,5
records/creatures/enemies/hero/raptor_h03.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_raptorwinged.dbr,records/controllers/enemy/controller_raptor.dbr,Hero,1.0,CharacterAttackSpeedAverage,1.0,1.2000000476837158,0.800000011920929,0.0,9.0,12.0,8,5000,250.0,raptorwinged_attack_a01.anm,100.0,1.0,1.3667,1.3667,1.3667,,0.800000011920929,0,70,3000,10000,80.0,12.0,NeverFlee,0.0,41,1.3667,14|16,2,0.4667,0.3415,0.8333,0.0667,,1.3667,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),10|12,,,,,,,5
records/creatures/enemies/hero/raptor_h04.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_raptorwinged.dbr,records/controllers/enemy/controller_raptor.dbr,Hero,1.0,CharacterAttackSpeedAverage,1.0,1.2000000476837158,0.800000011920929,0.0,9.0,12.0,8,5000,250.0,raptorwinged_attack_a01.anm,100.0,1.0,1.3667,1.3667,1.3667,,0.800000011920929,0,70,3000,10000,80.0,12.0,NeverFlee,0.0,41,1.3667,14|16,2,0.4667,0.3415,0.8333,0.0667,,1.3667,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),10|12,,,,,,,5
records/creatures/enemies/hero/raptor_h05.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_raptorwinged.dbr,records/controllers/enemy/controller_raptor.dbr,Hero,1.0,CharacterAttackSpeedAverage,1.0,1.2000000476837158,0.800000011920929,0.0,9.0,12.0,8,5000,250.0,raptorwinged_attack_a01.anm,100.0,1.0,1.3667,1.3667,1.3667,,0.800000011920929,0,70,3000,10000,80.0,12.0,NeverFlee,0.0,41,1.3667,14|16,2,0.4667,0.3415,0.8333,0.0667,,1.3667,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),10|12,,,,,,,5
records/creatures/enemies/hero/raptor_h06.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_raptorwinged.dbr,records/controllers/enemy/controller_raptor.dbr,Hero,1.0,CharacterAttackSpeedAverage,1.0,1.2000000476837158,0.800000011920929,0.0,9.0,12.0,8,5000,250.0,raptorwinged_attack_a01.anm,100.0,1.0,1.3667,1.3667,1.3667,,0.800000011920929,0,70,3000,10000,80.0,12.0,NeverFlee,0.0,41,1.3667,14|16,2,0.4667,0.3415,0.8333,0.0667,,1.3667,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),10|12,,,,,,,5
